Player,Pos,To,AP1,PB,St,wAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,-9999
Dane Cruikshank,CB,2021,0,0,0,4,44,0,0,0,0,0,0,0,0,1,66,1,46,1,,CruiDa00
Korey Cunningham,OT,2021,0,0,0,4,30,0,0,0,0,0,0,0,0,0,0,0,,,,CunnKo00
Scott Daly,LS,2021,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,,,,DalySc01
Trevor Daniel,P,2020,0,0,0,2,20,0,0,0,0,0,0,0,0,0,0,0,,,,DaniTr00
James Daniels,C,2021,0,0,4,18,54,0,0,0,0,0,0,0,0,0,0,0,1,,,DaniJa01
Sam Darnold,QB,2021,0,0,4,22,50,972,1625,10624,54,52,162,639,10,0,0,0,,,,DarnSa00
Marcus Davenport,DE,2021,0,0,1,13,48,0,0,0,0,0,0,0,0,0,0,0,62,,21.0,DaveMa00
Carlton Davis,CB,2021,0,0,3,18,51,0,0,0,0,0,0,0,0,0,0,0,175,6,,DaviCa02
Jalen Davis,CB,2021,0,0,0,1,26,0,0,0,0,0,0,0,0,0,0,0,10,,1.0,DaviJa06
Jawill Davis,WR,2018,0,0,0,0,7,0,0,0,0,0,0,0,0,4,40,0,2,,,DaviJa07
Keionta Davis,DL,2018,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,5,,,DaviKe03
Rashard Davis,WR,2019,0,0,0,0,1,0,0,0,0,0,0,0,0,1,16,0,,,,DaviRa01
Tae Davis,LB,2020,0,0,0,5,40,0,0,0,0,0,0,0,0,0,0,0,40,,2.0,DaviTa00
Dalyn Dawkins,RB,2019,0,0,0,0,4,0,0,0,0,0,11,26,0,0,0,0,,,,DawkDa01
Duke Dawson,CB,2020,0,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,17,,,DawsDu00
Dee Delaney,CB,2021,0,0,0,2,18,0,0,0,0,0,0,0,0,0,0,0,13,1,,DelaDe00
Nick DeLuca,LB,2018,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,10,,1.0,DeLuNi00
Jamil Demby,OT,2019,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,,,,DembJa00
Garrett Dickerson,TE,2019,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,,,,DickGa00
Matt Dickerson,DE,2020,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,7,,,DickMa00
Michael Dickson,P,2021,1,1,0,11,65,0,0,0,0,0,1,9,0,0,0,0,1,,,DickMi00
Gehrig Dieter,WR,2020,0,0,0,0,10,0,0,0,0,0,0,0,0,2,32,0,2,,,DietGe00
Will Dissly,TE,2021,0,0,2,7,41,0,0,0,0,0,1,7,0,76,900,9,2,,,DissWi00
Joshua Dobbs,QB,2020,0,0,0,0,6,10,17,45,0,1,6,31,0,0,0,0,,,,DobbJo00
Devante Downs,LB,2020,0,0,0,6,36,0,0,0,0,0,0,0,0,0,0,0,27,,,DownDe00
Jeff Driskel,QB,2021,0,0,0,6,16,202,345,2120,13,8,53,309,3,1,6,0,,,,DrisJe00
Steven Dunbar,WR,2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,DunbSt00
Casey Dunn,C,2018,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,DunnCa00
Malachi Dupre,WR,2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,DuprMa01
Kenneth Durden,CB,2018,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,,,DurdKe00
Ross Dwelley,TE,2021,0,0,0,3,60,0,0,0,0,0,0,0,0,40,401,4,4,,,DwelRo00
Andrew East,LS,2018,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,EastAn01
Chase Edmonds,RB,2021,0,0,1,17,57,0,0,0,0,0,333,1551,9,128,921,5,12,,,EdmoCh00
Terrell Edmunds,S,2021,0,0,4,21,64,0,0,0,0,0,0,0,0,0,0,0,235,5,3.0,EdmuTe00
Tremaine Edmunds,ILB,2021,0,2,4,39,61,0,0,0,0,0,0,0,0,0,0,0,293,4,5.5,EdmuTr01
Gus Edwards,RB,2020,0,0,0,16,43,0,0,0,0,0,414,2152,10,18,194,0,2,,,EdwaGu00
Duke Ejiofor,DE,2018,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,6,,1.0,EjioDu00
Corn Elder,CB,2021,0,0,0,2,35,0,0,0,0,0,0,0,0,0,0,0,36,,,EldeCo00
Jake Eldrenkamp,OG,2020,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,EldrJa00
Emmanuel Ellerbee,LB,2021,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,,,ElleEm00
DeShon Elliott,SS,2021,0,0,1,10,28,0,0,0,0,0,0,0,0,0,0,0,76,1,3.5,ElliDe02
Donnie Ernsberger,TE,2018,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,ErnsDo00
Rashaan Evans,ILB,2021,0,0,3,25,59,0,0,0,0,0,0,0,0,0,0,0,196,2,3.0,EvanRa01
Brandon Facyson,CB,2021,0,0,0,7,56,0,0,0,0,0,0,0,0,0,0,0,87,1,,FacyBr00
Luke Falk,QB,2019,0,0,0,1,3,47,73,416,0,3,0,0,0,0,0,0,,,,FalkLu00
Folorunso Fatukasi,DT,2021,0,0,2,12,45,0,0,0,0,0,0,0,0,0,0,0,61,,3.0,FatuFo00
Sharif Finch,LB,2021,0,0,0,4,28,0,0,0,0,0,0,0,0,0,0,0,30,,3.5,FincSh00
Anthony Firkser,TE,2021,0,0,0,10,58,0,0,0,0,0,0,0,0,106,1107,5,1,,,FirkAn00
Kylie Fitts,DE,2021,0,0,0,1,28,0,0,0,0,0,0,0,0,0,0,0,9,,,FittKy00
Minkah Fitzpatrick,FS,2021,2,2,3,38,64,0,0,0,0,0,0,0,0,0,0,0,239,13,,FitzMi00
Matt Flanagan,TE,2018,0,0,0,0,3,0,0,0,0,0,0,0,0,1,14,0,,,,FlanMa00
Tre Flowers,SS,2021,0,0,2,16,58,0,0,0,0,0,0,0,0,0,0,0,186,3,2.0,FlowTr01
Isaiah Ford,WR,2021,0,0,0,5,32,0,0,0,0,0,1,11,0,63,681,2,1,,,FordIs00
Keith Ford,RB,2018,0,0,0,1,2,0,0,0,0,0,21,79,0,3,21,0,,,,FordKe00
Mike Ford,CB,2021,0,0,0,5,44,0,0,0,0,0,0,0,0,0,0,0,50,,,FordMi01
Poona Ford,DT,2021,0,0,3,21,59,0,0,0,0,0,0,0,0,0,0,0,82,,4.5,FordPo00
Robert Foster,WR,2020,0,0,0,5,30,0,0,0,0,0,2,29,0,32,642,3,5,,,FostRo01
Daurice Fountain,WR,2021,0,0,0,0,8,0,0,0,0,0,0,0,0,2,23,0,1,,,FounDa00
Zaire Franklin,LB,2021,0,0,1,10,65,0,0,0,0,0,0,0,0,0,0,0,53,1,,FranZa00
John Franklin-Myers,DE,2021,0,0,1,11,47,0,0,0,0,0,0,0,0,0,0,0,31,1,11.0,FranJo02
Jordan Franks,HB,2021,0,0,0,0,7,0,0,0,0,0,0,0,0,2,37,0,1,,,FranJo03
Royce Freeman,RB,2021,0,0,0,11,61,0,0,0,0,0,353,1356,8,79,486,1,4,,,FreeRo00
Troy Fumagalli,TE,2020,0,0,0,1,19,0,0,0,0,0,0,0,0,14,118,2,1,,,FumaTr00
Rico Gafford,WR,2020,0,0,0,0,8,0,0,0,0,0,0,0,0,2,66,1,1,,,GaffRi00
Russell Gage,WR,2021,0,0,0,17,61,1,2,39,1,0,6,21,0,193,2065,9,9,,,GageRu00
Michael Gallup,WR,2021,0,0,3,23,55,0,0,0,0,0,0,0,0,193,2902,15,,,,GallMi00
Dennis Gardeck,LB,2021,0,0,0,6,58,0,0,0,0,0,0,0,0,0,0,0,42,,7.0,GardDe01
Nick Gates,OT,2021,0,0,1,8,34,0,0,0,0,0,0,0,0,0,0,0,,,,GateNi00
Rico Gathers,TE,2018,0,0,0,0,15,0,0,0,0,0,0,0,0,3,45,0,,,,GathRi00
Rashaan Gaulden,CB,2020,0,0,0,1,27,0,0,0,0,0,0,0,0,0,0,0,14,,,GaulRa00
Mike Gesicki,TE,2021,0,0,1,17,64,0,1,0,0,0,0,0,0,199,2255,13,1,,,GesiMi00
Dallas Goedert,TE,2021,0,0,4,19,57,0,0,0,0,0,0,0,0,193,2295,16,4,,,GoedDa00
Zack Golditch,G,2018,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,GoldZa00
Matt Gono,T,2020,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,,,,GonoMa00
Colby Gossett,G,2021,0,0,0,2,19,0,0,0,0,0,0,0,0,0,0,0,,,,GossCo00
Janarion Grant,WR,2018,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,GranJa01
J.T. Gray,DB,2021,1,1,0,12,53,0,0,0,0,0,0,0,0,0,0,0,40,,,GrayJ.00
Cyril Grayson,WR,2021,0,0,0,2,10,0,0,0,0,0,1,14,0,11,215,2,,,,GrayCy01
Rasheem Green,DT,2021,0,0,2,14,53,0,0,0,0,0,0,0,0,0,0,0,56,,13.5,GreeRa01
Raven Greene,S,2020,0,0,0,2,20,0,0,0,0,0,1,26,0,0,0,0,38,1,2.5,GreeRa02
Shaquem Griffin,OLB,2020,0,0,0,4,46,0,0,0,0,0,0,0,0,0,0,0,17,,1.0,GrifSh01
David Grinnage,TE,2018,0,0,0,0,4,0,0,0,0,0,0,0,0,6,61,0,,,,GrinDa00
Derrius Guice,RB,2019,0,0,0,2,5,0,0,0,0,0,42,245,2,7,79,1,,,,GuicDe00
Grant Haley,CB,2021,0,0,0,8,31,0,0,0,0,0,0,0,0,0,0,0,70,1,1.0,HaleGr00
P.J. Hall,DT,2020,0,0,2,11,40,0,0,0,0,0,0,0,0,0,0,0,52,,2.5,HallP.00
DaeSean Hamilton,WR,2020,0,0,0,6,46,0,0,0,0,0,0,0,0,81,833,5,,,,HamiDa01
Shaun Dion Hamilton,LB,2020,0,0,0,8,46,0,0,0,0,0,0,0,0,0,0,0,70,1,2.5,DionSh00
Da'Shawn Hand,DE,2021,0,0,1,7,30,0,0,0,0,0,0,0,0,0,0,0,39,,3.0,HandDa00
Sean Harlow,OG,2021,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,,,,HarlSe00
Davontae Harris,CB,2021,0,0,0,5,36,0,0,0,0,0,0,0,0,0,0,0,50,,,HarrDa05
Demone Harris,DE,2021,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,5,,,HarrDe06
Marcell Harris,S,2021,0,0,0,13,52,0,0,0,0,0,0,0,0,0,0,0,98,1,1.0,HarrMa03
Desmond Harrison,OL,2018,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,,,,HarrDe05
Ronnie Harrison,SS,2021,0,0,3,16,51,0,0,0,0,0,0,0,0,0,0,0,132,5,5.0,HarrRo02
Keon Hatcher,WR,2018,0,0,0,0,3,0,0,0,0,0,0,0,0,1,8,0,,,,HatcKe00
Marquis Haynes,OLB,2021,0,0,0,4,47,0,0,0,0,0,0,0,0,0,0,0,30,,8.0,HaynMa01
Taylor Hearn,OG,2018,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,HearTa00
Bruce Hector,DT,2021,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,3,,0.5,HectBr00
Quadree Henderson,WR,2018,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,,,HendQu00
Trayvon Henderson,S,2021,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,2,,,HendTr01
Will Hernandez,OG,2021,0,0,3,23,62,0,0,0,0,0,0,0,0,0,0,0,,,,HernWi00
Chris Herndon,TE,2021,0,0,2,6,49,0,0,0,0,0,0,0,0,75,836,8,,,,HernCh00
Tre Herndon,CB,2021,0,0,1,12,52,0,0,0,0,0,0,0,0,0,0,0,128,3,1.0,HernTr00
B.J. Hill,DT,2021,0,0,2,11,64,0,0,0,0,0,0,0,0,0,0,0,91,,13.0,HillB.00
Holton Hill,CB,2020,0,0,0,4,28,0,0,0,0,0,0,0,0,0,0,0,61,1,1.0,HillHo00
Dontrell Hilliard,RB,2021,0,0,0,5,40,0,1,0,0,1,78,447,4,41,286,0,11,,,HillDo00
D'Juan Hines,LB,2018,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,2,,,HineDJ00
Nyheim Hines,RB,2021,0,0,0,22,65,0,0,0,0,0,282,1169,9,210,1537,7,1,,,HineNy00
KhaDarel Hodge,WR,2021,0,0,0,4,55,0,0,0,0,0,0,0,0,30,430,0,20,,,HodgKh00
Jeff Holland,DE,2018,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,,,HollJe01
Jalyn Holmes,DE,2021,0,0,0,6,33,0,0,0,0,0,0,0,0,0,0,0,28,,1.0,HolmJa01
J.P. Holtz,TE,2021,0,0,1,1,44,0,0,0,0,0,0,0,0,7,91,0,6,,,HoltJ.01
Travin Howard,OLB,2021,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,34,1,,HowaTr00
Buddy Howell,RB,2021,0,0,0,0,55,0,0,0,0,0,26,85,0,1,3,0,13,,,HoweGr00
Sam Hubbard,DE,2021,0,0,3,23,60,0,0,0,0,0,0,0,0,0,0,0,139,,24.0,HubbSa00
Mike Hughes,CB,2021,0,0,0,8,41,0,0,0,0,0,0,0,0,0,0,0,107,3,,HughMi00
Hayden Hurst,TE,2021,0,0,0,12,57,0,0,0,0,0,1,0,0,125,1304,12,1,,,HursHa00
Maurice Hurst Jr.,DT,2021,0,0,1,9,42,0,0,0,0,0,0,0,0,0,0,0,53,1,8.0,HursMa00
Godwin Igwebuike,RB,2021,0,0,0,2,23,0,0,0,0,0,18,118,1,7,60,0,5,,,IgweGo00
Joey Ivie,DT,2019,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,,,,IvieJo00
Joel Iyiegbuniwe,LB,2021,0,0,0,4,58,0,0,0,0,0,0,0,0,0,0,0,25,,,IyieJo00
Ryan Izzo,TE,2021,0,0,1,3,19,0,0,0,0,0,0,0,0,19,313,1,,,,IzzoRy00
Donte Jackson,CB,2021,0,0,4,18,55,0,0,0,0,0,0,0,0,0,0,0,167,12,1.0,JackDo02
J.C. Jackson,DB,2021,0,1,1,25,62,0,0,0,0,0,0,0,0,0,0,0,129,25,,JackJ.00
Josh Jackson,CB,2021,0,0,0,7,44,0,0,0,0,0,0,0,0,0,0,0,72,,,JackJo01
Justin Jackson,RB,2021,0,0,0,10,43,0,0,0,0,0,206,1040,4,65,508,0,7,,,JackJu01
Lamar Jackson,QB,2021,1,2,3,59,58,852,1329,9967,84,31,615,3673,21,0,0,0,,,,JackLa00
Robert Jackson,CB,2021,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,10,,,JackRo00
Leon Jacobs,OLB,2020,0,0,1,7,29,0,0,0,0,0,0,0,0,0,0,0,50,,2.0,JacoLe00
Natrell Jamerson,FS,2020,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,11,,,JameNa00
Craig James,CB,2020,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,14,,,JameCr01
Derwin James,SS,2021,1,2,2,17,36,0,0,0,0,0,0,0,0,0,0,0,173,5,5.5,JameDe00
Richie James,WR,2020,0,0,1,7,40,0,0,0,0,0,2,-1,0,38,689,3,1,,,JameRi00
Richard Jarvis,LB,2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,JarvRi00
Malik Jefferson,OLB,2021,0,0,0,3,35,0,0,0,0,0,0,0,0,0,0,0,9,,,JeffMa00
Josey Jewell,ILB,2021,0,0,2,16,49,0,0,0,0,0,0,0,0,0,0,0,133,,3.5,JeweJo00
Alexander Johnson,LB,2021,0,0,2,17,38,0,0,0,0,0,0,0,0,0,0,0,143,1,4.5,JohnAl01
Danny Johnson,CB,2021,0,0,0,4,42,0,0,0,0,0,0,0,0,0,0,0,37,,,JohnDa09
Kerryon Johnson,RB,2021,0,0,1,11,35,0,0,0,0,0,283,1225,8,61,527,3,,,,JohnKe06
Lyndon Johnson,DL,2018,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,,,JohnLy00
Roderick Johnson,OT,2020,0,0,0,5,29,0,0,0,0,0,0,0,0,0,0,0,,,,JohnRo06
Taron Johnson,CB,2021,0,0,3,14,55,0,0,0,0,0,0,0,0,0,0,0,196,3,6.0,JohnTa01
Tre'von Johnson,LB,2018,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,,,JohnTr07
Cameron Johnston,P,2021,0,0,0,11,65,0,0,0,0,0,0,0,0,0,0,0,3,,,JohnCa02
Chris Jones,CB,2021,0,0,0,2,29,0,0,0,0,0,0,0,0,0,0,0,40,,,JoneCh06
Jamarco Jones,OT,2021,0,0,0,7,36,0,0,0,0,0,0,0,0,0,0,0,,,,JoneJa08
JJ Jones,WR,2018,0,0,0,0,4,0,0,0,0,0,1,0,0,1,3,0,,,,JoneJJ00
Justin Jones,DT,2021,0,0,3,16,51,0,0,0,0,0,0,0,0,0,0,0,63,,4.5,JoneJu03
Ronald Jones II,RB,2021,0,0,2,17,55,0,0,0,0,0,488,2174,18,76,571,1,1,,,JoneRo01
Sam Jones,OG,2018,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,,,JoneSa00
Tevin Jones,WR,2019,0,0,0,0,5,0,0,0,0,0,0,0,0,4,61,0,,,,JoneTe02
