Player,Pos,To,AP1,PB,St,wAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,-9999
Jamal Adams,SS,2021,1,3,5,42,70,0,0,0,0,0,0,0,0,0,0,0,325,4,21.5,AdamJa00
Montravius Adams,DT,2021,0,0,0,8,55,0,0,0,0,0,0,0,0,0,0,0,29,,1.5,AdamMo00
Rodney Adams,WR,2021,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,AdamRo01
Quincy Adeboyejo,WR,2017,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,AdebQu00
Jamal Agnew,CB,2021,1,0,0,16,56,0,1,0,0,0,17,179,1,40,334,1,28,,,AgneJa00
Brian Allen,CB,2021,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,4,,,AlleBr01
Chase Allen,LB,2018,0,0,0,4,21,0,0,0,0,0,0,0,0,0,0,0,29,,,AlleCh02
Jonathan Allen,DT,2021,0,1,4,33,69,0,0,0,0,0,0,0,0,0,0,0,151,,26.0,AlleJo01
Ryan Anderson,OLB,2020,0,0,0,6,52,0,0,0,0,0,0,0,0,0,0,0,55,,6.0,AndeRy00
Eli Ankou,DT,2021,0,0,0,4,33,0,0,0,0,0,0,0,0,0,0,0,21,,2.5,AnkoEl00
Alex Anzalone,OLB,2021,0,0,1,15,52,0,0,0,0,0,0,0,0,0,0,0,134,2,5.0,AnzaAl00
Alex Armah,FB,2021,0,0,0,0,68,0,0,0,0,0,26,56,3,9,30,1,4,,,ArmaAl00
Isaac Asiata,OG,2018,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,AsiaIs00
Antony Auclair,TE,2021,0,0,1,0,56,0,0,0,0,0,0,0,0,15,131,1,6,,,AuclAn00
Chidobe Awuzie,CB,2021,0,0,3,19,63,0,0,0,0,0,0,0,0,0,0,0,201,6,,AwuzCh00
Budda Baker,FS,2021,2,4,4,42,78,0,0,0,0,0,0,0,0,0,0,0,393,5,7.5,BakeBu00
Brandon Banks,DL,2017,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,BankBr01
Zach Banner,OG,2021,0,0,0,2,30,0,0,0,0,0,0,0,0,0,0,0,,,,BannZa00
Derek Barnett,DE,2021,0,0,3,22,64,0,0,0,0,0,0,0,0,0,0,0,95,,21.5,BarnDe01
Alex Barrett,DE,2020,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,,,,BarrAl00
Tarell Basham,DE,2021,0,0,1,13,75,0,0,0,0,0,0,0,0,0,0,0,69,1,11.0,BashTa00
Evan Baylis,TE,2020,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,,,BaylEv00
C.J. Beathard,QB,2021,0,0,0,8,21,293,499,3502,18,13,52,235,4,0,0,0,,,,BeatC.00
Kendell Beckwith,ILB,2017,0,0,0,5,16,0,0,0,0,0,0,0,0,0,0,0,60,,1.0,BeckKe00
Brandon Bell,OLB,2018,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,8,,,BellBr01
B.J. Bello,LB,2020,0,0,0,2,33,0,0,0,0,0,0,0,0,0,0,0,14,,,BellB.00
Vince Biegel,OLB,2021,0,0,1,5,43,0,0,0,0,0,0,0,0,0,0,0,42,1,2.5,BiegVi00
Adam Bighill,LB,2017,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,,,BighAd00
