Player,Pos,To,AP1,PB,St,wAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,-9999
Jon Hilbert,K,2002,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,,,,hilbejon01
Renaldo Hill,DB,2010,0,0,8,36,141,0,0,0,0,0,0,0,0,0,0,0,497,19,6.5,HillRe20
Sedrick Hodge,LB,2005,0,0,3,17,63,0,0,0,0,0,0,0,0,0,0,0,164,,1.0,HodgSe20
Curtis Holden,LB,2001,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,7,,,HoldCu20
Rashad Holman,DB,2003,0,0,0,4,46,0,0,0,0,0,0,0,0,0,0,0,89,2,,HolmRa20
T.J. Houshmandzadeh,WR,2011,0,1,6,56,146,0,0,0,0,0,23,142,1,627,7237,44,1,,,HousTJ00
Bobbie Howard,LB,2003,0,0,1,6,35,0,0,0,0,0,0,0,0,0,0,0,60,1,0.5,HowaBo21
Willie Howard,DE,2001,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,10,,,HowaWi20
John Howell,DB,2006,0,0,0,7,64,0,0,0,0,0,0,0,0,0,0,0,93,,,HoweJo21
Orlando Huff,LB,2006,0,0,3,22,87,0,0,0,0,0,0,0,0,0,0,0,222,2,3.0,HuffOr20
Johnny Huggins,TE,2001,0,0,0,0,10,0,0,0,0,0,0,0,0,8,36,0,,,,HuggJo00
Corey Hulsey,G-T,2006,0,0,1,7,40,0,0,0,0,0,0,0,0,0,0,0,,,,HulsCo20
Steve Hutchinson,G,2012,5,7,11,94,169,0,0,0,0,0,0,0,0,0,0,0,,,,HutcSt00
Trevor Insley,WR,2001,0,0,0,2,11,0,0,0,0,0,0,0,0,14,165,1,,,,InslTr00
Junior Ioane,DT,2005,0,0,0,4,36,0,0,0,0,0,0,0,0,0,0,0,33,,1.5,IoanJu20
Corey Ivy,DB,2009,0,0,1,13,113,0,0,0,0,0,0,0,0,0,0,0,256,3,9.5,IvyxCo20
Chidi Iwuoma,DB,2007,0,0,0,5,77,0,0,0,0,0,0,0,0,0,0,0,69,,,IwuoCh20
Arnold Jackson,WR,2002,0,0,0,0,32,0,0,0,0,0,0,0,0,14,86,1,,,,JackAr00
James Jackson,RB,2005,0,0,1,9,52,0,0,0,0,0,325,1082,5,32,232,0,4,,,JackJa00
Jonathan Jackson,LB,2001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,JackJo25
Kris Jenkins,DT,2010,2,4,6,68,108,0,0,0,0,0,0,0,0,0,0,0,220,,24.0,JenkKr00
Jonas Jennings,T,2008,0,0,5,29,75,0,0,0,0,0,0,0,0,0,0,0,,,,JennJo20
Ligarius Jennings,DB,2002,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,18,,,JennLi20
Chad Johnson,WR,2011,2,6,9,85,166,0,1,0,0,0,24,175,0,766,11059,67,,,,JohnCh01
Eric Johnson,TE,2007,0,0,5,19,71,0,0,0,0,0,0,0,0,240,2178,9,,,,JohnEr00
Jerry Johnson,DT,2001,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,10,,,JohnJe21
Riall Johnson,LB,2003,0,0,0,2,32,0,0,0,0,0,0,0,0,0,0,0,18,,,JohnRi20
Rudi Johnson,RB,2008,0,1,5,46,95,0,0,0,0,0,1517,5979,49,113,676,2,,,,JohnRu00
Tim Johnson,LB,2006,0,0,0,4,55,0,0,0,0,0,0,0,0,0,0,0,83,1,0.5,JohnTi21
Dhani Jones,LB,2010,0,0,9,54,157,0,0,0,0,0,0,0,0,0,0,0,632,5,9.5,JoneDh20
Kenyatta Jones,T,2004,0,0,1,7,21,0,0,0,0,0,0,0,0,0,0,0,,,,JoneKe22
Willie Jones,T,2002,0,0,0,2,18,0,0,0,0,0,0,0,0,0,0,0,,,,JoneWi22
LaMont Jordan,RB,2009,0,0,2,30,114,0,2,0,0,1,897,3734,28,158,1301,3,2,,,JordLa00
Leander Jordan,T-G,2005,0,0,1,9,37,0,0,0,0,0,0,0,0,0,0,0,,,,JordLe20
Elvis Joseph,RB,2002,0,0,0,5,29,0,0,0,0,0,68,294,0,18,183,2,7,,,JoseEl00
Bhawoh Jue,DB,2007,0,0,1,14,79,0,0,0,0,0,0,0,0,0,0,0,144,6,1.5,JuexBh20
Dave Kadela,T,2004,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,KadeDa20
Kevin Kaesviharn,DB,2009,0,0,2,26,127,0,0,0,0,0,0,0,0,0,0,0,384,17,6.0,KaesKe20
Kevin Kasper,WR,2006,0,0,0,2,39,0,0,0,0,0,7,34,0,24,287,3,10,,,KaspKe00
Michael Keathley,G,2003,0,0,0,4,36,0,0,0,0,0,0,0,0,0,0,0,,,,KeatMi20
Eric Kelly,DB,2003,0,0,2,9,48,0,0,0,0,0,0,0,0,0,0,0,136,3,,KellEr20
Lewis Kelly,T-G,2005,0,0,0,4,18,0,0,0,0,0,0,0,0,0,0,0,,,,KellLe21
Andre King,WR,2004,0,0,0,2,42,0,0,0,0,0,0,0,0,30,327,0,4,,,KingAn00
Marcus Knight,WR,2002,0,0,0,0,21,0,0,0,0,0,0,0,0,3,26,0,7,,,KnigMa00
Roger Knight,LB,2004,0,0,0,4,48,0,0,0,0,0,0,0,0,0,0,0,53,,,KnigRo20
Kris Kocurek,DT,2001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,KocuKr20
Ross Kolodziej,DT,2007,0,0,1,12,54,0,0,0,0,0,0,0,0,0,0,0,45,,4.0,KoloRo20
Justin Kurpeikis,LB,2004,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,4,,,KurpJu20
George Layne,RB,2004,0,0,0,0,11,0,0,0,0,0,3,32,0,4,20,0,6,,,LaynGe00
Lance Legree,DT-DE,2006,0,0,1,15,77,0,0,0,0,0,0,0,0,0,0,0,131,,7.0,LeGrLa20
Matt Lehr,C-G,2008,0,0,3,23,98,0,0,0,0,0,0,0,0,0,0,0,2,,,LehrMa20
Zebbie Lethridge,DB,2001,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,LethZe20
Otis Leverette,DE,2004,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,25,1,2.0,LeveOt20
Damione Lewis,DT,2010,0,0,3,32,141,0,0,0,0,0,0,0,0,0,0,0,201,,23.5,LewiDa20
Michael Lewis,WR,2007,1,1,0,9,76,0,0,0,0,0,2,17,0,28,553,1,37,,,LewiMi00
Matt Light,T,2011,1,3,10,89,155,0,0,0,0,0,0,0,0,0,0,0,,,,LighMa20
Ken Lucas,DB,2009,0,0,7,46,138,0,0,0,0,0,0,0,0,0,0,0,461,25,,LucaKe20
Louis Mackey,LB,2002,0,0,0,2,16,0,0,0,0,0,0,0,0,0,0,0,10,,,MackLo20
Joe Maese,C,2005,0,0,0,7,65,0,0,0,0,0,0,0,0,0,0,0,5,,,MaesJo20
Brandon Manumaleuna,TE,2010,0,0,7,8,158,0,0,0,0,0,6,18,0,115,1008,13,1,,,ManuBr00
Torrance Marshall,LB,2004,0,0,0,7,51,0,0,0,0,0,0,0,0,0,0,0,60,,1.0,MarsTo20
David Martin,TE,2011,0,0,4,12,120,0,0,0,0,0,0,0,0,159,1562,15,14,,,MartDa00
Tee Martin,QB,2003,0,0,0,0,3,6,16,69,0,1,6,36,0,0,0,0,,,,MartTe00
Deuce McAllister,RB,2008,0,2,4,55,97,1,4,12,1,0,1429,6096,49,234,1720,5,4,,,McAlDe00
Justin McCareins,WR,2008,0,0,5,33,114,0,0,0,0,0,8,42,0,240,3676,16,10,,,McCaJu00
Central McClellion,DB,2001,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,12,,,McClCe20
Quentin McCord,WR,2003,0,0,0,5,25,0,0,0,0,0,4,13,0,23,427,1,4,,,McCoQu00
Marlon McCree,DB,2008,0,0,7,35,114,0,0,0,0,0,0,0,0,0,0,0,349,16,3.0,McCrMa20
Sean McDermott,TE,2003,0,0,0,1,38,0,0,0,0,0,0,0,0,0,0,0,5,,,McDeSe20
Phil McGeoghan,WR,2001,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,McGePh20
Kareem McKenzie,T,2011,0,0,10,62,161,0,0,0,0,0,0,0,0,0,0,0,,,,McKeKa20
Jeremy McKinney,G,2002,0,0,1,5,18,0,0,0,0,0,0,0,0,0,0,0,,,,McKiJe20
Mike McMahon,QB,2005,0,0,0,6,29,229,515,2867,15,21,82,409,7,1,7,0,,,,McMaMi00
Kirk McMullen,TE,2001,0,0,0,0,7,0,0,0,0,0,0,0,0,2,15,0,,,,McMuKi00
Rondell Mealey,RB,2002,0,0,0,2,14,0,0,0,0,0,22,73,1,9,76,0,7,,,MealRo00
Shad Meier,TE,2005,0,0,0,3,53,0,0,0,0,0,0,0,0,42,334,3,2,,,MeieSh00
Than Merrill,DB,2001,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,7,,,MerrTh20
Ahmad Merritt,WR,2003,0,0,0,1,29,0,0,0,0,0,1,5,0,19,170,0,18,,,MerrAh00
Willie Middlebrooks,DB,2005,0,0,0,4,56,0,0,0,0,0,0,0,0,0,0,0,63,,1.0,MiddWi20
Snoop Minnis,WR,2002,0,0,1,5,15,0,0,0,0,0,0,0,0,34,515,1,,,,MinnMa00
Travis Minor,RB,2008,0,0,0,10,118,0,0,0,0,0,307,1230,8,67,474,1,48,,,MinoTr00
Dwayne Missouri,DE,2001,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,MissDw20
Freddie Mitchell,WR,2004,0,0,1,13,63,1,3,25,1,0,2,-4,0,90,1263,5,4,,,MitcFr00
Mario Monds,DT,2004,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,4,,,MondMa20
Ron Moore,DT,2001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,MoorRo22
Brian Moorman,P,2013,2,2,0,23,202,3,7,68,2,0,13,55,0,0,0,0,8,,,MoorBr24
Zeke Moreno,LB,2005,0,0,1,10,61,0,0,0,0,0,0,0,0,0,0,0,139,1,3.0,MoreZe20
Dan Morgan,LB,2007,0,1,5,30,59,0,0,0,0,0,0,0,0,0,0,0,284,5,7.0,MorgDa99
Quincy Morgan,WR,2006,0,0,4,20,86,0,0,0,0,0,10,53,0,164,2466,17,1,,,MorgQu00
Kelvin Moses,LB,2002,0,0,0,2,32,0,0,0,0,0,0,0,0,0,0,0,25,,,MoseKe20
Santana Moss,WR,2014,0,1,9,72,197,0,0,0,0,0,51,287,0,732,10283,66,,,,MossSa00
