Player,Pos,To,AP1,PB,St,wAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,-9999
Martavis Bryant,WR,2018,0,0,1,19,44,0,0,0,0,0,17,94,1,145,2183,17,,,,BryaMa00
Deone Bucannon,SS,2020,0,0,4,32,84,0,0,0,0,0,0,0,0,0,0,0,329,2,7.0,BucaDe00
Max Bullough,ILB,2016,0,0,0,5,30,0,0,0,0,0,0,0,0,0,0,0,36,,,BullMa00
Isaiah Burse,WR,2016,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,,,,BursIs01
Trey Burton,TE,2020,0,0,1,12,98,0,0,0,0,0,8,15,2,159,1532,15,27,,,BurtTr01
Jeremy Butler,WR,2016,0,0,0,2,12,0,0,0,0,0,0,0,0,33,374,0,,,,ButlJe01
Malcolm Butler,CB,2020,0,1,4,41,100,0,0,0,0,0,0,0,0,0,0,0,344,17,3.0,ButlMa01
Carrington Byndom,CB,2014,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,,,ByndCa00
Michael Campanaro,WR,2017,0,0,0,4,24,0,0,0,0,0,10,131,1,31,310,2,,,,CampMi02
Ka'Deem Carey,RB,2016,0,0,0,3,37,0,0,0,0,0,111,443,2,13,131,1,1,,,CareKa00
Derek Carr,QB,2021,0,3,8,75,127,2896,4456,31700,193,85,254,743,6,1,-9,0,,,,CarrDe02
Ryan Carrethers,DT,2016,0,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,29,,,CarrRy00
T.J. Carrie,CB,2021,0,0,3,21,118,0,0,0,0,0,0,0,0,0,0,0,315,7,2.0,CarrTr00
Glenn Carson,LB,2014,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,7,,,CarsGl01
Chandler Catanzaro,K,2018,0,0,0,12,77,0,0,0,0,0,0,0,0,0,0,0,9,,,CataCh00
Will Clarke,DE,2018,0,0,0,6,53,0,0,0,0,0,0,0,0,0,0,0,27,,7.0,ClarWi00
Asante Cleveland,TE,2016,0,0,0,0,14,0,0,0,0,0,0,0,0,1,1,0,,,,ClevAs00
Ha Ha Clinton-Dix,FS,2021,0,1,6,34,98,0,0,0,0,0,0,0,0,0,0,0,417,16,5.5,ClinHa00
Jadeveon Clowney,DE,2021,0,3,7,51,97,0,0,0,0,0,0,0,0,0,0,0,210,1,41.0,ClowJa00
Ross Cockrell,CB,2021,0,0,3,20,97,0,0,0,0,0,0,0,0,0,0,0,205,7,,CockRo00
Brandon Coleman,WR,2017,0,0,0,10,48,0,0,0,0,0,0,0,0,79,1099,8,2,,,ColeBr00
Davon Coleman,DT,2015,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,3,,,ColeDa00
Deandre Coleman,DT,2017,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,8,,,ColeDe01
Aaron Colvin,CB,2019,0,0,1,16,65,0,0,0,0,0,0,0,0,0,0,0,174,,5.0,ColvAa00
Brandin Cooks,WR,2021,0,0,8,63,119,0,0,0,0,0,48,302,2,573,7917,46,,,,CookBr00
Jerome Couplin,S,2015,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,6,,,CoupJe00
Brock Coyle,LB,2018,0,0,1,10,52,0,0,0,0,0,0,0,0,0,0,0,59,,1.5,CoylBr00
Scott Crichton,DE,2015,0,0,0,2,21,0,0,0,0,0,0,0,0,0,0,0,8,,,CricSc00
Isaiah Crowell,RB,2018,0,0,3,22,77,0,0,0,0,0,880,3803,27,117,922,1,2,,,CrowIs00
Jerome Cunningham,TE,2019,0,0,0,1,14,0,0,0,0,0,0,0,0,8,59,0,,,,CunnJe00
Jordan Dangerfield,FS,2020,0,0,0,6,61,0,0,0,0,0,0,0,0,0,0,0,26,,,DangJo00
Orleans Darkwa,RB,2017,0,0,1,6,52,0,0,0,0,0,246,1038,9,29,207,0,12,,,DarkOr00
James Davidson,LB,2014,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,DaviJa05
Akeem Davis,S,2016,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,8,,,DaviAk00
Chris Davis,CB,2016,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,15,,0.5,DaviCh05
Todd Davis,LB,2020,0,0,4,32,96,0,0,0,0,0,0,0,0,0,0,0,315,1,3.0,DaviTo01
Anthony Denham,TE,2015,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,,,DenhAn00
Darqueze Dennard,CB,2021,0,0,0,13,87,0,0,0,0,0,0,0,0,0,0,0,230,4,3.0,DennDa00
Andrew DePaola,LS,2021,0,0,0,5,89,0,0,0,0,0,0,0,0,0,0,0,11,,,DePaAn00
Pierre Desir,CB,2021,0,0,3,17,85,0,0,0,0,0,0,0,0,0,0,0,226,10,,DesiPi00
Ahmad Dixon,SS,2014,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,2,,,DixoAh00
Brandon Dixon,CB,2017,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,23,1,,DixoBr00
Brian Dixon,CB,2016,0,0,0,2,37,0,0,0,0,0,0,0,0,0,0,0,36,,,DixoBr01
Aaron Donald,DT,2021,7,8,8,110,127,0,0,0,0,0,0,0,0,0,0,0,285,,98.0,DonaAa00
Jonathan Dowling,FS,2014,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,,,DowlJo00
Dakota Dozier,OT,2021,0,0,1,13,76,0,0,0,0,0,0,0,0,0,0,0,1,,,DoziDa00
Greg Ducre,CB,2015,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,10,1,,DucrGr00
Brandon Dunn,DT,2020,0,0,3,17,76,0,0,0,0,0,0,0,0,0,0,0,62,,1.0,DunnBr00
Laurent Duvernay-Tardif,OT,2021,0,0,4,28,68,0,0,0,0,0,0,0,0,0,0,0,,,,DuveLa00
Kony Ealy,DE,2018,0,0,0,12,65,0,0,0,0,0,0,0,0,0,0,0,53,2,15.0,EalyKo00
Dominique Easley,DT,2018,0,0,0,7,41,0,0,0,0,0,0,0,0,0,0,0,44,1,6.5,EaslDo00
Eric Ebron,TE,2021,0,1,4,29,106,0,1,0,0,0,5,-6,3,351,3837,33,,,,EbroEr00
Kasim Edebali,OLB,2018,0,0,0,5,62,0,0,0,0,0,0,0,0,0,0,0,41,,8.0,EdebKa00
Bruce Ellington,WR,2018,0,0,0,7,44,0,1,0,0,0,11,54,1,79,769,5,2,,,ElliBr00
Jayrone Elliott,LB,2020,0,0,0,5,52,0,0,0,0,0,0,0,0,0,0,0,58,1,5.0,ElliJa02
Justin Ellis,DT,2021,0,0,3,22,100,0,0,0,0,0,0,0,0,0,0,0,95,,0.5,ElliJu01
IK Enemkpali,DE,2015,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,11,,,EnemIK00
Quincy Enunwa,WR,2019,0,0,2,13,41,0,0,0,0,0,2,12,0,119,1617,5,3,,,EnunQu00
Mike Evans,WR,2021,0,4,8,62,122,0,0,0,0,0,1,10,0,606,9301,75,1,,,EvanMi00
Antone Exum,CB,2019,0,0,0,6,50,0,0,0,0,0,0,0,0,0,0,0,54,1,1.0,ExumAn00
David Fales,QB,2019,0,0,0,1,5,31,48,287,1,1,5,8,1,0,0,0,,,,FaleDa00
Dillon Farrell,C,2014,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,,,,FarrDi00
T.J. Fatinikun,DE,2015,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,7,,0.5,FatiT.00
Terrence Fede,DE,2017,0,0,0,5,51,0,0,0,0,0,0,0,0,0,0,0,34,,1.0,FedeTe00
Matt Feiler,T,2021,0,0,4,24,62,0,0,0,0,0,0,0,0,0,0,0,1,,,FeilMa00
James Ferentz,C,2021,0,0,0,5,48,0,0,0,0,0,0,0,0,0,0,0,,,,FereJa00
Ego Ferguson,DT,2015,0,0,0,2,20,0,0,0,0,0,0,0,0,0,0,0,13,,2.0,FergEg00
C.J. Fiedorowicz,TE,2017,0,0,2,6,51,0,0,0,0,0,0,0,0,89,881,6,,,,FiedC.00
Carlos Fields,LB,2016,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,,,FielCa00
Bojay Filimoeatu,LB,2014,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,6,,,FiliBo00
Cameron Fleming,OT,2021,0,0,1,25,96,0,0,0,0,0,0,0,0,0,0,0,,,,FlemCa00
Marquis Flowers,OLB,2018,0,0,0,7,53,0,0,0,0,0,0,0,0,0,0,0,38,,3.5,FlowMa00
Dee Ford,DE,2021,0,1,2,23,85,0,0,0,0,0,0,0,0,0,0,0,117,,40.0,FordDe00
Khairi Fortt,OLB,2014,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,,,FortKh00
David Foucault,T,2014,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,,,,FoucDa00
Bennie Fowler,WR,2020,0,0,0,7,68,0,0,0,0,0,1,20,0,97,1101,6,17,,,FowlBe00
Dan Fox,LB,2014,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,FoxxDa00
Devonta Freeman,RB,2021,0,2,4,49,98,0,0,0,0,0,1138,4720,38,298,2263,12,4,,,FreeDe00
Nate Freese,K,2014,0,0,0,-1,3,0,0,0,0,0,0,0,0,0,0,0,,,,FreeNa00
Kyle Fuller,CB,2021,1,2,5,48,112,0,0,0,0,0,0,0,0,0,0,0,368,19,,FullKy00
John Fullington,T,2017,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,FullJo00
Zach Fulton,OG,2020,0,0,6,39,107,0,0,0,0,0,0,0,0,0,0,0,,,,FultZa00
Taylor Gabriel,WR,2019,0,0,2,24,83,0,0,0,0,0,28,191,1,228,2860,14,,,,GabrTa00
E.J. Gaines,CB,2018,0,0,3,13,43,0,0,0,0,0,0,0,0,0,0,0,169,4,,GainE.00
Phillip Gaines,CB,2020,0,0,1,10,70,0,0,0,0,0,0,0,0,0,0,0,151,1,,GainPh00
Jimmy Garoppolo,QB,2021,0,0,2,37,63,960,1418,11852,71,38,142,192,5,2,-3,0,,,,GaroJi00
Shamiel Gary,SS,2016,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,8,,,GarySh00
Bruce Gaston,DT,2015,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,9,,1.0,GastBr00
Jordan Gay,P,2016,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,6,,,GayxJo00
Jeremiah George,ILB,2017,0,0,0,3,37,0,0,0,0,0,0,0,0,0,0,0,27,,0.5,GeorJe01
Garrett Gilbert,QB,2021,0,0,0,2,8,43,75,477,1,1,6,25,0,0,0,0,,,,GilbGa01
Justin Gilbert,CB,2016,0,0,0,4,35,0,0,0,0,0,0,0,0,0,0,0,36,1,,GilbJu00
Garry Gilliam,T,2018,0,0,2,18,68,0,0,0,0,0,0,0,0,0,0,0,,,,GillGa01
Crockett Gillmore,TE,2016,0,0,1,4,32,0,0,0,0,0,0,0,0,51,604,6,,,,GillCr00
Tay Glover-Wright,CB,2015,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,GlovTa00
Demetri Goodson,CB,2016,0,0,0,2,26,0,0,0,0,0,0,0,0,0,0,0,22,,,GoodDe00
C.J. Goodwin,WR,2021,0,0,0,5,80,0,0,0,0,0,0,0,0,0,0,0,43,,,GoodC.00
Ryan Grant,WR,2019,0,0,1,10,80,0,0,0,0,0,0,0,0,123,1333,7,2,,,GranRy01
Marion Grice,RB,2014,0,0,0,0,10,0,1,0,0,0,15,41,1,7,29,0,,,,GricMa00
Xavier Grimble,TE,2019,0,0,0,2,47,0,0,0,0,0,0,0,0,23,239,3,,,,GrimXa00
Ryan Groy,OG,2020,0,0,0,12,68,0,0,0,0,0,0,0,0,0,0,0,,,,GroyRy00
Spencer Hadley,LB,2014,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,HadlSp01
Ra'Shede Hageman,DT,2016,0,0,1,8,44,0,0,0,0,0,0,0,0,0,0,0,41,,4.0,HageRa00
Andre Hal,CB,2018,0,0,3,17,69,0,0,0,0,0,0,0,0,0,0,0,130,12,1.0,HalxAn00
Jon Halapio,OG,2019,0,0,2,10,27,0,0,0,0,0,0,0,0,0,0,0,,,,HalaJo00
Je'Ron Hamm,TE,2016,0,0,0,0,6,0,0,0,0,0,0,0,0,2,13,0,1,,,HammJe01
Josh Harris,RB,2014,0,0,0,0,5,0,0,0,0,0,9,16,0,0,0,0,,,,HarrJo04
Shelby Harris,DE,2021,0,0,3,28,83,0,0,0,0,0,0,0,0,0,0,0,127,1,22.5,HarrSh00
Jonotthan Harrison,C,2019,0,0,3,19,84,0,0,0,0,0,0,0,0,0,0,0,,,,HarrJo03
Taylor Hart,DE,2016,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,13,,,HartTa00
Donald Hawkins,G,2016,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,,,,HawkDo01
Matt Hazel,WR,2017,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,,,,HazeMa01
Seantrel Henderson,OT,2019,0,0,2,14,39,0,0,0,0,0,0,0,0,0,0,0,,,,HendSe00
Javontee Herndon,WR,2015,0,0,0,1,8,0,0,0,0,0,1,13,0,24,195,0,1,,,HernJa00
Robert Herron,WR,2014,0,0,0,0,8,0,0,0,0,0,1,0,0,6,58,1,1,,,HerrRo00
Ryan Hewitt,FB,2018,0,0,3,2,72,0,0,0,0,0,1,0,0,23,221,1,6,,,HewiRy00
Jeremy Hill,RB,2018,0,0,3,21,55,0,0,0,0,0,708,2898,29,68,490,1,,,,HillJe01
Anthony Hitchens,OLB,2021,0,0,7,41,119,0,0,0,0,0,0,0,0,0,0,0,410,2,5.5,HitcAn00
Trey Hopkins,G,2021,0,0,4,25,76,0,0,0,0,0,0,0,0,0,0,0,,,,HopkTr01
Gator Hoskins,TE,2014,0,0,0,0,15,0,0,0,0,0,0,0,0,3,21,0,,,,HoskHa00
Josh Huff,WR,2016,0,0,0,6,37,0,1,0,0,0,5,22,0,51,523,4,4,,,HuffJo00
Marqueston Huff,FS,2016,0,0,0,4,41,0,0,0,0,0,0,0,0,0,0,0,25,1,1.0,HuffMa00
Charley Hughlett,LS,2021,0,0,0,6,113,0,0,0,0,0,0,0,0,0,0,0,13,,,HughCh01
Allen Hurns,WR,2019,0,0,5,23,82,0,0,0,0,0,0,0,0,241,3380,25,,,,HurnAl01
James Hurst,OT,2021,0,0,3,31,119,0,0,0,0,0,0,0,0,0,0,0,,,,HursJa00
Carlos Hyde,RB,2021,0,0,4,32,102,0,0,0,0,0,1225,4979,37,157,867,3,,,,HydeCa00
Kerry Hyder,DT,2021,0,0,1,17,71,0,0,0,0,0,0,0,0,0,0,0,88,,20.0,HydeKe01
Gabe Ikard,C,2016,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,,,,IkarGa00
Dontrelle Inman,WR,2020,0,0,1,17,75,0,0,0,0,0,0,0,0,188,2445,13,1,,,InmaDo00
Andrew Jackson,ILB,2014,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,8,,1.0,JackAn02
Bennett Jackson,CB,2020,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,,,JackBe00
Gabe Jackson,OG,2021,0,0,8,42,116,0,0,0,0,0,0,0,0,2,-5,0,,,,JackGa00
Nic Jacobs,TE,2015,0,0,0,0,24,0,0,0,0,0,0,0,0,3,22,1,2,,,JacoNi00
Tramain Jacobs,DB,2015,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,,,JacoTr00
Ja'Wuan James,OT,2019,0,0,4,27,65,0,0,0,0,0,0,0,0,0,0,0,,,,JameJa01
Jeff Janis,WR,2017,0,0,0,2,51,0,0,0,0,0,2,38,1,17,200,1,20,,,JaniJe00
Stanley Jean-Baptiste,CB,2017,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,,,JeanSt00
Jackson Jeffcoat,DE,2015,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,6,1,1.0,JeffJa00
Marcel Jensen,TE,2015,0,0,0,0,2,0,0,0,0,0,0,0,0,1,8,0,,,,JensMa01
Timmy Jernigan,DT,2020,0,0,4,25,76,0,0,0,0,0,0,0,0,0,0,0,70,1,17.5,JernTi00
Ulrick John,OT,2017,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,,,,JohnUl00
Anthony Johnson,DT,2017,0,0,0,2,22,0,0,0,0,0,0,0,0,0,0,0,7,,,JohnAn04
Dontae Johnson,FS,2021,0,0,1,15,103,0,0,0,0,0,0,0,0,0,0,0,175,2,1.0,JohnDo02
Randell Johnson,OLB,2016,0,0,0,2,16,0,0,0,0,0,0,0,0,0,0,0,5,,,JohnRa01
Storm Johnson,RB,2014,0,0,0,0,6,0,0,0,0,0,29,86,2,1,-4,0,,,,JohnSt03
Wesley Johnson,OT,2018,0,0,1,11,53,0,0,0,0,0,0,0,0,1,-5,0,,,,JohnWe00
Christian Jones,ILB,2021,0,0,5,32,125,0,0,0,0,0,0,0,0,0,0,0,296,,7.0,JoneCh05
DaQuan Jones,DT,2021,0,0,7,43,116,0,0,0,0,0,0,0,0,0,0,0,155,,10.0,JoneDa04
Howard Jones,LB,2017,0,0,0,4,24,0,0,0,0,0,0,0,0,0,0,0,14,,6.0,JoneHo01
Seantavius Jones,WR,2015,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,,,JoneSe01
T.J. Jones,WR,2019,0,0,0,7,45,0,0,0,0,0,1,-3,0,67,852,5,1,,,JoneT.00
Lamarcus Joyner,CB,2021,0,0,3,22,96,0,0,0,0,0,0,0,0,0,0,0,331,4,5.0,JoynLa00
Devon Kennard,OLB,2021,0,0,5,31,111,0,0,0,0,0,0,0,0,0,0,0,242,1,26.5,KennDe00
Zac Kerin,C,2018,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,,,,KeriZa00
Zach Kerr,NT,2021,0,0,0,11,95,0,0,0,0,0,0,0,0,0,0,0,89,,9.5,KerrZa00
Christian Kirksey,OLB,2021,0,0,4,33,97,0,0,0,0,0,0,0,0,0,0,0,405,5,13.5,KirkCh00
Cyrus Kouandjio,OT,2018,0,0,0,6,30,0,0,0,0,0,0,0,0,0,0,0,,,,KouaCy00
Kenny Ladler,FS,2019,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,,,LadlKe00
Jarvis Landry,WR,2021,0,5,8,55,123,6,9,146,1,0,40,239,5,688,7598,37,6,,,LandJa00
Cody Latimer,WR,2019,0,0,1,6,66,0,0,0,0,0,2,1,0,70,935,6,14,,,LatiCo00
DeDe Lattimore,LB,2014,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,,,LattDe01
Cordarro Law,DE,2015,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,17,,1.0,LawxCo00
DeMarcus Lawrence,DE,2021,0,2,5,49,103,0,0,0,0,0,0,0,0,0,0,0,206,2,48.5,LawrDe00
Nevin Lawson,CB,2021,0,0,5,22,100,0,0,0,0,0,0,0,0,0,0,0,260,1,2.0,LawsNe00
Marqise Lee,WR,2019,0,0,2,17,59,1,2,20,1,0,16,100,0,174,2184,8,,,,LeexMa00
Charles Leno Jr.,OG,2021,0,1,7,45,119,0,0,0,0,0,0,0,0,0,0,0,,,,LenoCh00
Taylor Lewan,OT,2021,0,3,7,47,103,0,0,0,0,0,0,0,0,1,10,1,,,,LewaTa00
Brandon Linder,OG,2021,0,0,6,31,88,0,0,0,0,0,0,0,0,0,0,0,1,,,LindBr00
Corey Linsley,C,2021,1,1,8,59,115,0,0,0,0,0,0,0,0,0,0,0,1,,,LinsCo00
Spencer Long,OG,2019,0,0,3,22,67,0,0,0,0,0,0,0,0,0,0,0,,,,LongSp00
Craig Loston,SS,2015,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,2,,,LostCr00
Al Louis-Jean,CB,2014,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,6,,,LouiAl00
Cornelius Lucas,T,2021,0,0,1,16,82,0,0,0,0,0,0,0,0,0,0,0,1,,,LucaCo01
Aaron Lynch,DE,2020,0,0,1,14,81,0,0,0,0,0,0,0,0,0,0,0,86,1,21.0,LyncAa00
Khalil Mack,OLB,2021,3,6,7,82,117,0,0,0,0,0,0,0,0,0,0,0,352,3,76.5,MackKh00
Chris Manhertz,TE,2021,0,0,1,0,87,0,0,0,0,0,0,0,0,18,213,2,,,,ManhCh00
Johnny Manziel,QB,2015,0,0,0,4,14,147,258,1675,7,7,46,259,1,0,0,0,,,,ManzJo00
Cassius Marsh,DE,2021,0,0,0,13,96,0,0,0,0,0,0,0,0,0,0,0,132,,15.0,MarsCa00
Kareem Martin,DE,2020,0,0,2,12,78,0,0,0,0,0,0,0,0,0,0,0,66,1,5.0,MartKa00
Marcus Martin,C,2020,0,0,2,11,29,0,0,0,0,0,0,0,0,0,0,0,,,,MartMa01
Zack Martin,G,2021,5,7,8,84,120,0,0,0,0,0,0,0,0,0,0,0,,,,MartZa00
Freddie Martino,WR,2018,0,0,0,2,26,0,0,0,0,0,0,0,0,13,238,1,6,,,MartFr00
Tre Mason,RB,2015,0,0,1,8,25,0,0,0,0,0,254,972,5,34,236,1,,,,MasoTr00
Chris Matthews,WR,2017,0,0,0,2,22,0,0,0,0,0,0,0,0,16,176,1,7,,,MattCh00
Jake Matthews,OT,2021,0,1,8,60,128,0,0,0,0,0,0,0,0,0,0,0,,,,MattJa00
