Player,Pos,To,AP1,PB,St,wAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,-9999
Jim Dray,TE,2017,0,0,2,3,94,0,0,0,0,0,0,0,0,56,605,3,10,,,DrayJi00
Justin Drescher,C,2017,0,0,0,5,110,0,0,0,0,0,0,0,0,0,0,0,4,,,DresJu20
Vlad Ducasse,G,2018,0,0,4,21,111,0,0,0,0,0,0,0,0,0,0,0,,,,DucaVl20
Tim Duckworth,G,2010,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,,,DuckTi20
Carlos Dunlap,DE,2021,0,2,7,66,180,0,0,0,0,0,0,0,0,0,0,0,359,2,96.0,DunlCa99
Jonathan Dwyer,RB,2014,0,0,1,8,38,0,0,0,0,0,246,1022,3,29,184,0,1,,,DwyeJo00
Armanti Edwards,QB,2013,0,0,0,1,41,2,3,11,0,0,3,12,0,6,131,0,,,,EdwaAr00
Brody Eldridge,C,2011,0,0,2,0,27,0,0,0,0,0,0,0,0,14,84,0,1,,,EldrBr00
Dedrick Epps,TE,2012,0,0,0,0,6,0,0,0,0,0,0,0,0,1,9,0,,,,EppsDe00
Ray Feinga,G,2010,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,FeinRa20
Dane Fletcher,DE,2014,0,0,0,8,54,0,0,0,0,0,0,0,0,0,0,0,78,1,4.5,FletDa00
Jacoby Ford,WR,2013,0,0,1,12,38,0,0,0,0,0,19,201,2,57,848,3,1,,,FordJa01
Jason Fox,T,2015,0,0,1,9,37,0,0,0,0,0,0,0,0,0,0,0,,,,FoxxJa20
Dominique Franks,DB,2014,0,0,0,6,52,0,0,0,0,0,0,0,0,0,0,0,34,3,,FranDo99
Junior Galette,DE,2017,0,0,2,19,80,0,0,0,0,0,0,0,0,0,0,0,107,,34.5,GaleJu00
Clifton Geathers,DE,2014,0,0,0,3,37,0,0,0,0,0,0,0,0,0,0,0,17,,1.0,GeatCl99
Toby Gerhart,RB,2015,0,0,0,16,82,0,0,0,0,0,397,1675,7,100,809,3,7,,,GerhTo00
David Gettis,WR,2012,0,0,1,3,17,0,0,0,0,0,3,2,0,37,508,3,1,,,GettDa00
Brandon Ghee,DB,2014,0,0,0,2,29,0,0,0,0,0,0,0,0,0,0,0,17,1,,GheeBr99
Thaddeus Gibson,LB,2011,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,,,GibsTh99
Mardy Gilyard,WR,2012,0,0,0,1,19,0,0,0,0,0,0,0,0,8,78,0,5,,,GilyMa00
Travis Goethel,LB,2012,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,7,,,GoetTr99
Richard Goodman,WR,2012,0,0,0,1,26,0,0,0,0,0,0,0,0,1,25,0,10,,,GoodRi00
Josh Gordy,DB,2014,0,0,1,9,59,0,0,0,0,0,0,0,0,0,0,0,79,5,1.0,GordJo01
Brandon Graham,DE,2021,0,1,6,56,161,0,0,0,0,0,0,0,0,0,0,0,314,,59.0,GrahBr99
Garrett Graham,TE,2015,0,0,2,7,60,0,0,0,0,0,0,0,0,100,1059,10,5,,,GrahGa00
Jimmy Graham,TE,2021,1,5,10,61,184,0,0,0,0,0,2,3,0,713,8506,85,2,,,GrahJi00
Isaiah Greenhouse,LB,2010,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,GreeIs20
Cory Greenwood,LB,2012,0,0,0,3,48,0,0,0,0,0,0,0,0,0,0,0,30,,,GreeCo01
Clint Gresham,LB,2015,0,0,0,5,96,0,0,0,0,0,0,0,0,0,0,0,4,,,GresCl00
Jermaine Gresham,TE,2018,0,2,9,28,132,0,0,0,0,0,0,0,0,377,3752,29,1,,,GresJe00
Everson Griffen,DE,2021,0,4,6,66,170,0,0,0,0,0,0,0,0,0,0,0,286,2,85.5,GrifEv99
Cody Grimm,DB,2012,0,0,1,5,23,0,0,0,0,0,0,0,0,0,0,0,56,2,,GrimCo99
Chris Gronkowski,RB,2012,0,0,0,0,35,0,0,0,0,0,5,17,0,8,46,1,6,,,GronCh00
Rob Gronkowski,TE,2021,4,5,11,78,143,0,0,0,0,0,1,2,1,621,9286,92,,,,GronRo00
Joe Haden,DB,2021,0,3,10,62,158,0,0,0,0,0,0,0,0,0,0,0,504,29,3.0,HadeJo99
Chad Hall,WR,2013,0,0,0,1,24,0,0,0,0,0,12,42,0,16,155,2,,,,HallCh00
Max Hall,QB,2010,0,0,0,1,6,39,78,370,1,6,1,-5,0,0,0,0,,,,HallMa00
Clay Harbor,TE,2016,0,0,2,7,98,0,0,0,0,0,0,0,0,114,1170,8,7,,,HarbCl00
Derek Hardman,T,2012,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,1,,,HardDe00
Greg Hardy,DE,2015,0,1,4,33,75,0,0,0,0,0,0,0,0,0,0,0,167,1,40.0,HardGr99
Dominique Harris,DB,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,HarrDo21
Larry Hart,DE,2010,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,5,,1.5,HartLa99
Kevin Haslam,T,2012,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,,,,HaslKe20
Joe Hawley,G,2017,0,0,3,27,91,0,0,0,0,0,0,0,0,0,0,0,,,,HawlJo20
Aaron Hernandez,TE,2012,0,0,2,21,38,0,0,0,0,0,9,97,0,175,1956,18,,,,HernAa00
Jesse Holley,WR,2011,0,0,0,1,28,0,0,0,0,0,0,0,0,7,169,0,14,,,HollJe00
Michael Hoomanawanui,TE,2017,0,0,3,5,87,0,0,0,0,0,1,0,0,57,646,8,2,,,HoomMi00
Jeremy Horne,WR,2011,0,0,0,0,12,0,0,0,0,0,1,5,0,0,0,0,4,,,HornJe00
Lamarr Houston,DT,2017,0,0,5,31,100,0,0,0,0,0,0,0,0,0,0,0,231,1,30.5,HousLa99
Austin Howard,T,2018,0,0,6,32,97,0,0,0,0,0,0,0,0,0,0,0,,,,HowaAu20
Cordaro Howard,T,2010,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,,,,HowaCo20
Jerry Hughes,DE,2021,0,0,8,62,184,0,0,0,0,0,0,0,0,0,0,0,276,1,58.0,HughJe99
Josh Hull,LB,2013,0,0,0,3,39,0,0,0,0,0,0,0,0,0,0,0,18,,,HullJo99
Pete Ittersagen,DB,2010,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,,,IttePe00
Mike Iupati,G,2020,1,4,10,67,140,0,0,0,0,0,0,0,0,1,10,0,1,,,IupaMi20
Travis Ivey,DT,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,IveyTr00
Chris Ivory,RB,2018,0,1,2,33,108,0,0,0,0,0,1227,5237,29,107,948,3,,,,IvorCh00
Brian Jackson,DB,2011,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,7,,,JackBr01
Kareem Jackson,DB,2021,0,0,11,49,176,0,0,0,0,0,0,0,0,0,0,0,645,20,3.0,JackKa99
Rashawn Jackson,RB,2010,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,JackRa23
Brandon James,WR,2010,0,0,0,0,3,0,0,0,0,0,0,0,0,6,40,0,,,,JameBr00
Javarris James,RB,2010,0,0,0,1,10,0,0,0,0,0,46,112,6,9,63,0,1,,,JameJa00
A.J. Jefferson,DB,2013,0,0,0,8,43,0,0,0,0,0,0,0,0,0,0,0,99,2,,JeffA.00
John Jerry,G,2019,0,0,6,40,132,0,0,0,0,0,0,0,0,0,0,0,,,,JerrJo20
Jerome Johnson,RB,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,JohnJe23
Marquis Johnson,DB,2011,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,,,JohnMa99
Micah Johnson,LB,2011,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,,,,JohnMi01
Arthur Jones,DT,2017,0,0,2,18,64,0,0,0,0,0,0,0,0,0,0,0,99,,10.0,JoneAr22
Donald Jones,WR,2012,0,0,2,8,35,0,0,0,0,0,4,3,0,82,887,6,8,,,JoneDo00
Onrea Jones,WR,2010,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,JoneOn20
Reshad Jones,DB,2019,0,2,8,44,128,0,0,0,0,0,0,0,0,0,0,0,599,21,10.5,JoneRe99
Alex Joseph,LB,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,JoseAl00
Joe Joseph,DT,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,JoseJo21
Linval Joseph,DT,2021,0,2,11,69,171,0,0,0,0,0,0,0,0,0,0,0,379,,25.0,JoseLi99
Deji Karim,RB,2013,0,0,0,4,33,0,0,0,0,0,110,341,0,18,129,0,2,,,KariDe00
Brandon King,DB,2011,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,,,KingBr01
Max Komar,WR,2011,0,0,0,1,10,0,0,0,0,0,0,0,0,12,117,0,2,,,KomaMa00
Keaton Kristick,LB,2010,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,8,,,KrisKe00
Matt Kroul,DT,2010,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,3,,,KrouMa00
Brandon LaFell,WR,2018,0,0,5,43,125,0,1,0,0,0,11,130,0,406,5398,31,2,,,LaFeBr00
Austen Lane,DE,2013,0,0,2,7,30,0,0,0,0,0,0,0,0,0,0,0,47,,3.0,LaneAu99
Brandon Lang,LB,2010,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,1,,1.0,LangBr99
Ted Larsen,C,2020,0,0,5,36,137,0,0,0,0,0,0,0,0,0,0,0,,,,LarsTe20
Billy Latsko,RB,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,LatsBi00
Shawn Lauvao,G,2018,0,0,7,36,99,0,0,0,0,0,0,0,0,0,0,0,,,,LauvSh20
Sean Lee,LB,2020,1,2,7,53,118,0,0,0,0,0,0,0,0,0,0,0,521,14,4.0,LeexSe99
Kendrick Lewis,DB,2018,0,0,6,30,103,0,0,0,0,0,0,0,0,0,0,0,255,9,,LewiKe00
Myron Lewis,DB,2012,0,0,0,1,28,0,0,0,0,0,0,0,0,0,0,0,20,,,LewiMy99
Trevard Lindley,DB,2010,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,22,1,,LindTr99
Jeff Linkenbach,T,2015,0,0,1,19,86,0,0,0,0,0,0,0,0,0,0,0,,,,LinkJe20
Sean Lissemore,DE,2015,0,0,2,13,69,0,0,0,0,0,0,0,0,0,0,0,78,1,6.5,LissSe99
Erik Lorig,DE,2014,0,0,1,2,66,0,0,0,0,0,3,4,0,39,220,2,19,,,LoriEr99
Kyle Love,DT,2019,0,0,2,18,115,0,0,0,0,0,0,0,0,0,0,0,81,,15.0,LoveKy00
Robert Malone,P,2013,0,0,0,4,31,0,0,0,0,0,0,0,0,0,0,0,4,,,MaloRo00
Chris Maragos,DB,2017,0,0,0,7,99,0,0,0,0,0,1,0,0,0,0,0,67,,,MaraCh99
Marc Mariani,WR,2016,0,1,0,5,70,0,0,0,0,0,2,19,0,27,324,0,7,,,MariMa00
Tim Masthay,P,2015,0,0,0,9,96,1,2,27,1,0,2,13,0,0,0,0,9,,,MastTi99
Jeron Mastrud,TE,2013,0,0,1,1,52,0,0,0,0,0,0,0,0,7,96,0,,,,MastJe20
Ricardo Mathews,DT,2016,0,0,0,14,96,0,0,0,0,0,0,0,0,0,0,0,66,,5.0,MathRi99
Ryan Mathews,RB,2016,0,1,5,44,86,0,0,0,0,0,1184,5261,37,179,1371,3,,,,MathRy00
John Matthews,WR,2010,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,MattJo22
Kevin Matthews,C,2012,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,,,,MattKe20
Bryan Mattison,DE,2012,0,0,0,2,19,0,0,0,0,0,0,0,0,0,0,0,,,,MattBr20
Josh Mauga,LB,2015,0,0,2,18,59,0,0,0,0,0,0,0,0,0,0,0,161,3,1.5,MaugJo00
Taylor Mays,DB,2015,0,0,0,9,80,0,0,0,0,0,0,0,0,0,0,0,89,,1.0,MaysTa99
Bryan McCann,DB,2013,0,0,0,3,35,0,0,0,0,0,0,0,0,0,0,0,28,1,1.0,McCaBr01
Kyle McCarthy,DB,2011,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,6,,,McCaKy00
Robert McClain,DB,2017,0,0,1,14,94,0,0,0,0,0,0,0,0,0,0,0,239,7,2.5,McClRo98
Rolando McClain,LB,2015,0,0,5,25,65,0,0,0,0,0,0,0,0,0,0,0,288,4,9.5,McClRo00
Jacques McClendon,G,2015,0,0,0,3,25,0,0,0,0,0,0,0,0,0,0,0,,,,McClJa20
Dexter McCluster,WR,2016,0,1,1,21,89,0,0,0,0,0,250,1042,2,236,1993,7,1,,,McClDe00
Devin McCourty,DB,2021,0,2,12,68,188,0,0,0,0,0,0,0,0,0,0,0,686,31,3.0,McCoDe99
Anthony McCoy,TE,2015,0,0,1,4,41,0,0,0,0,0,0,0,0,31,437,3,,,,McCoAn00
Colt McCoy,QB,2021,0,0,2,16,52,674,1088,7195,33,29,161,546,2,2,8,0,1,,,McCoCo00
Gerald McCoy,DT,2021,1,6,10,69,140,0,0,0,0,0,0,0,0,0,0,0,235,,59.5,McCoGe99
Danny McCray,DB,2015,0,0,1,7,91,0,0,0,0,0,1,2,0,0,0,0,107,2,1.0,McCrDa00
Walter McFadden,DB,2010,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,,,McFaWa99
Joe McKnight,RB,2014,0,0,0,7,41,0,0,0,0,0,113,505,0,23,241,2,8,,,McKnJo00
Steve McLendon,DT,2021,0,0,7,40,165,0,0,0,0,0,0,0,0,0,0,0,172,1,13.0,McLeSt00
Sherrick McManis,DB,2020,0,0,0,9,142,0,0,0,0,0,0,0,0,0,0,0,125,3,1.0,McMaSh99
Zoltan Mesko,P,2013,0,0,0,6,55,0,0,0,0,0,0,0,0,0,0,0,2,,,MeskZo99
Jeromy Miles,DB,2014,0,0,0,5,67,0,0,0,0,0,0,0,0,0,0,0,68,1,,MileJe00
Lonyae Miller,RB,2010,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,MillLo00
Nick Miller,WR,2011,0,0,0,1,17,0,0,0,0,0,0,0,0,4,48,0,1,,,MillNi00
Prince Miller,DB,2012,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,,,MillPr00
Koa Misi,LB,2016,0,0,6,30,84,0,0,0,0,0,0,0,0,0,0,0,258,,12.0,MisiKo99
Carlton Mitchell,WR,2011,0,0,0,0,16,0,0,0,0,0,1,9,0,3,31,0,3,,,MitcCa00
Earl Mitchell,DT,2019,0,0,4,29,130,0,0,0,0,0,0,0,0,0,0,0,163,,6.5,MitcEa99
Arthur Moats,LB,2017,0,0,3,22,121,0,0,0,0,0,0,0,0,0,0,0,136,,16.5,MoatAr00
Tony Moeaki,TE,2015,0,0,2,10,49,0,0,0,0,0,0,0,0,91,1201,6,,,,MoeaTo00
Joshua Moore,DB,2010,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,,,MoorJo99
Marlon Moore,WR,2015,0,0,0,2,70,0,0,0,0,0,3,34,0,26,387,3,23,,,MoorMa02
