Player,Pos,To,AP1,PB,St,wAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,-9999
Shaun Bradley,LB,2021,0,0,0,2,30,0,0,0,0,0,0,0,0,0,0,0,24,,,BradSh00
Darius Bradwell,RB,2021,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,BradDa00
Jordan Brailford,EDGE,2020,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,2,,,BraiJo00
John Brannon,DB,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,BranJo00
Ben Bredeson,OL,2021,0,0,0,2,18,0,0,0,0,0,0,0,0,0,0,0,,,,BredBe00
Aaron Brewer,C,2021,0,0,0,5,24,0,0,0,0,0,0,0,0,0,0,0,,,,BrewAa01
Antoine Brooks Jr.,S,2021,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,3,,,BrooAn00
Jordyn Brooks,LB,2021,0,0,1,11,31,0,0,0,0,0,0,0,0,0,0,0,144,,1.0,BrooJo01
Cam Brown,LB,2021,0,0,0,2,27,0,0,0,0,0,0,0,0,0,0,0,14,,,BrowCa01
Derrick Brown,DL,2021,0,0,2,12,32,0,0,0,0,0,0,0,0,0,0,0,48,,5.0,BrowDe05
Tony Brown,WR,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,BrowTo03
T.J. Brunson,LB,2020,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,,,BrunTJ00
Harrison Bryant,TE,2021,0,0,1,4,31,0,0,0,0,0,0,0,0,45,471,6,,,,BryaHa00
Hunter Bryant,TE,2020,0,0,0,0,5,0,0,0,0,0,0,0,0,1,44,0,,,,BryaHu02
Myles Bryant,DB,2021,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,37,2,1.0,BryaMy01
Terrell Burgess,S,2021,0,0,0,1,23,0,0,0,0,0,0,0,0,0,0,0,11,,,BurgTe00
Joe Burrow,QB,2021,0,0,2,22,26,630,924,7299,47,19,77,260,5,0,0,0,1,,,BurrJo01
Hakeem Butler,WR,2020,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,ButlHa00
Lawrence Cager,WR,2021,0,0,0,0,3,0,0,0,0,0,0,0,0,2,35,0,,,,CageLa01
Raymond Calais,RB,2020,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,CalaRa00
Marquez Callaway,WR,2021,0,0,1,8,28,0,0,0,0,0,0,0,0,67,911,6,1,,,CallMa01
Elijah Campbell,DB,2021,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,,,CampEl00
Tevaughn Campbell,DB,2021,0,0,0,4,30,0,0,0,0,0,0,0,0,0,0,0,47,1,,CampTe00
Ron'Dell Carter,DE,2021,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,CartRo02
Sergio Castillo,K,2020,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,,,,CastSe00
Quintez Cephus,WR,2021,0,0,0,5,18,0,0,0,0,0,0,0,0,35,553,4,1,,,CephQu00
K'Lavon Chaisson,LB,2021,0,0,0,6,31,0,0,0,0,0,0,0,0,0,0,0,32,,2.0,ChaiKL00
Saahdiq Charles,OL,2021,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,,,,CharSa00
Joseph Charlton,P,2021,0,0,0,2,22,1,1,28,0,0,0,0,0,0,0,0,1,,,CharJo01
Anthony Chesley,DB,2021,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,7,,,ChesAn00
Jeremy Chinn,S,2021,0,0,2,26,31,0,0,0,0,0,2,29,0,0,0,0,143,2,2.0,ChinJe00
Dan Chisena,WR,2021,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,8,,,ChisDa00
Cole Christiansen,LB,2021,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,,,ChriCo00
Chris Claybrooks,CB,2021,0,0,0,4,29,0,0,0,0,0,0,0,0,0,0,0,50,,,ClayCh02
Chase Claypool,WR,2021,0,0,1,15,31,0,0,0,0,0,24,112,2,121,1733,11,2,,,ClayCh01
Ezra Cleveland,OL,2021,0,0,2,11,30,0,0,0,0,0,0,0,0,0,0,0,2,,,ClevEz00
Tyrie Cleveland,WR,2021,0,0,0,0,17,0,0,0,0,0,0,0,0,6,63,0,4,,,ClevTy00
Kameron Cline,DT,2021,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,,,ClinKa00
Josiah Coatney,DT,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,CoatJo01
Omari Cobb,LB,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,CobbOm00
Matt Cole,WR,2021,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,,,ColeMa03
Trystan Colon-Castillo,C,2021,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,1,,,ColoTr01
Marquise Copeland,DT,2021,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,5,,,CopeMa01
Doug Costin,DT,2021,0,0,1,4,13,0,0,0,0,0,0,0,0,0,0,0,13,,,CostDo00
Nathan Cottrell,RB,2021,0,0,0,0,12,0,0,0,0,0,1,3,0,0,0,0,5,,,CottNa00
Carter Coughlin,LB,2021,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,15,,1.0,CougCa00
Isaiah Coulter,WR,2021,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,CoulIs00
Jeremy Cox,RB,2020,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,,,CoxxJe00
Aaron Crawford,DT,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,CrawAa00
Tae Crowder,,2021,0,0,2,13,28,0,0,0,0,0,0,0,0,0,0,0,98,2,1.0,CrowTa00
Kamren Curl,S,2021,0,0,2,11,32,0,0,0,0,0,0,0,0,0,0,0,125,3,3.0,CurlKa00
Lloyd Cushenberry III,OL,2021,0,0,2,13,32,0,0,0,0,0,0,0,0,0,0,0,,,,CushLl00
Dominique Dafney,TE,2021,0,0,0,0,15,0,0,0,0,0,0,0,0,4,60,1,4,,,DafnDo00
DeeJay Dallas,RB,2021,0,0,0,4,29,0,0,0,0,0,67,246,4,38,244,1,7,,,DallDe00
Darrion Daniels,DT,2020,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,,,DaniDa04
Michael Danna,DE,2021,0,0,0,4,30,0,0,0,0,0,0,0,0,0,0,0,27,,5.5,DannMi00
Cameron Dantzler,CB,2021,0,0,1,7,25,0,0,0,0,0,0,0,0,0,0,0,80,3,,DantCa00
Marlon Davidson,DL,2021,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,14,1,1.0,DaviMa01
Ashtyn Davis,S,2021,0,0,1,5,23,0,0,0,0,0,0,0,0,0,0,0,68,2,0.5,DaviAs00
Carlos Davis,DL,2021,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,7,,,DaviCa03
Gabriel Davis,WR,2021,0,0,1,11,32,0,0,0,0,0,1,0,0,70,1148,13,1,,,DaviGa01
Khalil Davis,DL,2021,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,,,DaviKh00
Raekwon Davis,DL,2021,0,0,2,14,30,0,0,0,0,0,0,0,0,0,0,0,31,,0.5,DaviRa03
Tyler Davis,TE,2021,0,0,0,0,22,0,0,0,0,0,0,0,0,4,35,0,4,,,DaviTy02
Akeem Davis-Gaither,LB,2021,0,0,0,3,25,0,0,0,0,0,0,0,0,0,0,0,41,1,0.5,DaviAk01
Josiah Deguara,TE,2021,0,0,0,2,18,0,0,0,0,0,0,0,0,26,257,2,1,,,DeguJo00
Trevon Diggs,CB,2021,1,1,2,19,28,0,0,0,0,0,0,0,0,0,0,0,92,14,1.0,DiggTr00
AJ Dillon,RB,2021,0,0,0,11,28,0,0,0,0,0,233,1045,7,36,334,2,1,,,DillAJ00
Ben DiNucci,QB,2020,0,0,0,1,3,23,43,219,0,0,6,22,0,0,0,0,,,,DiNuBe00
J.K. Dobbins,RB,2020,0,0,0,7,15,0,0,0,0,0,134,805,9,18,120,0,,,,DobbJK00
Tyrel Dodson,LB,2021,0,0,0,4,26,0,0,0,0,0,0,0,0,0,0,0,23,,1.0,DodsTy01
Khalil Dorsey,DB,2020,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,,,DorsKh00
Kevin Dotson,OL,2021,0,0,0,5,22,0,0,0,0,0,0,0,0,0,0,0,,,,DotsKe00
Rico Dowdle,RB,2020,0,0,0,0,15,0,0,0,0,0,7,24,0,0,0,0,1,,,DowdRi01
Andrew Dowell,LB,2021,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,9,,,DoweAn00
Jack Driscoll,OL,2021,0,0,0,7,20,0,0,0,0,0,0,0,0,0,0,0,,,,DrisJa00
Kyle Dugger,S,2021,0,0,1,9,29,0,0,0,0,0,0,0,0,0,0,0,113,4,,DuggKy00
Michael Dunn,T,2021,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,,,,DunnMi01
Yasir Durant,T,2021,0,0,0,2,18,0,0,0,0,0,0,0,0,0,0,0,,,,DuraYa01
Devin Duvernay,WR,2021,1,1,0,6,32,0,0,0,0,0,11,120,0,53,473,2,,,,DuveDe00
Troy Dye,LB,2021,0,0,1,4,28,0,0,0,0,0,0,0,0,0,0,0,25,,,DyexTr00
Austin Edwards,DE,2021,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,EdwaAu00
Bryan Edwards,WR,2021,0,0,1,6,28,0,0,0,0,0,1,0,0,45,764,4,,,,EdwaBr01
Clyde Edwards-Helaire,RB,2021,0,0,1,13,23,0,0,0,0,0,300,1320,8,55,426,3,,,,EdwaCl00
Dieter Eiselen,G,2021,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,EiseDi00
Ben Ellefson,TE,2021,0,0,0,0,12,0,0,0,0,0,0,0,0,1,10,0,,,,ElleBe00
Jordan Elliott,DL,2021,0,0,0,3,32,0,0,0,0,0,0,0,0,0,0,0,16,,0.5,ElliJo02
A.J. Epenesa,DL,2021,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,19,,2.5,EpenAJ00
Darrynton Evans,RB,2021,0,0,0,1,6,0,0,0,0,0,16,61,0,4,38,1,1,,,EvanDa02
Breiden Fehoko,NT,2021,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,5,,,FehoBr01
Blake Ferguson,LS,2021,0,0,0,2,33,0,0,0,0,0,0,0,0,0,0,0,3,,,FergBl00
Demetrius Flannigan-Fowles,DB,2021,0,0,0,4,28,0,0,0,0,0,0,0,0,0,0,0,19,,,FlanDe00
Leki Fotu,DL,2021,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,14,,1.0,FotuLe00
Jack Fox,P,2021,0,1,0,6,33,2,3,38,0,0,0,0,0,0,0,0,1,,,FoxxJa01
Sam Franklin,OLB,2021,0,0,0,5,30,0,0,0,0,0,0,0,0,0,0,0,34,,1.0,FranSa00
Hjalte Froholdt,OL,2021,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,,,,FrohHj00
Elliott Fry,K,2021,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,FryxEl01
Jordan Fuller,S,2021,0,0,2,10,28,0,0,0,0,0,0,0,0,0,0,0,105,4,,FullJo01
Kristian Fulton,CB,2021,0,0,1,5,19,0,0,0,0,0,0,0,0,0,0,0,44,3,1.0,FultKr00
Lamont Gaillard,OL,2020,0,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,,,,GailLa00
Tipa Galeai,DE,2021,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,7,,1.0,GaleTi01
Neville Gallimore,DL,2021,0,0,1,6,19,0,0,0,0,0,0,0,0,0,0,0,16,,2.0,GallNe00
Antonio Gandy-Golden,WR,2021,0,0,0,0,10,0,0,0,0,0,1,22,0,1,3,0,,,,GandAn00
Jonathan Garvin,DL,2021,0,0,0,2,24,0,0,0,0,0,0,0,0,0,0,0,17,,1.5,GarvJo00
Willie Gay Jr.,LB,2021,0,0,2,9,28,0,0,0,0,0,0,0,0,0,0,0,55,2,1.5,GayJWi00
Joe Gaziano,DE,2021,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,8,,,GaziJo01
Antonio Gibson,RB,2021,0,0,2,14,30,0,0,0,0,0,428,1832,18,78,541,3,1,,,GibsAn00
Cam Gill,LB,2021,0,0,0,2,25,0,0,0,0,0,0,0,0,0,0,0,11,,1.5,GillCa00
Reggie Gilliam,TE,2021,0,0,0,0,30,0,0,0,0,0,3,3,0,5,39,1,3,,,GillRe00
Alohi Gilman,S,2021,0,0,0,2,26,0,0,0,0,0,0,0,0,0,0,0,33,1,,GilmAl00
Trevis Gipson,DL,2021,0,0,0,5,23,0,0,0,0,0,0,0,0,0,0,0,24,,7.0,GipsTr00
Jeff Gladney,CB,2020,0,0,1,5,16,0,0,0,0,0,0,0,0,0,0,0,63,,,GladJe00
Jordan Glasgow,LB,2021,0,0,0,2,25,0,0,0,0,0,0,0,0,0,0,0,10,,,GlasJo00
Terry Godwin,WR,2020,0,0,0,0,3,0,0,0,0,0,1,3,0,3,32,0,,,,GodwTe00
Derwin Gray,OL,2020,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,,,GrayDe01
A.J. Green,DB,2021,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,15,1,,GreeAJ00
Farrod Green,TE,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,GreeFa00
Jonathan Greenard,DL,2021,0,0,1,6,25,0,0,0,0,0,0,0,0,0,0,0,33,,9.0,GreeJo04
Yetur Gross-Matos,DL,2021,0,0,0,5,26,0,0,0,0,0,0,0,0,0,0,0,27,,6.0,GrosYe00
Javelin Guidry,DB,2021,0,0,0,2,28,0,0,0,0,0,0,0,0,0,0,0,48,,,GuidJa01
Bryce Hall,CB,2021,0,0,2,7,25,0,0,0,0,0,0,0,0,0,0,0,99,1,0.5,HallBr02
Nate Hall,LB,2020,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,6,,2.0,HallNa01
Terez Hall,LB,2020,0,0,1,3,8,0,0,0,0,0,0,0,0,0,0,0,33,,,HallTe01
Tyler Hall,DB,2021,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,,,HallTy01
Arlington Hambright,OT,2020,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,,,,HambAr00
DaVon Hamilton,DL,2021,0,0,0,7,27,0,0,0,0,0,0,0,0,0,0,0,40,,2.0,HamiDa02
KJ Hamler,WR,2021,0,0,0,4,16,0,0,0,0,0,9,40,0,35,455,3,,,,HamlKJ00
Harrison Hand,CB,2021,0,0,0,2,23,0,0,0,0,0,0,0,0,0,0,0,19,1,,HandHa00
Chase Hansen,LB,2021,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,,,HansCh02
Madre Harper,DB,2021,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,5,,,HarpMa00
Darius Harris,LB,2021,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,12,,,HarrDa07
De'Jon Harris,LB,2021,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,,1.0,HarrDe10
Nick Harris,OL,2021,0,0,0,2,23,0,0,0,0,0,0,0,0,0,0,0,1,,,HarrNi01
Tim Harris,CB,2021,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,,,HarrTi01
Malik Harrison,LB,2021,0,0,0,7,30,0,0,0,0,0,0,0,0,0,0,0,40,,,HarrMa06
Penny Hart,WR,2021,0,0,0,1,30,0,0,0,0,0,1,19,0,8,62,0,10,,,HartPe01
Myles Hartsfield,DB,2021,0,0,0,4,26,0,0,0,0,0,2,2,0,0,0,0,39,,1.0,HartMy00
J.C. Hassenauer,C,2021,0,0,0,5,28,0,0,0,0,0,0,0,0,0,0,0,,,,HassJ.00
Jamycal Hasty,RB,2021,0,0,0,3,19,0,0,0,0,0,55,216,2,30,190,0,7,,,HastJa02
Jaylinn Hawkins,S,2021,0,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,21,2,0.5,HawkJa00
Charlie Heck,OL,2021,0,0,1,6,18,0,0,0,0,0,0,0,0,0,8,0,,,,HeckCh00
Daniel Helm,TE,2021,0,0,0,0,14,0,0,0,0,0,0,0,0,1,-1,0,1,,,HelmDa01
C.J. Henderson,CB,2021,0,0,1,6,20,0,0,0,0,0,0,0,0,0,0,0,58,1,,HendCJ00
Matt Hennessy,OL,2021,0,0,1,8,30,0,0,0,0,0,0,0,0,0,0,0,,,,HennMa00
Marcus Henry,C,2021,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,,,,HenrMa02
Justin Herbert,QB,2021,0,1,2,30,32,839,1267,9350,69,25,118,536,8,0,0,0,1,,,HerbJu00
Justin Herron,OL,2021,0,0,0,6,28,0,0,0,0,0,0,0,0,0,0,0,,,,HerrJu00
Tee Higgins,WR,2021,0,0,2,17,30,0,0,0,0,0,5,28,0,141,1999,12,1,,,HiggTe00
Alex Highsmith,DL,2021,0,0,1,11,32,0,0,0,0,0,0,0,0,0,0,0,76,1,8.0,HighAl02
John Hightower,WR,2021,0,0,0,1,14,0,0,0,0,0,1,1,0,10,167,0,,,,HighJo00
K.J. Hill,WR,2021,0,0,0,1,21,0,0,0,0,0,0,0,0,10,103,0,,,,HillKJ00
Kendall Hinton,WR,2021,0,0,0,1,17,2,10,14,0,2,2,7,0,15,175,1,1,,,HintKe00
Sterling Hofrichter,P,2021,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,1,,,HofrSt00
Nate Holley,DB,2020,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,,,HollNa00
Darnay Holmes,CB,2021,0,0,0,5,23,0,0,0,0,0,0,0,0,0,0,0,44,2,0.5,HolmDa01
Elijah Holyfield,RB,2020,0,0,0,0,1,,,,,,,,,,,,,,,HolyEl00
Brycen Hopkins,TE,2021,0,0,0,0,10,0,0,0,0,0,0,0,0,1,9,0,,,,HopkBr01
Jameson Houston,DB,2020,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,HousJa00
Braxton Hoyett,DT,2021,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,,,HoyeBr01
Khaleke Hudson,LB,2021,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,12,,,HudsKh00
Bryce Huff,DE,2021,0,0,0,4,23,0,0,0,0,0,0,0,0,0,0,0,17,,4.0,HuffBr00
Juju Hughes,DB,2021,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,5,,,HughJu00
Robert Hunt,OL,2021,0,0,2,11,33,0,0,0,0,0,0,0,0,0,0,0,,,,HuntRo01
Jason Huntley,RB,2021,0,0,0,0,6,0,0,0,0,0,18,70,0,1,0,0,,,,HuntJa01
Tyler Huntley,QB,2021,0,0,0,2,9,125,193,1096,3,4,57,317,2,0,0,0,,,,HuntTy01
Jalen Hurts,QB,2021,0,0,1,21,30,342,580,4205,22,13,202,1138,13,1,3,0,,,,HurtJa00
Noah Igbinoghene,CB,2021,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,17,,,IgbiNo00
Keith Ismael,OL,2021,0,0,0,2,18,0,0,0,0,0,0,0,0,0,0,0,,,,IsmaKe00
Austin Jackson,OL,2021,0,0,2,13,30,0,0,0,0,0,0,0,0,0,0,0,1,,,JackAu00
Chris Jackson,S,2021,0,0,0,2,23,0,0,0,0,0,0,0,0,0,0,0,43,,,JackCh01
Dane Jackson,CB,2021,0,0,0,4,22,0,0,0,0,0,0,0,0,0,0,0,46,1,,JackDa02
Jonah Jackson,OL,2021,0,1,2,15,32,0,0,0,0,0,0,0,0,0,0,0,1,,,JackJo03
Lamar Jackson,DB,2021,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,26,,,JackLa02
Michael Jacquet,DB,2021,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,12,,1.0,JacqMi00
Justin Jefferson,WR,2021,0,2,2,25,33,2,4,35,0,0,7,16,0,196,3016,17,,,,JeffJu00
Van Jefferson,WR,2021,0,0,1,10,33,0,0,0,0,0,3,19,0,69,1022,7,1,,,JeffVa00
Anfernee Jennings,LB,2020,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,10,,,JennAn00
Jerry Jeudy,WR,2021,0,0,1,10,26,0,0,0,0,0,2,3,0,90,1323,3,,,,JeudJe00
Collin Johnson,WR,2021,0,0,0,3,26,0,0,0,0,0,0,0,0,29,377,2,,,,JohnCo01
Jaylon Johnson,CB,2021,0,0,2,10,28,0,0,0,0,0,0,0,0,0,0,0,71,1,,JohnJa13
Juwan Johnson,WR,2021,0,0,0,1,21,0,0,0,0,0,0,0,0,17,198,4,,,,JohnJu02
Tyler Johnson,WR,2021,0,0,0,5,31,0,0,0,0,0,0,0,0,48,529,2,1,,,JohnTy00
Tyron Johnson,WR,2021,0,0,0,3,22,0,0,0,0,0,3,17,0,22,414,3,1,,,JohnTy03
Clay Johnston,LB,2021,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,13,,,JohnCl00
Benito Jones,DT,2020,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,1,,,JoneBe03
Brandon Jones,S,2021,0,0,1,7,31,0,0,0,0,0,0,0,0,0,0,0,89,1,6.0,JoneBr06
Josh Jones,OL,2021,0,0,1,9,30,0,0,0,0,0,0,0,0,0,0,0,,,,JoneJo07
Keandre Jones,LB,2021,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,,,JoneKe03
Tony Jones,RB,2021,0,0,0,1,12,0,0,0,0,0,57,155,0,5,29,0,,,,JoneTo04
Xavier Jones,RB,2020,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,2,,,JoneXa00
Jaryd Jones-Smith,T,2021,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,,,,JoneJa09
Luke Juriga,C,2020,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,,,,JuriLu00
