Player,Pos,To,AP1,PB,St,wAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,-9999
Kevin Aldridge,DE,2002,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,5,,,AldrKe20
Ian Allen,T,2005,0,0,1,4,25,0,0,0,0,0,0,0,0,0,0,0,,,,AlleIa20
James Allen,LB,2005,0,0,1,9,48,0,0,0,0,0,0,0,0,0,0,0,74,1,,AlleJa21
Matt Allen,P,2002,0,0,0,1,14,0,0,0,0,0,3,23,0,0,0,0,,,,AlleMa20
Damien Anderson,RB,2005,0,0,0,2,35,0,0,0,0,0,45,142,0,9,72,0,7,,,AndeDa00
Marques Anderson,DB,2005,0,0,2,14,54,0,0,0,0,0,0,0,0,0,0,0,155,6,,AndeMa22
Mark Anelli,TE,2002,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,AnelMa20
Cornelius Anthony,LB,2003,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,8,,,AnthCo20
Tom Ashworth,T,2007,0,0,2,20,66,0,0,0,0,0,0,0,0,1,1,1,,,,AshwTo20
Akin Ayodele,LB,2010,0,0,8,48,143,0,0,0,0,0,0,0,0,0,0,0,558,7,9.5,AyodAk20
Chris Baker,TE,2010,0,0,5,13,131,0,0,0,0,0,0,0,0,168,1763,15,2,,,BakeCh00
Robert Baker,WR,2002,0,0,0,0,10,0,0,0,0,0,0,0,0,1,17,0,2,,,BakeRo00
Jason Ball,C,2004,0,0,2,11,27,0,0,0,0,0,0,0,0,0,0,0,,,,BallJa20
Mike Banks,TE,2003,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,8,,,BankMi20
Justin Bannan,DT,2013,0,0,4,36,163,0,0,0,0,0,0,0,0,0,0,0,220,1,6.5,BannJu20
Darian Barnes,FB,2008,0,0,1,1,75,0,0,0,0,0,5,10,0,16,121,1,12,,,BarnDa00
Kevin Barry,T,2005,0,0,0,8,59,0,0,0,0,0,0,0,0,0,0,0,,,,BarrKe20
Rashad Bauman,DB,2005,0,0,0,3,43,0,0,0,0,0,0,0,0,0,0,0,50,2,,BaumRa20
