Player,Pos,To,AP1,PB,St,wAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,-9999
Ciatrick Fason,RB,2006,0,0,0,1,18,0,0,0,0,0,50,161,5,3,19,0,3,,,FasoCi00
Ronald Fields,DT,2011,0,0,2,13,87,0,0,0,0,0,0,0,0,0,0,0,102,,1.0,FielRo20
Alfred Fincher,LB,2008,0,0,0,3,38,0,0,0,0,0,0,0,0,0,0,0,18,,,FincAl20
Ryan Fitzpatrick,QB,2021,0,0,10,78,166,3072,5060,34990,223,169,574,2625,21,3,-3,0,,,,FitzRy00
Bryan Fletcher,TE,2007,0,0,1,8,46,0,0,0,0,0,0,0,0,54,547,5,1,,,FletBr00
Ryan Flinn,P,2005,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,FlinRy20
Therrian Fontenot,DB,2006,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,,,FontTh20
Carl Ford,WR,2005,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,,,FordCa00
J.P. Foschi,FB-TE,2010,0,0,1,2,35,0,0,0,0,0,0,0,0,33,297,2,2,,,FoscJo00
Domonique Foxworth,DB,2011,0,0,2,19,78,0,0,0,0,0,0,0,0,0,0,0,228,8,,FoxwDo20
Todd France,K,2005,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,2,,,franctod01
Aaron Francisco,DB,2010,0,0,1,10,75,0,0,0,0,0,0,0,0,0,0,0,182,4,,FranAa20
Simon Fraser,DE-DT,2008,0,0,0,7,53,0,0,0,0,0,0,0,0,0,0,0,35,,4.5,FrasSi20
Andre Frazier,LB,2009,0,0,0,5,61,0,0,0,0,0,0,0,0,0,0,0,39,,2.0,FrazAn20
Charlie Frye,QB,2009,0,0,1,8,26,419,677,4154,17,29,72,347,4,0,0,0,,,,FryeCh00
Vincent Fuller,DB,2011,0,0,0,8,76,0,0,0,0,0,0,0,0,0,0,0,142,6,2.0,FullVi20
Samkon Gado,RB,2009,0,0,1,8,41,0,1,0,0,0,268,972,11,43,292,1,3,,,GadoSa00
Laroni Gallishaw,DB,2005,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,,,GallLa20
Dylan Gandy,G,2013,0,0,1,19,120,0,0,0,0,0,0,0,0,0,0,0,1,,,GandDy20
Eric Ghiaciuc,C,2008,0,0,3,19,48,0,0,0,0,0,0,0,0,0,0,0,,,,GhiaEr20
Matt Giordano,DB,2013,0,0,1,16,116,0,0,0,0,0,1,-5,0,0,0,0,180,11,1.0,GiorMa20
Jonathan Goddard,DE,2005,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,GoddJo20
Mike Goolsby,LB,2005,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,GoolMi20
Frank Gore,RB,2020,0,5,14,94,241,0,0,0,0,0,3735,16000,81,484,3985,18,,,,GoreFr00
Robbie Gould,K,2021,1,1,0,38,249,0,1,0,0,0,0,0,0,0,0,0,10,,,gouldrob01
Ben Graham,P,2012,0,0,0,13,99,0,1,0,0,0,2,0,0,0,0,0,6,,,GrahBe20
Quinn Gray,QB,2008,0,0,0,6,12,108,188,1328,13,5,25,111,2,0,0,0,,,,GrayQu00
Eric Green,DB,2008,0,0,2,12,51,0,0,0,0,0,0,0,0,0,0,0,152,2,,GreeEr20
Justin Green,FB,2007,0,0,0,0,39,0,0,0,0,0,5,4,0,13,65,0,21,,,GreeJu00
Kris Griffin,LB,2008,0,0,0,4,46,0,0,0,0,0,0,0,0,0,0,0,34,,,GrifKr20
Boomer Grigsby,LB,2008,0,0,0,3,45,0,0,0,0,0,0,0,0,2,14,0,31,,,GrigBo20
Andy Groom,P,2005,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,GrooAn20
Matt Grootegoed,LB,2005,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,,,GrooMa20
Gregg Guenther,TE,2005,0,0,0,0,5,0,0,0,0,0,0,0,0,2,13,0,,,,GuenGr00
D.J. Hackett,WR,2008,0,0,0,14,42,0,0,0,0,0,0,0,0,118,1575,9,,,,HackD.00
Dennis Haley,LB,2007,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,11,,,HaleDe20
Remy Hamilton,K,2005,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,hamilrem01
Geoff Hangartner,C,2013,0,0,5,36,118,0,0,0,0,0,0,0,0,0,0,0,,,,HangGe20
Michael Harden,DB,2005,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,,,HardMi20
Jermaine Hardy,DB,2005,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,,,HardJe20
Chris Harris,DB,2012,0,0,6,38,101,0,0,0,0,0,0,0,0,0,0,0,352,16,1.0,HarrCh20
Marques Harris,LB,2009,0,0,0,8,64,0,0,0,0,0,0,0,0,0,0,0,69,,10.0,HarrMa20
Michael Hawkins,DB,2006,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,13,,,HawkMi21
Anttaj Hawthorne,DT,2006,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,12,,,HawtAn20
Kelvin Hayden,DB,2012,0,0,4,24,101,0,0,0,0,0,0,0,0,0,0,0,285,12,,HaydKe20
Jovan Haye,DE,2011,0,0,3,25,73,0,0,0,0,0,0,0,0,0,0,0,128,,6.5,HayeJo20
Madison Hedgecock,FB,2010,0,0,4,2,84,0,0,0,0,0,3,2,0,37,233,2,20,,,HedgMa00
Chris Henry,WR,2009,0,0,0,16,55,0,0,0,0,0,0,0,0,119,1826,21,,,,HenrCh00
Todd Herremans,T,2015,0,0,9,51,135,0,0,0,0,0,0,0,0,2,3,2,1,,,HerrTo20
Anthony Herrera,G,2011,0,0,5,30,80,0,0,0,0,0,0,0,0,0,0,0,,,,HerrAn20
Noah Herron,RB,2006,0,0,0,3,23,0,0,0,0,0,85,273,3,29,211,2,10,,,HerrNo00
LeRoy Hill,LB,2012,0,0,6,37,97,0,0,0,0,0,0,0,0,0,0,0,379,,20.0,HillLe20
Reynaldo Hill,DB,2008,0,0,2,11,48,0,0,0,0,0,0,0,0,0,0,0,99,6,,HillRe21
Shaun Hill,QB,2016,0,0,2,22,49,757,1225,8295,49,30,91,326,4,1,0,0,5,,,HillSh00
Ellis Hobbs,DB,2010,0,0,4,28,79,0,0,0,0,0,0,0,0,0,0,0,185,10,2.5,HobbEl20
Drew Hodgdon,C,2007,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,,,,HodgDr20
Reggie Hodges,P,2012,0,0,0,5,64,0,0,0,0,0,2,68,0,0,0,0,2,,,HodgRe20
Carlyle Holiday,WR,2007,0,0,0,1,10,0,1,0,0,0,0,0,0,9,126,0,1,,,HoliCa00
Daven Holly,DB,2007,0,0,1,10,32,0,0,0,0,0,0,0,0,0,0,0,100,5,,HollDa22
Alex Holmes,TE,2005,0,0,0,0,8,0,0,0,0,0,0,0,0,1,2,0,,,,HolmAl00
Cedric Houston,RB,2006,0,0,0,5,20,0,0,0,0,0,194,676,7,15,109,0,1,,,HousCe00
Tory Humphrey,TE,2010,0,0,1,2,31,0,0,0,0,0,0,0,0,13,181,0,8,,,HumpTo00
Will Hunter,DB,2006,0,0,0,2,23,0,0,0,0,0,0,0,0,0,0,0,16,,,HuntWi20
Johnathan Ingram,C,2005,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,IngrJo20
Paul Irons,TE,2005,0,0,0,0,2,0,0,0,0,0,0,0,0,2,16,0,,,,IronPa00
Jamaal Jackson,C-G,2011,0,0,4,34,88,0,0,0,0,0,0,0,0,0,0,0,,,,JackJa21
Marlin Jackson,DB,2009,0,0,2,14,56,0,0,0,0,0,0,0,0,0,0,0,224,4,0.5,JackMa22
Vincent Jackson,WR,2016,0,3,8,77,155,0,0,0,0,0,15,161,0,540,9080,57,2,,,JackVi00
Brandon Jacobs,RB,2013,0,0,3,36,109,0,0,0,0,0,1141,5094,60,82,743,4,11,,,JacoBr00
Erasmus James,DE,2008,0,0,1,6,28,0,0,0,0,0,0,0,0,0,0,0,31,,5.0,JameEr20
Jason Jefferson,DT,2008,0,0,0,3,34,0,0,0,0,0,0,0,0,0,0,0,21,,,JeffJa21
Chris Johnson,DB,2012,0,0,1,15,77,0,0,0,0,0,0,0,0,0,0,0,178,8,,JohnCh26
Darrien Johnson,DB,2005,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,,,JohnDa22
Derrick Johnson,DB,2006,0,0,0,2,19,0,0,0,0,0,0,0,0,0,0,0,36,,1.0,JohnDe24
Derrick Johnson,LB,2018,1,4,11,80,188,0,0,0,0,0,0,0,0,0,0,0,955,14,27.5,JohnDe25
Marcus Johnson,G-T,2009,0,0,1,8,53,0,0,0,0,0,0,0,0,0,0,0,,,,JohnMa20
Thomas Johnson,DT-DE,2009,0,0,1,7,26,0,0,0,0,0,0,0,0,0,0,0,32,,2.0,JohnTh20
Travis Johnson,DT,2010,0,0,3,17,76,0,0,0,0,0,0,0,0,0,0,0,109,1,3.0,JohnTr20
Adam Jones,DB,2018,1,1,6,50,146,0,0,0,0,0,2,8,0,2,31,0,421,17,3.0,JonePa20
Aki Jones,DE-DT,2005,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,,,JoneAk20
Brandon Jones,WR,2009,0,0,2,11,59,0,0,0,0,0,6,76,0,113,1398,9,,,,JoneBr02
Jamal Jones,WR,2006,0,0,0,1,14,0,0,0,0,0,0,0,0,6,108,1,7,,,JoneJa02
Matt Jones,WR,2008,0,0,1,22,54,2,3,12,0,0,14,36,0,166,2153,15,,,,JoneMa00
Sean Jones,DB,2011,0,0,6,31,107,0,0,0,0,0,0,0,0,0,0,0,380,17,4.0,JoneSe20
Nick Kaczur,T-G,2009,0,0,5,37,68,0,0,0,0,0,0,0,0,0,0,0,,,,KaczNi20
Matt Katula,C,2011,0,0,0,10,93,0,0,0,0,0,0,0,0,0,0,0,16,,,KatuMa20
Zak Keasey,LB,2008,0,0,0,3,20,0,0,0,0,0,2,4,0,3,25,0,10,,,KeasZa20
Eric King,DB,2010,0,0,0,4,63,0,0,0,0,0,0,0,0,0,0,0,69,,,KingEr20
Kliff Kingsbury,QB,2005,0,0,0,0,1,1,2,17,0,0,0,0,0,0,0,0,,,,KingKl00
Chris Kluwe,P,2012,0,0,0,16,127,1,1,27,0,0,3,-19,0,0,0,0,7,,,KluwCh20
Michael Koenen,P,2014,0,0,0,11,160,0,2,0,0,0,1,0,0,0,0,0,23,,,koenemic01
L.P. Ladouceur,LS,2020,0,1,0,12,253,0,0,0,0,0,0,0,0,0,0,0,16,,,LadoL.20
Luke Lawton,RB,2009,0,0,1,0,44,0,0,0,0,0,5,13,0,17,90,1,11,,,LawtLu00
John Leake,LB,2006,0,0,0,2,25,0,0,0,0,0,0,0,0,0,0,0,12,,,LeakJo20
Norman LeJeune,DB,2006,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,,,LeJeNo20
Brad Lekkerkerker,T,2005,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,LekkBr20
Cory Lekkerkerker,T,2007,0,0,0,4,26,0,0,0,0,0,0,0,0,0,0,0,,,,LekkCo20
Cleo Lemon,QB,2008,0,0,1,6,15,211,379,2185,8,7,36,106,4,0,0,0,,,,LemoCl00
Jim Leonhard,DB,2014,0,0,4,31,142,0,0,0,0,0,0,0,0,0,0,0,332,14,4.5,LeonJi23
Jeremy LeSueur,DB,2005,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,LeSuJe20
Khari Long,DE,2005,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,LongKh20
Chad Lucas,WR,2007,0,0,0,1,3,0,0,0,0,0,0,0,0,5,82,0,,,,LucaCh00
Shawn Lynch,C,2005,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,,,,LyncSh20
Alfred Malone,DE,2008,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,10,,1.5,MaloAl20
Logan Mankins,G,2015,1,7,11,102,161,0,0,0,0,0,0,0,0,1,-9,0,,,,MankLo20
Roy Manning,LB,2007,0,0,0,2,21,0,0,0,0,0,0,0,0,0,0,0,18,,,MannRo21
Keyonta Marshall,DT,2005,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,MarsKe20
Rasheed Marshall,WR,2005,0,0,0,0,12,0,0,0,0,0,1,-7,0,1,-1,0,1,,,MarsRa00
Glenn Martinez,WR,2009,0,0,0,3,26,0,0,0,0,0,0,0,0,18,218,0,7,,,MartGl00
Evan Mathis,G,2016,1,2,6,46,134,0,0,0,0,0,0,0,0,0,0,0,,,,MathEv20
Jerome Mathis,WR,2007,1,1,0,4,17,0,0,0,0,0,0,0,0,6,80,1,,,,MathJe00
Matt Mauck,QB,2005,0,0,0,1,2,15,27,136,0,1,7,39,0,0,0,0,,,,MaucMa00
Marcus Maxwell,WR,2007,0,0,0,0,9,0,0,0,0,0,0,0,0,1,5,0,2,,,MaxwMa00
Matt McChesney,DT,2008,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,,,McChMa20
LeRon McCoy,WR,2005,0,0,0,1,10,0,0,0,0,0,0,0,0,18,191,1,,,,McCoLe00
Matt McCoy,LB,2011,0,0,1,9,65,0,0,0,0,0,0,0,0,0,0,0,110,,2.0,McCoMa20
Robert McCune,LB,2008,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,9,,,McCuRo20
Bryant McFadden,DB,2011,0,0,3,27,96,0,0,0,0,0,1,-2,0,0,0,0,272,9,4.0,McFaBr20
Brandon McGowan,DB,2009,0,0,1,10,41,0,0,0,0,0,0,0,0,0,0,0,150,2,,McGoBr21
Corey McIntyre,FB,2012,0,0,1,1,107,0,0,0,0,0,9,39,1,16,109,0,52,,,McInCo00
Chris McKenzie,DB,2005,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,,1.0,McKeCh20
David McMillan,DE,2007,0,0,0,2,29,0,0,0,0,0,0,0,0,0,0,0,5,,,McMiDa20
Shawne Merriman,LB,2012,1,3,4,40,75,0,0,0,0,0,0,0,0,0,0,0,196,1,45.5,MerrSh99
Heath Miller,TE,2015,0,2,11,45,168,0,0,0,0,0,2,8,0,592,6569,45,1,,,MillHe00
Justin Miller,DB,2012,0,1,0,15,46,0,0,0,0,0,0,0,0,0,0,0,81,,,MillJu99
Lance Mitchell,LB,2005,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,7,,,MitcLa20
Ryan Moats,RB,2009,0,0,0,7,38,0,0,0,0,0,204,831,8,20,127,1,14,,,MoatRy00
Mike Montgomery,DT,2010,0,0,1,8,58,0,0,0,0,0,0,0,0,0,0,0,87,,5.0,MontMi20
Eric Moore,DE,2011,0,0,0,5,35,0,0,0,0,0,0,0,0,0,0,0,34,,4.0,MoorEr21
Vernand Morency,RB,2007,0,0,0,8,39,0,0,0,0,0,171,726,4,57,404,0,7,,,MoreVe00
Donovan Morgan,WR,2005,0,0,0,0,3,0,0,0,0,0,0,0,0,4,42,0,,,,MorgDo00
Matt Morgan,T,2005,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,MorgMa20
Steve Morley,T,2005,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,,,,MorlSt20
Kirk Morrison,LB,2012,0,0,6,38,112,0,0,0,0,0,0,0,0,0,0,0,572,7,6.0,MorrKi20
C.J. Mosley,DT,2015,0,0,1,21,140,0,0,0,0,0,0,0,0,0,0,0,141,,14.0,MoslC.20
Scott Mruczkowski,C,2011,0,0,1,15,83,0,0,0,0,0,0,0,0,0,0,0,,,,MrucSc20
Terrence Murphy,WR,2005,0,0,0,0,3,0,0,0,0,0,0,0,0,5,36,0,,,,MurpTe00
Chris Myers,G,2014,0,2,8,59,153,0,0,0,0,0,0,0,0,0,0,0,,,,MyerCh20
Ryan Myers,LB,2006,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,8,,,MyerRy20
Damien Nash,RB,2006,0,0,0,1,6,0,0,0,0,0,24,98,0,7,55,0,,,,NashDa00
Cam Newton,DB,2006,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,,,NewtCa20
