Player,Pos,To,AP1,PB,St,wAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,-9999
Mike Adams,DB,2019,0,2,8,57,228,0,0,0,0,0,0,0,0,0,0,0,708,30,6.0,AdamMi21
Eric Alexander,LB,2010,0,0,0,3,54,0,0,0,0,0,0,0,0,0,0,0,44,,,AlexEr20
P.J. Alexander,G,2007,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,,,,AlexP.20
Roc Alexander,DB,2006,0,0,0,3,27,0,0,0,0,0,0,0,0,0,0,0,17,,,AlexRo21
Jared Allen,DE,2015,4,5,12,101,187,0,0,0,0,0,0,0,0,2,3,2,503,6,136.0,AlleJa22
Will Allen,DB,2015,0,0,2,24,176,0,0,0,0,0,0,0,0,0,0,0,303,7,4.0,AlleWi21
Richard Alston,WR,2004,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,1,,,AlstRi20
Eugene Amano,C,2011,0,0,4,30,124,0,0,0,0,0,0,0,0,1,7,0,,,,AmanEu20
Bryan Anderson,G,2004,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,AndeBr22
Charlie Anderson,LB,2010,0,0,0,9,94,0,0,0,0,0,0,0,0,0,0,0,91,,7.5,AndeCh21
Courtney Anderson,TE,2007,0,0,2,6,43,0,0,0,0,0,0,0,0,62,763,6,,,,AndeCo00
Dwight Anderson,DB,2005,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,17,,,AndeDw21
Tim Anderson,DT,2007,0,0,1,7,43,0,0,0,0,0,0,0,0,0,0,0,52,,1.0,AndeTi20
Shawn Andrews,G-T,2010,1,2,3,35,63,0,0,0,0,0,0,0,0,0,0,0,,,,AndrSh55
Stacy Andrews,T,2011,0,0,3,23,94,0,0,0,0,0,0,0,0,0,0,0,,,,AndrSt21
Matthias Askew,DT,2005,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,,,AskeMa20
Jason Babin,LB-DE,2015,0,2,5,46,148,0,0,0,0,0,0,0,0,0,0,0,285,,64.5,BabiJa20
Jordan Babineaux,DB,2012,0,0,3,26,131,0,0,0,0,0,1,10,0,0,0,0,471,12,4.0,BabiJo21
Waine Bacon,DB,2004,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,13,1,,BacoWa20
Rashad Baker,DB,2008,0,0,0,4,52,0,0,0,0,0,0,0,0,0,0,0,59,5,1.0,BakeRa21
Dave Ball,DE,2011,0,0,1,15,72,0,0,0,0,0,0,0,0,0,0,0,84,1,15.5,BallDa20
Brandon Barnes,LB,2004,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,5,,,BarnBr21
Jacob Bell,G,2011,0,0,7,32,109,0,0,0,0,0,1,-15,0,0,0,0,,,,BellJa20
Tatum Bell,RB,2008,0,0,1,22,54,0,0,0,0,0,569,2773,16,71,419,0,5,,,BellTa00
Yeremiah Bell,DB,2013,0,1,7,40,142,0,0,0,0,0,0,0,0,0,0,0,569,8,13.0,BellYe20
Ronald Bellamy,WR,2004,0,0,0,0,2,0,0,0,0,0,0,0,0,1,8,0,1,,,BellRo00
Bernard Berrian,WR,2011,0,0,5,32,109,0,0,0,0,0,17,82,0,288,4122,24,,,,BerrBe00
Jordan Black,T,2012,0,0,2,24,94,0,0,0,0,0,0,0,0,0,0,0,,,,BlacJo20
Dwayne Blakley,TE,2007,0,0,0,1,59,0,0,0,0,0,0,0,0,21,189,1,,,,BlakDw00
Colby Bockwoldt,LB,2007,0,0,1,12,49,0,0,0,0,0,0,0,0,0,0,0,116,,2.0,BockCo20
Brooks Bollinger,QB,2008,0,0,1,6,21,211,360,2226,9,9,41,155,0,0,0,0,,,,BollBr00
Ryan Boschetti,DT,2008,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,14,,,BoscRy20
Michael Boulware,DB-LB,2007,0,0,2,16,64,0,0,0,0,0,0,0,0,0,0,0,146,11,3.0,BoulMi20
Jon Bradley,DT,2007,0,0,0,3,41,0,0,0,0,0,5,9,0,2,10,0,15,,1.0,BradJo20
Jeremy Bridges,G-T,2012,0,0,2,23,112,0,0,0,0,0,0,0,0,0,0,0,,,,BridJe20
Jamall Broussard,WR,2004,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,,,,BrouJa20
Dante Brown,RB,2004,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,,,,BrowDa02
Michael Brown,LB,2004,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,BrowMi20
Rufus Brown,DB,2004,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,BrowRu21
Tony Brown,DE,2010,0,0,4,28,86,0,0,0,0,0,0,0,0,0,0,0,159,,19.0,BrowTo25
Roderick Bryant,DB,2004,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,4,,,BryaRo20
Tony Bua,LB,2004,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,1,,,BuaxTo20
Robb Butler,DB,2004,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,,,ButlRo20
Jeremy Cain,LB,2014,0,0,0,10,99,0,0,0,0,0,0,0,0,0,0,0,17,,,CainJe20
Vernon Carey,T-G,2011,0,0,7,44,121,0,0,0,0,0,0,0,0,0,0,0,,,,CareVe20
Ahmad Carroll,DB,2009,0,0,2,14,57,0,0,0,0,0,0,0,0,0,11,0,117,3,3.0,CarrAh20
