Player,Pos,To,AP1,PB,St,wAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,-9999
Connor Barth,K,2017,0,0,0,19,109,0,0,0,0,0,0,0,0,0,0,0,3,,,barthco01
Kirk Barton,G,2008,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,BartKi20
Tra Battle,DB,2008,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,,,BattTr00
Beau Bell,LB,2008,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,,,BellBe99
Demetress Bell,T,2012,0,0,2,13,40,0,0,0,0,0,0,0,0,0,0,0,,,,BellDe20
Josh Bell,DB,2009,0,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,37,,,BellJo21
Earl Bennett,WR,2013,0,0,1,19,78,0,0,0,0,0,2,9,0,185,2277,12,2,,,BennEa00
Martellus Bennett,TE,2017,0,1,8,35,144,0,0,0,0,0,2,10,0,433,4573,30,2,,,BennMa00
Mackenzy Bernadeau,G,2015,0,0,2,25,111,0,0,0,0,0,0,0,0,0,0,0,,,,BernMa20
Davone Bess,WR,2013,0,0,1,27,91,0,0,0,0,0,7,30,0,363,3809,14,2,,,BessDa00
Kroy Biermann,LB,2015,0,0,3,24,114,0,0,0,0,0,0,0,0,0,0,0,216,2,23.5,BierKr99
Darnell Bing,DB,2009,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,4,,,BingDa00
Alvin Bowen,LB,2010,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,BoweAl99
Zackary Bowman,DB,2015,0,0,1,15,99,0,0,0,0,0,0,0,0,0,0,0,181,13,,BowmZa20
Cory Boyd,RB,2008,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,BoydCo01
Tyvon Branch,DB,2017,0,0,5,28,106,0,0,0,0,0,0,0,0,0,0,0,481,5,9.0,BranTy99
Eric Brock,DB,2009,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,,,BrocEr20
Brian Brohm,QB,2010,0,0,0,0,3,27,52,252,0,5,3,-3,0,0,0,0,,,,BrohBr00
Durant Brooks,P,2008,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,,,,BrooDu20
Duane Brown,T,2021,1,5,14,89,203,0,0,0,0,0,0,0,0,0,0,0,1,,,BrowDu20
Titus Brown,DE,2011,0,0,0,2,28,0,0,0,0,0,0,0,0,0,0,0,16,,1.0,BrowTi20
Mkristo Bruce,DE,2008,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,BrucMk20
Red Bryant,DT,2015,0,0,4,31,86,0,0,0,0,0,0,0,0,0,0,0,96,2,4.5,BryaRe99
Marcus Buggs,LB,2009,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,14,,,BuggMa20
Michael Bumpus,WR,2008,0,0,0,0,4,0,0,0,0,0,0,0,0,5,48,1,,,,BumpMi00
Keenan Burton,WR,2009,0,0,1,3,22,0,0,0,0,0,3,8,0,38,425,1,7,,,BurtKe00
Michael Bush,RB,2013,0,0,2,25,89,1,3,8,0,0,809,3250,29,104,1010,2,,,,BushMi00
Andre Caldwell,WR,2015,0,0,0,12,105,0,0,0,0,0,12,97,0,156,1509,11,12,,,CaldAn00
Calais Campbell,DE,2021,1,6,13,103,213,0,0,0,0,0,0,0,0,0,0,0,566,3,93.5,CampCa99
John Carlson,TE,2014,0,0,4,16,90,0,0,0,0,0,0,0,0,210,2256,15,3,,,CarlJo00
Dan Carpenter,K,2016,0,1,0,23,140,0,0,0,0,0,0,0,0,0,0,0,12,,,CarpDa44
Brandon Carr,DB,2020,0,0,12,53,195,0,0,0,0,0,0,0,0,0,0,0,608,21,3.0,CarrBr99
Antoine Cason,DB,2014,0,0,4,27,110,0,0,0,0,0,0,0,0,0,0,0,318,16,,CasoAn99
Simeon Castille,DB,2009,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,5,,,CastSi20
Tim Castille,RB,2010,0,0,0,1,31,0,1,0,0,1,19,58,0,18,91,1,13,,,CastTi20
Chris Chamberlain,LB,2011,0,0,1,11,59,0,0,0,0,0,0,0,0,0,0,0,124,1,2.0,ChamCh99
Jamaal Charles,RB,2018,2,4,4,66,119,0,0,0,0,0,1407,7563,44,310,2593,20,7,,,CharJa00
Gosder Cherilus,T,2016,0,0,8,48,132,0,0,0,0,0,0,0,0,0,0,0,,,,CherGo20
Tashard Choice,RB,2013,0,0,0,13,88,0,0,0,0,0,372,1579,10,81,574,0,8,,,ChoiTa00
Ryan Clady,T,2016,2,4,7,65,107,0,0,0,0,0,0,0,0,0,0,0,,,,CladRy20
Corey Clark,T,2009,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,ClarCo21
Devin Clark,G,2008,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,ClarDe21
Jeremy Clark,DT,2010,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,,,ClarJe01
David Clowney,WR,2010,0,0,0,3,28,0,0,0,0,0,3,1,0,22,341,1,1,,,ClowDa00
Landon Cohen,DT,2014,0,0,0,4,40,0,0,0,0,0,0,0,0,0,0,0,30,,,CoheLa99
Alonzo Coleman,RB,2008,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,ColeAl21
Kevis Coley,LB,2008,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,ColeKe22
Anthony Collins,T,2014,0,0,1,16,69,0,0,0,0,0,0,0,0,0,0,0,,,,CollAn21
Dan Connor,LB,2013,0,0,2,13,62,0,0,0,0,0,0,0,0,0,0,0,147,,1.0,ConnDa99
Kyle Cook,C,2013,0,0,4,30,73,0,0,0,0,0,0,0,0,0,0,0,,,,CookKy20
Reggie Corner,DB,2011,0,0,0,8,55,0,0,0,0,0,0,0,0,0,0,0,95,2,1.0,CornRe99
Jon Corto,DB,2010,0,0,0,5,43,0,0,0,0,0,0,0,0,0,0,0,28,,,CortJo20
Brad Cottam,TE,2009,0,0,1,2,24,0,0,0,0,0,0,0,0,16,183,0,,,,CottBr00
Oniel Cousins,T,2014,0,0,0,10,75,0,0,0,0,0,0,0,0,0,0,0,,,,CousOn00
Kennard Cox,DB,2011,0,0,0,2,29,0,0,0,0,0,0,0,0,0,0,0,13,,0.5,CoxxKe20
Mike Cox,RB,2012,0,0,2,1,56,0,0,0,0,0,4,3,1,27,155,0,1,,,Cox_Mi20
Shawn Crable,DE,2010,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,,0.5,CrabSh99
Andrew Crummey,G,2008,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,,,,CrumAn00
Weston Dacus,LB,2008,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,,,DacuWe99
Bruce Davis,LB,2011,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,5,,,DaviBr99
Fred Davis,TE,2013,0,0,3,14,72,0,0,0,0,0,2,-2,0,162,2043,13,1,,,DaviFr01
Jason Davis,RB,2008,0,0,0,0,6,0,0,0,0,0,1,0,0,1,12,0,,,,DaviJa00
Kellen Davis,TE,2016,0,0,4,5,125,0,0,0,0,0,0,0,0,53,579,13,10,,,DaviKe01
Thomas DeCoud,DB,2014,0,1,6,37,104,0,0,0,0,0,0,0,0,0,0,0,326,15,3.0,DeCoTh99
Quintin Demps,DB,2017,0,0,3,22,110,0,0,0,0,0,0,0,0,0,0,0,222,18,1.5,DempQu99
Tyson DeVree,TE,2008,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,DeVrTy20
Lamar Divens,DT,2010,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,,,DiveLa20
Dennis Dixon,QB,2010,0,0,0,2,4,35,59,402,1,2,10,56,1,0,0,0,,,,DixoDe00
Jordon Dizon,LB,2009,0,0,0,2,28,0,0,0,0,0,0,0,0,0,0,0,37,,1.0,DizoJo99
Glenn Dorsey,DT,2016,0,0,7,37,104,0,0,0,0,0,0,0,0,0,0,0,223,,7.0,DorsGl99
Lionel Dotson,DT,2011,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,,,DotsLi99
Early Doucet,WR,2012,0,0,0,10,54,0,0,0,0,0,4,14,0,139,1491,7,9,,,DoucEa00
Harry Douglas,WR,2017,0,0,2,31,118,0,0,0,0,0,18,65,1,310,3759,10,,,,DougHa00
Jo-Lonn Dunbar,LB,2015,0,0,4,28,100,0,0,0,0,0,0,0,0,0,0,0,277,2,6.5,DunbJo20
King Dunlap,T,2016,0,0,4,32,98,0,0,0,0,0,0,0,0,0,0,0,,,,DunlKi20
Chris Ellis,DE,2010,0,0,0,2,15,0,0,0,0,0,0,0,0,0,0,0,8,,1.0,ElliCh99
Sedrick Ellis,DT,2012,0,0,5,26,70,0,0,0,0,0,0,0,0,0,0,0,99,,12.5,ElliSe99
Daniel Fells,TE,2015,0,0,2,11,89,0,0,0,0,0,0,0,0,114,1334,12,6,,,FellDa00
Jerome Felton,RB,2016,0,1,3,3,132,0,0,0,0,0,55,178,0,50,421,0,7,,,FeltJe00
Derek Fine,TE,2009,0,0,1,2,18,0,0,0,0,0,0,0,0,19,158,1,,,,FineDe00
Jermichael Finley,TE,2013,0,0,3,27,70,0,0,0,0,0,0,0,0,223,2785,20,4,,,FinlJe00
Joe Flacco,QB,2021,0,0,12,93,178,3771,6108,41269,227,144,365,856,16,2,35,0,,,,FlacJo00
Brandon Flowers,DB,2016,0,1,9,42,119,0,0,0,0,0,0,0,0,0,0,0,426,21,3.0,FlowBr99
Andre Fluellen,DT,2015,0,0,0,8,81,0,0,0,0,0,0,0,0,0,0,0,43,,4.5,FlueAn99
Matt Flynn,QB,2014,0,0,0,8,53,219,357,2541,17,11,65,69,1,0,0,0,,,,FlynMa00
Jacob Ford,LB,2010,0,0,0,7,43,0,0,0,0,0,0,0,0,0,0,0,69,,15.5,FordJa99
Justin Forsett,RB,2016,0,1,2,32,122,0,0,0,0,0,820,3890,19,210,1351,1,8,,,ForsJu00
Matt Forte,RB,2017,0,2,9,84,146,0,1,0,0,0,2356,9796,54,554,4672,21,,,,FortMa00
Eric Foster,DT,2011,0,0,1,11,49,0,0,0,0,0,0,0,0,0,0,0,89,,6.0,FostEr20
Will Franklin,WR,2008,0,0,0,1,13,0,0,0,0,0,0,0,0,7,83,0,,,,FranWi00
Brandon Frye,T,2009,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,,,,FryeBr21
Thomas Gafford,LB,2016,0,0,0,13,125,0,0,0,0,0,0,0,0,0,0,0,16,,,GaffTh20
Pierre Garcon,WR,2018,0,0,10,54,148,0,1,0,0,0,12,72,0,628,7854,38,7,,,GarcPi00
Isaiah Gardner,DB,2008,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,GardIs20
Nate Garner,T,2014,0,0,0,13,74,0,0,0,0,0,0,0,0,0,0,0,,,,GarnNa20
Curtis Gatewood,DE,2010,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,,,GateCu00
Vernon Gholston,DE,2010,0,0,0,6,45,0,0,0,0,0,0,0,0,0,0,0,24,,,GholVe99
Breno Giacomini,G,2017,0,0,5,36,94,0,0,0,0,0,0,0,0,0,0,0,,,,GiacBr20
Mike Gibson,T,2013,0,0,0,5,36,0,0,0,0,0,0,0,0,1,-2,0,,,,GibsMi20
Wallace Gilberry,DE,2016,0,0,1,24,124,0,0,0,0,0,0,0,0,0,0,0,126,,34.0,GilbWa00
Na'Shan Goddard,T,2008,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,GoddNa20
Charles Godfrey,DB,2015,0,0,5,27,95,0,0,0,0,0,0,0,0,0,0,0,301,11,3.0,GodfCh99
Jonathan Goff,LB,2010,0,0,1,9,37,0,0,0,0,0,0,0,0,0,0,0,72,1,2.0,GoffJo99
Brett Goode,LB,2017,0,0,0,15,152,0,0,0,0,0,0,0,0,0,0,0,12,,,GoodBr99
Tavares Gooden,LB,2013,0,0,1,9,58,0,0,0,0,0,0,0,0,0,0,0,74,,,GoodTa99
Larry Grant,LB,2013,0,0,1,10,68,0,0,0,0,0,0,0,0,0,0,0,80,,5.0,GranLa99
John Greco,T,2018,0,0,5,29,132,0,0,0,0,0,0,0,0,0,0,0,,,,GrecJo20
BenJarvus Green-Ellis,RB,2013,0,0,4,30,84,0,0,0,0,0,1008,3914,42,52,418,0,2,,,GreeBe00
Keith Grennan,DE,2008,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,GrenKe00
Quentin Groves,LB,2014,0,0,2,17,100,0,0,0,0,0,0,0,0,0,0,0,141,2,9.5,GrovQu99
Letroy Guion,DT,2016,0,0,4,28,112,0,0,0,0,0,0,0,0,0,0,0,107,,8.5,GuioLe99
Greyson Gunheim,DE,2008,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,,1.0,GunhGr00
Gary Guyton,LB,2012,0,0,1,19,61,0,0,0,0,0,0,0,0,0,0,0,151,3,4.5,GuytGa99
David Hale,G,2009,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,,,,HaleDa22
Alex Hall,LB,2010,0,0,0,3,32,0,0,0,0,0,0,0,0,0,0,0,35,,3.0,HallAl99
Lynell Hamilton,RB,2009,0,0,0,1,10,0,0,0,0,0,35,125,2,5,48,0,4,,,HamiLy20
Marcus Hamilton,DB,2009,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,6,,,HamiMa99
Caleb Hanie,QB,2011,0,0,0,2,10,59,116,679,3,10,14,97,0,0,0,0,,,,HaniCa00
James Hardy,WR,2009,0,0,0,1,16,0,0,0,0,0,0,0,0,10,96,2,,,,HardJa00
Justin Harper,WR,2009,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,HarpJu01
Chris Harrington,DE,2009,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,,,HarrCh97
Clark Harris,TE,2021,0,1,0,11,205,0,0,0,0,0,0,0,0,0,0,0,22,,,HarrCl20
Brandon Harrison,DB,2008,0,0,0,2,15,0,0,0,0,0,0,0,0,0,0,0,24,,,HarrBr99
Marcus Harrison,DT,2010,0,0,1,6,37,0,0,0,0,0,0,0,0,0,0,0,43,,3.0,HarrMa98
Mike Hart,RB,2010,0,0,0,3,21,0,0,0,0,0,71,264,2,12,97,0,3,,,HartMi00
Garrett Hartley,K,2014,0,0,0,9,59,0,0,0,0,0,0,0,0,0,0,0,2,,,HartGa00
Derrick Harvey,DE,2011,0,0,1,14,52,0,0,0,0,0,0,0,0,0,0,0,72,1,8.0,HarvDe99
Stephen Hauschka,K,2020,0,0,0,27,166,0,0,0,0,0,0,0,0,0,0,0,8,,,HausSt00
Spencer Havner,LB-TE,2010,0,0,0,3,26,0,0,0,0,0,0,0,0,7,112,4,23,,,HavnSp00
Lavelle Hawkins,WR,2013,0,0,0,7,56,0,0,0,0,0,0,0,0,71,771,1,8,,,HawkLa00
David Hawthorne,LB,2015,0,0,7,37,111,0,0,0,0,0,0,0,0,0,0,0,407,8,12.0,HawtDa20
Nick Hayden,DT,2015,0,0,4,25,76,0,0,0,0,0,0,0,0,0,0,0,114,,2.0,HaydNi99
Geno Hayes,LB,2014,0,0,5,30,101,0,0,0,0,0,0,0,0,0,0,0,313,6,10.0,HayeGe98
William Hayes,DE,2018,0,0,4,32,137,0,0,0,0,0,0,0,0,0,0,0,246,1,37.5,HayeWi99
Joey Haynos,TE,2009,0,0,0,1,23,0,0,0,0,0,0,0,0,21,184,3,,,,HaynJo00
Kyries Hebert,DB,2009,0,0,0,3,31,0,0,0,0,0,0,0,0,0,0,0,36,,,HebeKy99
Eric Henderson,DE,2008,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,,,HendEr20
Erin Henderson,LB,2016,0,0,3,18,85,0,0,0,0,0,0,0,0,0,0,0,241,2,8.5,HendEr99
Chad Henne,QB,2021,0,0,3,26,75,1200,2013,13290,60,63,138,356,4,1,-6,0,,,,HennCh01
Jacob Hester,RB,2012,0,0,1,6,65,0,0,0,0,0,111,400,3,56,315,3,30,,,HestJa00
Ali Highsmith,LB,2009,0,0,0,2,20,0,0,0,0,0,0,0,0,0,0,0,13,,,HighAl01
Tim Hightower,RB,2016,0,0,2,26,77,0,0,0,0,0,752,2977,32,162,1208,2,1,,,HighTi00
Lex Hilliard,RB,2012,0,0,1,3,62,0,0,0,0,0,48,163,2,30,233,2,26,,,HillLe00
Peyton Hillis,RB,2014,0,0,3,21,81,1,3,13,0,0,696,2832,23,134,1050,3,10,,,HillPe00
Tony Hills,T,2016,0,0,0,3,32,0,0,0,0,0,0,0,0,0,0,0,,,,HillTo21
Jonathan Holland,WR,2009,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,10,,,HollJo01
Chris Horton,DB,2010,0,0,1,8,29,0,0,0,0,0,0,0,0,0,0,0,91,3,1.0,HortCh99
Marcus Howard,DE,2008,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,9,,1.5,HowaMa99
Paul Hubbard,WR,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8,0,,,,HubbPa00
James Ihedigbo,DB,2016,0,0,4,24,117,0,0,0,0,0,0,0,0,0,0,0,279,8,9.0,IhedJa00
Jack Ikegwuonu,DB,2009,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,IkegJa99
Kenny Iwebema,DE,2010,0,0,0,2,31,0,0,0,0,0,0,0,0,0,0,0,8,,2.0,IwebKe99
Chevis Jackson,DB,2010,0,0,0,4,33,0,0,0,0,0,0,0,0,0,0,0,52,1,1.0,JackCh99
DeSean Jackson,WR,2021,0,3,11,75,176,0,1,0,0,1,72,463,4,632,11110,58,2,,,JackDe00
Dexter Jackson,WR,2008,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,,,JackDe01
Lawrence Jackson,DE,2012,0,0,2,15,69,0,0,0,0,0,0,0,0,0,0,0,98,,19.5,JackLa98
Rob Jackson,DE,2013,0,0,1,9,54,0,0,0,0,0,0,0,0,0,0,0,48,5,7.5,JackRo99
Robert James,LB,2013,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,9,,,JameRo99
Darnell Jenkins,WR,2008,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,JenkDa20
Mike Jenkins,DB,2015,0,1,4,27,101,0,0,0,0,0,0,0,0,0,0,0,221,10,,JenkMi99
Antonio Johnson,DT,2013,0,0,3,21,83,0,0,0,0,0,0,0,0,0,0,0,97,,4.5,JohnAn03
Chris Johnson,RB,2017,1,3,7,70,130,0,1,0,0,0,2163,9651,55,307,2255,9,,,,JohnCh04
Curtis Johnson,DE,2009,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,6,,1.0,JohnCu99
James Johnson,RB,2008,0,0,0,0,4,0,0,0,0,0,9,29,0,6,47,0,,,,JohnJa02
Jaymar Johnson,WR,2011,0,0,0,0,7,0,0,0,0,0,0,0,0,1,9,0,,,,JohnJa01
Josh Johnson,QB,2021,0,0,0,7,37,205,353,2270,13,16,76,422,1,0,0,0,1,,,JohnJo05
Steve Johnson,WR,2015,0,0,5,33,99,0,0,0,0,0,2,16,0,381,4764,34,3,,,JohnSt00
Tyrell Johnson,DB,2012,0,0,1,10,53,0,0,0,0,0,0,0,0,0,0,0,100,2,,JohnTy99
Brian Johnston,DE,2008,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,,,JohnBr98
Felix Jones,RB,2013,0,0,1,27,80,0,0,0,0,0,617,2912,11,136,1125,3,1,,,JoneFe00
Jason Jones,DT,2016,0,0,4,32,109,0,0,0,0,0,0,0,0,0,0,0,155,,31.5,JoneJa99
Steve Justice,C,2008,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,,,,JustSt20
Stanford Keglar,LB,2010,0,0,0,3,35,0,0,0,0,0,0,0,0,0,0,0,18,,,KeglSt99
Bryan Kehl,LB,2013,0,0,0,7,72,0,0,0,0,0,0,0,0,0,0,0,95,1,1.0,KehlBr99
Brandon Keith,T,2011,0,0,2,8,26,0,0,0,0,0,0,0,0,0,0,0,,,,KeitBr20
Dustin Keller,TE,2012,0,0,3,22,72,0,0,0,0,0,1,7,0,241,2876,17,,,,KellDu00
Malcolm Kelly,WR,2009,0,0,1,3,21,0,0,0,0,0,0,0,0,28,365,0,,,,KellMa01
Jordan Kent,WR,2009,0,0,0,0,14,0,0,0,0,0,0,0,0,1,5,0,3,,,KentJo20
Brett Kern,P,2021,1,3,0,25,219,1,3,11,0,0,5,21,0,0,0,0,2,,,KernBr20
Justin King,DB,2012,0,0,1,10,40,0,0,0,0,0,0,0,0,0,0,0,99,1,1.0,KingJu99
Kendall Langford,DE,2017,0,0,8,43,136,0,0,0,0,0,0,0,0,0,0,0,208,,22.5,LangKe98
Danny Lansanah,LB,2015,0,0,2,10,38,0,0,0,0,0,0,0,0,0,0,0,99,3,2.5,LansDa00
Joey LaRocque,LB,2008,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,6,,,LaRoJo99
Spencer Larsen,FB-LB,2013,0,0,1,5,63,0,0,0,0,0,17,62,0,14,127,1,36,,,LarsSp99
Trevor Laws,DT,2011,0,0,0,7,56,0,0,0,0,0,0,0,0,0,0,0,45,1,5.0,LawsTr99
Gerard Lawson,DB,2010,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,2,,,LawsGe20
James Lee,T-G,2011,0,0,1,6,19,0,0,0,0,0,0,0,0,0,0,0,,,,LeexJa22
Pat Lee,DB,2012,0,0,1,4,47,0,0,0,0,0,0,0,0,0,0,0,50,1,,LeexPa99
Maurice Leggett,DB,2009,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,47,1,,LeggMa99
Mark LeVoir,T,2011,0,0,0,7,42,0,0,0,0,0,0,0,0,0,0,0,,,,LeVoMa99
Roy Lewis,DB,2011,0,0,0,3,33,0,0,0,0,0,0,0,0,0,0,0,35,,1.5,LewiRo22
Kory Lichtensteiger,C,2016,0,0,4,34,93,0,0,0,0,0,0,0,0,0,0,0,,,,LichKo20
Nate Livings,G,2012,0,0,4,27,68,0,0,0,0,0,0,0,0,0,0,0,,,,LiviNa20
Curtis Lofton,LB,2015,0,0,8,49,128,0,0,0,0,0,0,0,0,0,0,0,660,3,8.0,LoftCu99
Derek Lokey,DT,2009,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,LokeDe20
Brandon London,WR,2008,0,0,0,0,14,0,0,0,0,0,0,0,0,3,30,0,5,,,LondBr00
Chris Long,DE,2018,0,0,6,48,162,0,0,0,0,0,0,0,0,0,0,0,252,,70.0,LongCh99
Jake Long,T,2016,1,4,6,54,104,0,0,0,0,0,0,0,0,0,0,0,,,,LongJa20
Lance Long,WR,2009,0,0,0,1,8,0,0,0,0,0,1,-1,0,20,178,0,,,,LongLa00
Dwight Lowery,DB,2016,0,0,6,35,116,0,0,0,0,0,0,0,0,0,0,0,315,17,5.0,LoweDw99
Kregg Lumpkin,RB,2012,0,0,0,3,34,0,0,0,0,0,42,166,0,45,325,0,10,,,LumpKr00
Corey Lynch,DB,2013,0,0,0,8,76,0,0,0,0,0,1,3,0,0,0,0,96,5,,LyncCo99
Corey Mace,DT,2009,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,,MaceCo00
Elbert Mack,CB,2014,0,0,0,6,81,0,0,0,0,0,0,0,0,0,0,0,99,6,,MackEl20
Mario Manningham,WR,2013,0,0,4,22,67,0,0,0,0,0,5,54,0,211,2849,19,2,,,MannMa01
James Marten,T,2008,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,MartJa21
Jerod Mayo,LB,2015,1,2,7,51,103,0,0,0,0,0,0,0,0,0,0,0,536,3,11.0,MayoJe99
Joe Mays,LB,2015,0,0,2,18,78,0,0,0,0,0,0,0,0,0,0,0,184,,1.5,MaysJo99
Jameel McClain,LB,2014,0,0,5,36,103,0,0,0,0,0,0,0,0,0,0,0,290,1,7.0,McClJa01
Darren McFadden,RB,2017,0,0,4,39,103,1,4,16,1,0,1302,5421,28,254,2114,5,,,,McFaDa00
Mike McGlynn,G,2015,0,0,4,29,83,0,0,0,0,0,0,0,0,1,1,0,,,,McGlMi20
Leodis McKelvin,DB,2016,0,0,4,29,111,0,0,0,0,0,0,0,0,0,0,0,300,15,,McKeLe99
Robert Meachem,WR,2014,0,0,1,26,103,0,0,0,0,0,18,127,1,178,2914,27,,,,MeacRo00
Taylor Mehlhaff,K,2008,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,MehlTa99
Rashard Mendenhall,RB,2013,0,0,4,29,72,0,0,0,0,0,1081,4236,37,95,795,2,,,,MendRa00
Phillip Merling,DE,2013,0,0,0,6,53,0,0,0,0,0,0,0,0,0,0,0,52,1,3.5,MerlPh99
Brandon Miller,DE,2008,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,,,MillBr00
Antwaun Molden,DB,2012,0,0,0,4,51,0,0,0,0,0,0,0,0,0,0,0,49,2,,MoldAn99
Dre Moore,DT,2009,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,4,,,MoorDr99
Kareem Moore,DB,2010,0,0,1,7,42,0,0,0,0,0,0,0,0,0,0,0,77,2,,MoorKa99
