Player,Pos,To,AP1,PB,St,wAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,-9999
Sean Davis,FS,2021,0,0,3,18,70,0,0,0,0,0,0,0,0,0,0,0,201,5,2.5,DaviSe00
Trevor Davis,WR,2019,0,0,0,2,43,0,0,0,0,0,6,86,1,16,205,1,7,,,DaviTr03
Sheldon Day,DT,2021,0,0,0,6,67,0,0,0,0,0,0,0,0,0,0,0,46,,7.0,DayxSh00
Taylor Decker,OT,2021,0,0,5,33,80,0,0,0,0,0,0,0,0,3,15,2,,,,DeckTa00
A.J. Derby,TE,2018,0,0,0,3,25,0,0,0,0,0,0,0,0,40,452,3,1,,,DerbA.00
Seth Devalve,TE,2020,0,0,0,6,57,0,0,0,0,0,0,0,0,60,736,4,8,,,DevaSe00
K.J. Dillon,S,2016,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,,,DillK.00
Kenneth Dixon,RB,2018,0,0,0,5,18,0,0,0,0,0,148,715,4,36,213,1,,,,DixoKe00
Riley Dixon,P,2021,0,0,0,11,97,1,3,16,0,0,1,14,0,0,0,0,11,,,DixoRi00
Travell Dixon,S,2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,DixoTr01
Josh Doctson,WR,2019,0,0,2,9,34,0,0,0,0,0,1,-14,0,81,1100,8,,,,DoctJo00
Kevin Dodd,DE,2017,0,0,0,2,18,0,0,0,0,0,0,0,0,0,0,0,9,,1.0,DoddKe00
Vontarrius Dora,LB,2018,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,,,DoraVo00
Makinton Dorleant,CB,2016,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,,,DorlMa00
Kenyan Drake,RB,2021,0,0,2,30,89,0,0,0,0,0,758,3384,29,199,1535,7,6,,,DrakKe00
Spencer Drango,OG,2017,0,0,2,8,32,0,0,0,0,0,0,0,0,0,0,0,,,,DranSp00
Thomas Duarte,WR,2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,DuarTh00
Nick Easton,C,2020,0,0,1,17,45,0,0,0,0,0,0,0,0,0,0,0,,,,EastNi00
Cornelius Edison,OL,2016,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,,,,EdisCo00
Lac Edwards,P,2021,0,0,0,10,74,1,1,31,0,0,1,0,0,0,0,0,1,,,EdwaLa01
Parker Ehinger,OG,2021,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,,,,EhinPa00
DeAndre Elliott,CB,2016,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,5,,,ElliDe01
Ezekiel Elliott,RB,2021,1,3,6,59,88,1,1,4,0,0,1650,7386,56,288,2244,12,1,,,ElliEz00
Javien Elliott,CB,2019,0,0,0,6,52,0,0,0,0,0,0,0,0,0,0,0,59,2,0.5,ElliJa01
Alex Ellis,TE,2019,0,0,0,0,11,0,0,0,0,0,0,0,0,3,11,0,1,,,ElliAl01
Alex Erickson,WR,2021,0,0,1,9,97,1,2,26,0,0,18,78,0,96,1141,1,6,,,EricAl01
Tyler Ervin,RB,2020,0,0,0,2,43,0,0,0,0,0,19,92,0,27,186,0,4,,,ErviTy00
Marwin Evans,S,2017,0,0,0,2,32,0,0,0,0,0,0,0,0,0,0,0,25,,,EvanMa00
Anthony Fabiano,OL,2020,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,,,,FabiAn00
Kyler Fackrell,OLB,2021,0,0,1,16,86,0,0,0,0,0,0,0,0,0,0,0,114,1,23.5,FackKy00
George Fant,T,2021,0,0,4,23,75,0,0,0,0,0,0,0,0,1,9,0,,,,FantGe00
Matthias Farley,DB,2021,0,0,1,10,83,1,1,6,0,0,0,0,0,0,0,0,109,3,,FarlMa00
George Farmer,RB,2016,0,0,0,0,2,0,0,0,0,0,1,1,0,1,4,0,,,,FarmGe02
Kenneth Farrow,RB,2016,0,0,0,2,13,0,0,0,0,0,60,192,0,13,70,0,,,,FarrKe02
Clayton Fejedelem,FS,2021,0,0,0,7,94,0,0,0,0,0,5,29,0,0,0,0,88,1,,FejeCl00
Josh Ferguson,RB,2019,0,0,0,1,28,0,0,0,0,0,19,34,0,23,152,0,4,,,FergJo02
B.J. Finney,C,2021,0,0,0,9,73,0,0,0,0,0,0,0,0,0,0,0,,,,FinnB.01
Leonard Floyd,OLB,2021,0,0,6,42,87,0,0,0,0,0,0,0,0,0,0,0,176,2,38.5,FloyLe00
Josh Forrest,ILB,2017,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,6,,,ForrJo00
D.J. Foster,RB,2020,0,0,0,1,26,0,0,0,0,0,15,45,0,19,142,0,3,,,FostD.01
Dante Fowler,OLB,2021,0,0,2,23,91,0,0,0,0,0,0,0,0,0,0,0,137,,35.0,FowlDa00
Morgan Fox,DL,2021,0,0,0,12,69,0,0,0,0,0,0,0,0,0,0,0,66,,12.0,FoxxMo00
Kavon Frazier,FS,2021,0,0,0,4,60,0,0,0,0,0,0,0,0,0,0,0,50,,1.0,FrazKa00
Nolan Frese,LS,2016,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,1,,,FresNo00
Isaac Fruechte,WR,2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,FrueIs00
Kendall Fuller,CB,2021,0,0,3,22,85,0,0,0,0,0,0,0,0,0,0,0,275,11,2.0,FullKe00
Will Fuller,WR,2021,0,0,5,24,55,0,0,0,0,0,4,6,0,213,3136,24,,,,FullWi01
Manasseh Garner,TE,2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,GarnMa00
Joshua Garnett,OG,2020,0,0,1,5,25,0,0,0,0,0,0,0,0,0,0,0,,,,GarnJo00
Quentin Gause,LB,2016,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,,,GausQu00
Graham Glasgow,OG,2021,0,0,4,31,82,0,0,0,0,0,0,0,0,0,0,0,,,,GlasGr00
Jared Goff,QB,2021,0,2,5,58,83,1868,2915,21416,126,63,180,401,10,0,0,0,,,,GoffJa00
B.J. Goodson,OLB,2021,0,0,4,20,67,0,0,0,0,0,0,0,0,0,0,0,168,4,1.0,GoodB.00
Dillon Gordon,G,2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,GordDi01
Adam Gotsis,DT,2021,0,0,3,23,89,0,0,0,0,0,0,0,0,0,0,0,107,,8.0,GotsAd00
Ben Gottschalk,C,2016,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,,,,GottBe00
Jakeem Grant,WR,2021,0,1,0,14,81,0,0,0,0,0,17,76,1,100,1140,7,4,,,GranJa00
Aaron Green,RB,2016,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,GreeAa01
Chaz Green,OT,2021,0,0,0,7,39,0,0,0,0,0,0,0,0,0,0,0,,,,GreeCh02
T.J. Green,FS,2021,0,0,0,6,41,0,0,0,0,0,0,0,0,0,0,0,73,,,GreeT.00
Nicholas Grigsby,LB,2018,0,0,0,1,23,0,0,0,0,0,0,0,0,0,0,0,11,,,GrigNi01
Glenn Gronkowski,FB,2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,GronGl01
Kamu Grugier-Hill,OLB,2021,0,0,3,18,83,0,0,0,0,0,0,0,0,0,0,0,168,2,5.0,GrugKa00
Aaron Grymes,DB,2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,GrymAa00
Joe Haeg,OT,2021,0,0,2,22,79,0,0,0,0,0,0,0,0,0,0,0,1,,,HaegJo00
Deiondre' Hall,CB,2018,0,0,0,2,23,0,0,0,0,0,0,0,0,0,0,0,10,1,,HallDe02
Antonio Hamilton,CB,2021,0,0,0,5,74,0,0,0,0,0,0,0,0,0,0,0,71,,,HamiAn01
Woodrow Hamilton,DL,2021,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,3,,,HamiWo00
Connor Hamlett,TE,2016,0,0,0,0,3,0,0,0,0,0,0,0,0,1,17,1,,,,HamlCo01
Russell Hansbrough,RB,2016,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,HansRu00
Javon Hargrave,DT,2021,0,1,6,38,94,0,0,0,0,0,0,0,0,0,0,0,149,,26.5,HargJa00
Vernon Hargreaves III,CB,2021,0,0,4,18,69,0,0,0,0,0,0,0,0,0,0,0,245,4,,HargVe00
De'Vante Harris,DB,2018,0,0,0,3,31,0,0,0,0,0,0,0,0,0,0,0,34,,,HarrDe04
Erik Harris,DB,2021,0,0,3,14,77,0,0,0,0,0,1,4,0,0,0,0,195,5,0.5,HarrEr00
Maurice Harris,WR,2018,0,0,1,3,28,0,0,0,0,0,2,10,0,40,432,1,,,,HarrMa05
Trevon Hartfield,DB,2016,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,HartTr00
Josh Hawkins,CB,2018,0,0,0,2,32,0,0,0,0,0,0,0,0,0,0,0,33,,,HawkJo00
Joel Heath,DT,2019,0,0,2,7,32,0,0,0,0,0,0,0,0,0,0,0,24,,3.0,HeatJo00
Temarrick Hemingway,TE,2021,0,0,0,0,23,0,0,0,0,0,0,0,0,1,10,0,2,,,HemiTe00
A.J. Hendy,S,2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,HendA.00
Derrick Henry,RB,2021,1,2,3,48,86,3,4,19,1,0,1401,6797,65,94,846,3,,,,HenrDe00
Hunter Henry,TE,2021,0,0,4,23,72,0,0,0,0,0,0,0,0,246,2925,30,,,,HenrHu00
Jeff Heuerman,TE,2019,0,0,3,5,51,0,0,0,0,0,0,0,0,63,678,5,,,,HeueJe00
Tyler Higbee,TE,2021,0,0,6,20,93,0,0,0,0,0,1,1,0,234,2487,17,2,,,HigbTy00
Rashard Higgins,WR,2021,0,0,0,13,82,0,0,0,0,0,1,4,0,137,1890,12,,,,HiggRa00
Bronson Hill,RB,2017,0,0,0,0,5,0,0,0,0,0,3,9,0,0,0,0,1,,,HillBr01
Rashod Hill,T,2021,0,0,0,14,74,0,0,0,0,0,0,0,0,0,0,0,,,,HillRa01
Tyreek Hill,WR,2021,3,6,5,66,91,0,1,0,0,1,93,719,6,479,6630,56,6,,,HillTy00
Kevin Hogan,QB,2021,0,0,0,2,9,60,101,621,4,7,18,176,1,0,0,0,,,,HogaKe00
Tyrone Holmes,OLB,2017,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,3,,1.0,HolmTy01
Johnny Holton,WR,2020,0,0,0,3,49,0,0,0,0,0,7,52,0,14,273,3,18,,,HoltJo00
Austin Hooper,TE,2021,0,2,3,24,88,0,0,0,0,0,0,0,0,298,3024,23,2,,,HoopAu00
DeAndre Houston-Carson,FS,2021,0,0,0,6,77,0,0,0,0,0,0,0,0,0,0,0,66,2,,HousDe00
Jordan Howard,RB,2021,0,1,3,27,71,0,0,0,0,0,1018,4361,37,85,653,2,1,,,HowaJo00
Tracy Howard,DB,2016,0,0,0,2,15,0,0,0,0,0,0,0,0,0,0,0,15,,,HowaTr02
Xavien Howard,CB,2021,1,3,5,47,72,0,0,0,0,0,0,0,0,0,0,0,187,27,2.0,HowaXa00
Julian Howsare,FB,2016,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,,,HowsJu00
D.J. Humphries,OT,2021,0,1,6,37,75,0,0,0,0,0,0,0,0,0,0,0,,,,HumpD.00
Brett Hundley,QB,2019,0,0,1,5,18,199,337,1902,9,13,46,309,2,1,10,0,,,,HundBr00
Joey Hunt,C,2020,0,0,0,7,35,0,0,0,0,0,0,0,0,0,0,0,,,,HuntJo00
Michael Hunter,CB,2017,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,,,HuntMi00
Germain Ifedi,OT,2021,0,0,4,36,85,0,0,0,0,0,0,0,0,0,0,0,,,,IfedGe00
Matthew Ioannidis,DT,2021,0,0,2,20,73,0,0,0,0,0,0,0,0,0,0,0,105,,24.5,IoanMa01
Prince Charles Iworah,CB,2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,IworPr00
Myles Jack,OLB,2021,0,0,6,37,88,0,0,0,0,0,0,0,0,0,0,0,335,3,6.5,JackMy00
Branden Jackson,DE,2019,0,0,0,4,39,0,0,0,0,0,0,0,0,0,0,0,31,,3.5,JackBr04
Don Jackson,RB,2016,0,0,0,0,3,0,0,0,0,0,10,32,0,0,0,0,,,,JackDo01
Edwin Jackson,LB,2016,0,0,1,4,16,0,0,0,0,0,0,0,0,0,0,0,47,,2.0,JackEd00
Cory James,OLB,2017,0,0,1,7,26,0,0,0,0,0,0,0,0,0,0,0,78,,,JameCo00
Andy Janovich,FB,2021,0,0,1,2,77,0,0,0,0,0,17,55,4,27,255,1,17,,,JanoAn00
Quinton Jefferson,DT,2021,0,0,3,21,72,0,0,0,0,0,0,0,0,0,0,0,66,,15.0,JeffQu00
Jordan Jenkins,OLB,2021,0,0,5,29,83,0,0,0,0,0,0,0,0,0,0,0,124,,25.0,JenkJo01
Austin Johnson,DT,2021,0,0,2,18,91,0,0,0,0,0,0,0,0,0,0,0,85,,7.0,JohnAu01
Josh Johnson,DB,2016,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,5,,0.5,JohnJo07
Toby Johnson,DT,2016,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,,,JohnTo02
Brett Jones,C,2020,0,0,1,10,61,0,0,0,0,0,0,0,0,0,0,0,,,,JoneBr04
Cardale Jones,QB,2016,0,0,0,0,1,6,11,96,0,1,1,-1,0,0,0,0,,,,JoneCa01
Chris Jones,DT,2021,0,3,6,50,90,0,0,0,0,0,0,0,0,0,0,0,138,2,49.5,JoneCh09
Cyrus Jones,CB,2019,0,0,0,4,31,0,0,0,0,0,0,0,0,0,0,0,11,,,JoneCy00
Deion Jones,OLB,2021,0,1,5,39,85,0,0,0,0,0,0,0,0,0,0,0,428,11,8.5,JoneDe01
Jonathan Jones,DB,2021,0,0,2,15,85,0,0,0,0,0,0,0,0,0,0,0,206,7,2.5,JoneJo03
Taiwan Jones,ILB,2016,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,,,JoneTa01
Mike Jordan,DB,2018,0,0,0,2,22,0,0,0,0,0,0,0,0,0,0,0,31,,,JordMi00
Karl Joseph,SS,2021,0,0,4,16,65,0,0,0,0,0,0,0,0,0,0,0,221,5,3.0,JoseKa00
Matt Judon,DE,2021,0,3,5,45,93,0,0,0,0,0,0,0,0,0,0,0,205,,47.0,JudoMa00
Ufomba Kamalu,DE,2018,0,0,0,2,15,0,0,0,0,0,0,0,0,0,0,0,9,,3.0,KamaUf00
Ted Karras,OG,2021,0,0,3,25,93,0,0,0,0,0,0,0,0,0,0,0,,,,KarrTe00
Drew Kaser,P,2018,0,0,0,5,36,0,0,0,0,0,1,0,0,0,0,0,1,,,KaseDr00
Jayron Kearse,SS,2021,0,0,2,11,89,0,0,0,0,0,0,0,0,0,0,0,167,3,1.5,KearJa00
Bryson Keeton,CB,2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,KeetBr00
Robert Kelley,RB,2018,0,0,1,6,24,0,0,0,0,0,234,906,9,16,100,1,,,,KellRo00
Ryan Kelly,C,2021,0,3,6,43,80,0,0,0,0,0,0,0,0,1,-4,0,,,,KellRy00
Joe Kerridge,FB,2017,0,0,0,0,12,0,0,0,0,0,1,0,0,1,3,0,,,,KerrJo00
Cody Kessler,QB,2018,0,0,1,5,17,224,349,2215,8,5,31,140,0,0,0,0,,,,KessCo00
Miles Killebrew,SS,2021,0,0,0,7,95,0,0,0,0,0,0,0,0,0,0,0,97,2,,KillMi00
Derrick Kindred,SS,2018,0,0,1,8,42,0,0,0,0,0,0,0,0,0,0,0,108,2,,KindDe00
Deon King,LB,2017,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,3,,,KingDe00
Denver Kirkland,OG,2018,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,,,,KirkDe00
Ben Koyack,TE,2019,0,0,0,1,48,0,0,0,0,0,0,0,0,25,208,1,1,,,KoyaBe00
Casey Kreiter,LS,2021,0,1,0,7,91,0,0,0,0,0,0,0,0,0,0,0,5,,,KreiCa00
Henry Krieger-Coble,TE,2017,0,0,0,0,3,0,0,0,0,0,0,0,0,1,13,0,1,,,KrieHe00
Nick Kwiatkoski,ILB,2021,0,0,1,19,77,0,0,0,0,0,0,0,0,0,0,0,205,2,7.0,KwiaNi00
DaVonte Lambert,DT,2016,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,9,,,LambDa01
Jake Lampman,WR,2016,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,,,LampJa00
Chris Landrum,LB,2018,0,0,0,2,17,0,0,0,0,0,0,0,0,0,0,0,5,,1.0,LandCh00
Anthony Lanier,DE,2017,0,0,0,2,15,0,0,0,0,0,0,0,0,0,0,0,11,,5.0,LaniAn00
Tyler Larsen,C,2021,0,0,1,13,77,0,0,0,0,0,0,0,0,0,0,0,,,,LarsTy00
Daniel Lasco,RB,2017,0,0,0,0,10,0,0,0,0,0,11,32,0,2,11,0,7,,,LascDa00
Paul Lasike,FB,2016,0,0,0,0,10,0,0,0,0,0,3,8,0,1,3,0,,,,LasiPa00
Darius Latham,DT,2017,0,0,0,2,17,0,0,0,0,0,0,0,0,0,0,0,11,,,LathDa01
Shaq Lawson,DE,2021,0,0,1,19,78,0,0,0,0,0,0,0,0,0,0,0,95,1,21.5,LawsSh00
Cre'von LeBlanc,DB,2020,0,0,1,8,52,0,0,0,0,0,0,0,0,0,0,0,102,2,2.0,LeBlCr01
Darron Lee,OLB,2020,0,0,3,19,58,0,0,0,0,0,0,0,0,0,0,0,178,3,4.0,LeexDa00
