Player,Pos,To,AP1,PB,St,wAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,-9999
Allen Barbre,T,2017,0,0,2,23,92,0,0,0,0,0,0,0,0,0,0,0,,,,BarbAl20
Chris Barclay,RB,2007,0,0,0,0,5,0,0,0,0,0,1,3,0,2,13,0,,,,BarcCh00
Rashad Barksdale,DB,2007,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,,,BarkRa99
Antwan Barnes,LB,2014,0,0,0,7,88,0,0,0,0,0,0,0,0,0,0,0,105,1,25.5,BarnAn99
Mike Barr,P,2007,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,3,,,BarrMi21
Eric Bassey,DB,2008,0,0,0,2,18,0,0,0,0,0,0,0,0,0,0,0,16,,,BassEr99
D'Anthony Batiste,T,2012,0,0,1,6,37,0,0,0,0,0,0,0,0,0,0,0,,,,BatiDA20
Jackie Battle,RB,2014,0,0,0,7,96,0,0,0,0,0,326,1177,9,38,248,1,32,,,BattJa00
Jon Beason,LB,2015,1,3,5,55,93,0,0,0,0,0,0,0,0,0,0,0,526,10,4.0,BeasJo99
John Beck,QB,2011,0,0,0,4,9,140,239,1417,3,7,19,55,3,0,0,0,,,,BeckJo00
Josh Beekman,C-G,2009,0,0,1,10,28,0,0,0,0,0,0,0,0,0,0,0,,,,BeekJo20
Jacob Bender,T,2007,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,BendJa20
Fred Bennett,DB,2010,0,0,1,7,49,0,0,0,0,0,0,0,0,0,0,0,106,5,,BennFr99
Brock Berlin,QB,2008,0,0,0,0,2,18,31,159,0,1,3,-16,0,0,0,0,,,,BerlBr00
Troy Bienemann,TE,2007,0,0,0,0,16,0,0,0,0,0,0,0,0,7,46,1,5,,,BienTr00
Desmond Bishop,LB,2014,0,0,2,18,75,0,0,0,0,0,0,0,0,0,0,0,228,1,9.0,BishDe99
Quincy Black,LB,2012,0,0,3,18,81,0,0,0,0,0,0,0,0,0,0,0,226,3,3.5,BlacQu99
H.B. Blades,LB,2010,0,0,0,9,64,0,0,0,0,0,0,0,0,0,0,0,99,,,BladH.99
Justin Blalock,G,2014,0,0,8,55,125,0,0,0,0,0,0,0,0,0,0,0,,,,BlalJu20
Conrad Bolston,DT,2007,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,,,BolsCo99
Lorenzo Booker,RB,2011,0,0,0,4,36,0,0,0,0,0,61,230,0,47,362,0,2,,,BookLo00
Kevin Boss,TE,2012,0,0,4,17,74,0,0,0,0,0,1,16,0,150,2033,22,1,,,BossKe00
Dwayne Bowe,WR,2015,0,1,8,50,125,0,0,0,0,0,2,16,0,537,7208,44,,,,BoweDw00
John Bowie,DB,2009,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,,,BowiJo99
McKinley Boykin,DT,2007,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,,,BoykMc99
Tyron Brackenridge,DB,2010,0,0,0,5,46,0,0,0,0,0,0,0,0,0,0,0,71,,,BracTy99
Stewart Bradley,LB,2012,0,0,2,19,76,0,0,0,0,0,0,0,0,0,0,0,187,3,3.0,BradSt99
Ahmad Bradshaw,RB,2015,0,0,3,42,103,0,0,0,0,0,1083,4928,36,187,1493,12,18,,,BradAh00
Alan Branch,DT,2017,0,0,6,42,146,0,0,0,0,0,0,0,0,0,0,0,185,,10.5,BranAl99
Steve Breaston,WR,2012,0,0,3,26,86,1,2,17,0,0,10,120,0,255,3387,9,2,,,BreaSt00
Mike Brisiel,G,2013,0,0,5,34,80,0,0,0,0,0,0,0,0,0,0,0,,,,BrisMi20
John Broussard,WR,2007,0,0,0,2,8,0,0,0,0,0,0,0,0,4,126,1,,,,BrouJo00
Courtney Brown,DB,2008,0,0,0,2,17,0,0,0,0,0,0,0,0,0,0,0,10,,,BrowCo97
Kareem Brown,DT,2007,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,BrowKa99
Levi Brown,T,2013,0,0,5,34,82,0,0,0,0,0,0,0,0,1,4,0,,,,BrowLe20
Tarell Brown,DB,2015,0,0,4,24,117,0,0,0,0,0,0,0,0,0,0,0,272,11,,BrowTa99
Copeland Bryan,DE,2009,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,15,,2.0,BryaCo99
Courtney Bryan,DB,2008,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,10,,,BryaCo98
Melvin Bullitt,DB,2011,0,0,2,11,50,0,0,0,0,0,0,0,0,0,0,0,162,7,,BullMe99
Prescott Burgess,LB,2011,0,0,0,2,40,0,0,0,0,0,0,0,0,0,0,0,32,,,BurgPr99
Jermon Bushrod,T,2018,0,2,8,62,145,0,0,0,0,0,0,0,0,0,0,0,2,,,BushJe20
Rashad Butler,T,2013,0,0,0,7,51,0,0,0,0,0,0,0,0,0,0,0,,,,ButlRa20
Adam Carriker,DE,2012,0,0,3,22,65,0,0,0,0,0,0,0,0,0,0,0,86,,9.0,CarrAd99
Brent Celek,TE,2017,0,0,9,35,175,0,0,0,0,0,0,0,0,398,4998,31,7,,,CeleBr00
Scott Chandler,TE,2015,0,0,2,18,90,0,0,0,0,0,0,0,0,205,2379,21,7,,,ChanSc00
Jeff Charleston,DE,2011,0,0,0,6,65,0,0,0,0,0,0,0,0,0,0,0,60,,8.0,CharJe99
Jeromey Clary,T,2013,0,0,6,47,103,0,0,0,0,0,0,0,0,1,-8,0,,,,ClarJe20
Daniel Coats,TE,2010,0,0,1,2,57,0,0,0,0,0,0,0,0,30,291,0,10,,,CoatDa00
Michael Coe,DB,2012,0,0,0,2,38,0,0,0,0,0,0,0,0,0,0,0,36,,,CoexMi99
Brannon Condren,DB,2008,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,6,,,CondBr99
Blake Costanzo,LB,2013,0,0,0,7,91,0,0,0,0,0,0,0,0,0,0,0,62,,,CostBl20
Mason Crosby,K,2021,0,0,0,32,241,0,0,0,0,0,0,0,0,0,0,0,24,,,CrosMa20
Tim Crowder,DE,2011,0,0,1,11,60,0,0,0,0,0,0,0,0,0,0,0,83,,10.5,CrowTi99
Quinton Culberson,LB,2009,0,0,1,5,36,0,0,0,0,0,0,0,0,0,0,0,78,,,CulbQu99
Craig Dahl,DB,2015,0,0,2,22,117,0,0,0,0,0,1,3,0,0,0,0,348,5,4.0,DahlCr99
P.J. Daniels,RB,2007,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,DaniP.00
Kenneth Darby,RB,2010,0,0,0,4,41,0,0,0,0,0,95,408,2,49,356,1,18,,,DarbKe00
Buster Davis,LB,2008,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,18,,,DaviBu99
Carey Davis,RB,2009,0,0,1,1,37,0,0,0,0,0,31,118,0,17,76,0,18,,,DaviCa00
Chris Davis,WR,2008,0,0,0,0,17,0,0,0,0,0,2,19,0,7,69,0,2,,,DaviCh02
Chris Davis,WR,2007,0,0,0,0,2,0,0,0,0,0,1,3,0,1,3,0,,,,DaviCh03
Craig Davis,WR,2010,0,0,0,7,25,0,0,0,0,0,4,13,0,51,558,2,,,,DaviCr00
Clifton Dawson,RB,2008,0,0,0,1,15,0,0,0,0,0,30,64,1,2,15,0,4,,,DawsCl00
Keyunta Dawson,DE,2013,0,0,1,14,71,0,0,0,0,0,0,0,0,0,0,0,76,,1.5,DawsKe99
John Dekker,TE,2007,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,DekkJo00
Zak DeOssie,LB,2019,0,2,0,21,199,0,0,0,0,0,0,0,0,0,0,0,71,,,DeOsZa99
Mike DeVito,DE,2015,0,0,5,46,110,0,0,0,0,0,0,0,0,0,0,0,157,,5.5,DeViMi99
Zach Diles,LB,2014,0,0,3,15,74,0,0,0,0,0,0,0,0,0,0,0,179,1,1.0,DileZa99
Robert Douglas,RB,2007,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,DougRo00
Justin Durant,LB,2017,0,0,6,36,128,0,0,0,0,0,0,0,0,0,0,0,502,3,4.5,DuraJu99
Dusty Dvoracek,DT,2008,0,0,1,6,13,0,0,0,0,0,0,0,0,0,0,0,24,,,DvorDu99
Biren Ealy,WR,2009,0,0,0,0,5,0,0,0,0,0,0,0,0,1,6,0,2,,,EalyBi00
Kyle Eckel,RB,2009,0,0,0,1,24,0,0,0,0,0,59,175,2,3,20,0,11,,,EckeKy00
Trent Edwards,QB,2012,0,0,2,16,38,563,929,6033,26,30,78,330,3,0,0,0,,,,EdwaTr01
Greg Estandia,TE,2009,0,0,0,3,32,0,0,0,0,0,0,0,0,23,294,0,6,,,EstaGr01
Hiram Eugene,DB,2010,0,0,1,10,60,0,0,0,0,0,0,0,0,0,0,0,127,1,,EugeHi99
Brandon Fields,P,2015,0,1,0,21,130,0,1,0,0,0,3,0,0,0,0,0,13,,,FielBr20
Steve Fifita,DT,2007,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,7,,,FifiSt99
Yamon Figurs,WR,2010,0,0,0,2,34,0,0,0,0,0,3,-7,0,5,103,1,4,,,FiguYa00
Nick Folk,K,2021,0,1,0,28,194,0,0,0,0,0,0,0,0,0,0,0,4,,,FolkNi20
Renardo Foster,T,2010,0,0,0,2,17,0,0,0,0,0,0,0,0,0,0,0,,,,FostRe20
Eric Frampton,DB,2013,0,0,0,5,91,0,0,0,0,0,0,0,0,0,0,0,84,,,FramEr99
Doug Free,T,2016,0,0,7,49,124,0,0,0,0,0,0,0,0,0,0,0,,,,FreeDo20
Dustin Fry,C,2007,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,FryxDu20
Christian Gaddis,T-G,2009,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,GaddCh20
Jared Gaither,T,2012,0,0,2,19,52,0,0,0,0,0,0,0,0,0,0,0,,,,GaitJa20
Michael Gasperson,WR,2007,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,GaspMi00
Willie Gaston,DB,2007,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,8,,,GastWi99
Lionel Gates,RB,2007,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,GateLi00
Josh Gattis,DB,2007,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,,,GattJo99
William Gay,DB,2017,0,0,7,41,176,0,0,0,0,0,0,0,0,0,0,0,473,13,7.0,GayxWi99
Chas Gessner,WR,2007,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,GessCh00
Ronnie Ghent,TE,2007,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,,,,GhenRo00
Gary Gibson,DT-DE,2013,0,0,2,14,78,0,0,0,0,0,0,0,0,0,0,0,58,,3.0,GibsGa99
Ted Ginn Jr.,WR,2020,0,0,7,52,193,1,1,10,0,0,68,486,2,412,5742,33,6,,,GinnTe00
Chris Gocong,DE,2011,0,0,5,29,79,0,0,0,0,0,0,0,0,0,0,0,228,,9.5,GocoCh99
Dashon Goldson,DB,2016,1,2,7,41,127,0,0,0,0,0,2,53,0,0,0,0,466,16,3.0,GoldDa99
Anthony Gonzalez,WR,2011,0,0,1,16,40,0,0,0,0,0,0,0,0,99,1307,7,,,,GonzAn00
Corey Graham,DB,2018,0,1,5,33,184,0,0,0,0,0,0,0,0,0,0,0,555,18,3.0,GrahCo99
Nick Graham,DB,2008,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,12,,,GrahNi99
Ryan Grant,RB,2012,0,0,4,36,68,0,0,0,0,0,956,4148,27,93,760,2,2,,,GranRy00
Chad Greenway,LB,2016,0,2,10,66,156,0,0,0,0,0,0,0,0,0,0,0,762,11,18.0,GreeCh99
Michael Griffin,DB,2016,0,2,9,55,154,0,0,0,0,0,0,0,0,0,0,0,605,25,7.0,GrifMi99
Otis Grigsby,DE,2008,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,2,,1.0,GrigOt99
Brent Grimes,DB,2018,0,4,8,55,148,0,0,0,0,0,0,0,0,0,0,0,500,33,,GrimBr20
Ben Grubbs,G,2015,0,2,9,56,129,0,0,0,0,0,0,0,0,0,0,0,,,,GrubBe20
Matt Gutierrez,QB,2009,0,0,0,0,6,2,2,18,0,0,5,-13,0,0,0,0,,,,GutiMa00
Ramon Guzman,LB,2007,0,0,0,2,16,0,0,0,0,0,0,0,0,0,0,0,12,,,GuzmRa99
Marques Hagans,WR,2008,0,0,0,1,6,1,1,5,0,0,3,-2,0,9,108,0,,,,HagaMa00
Andre Hall,RB,2008,0,0,0,3,18,0,0,0,0,0,79,360,2,5,94,0,11,,,HallAn01
Korey Hall,FB-LB,2011,0,0,2,0,61,0,0,0,0,0,0,0,0,21,137,1,35,,,HallKo99
Leon Hall,DB,2018,0,0,6,51,152,0,0,0,0,0,0,0,0,0,0,0,425,27,2.0,HallLe98
Roy Hall,WR,2008,0,0,0,0,7,0,0,0,0,0,0,0,0,1,9,0,4,,,HallRo02
Aaron Halterman,TE,2007,0,0,0,0,9,0,0,0,0,0,0,0,0,1,7,0,3,,,HaltAa00
Justin Harrell,DT,2010,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,17,,,HarrJu99
Antoine Harris,DB,2009,0,0,0,3,35,0,0,0,0,0,0,0,0,0,0,0,18,,,HarrAn98
David Harris,LB,2017,0,0,11,75,164,0,0,0,0,0,0,0,0,0,0,0,725,6,36.5,HarrDa99
Gilbert Harris,RB,2007,0,0,0,0,4,0,0,0,0,0,9,9,0,3,38,0,,,,HarrGi00
Leroy Harris,C,2013,0,0,3,19,76,0,0,0,0,0,0,0,0,0,0,0,,,,HarrLe21
Nate Harris,LB,2007,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,11,,,HarrNa98
Ryan Harris,T,2016,0,0,5,33,114,0,0,0,0,0,0,0,0,0,0,0,1,,,HarrRy20
Steven Harris,DT,2007,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,,,HarrSt99
Tuff Harris,DB,2008,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,,,HarrTu20
Kevin Harrison,LB,2007,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,HarrKe99
Mike Hass,WR,2009,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,HassMi00
Alex Haynes,RB,2007,0,0,0,0,10,0,0,0,0,0,3,3,0,3,14,0,3,,,HaynAl00
Adam Hayward,LB,2014,0,0,1,11,118,0,0,0,0,0,0,0,0,0,0,0,139,,1.0,HaywAd98
Mario Henderson,DT,2010,0,0,1,11,44,0,0,0,0,0,0,0,0,0,0,0,1,,,HendMa21
Chris Henry,RB,2010,0,0,0,1,11,0,0,0,0,0,32,122,2,6,53,0,2,,,HenrCh01
Will Herring,LB,2014,0,0,0,10,109,0,0,0,0,0,0,0,0,0,0,0,122,3,1.0,HerrWi99
David Herron,LB,2010,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,18,,,HerrDa99
Stephon Heyer,T,2011,0,0,1,16,61,0,0,0,0,0,0,0,0,0,0,0,,,,HeyeSt20
LaMarcus Hicks,DB,2008,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,8,,,HickLa99
Johnnie Lee Higgins,WR,2010,0,0,0,9,60,0,0,0,0,0,7,58,0,57,779,4,3,,,HiggJo00
Jason Hill,WR,2012,0,0,1,9,54,0,0,0,0,0,2,5,0,78,1043,9,13,,,HillJa00
Corey Hilliard,T,2014,0,0,0,9,47,0,0,0,0,0,0,0,0,0,0,0,,,,HillCo21
Domenik Hixon,WR,2013,0,0,0,17,76,0,0,0,0,0,3,18,0,109,1460,7,27,,,HixoDo00
Kevin Hobbs,DB,2009,0,0,0,2,34,0,0,0,0,0,0,0,0,0,0,0,34,,,HobbKe99
Chris Houston,DB,2013,0,0,7,32,99,0,0,0,0,0,0,0,0,0,0,0,324,13,,HousCh99
Dante Hughes,DB,2011,0,0,0,4,53,0,0,0,0,0,0,0,0,0,0,0,87,1,,HughDa99
Tony Hunt,RB,2008,0,0,0,0,14,0,0,0,0,0,14,25,2,6,42,0,1,,,HuntTo01
David Irons,DB,2008,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,16,,,IronDa99
Brandon Jackson,RB,2012,0,0,1,16,54,0,0,0,0,0,355,1383,7,112,864,2,4,,,JackBr00
Fred Jackson,RB,2015,0,0,4,48,122,1,2,27,1,0,1305,5746,30,354,2897,9,2,,,JackFr02
Tanard Jackson,DB,2011,0,0,4,24,56,0,0,0,0,0,0,0,0,0,0,0,212,10,1.0,JackTa99
Dwayne Jarrett,WR,2010,0,0,0,4,32,0,0,0,0,0,1,11,0,35,428,1,,,,JarrDw00
Max Jean-Gilles,G,2010,0,0,2,14,42,0,0,0,0,0,0,0,0,0,0,0,,,,JeanMa20
Justin Jenkins,WR,2009,0,0,0,0,36,0,0,0,0,0,1,-3,0,0,0,0,15,,,JenkJu00
Calvin Johnson,WR,2015,3,6,9,78,135,0,0,0,0,0,19,167,1,731,11619,83,,,,JohnCa00
Charles Johnson,DE,2017,0,0,8,47,143,0,0,0,0,0,0,0,0,0,0,0,228,,67.5,JohnCh98
Edward Johnson,DT,2010,0,0,1,13,33,0,0,0,0,0,0,0,0,0,0,0,57,1,1.0,JohnEd99
Michael Johnson,DB,2010,0,0,2,14,49,0,0,0,0,0,0,0,0,0,0,0,117,3,2.0,JohnMi99
David Jones,DB,2012,0,0,0,6,59,0,0,0,0,0,0,0,0,0,0,0,87,1,,JoneDa99
Derrick Jones,DT-DE,2007,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,JoneDe20
Edgar Jones,DE,2013,0,0,0,6,64,0,0,0,0,0,0,0,0,2,33,0,33,,1.5,JoneEd22
Jacoby Jones,WR,2015,1,1,2,30,128,0,0,0,0,0,19,62,0,203,2733,14,1,,,JoneJa03
James Jones,WR,2015,0,0,4,46,136,0,0,0,0,0,0,0,0,433,5861,51,1,,,JoneJa04
Akeem Jordan,LB,2014,0,0,4,22,100,0,0,0,0,0,0,0,0,0,0,0,274,2,1.0,JordAk99
Winston Justice,T,2013,0,0,3,21,63,0,0,0,0,0,0,0,0,0,0,0,,,,JustWi20
Ryan Kalil,C,2019,2,5,9,72,155,0,0,0,0,0,0,0,0,0,0,0,,,,KaliRy20
Jeremy Kapinos,P,2011,0,0,0,3,34,0,0,0,0,0,0,0,0,0,0,0,1,,,KapiJe20
Kenton Keith,RB,2007,0,0,0,6,16,0,0,0,0,0,121,533,3,13,77,1,,,,KeitKe00
David Kirtman,RB,2008,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,,,,KirtDa00
Adam Koets,T,2010,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,,,,KoetAd20
Kevin Kolb,QB,2012,0,0,1,12,34,449,755,5206,28,25,69,229,2,0,0,0,,,,KolbKe00
Joe Kowalewski,TE,2007,0,0,0,0,13,0,0,0,0,0,0,0,0,5,18,1,,,,KowaJo00
Derek Landri,DT,2013,0,0,1,15,88,0,0,0,0,0,0,0,0,0,0,0,96,,9.0,LandDe99
LaRon Landry,DB,2014,0,1,7,39,103,0,0,0,0,0,0,0,0,0,0,0,467,6,8.0,LandLa99
Brian Leonard,RB,2014,0,0,0,11,88,0,0,0,0,0,221,828,0,143,1008,1,24,,,LeonBr00
Louis Leonard,DT,2010,0,0,0,4,25,0,0,0,0,0,0,0,0,0,0,0,26,,1.0,LeonLo99
Trey Lewis,DT,2010,0,0,0,4,18,0,0,0,0,0,0,0,0,0,0,0,25,1,,LewiTr99
Rhys Lloyd,K,2010,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,2,,,LloyRh44
Marshawn Lynch,RB,2019,1,5,8,74,149,1,3,8,1,0,2453,10413,85,287,2214,9,1,,,LyncMa00
Grant Mason,DB,2007,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,,,MasoGr99
Michael Matthews,TE,2009,0,0,0,0,39,0,0,0,0,0,0,0,0,8,54,0,1,,,MattMi00
Reagan Maui'a,RB,2012,0,0,1,0,39,0,0,0,0,0,4,5,0,6,44,0,4,,,MauiRe00
Ryan McBean,DT,2011,0,0,1,11,47,0,0,0,0,0,0,0,0,0,0,0,49,,4.0,McBeRy99
Trumaine McBride,DB,2015,0,0,2,14,84,0,0,0,0,0,0,0,0,0,0,0,132,7,1.0,McBrTr99
Turk McBride,DT,2012,0,0,1,13,66,0,0,0,0,0,0,0,0,0,0,0,78,,9.5,McBrTu99
Marcus McCauley,DB,2009,0,0,0,4,27,0,0,0,0,0,0,0,0,0,0,0,58,,,McCaMa99
Le'Ron McClain,RB,2013,1,2,6,13,111,0,0,0,0,0,354,1310,13,94,557,3,5,,,McClLe00
Brandon McDonald,DB,2012,0,0,2,15,80,0,0,0,0,0,0,0,0,0,0,0,177,9,1.0,McDoBr99
Ray McDonald,DE,2014,0,0,5,35,115,0,0,0,0,0,0,0,0,0,0,0,156,1,19.5,McDoRa99
Chris McFoy,WR,2007,0,0,0,0,3,0,0,0,0,0,0,0,0,1,19,0,,,,McFoCh00
Tim McGarigle,LB,2007,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,6,,,McGaTi99
Brandon Mebane,DT,2019,0,0,13,63,182,0,0,0,0,0,0,0,0,0,0,0,299,1,18.5,MebaBr99
Justin Medlock,K,2012,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,,,,MedlJu20
Brandon Meriweather,DB,2015,0,2,6,33,112,0,0,0,0,0,0,0,0,0,0,0,337,17,6.0,MeriBr99
Brandon Middleton,WR,2008,0,0,0,1,13,0,0,0,0,0,0,0,0,9,93,1,2,,,MiddBr00
Edmond Miles,LB,2008,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,13,,,MileEd99
Zach Miller,TE,2014,0,1,7,28,110,0,0,0,0,0,0,0,0,328,3804,20,,,,MillZa01
Garrett Mills,FB,2010,0,0,0,1,16,0,0,0,0,0,0,0,0,9,110,0,4,,,MillGa01
Martrez Milner,TE,2007,0,0,0,0,8,0,0,0,0,0,0,0,0,9,50,0,,,,MilnMa00
Jeremy Mincey,DE,2015,0,0,4,29,96,0,0,0,0,0,0,0,0,0,0,0,152,1,26.0,MincJe99
Marvin Mitchell,LB,2013,0,0,1,12,98,0,0,0,0,0,0,0,0,0,0,0,125,1,1.0,MitcMa99
Anthony Mix,WR,2007,0,0,0,0,9,0,0,0,0,0,0,0,0,3,39,0,8,,,MixxAn00
Matt Moore,QB,2019,0,0,1,19,55,645,1074,7597,49,36,71,92,2,0,0,0,,,,MoorMa01
Quentin Moses,DE,2010,0,0,0,5,44,0,0,0,0,0,0,0,0,0,0,0,28,,3.5,MoseQu99
Jarvis Moss,DE,2011,0,0,0,3,53,0,0,0,0,0,0,0,0,0,0,0,34,,6.0,MossJa99
Daniel Muir,DT,2013,0,0,2,13,56,0,0,0,0,0,0,0,0,0,0,0,100,,1.5,MuirDa20
Marques Murrell,LB,2010,0,0,0,2,27,0,0,0,0,0,0,0,0,0,0,0,15,,,MurrMa99
Legedu Naanee,WR,2012,0,0,2,13,73,2,2,48,0,0,6,5,0,108,1232,4,14,,,NaanLe00
Nedu Ndukwe,DB,2011,0,0,2,15,55,0,0,0,0,0,0,0,0,0,0,0,184,7,7.5,NdukCh99
Ryan Neill,DE,2010,0,0,0,4,43,0,0,0,0,0,0,0,0,0,0,0,11,,,NeilRy99
Reggie Nelson,DB,2018,0,2,11,63,181,0,0,0,0,0,0,0,0,0,0,0,618,38,6.5,NelsRe99
Stephen Nicholas,LB,2013,0,0,4,27,101,0,0,0,0,0,0,0,0,0,0,0,284,2,8.0,NichSt99
Chad Nkang,LB,2008,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,20,,,NkanCh99
Jake Nordin,TE,2009,0,0,0,0,5,0,0,0,0,0,0,0,0,2,26,0,2,,,NordJa00
Uche Nwaneri,G,2013,0,0,6,37,104,0,0,0,0,0,0,0,0,0,0,0,,,,NwanUc20
Oren O'Neal,FB,2009,0,0,0,0,18,0,0,0,0,0,1,0,0,1,1,0,3,,,ONeaOr00
Anthony Oakley,G-T,2007,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,OaklAn20
Ben Obomanu,WR,2013,0,0,0,10,69,0,0,0,0,0,4,41,0,88,1217,7,23,,,ObomBe00
Amobi Okoye,DT,2012,0,0,4,24,87,0,0,0,0,0,0,0,0,0,0,0,118,,16.0,OkoyAm99
Clint Oldenburg,T,2007,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,OldeCl20
Greg Olsen,TE,2020,0,3,11,60,199,0,0,0,0,0,0,0,0,742,8683,60,,,,OlseGr00
Chase Page,DT,2007,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,,,PageCh99
Marcus Paschal,DB,2009,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,,,PascMa99
Ben Patrick,TE,2010,0,0,2,4,42,0,0,0,0,0,0,0,0,45,446,4,1,,,PatrBe00
Sam Paulescu,P,2010,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,2,,,PaulSa20
Kevin Payne,DB,2009,0,0,1,10,32,0,0,0,0,0,0,0,0,0,0,0,114,4,1.0,PaynKe99
