Player,Pos,To,AP1,PB,St,wAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,-9999
Rashod Kent,TE,2003,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,,,,KentRa20
Terrence Kiel,DB,2006,0,0,3,17,59,0,0,0,0,0,0,0,0,0,0,0,218,4,2.0,KielTe20
Kenny King,DE,2003,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,14,,2.0,KingKe20
David Kircus,WR,2006,0,0,0,3,28,0,0,0,0,0,0,0,0,15,308,1,,,,KircDa00
Kurt Kittner,QB,2003,0,0,0,1,7,44,114,391,2,6,8,13,0,0,0,0,,,,KittKu00
Dan Klecko,DT,2008,0,0,0,8,63,0,0,0,0,0,2,5,0,10,56,1,35,,5.0,KlecDa20
Scott Kooistra,T,2009,0,0,0,6,84,0,0,0,0,0,0,0,0,0,0,0,,,,KooiSc20
Dan Koppen,C,2012,0,1,9,72,136,0,0,0,0,0,0,0,0,0,0,0,,,,KoppDa20
Jordan Kramer,LB,2004,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,,,KramJo20
Tron LaFavor,DT,2003,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,,,LaFaTr20
Clarence LeBlanc,DB,2003,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,,,LeBlCl20
Donald Lee,TE,2011,0,0,5,17,133,0,0,0,0,0,0,0,0,209,1990,19,18,,,LeexDo00
Byron Leftwich,QB,2012,0,0,3,33,60,930,1605,10532,58,42,137,415,10,1,-7,0,,,,LeftBy00
Michael Lehan,DB,2008,0,0,1,9,67,0,0,0,0,0,0,0,0,0,0,0,118,1,1.0,LehaMi20
Matt Leonard,DT,2003,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,LeonMa20
Dwayne Levels,LB,2003,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,10,,,LeveDw20
Greg Lewis,WR,2010,0,0,1,15,116,0,1,0,0,0,6,29,0,152,1992,8,20,,,LewiGr01
Brandon Lloyd,WR,2014,0,1,6,41,142,0,1,0,0,0,1,-18,0,399,5989,36,,,,LloyBr00
Rien Long,DT,2005,0,0,0,5,39,0,0,0,0,0,0,0,0,0,0,0,49,,9.5,LongRi20
Tom Lopienski,FB,2004,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,,,,LopiTo20
Jeremy Loyd,LB,2005,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,9,,,LoydJe20
Wayne Lucier,G-C,2004,0,0,1,9,27,0,0,0,0,0,0,0,0,0,0,0,,,,LuciWa20
Malaefou MacKenzie,FB,2003,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,MacKMa20
Nick Maddox,RB,2003,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,MaddNi20
Adrian Madise,WR,2003,0,0,0,0,11,0,0,0,0,0,1,10,0,2,10,0,1,,,MadiAd00
Sean Mahan,G-C,2009,0,0,3,24,94,0,0,0,0,0,0,0,0,0,0,0,,,,MahaSe20
Reno Mahe,RB,2007,0,0,0,3,55,0,0,0,0,0,47,196,0,33,230,0,11,,,MaheRe00
Ricky Manning,DB,2008,0,0,1,22,84,0,0,0,0,0,0,0,0,0,0,0,223,14,4.0,MannRi20
Vince Manuwai,G,2010,0,0,7,49,111,0,0,0,0,0,0,0,0,1,-1,0,,,,ManuVi20
Seth Marler,K,2003,0,0,0,-1,16,0,0,0,0,0,0,0,0,0,0,0,1,,,marleset01
Jamar Martin,FB,2006,0,0,0,0,25,0,0,0,0,0,4,7,0,6,24,0,1,,,MartJa01
Terrance Martin,DE,2004,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,4,,,MartTe20
Rashean Mathis,DB,2015,1,1,11,64,175,0,0,0,0,0,0,0,0,0,0,0,575,32,1.0,MathRa99
Robert Mathis,DE,2016,1,5,9,67,192,0,0,0,0,0,0,0,0,0,0,0,408,1,123.0,MathRo20
Grant Mattos,WR,2003,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,,,MattGr20
Shawn Mayer,DB,2004,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,14,,,MayeSh20
Sultan McCullough,RB,2003,0,0,0,0,1,0,0,0,0,0,1,9,0,3,13,0,,,,McCuSu00
Shaun McDonald,WR,2009,0,0,1,19,88,0,0,0,0,0,11,16,0,220,2490,11,2,,,McDoSh00
Jerome McDougle,DE,2008,0,0,0,3,37,0,0,0,0,0,0,0,0,0,0,0,31,,3.0,McDoJe20
Terrence McGee,DB,2012,0,1,7,49,122,0,0,0,0,0,0,0,0,0,0,0,441,17,3.0,McGeTe99
Billy McMullen,WR,2008,0,0,0,5,49,0,0,0,0,0,0,0,0,52,725,3,4,,,McMuBi00
Quintin Mikell,DB,2013,0,1,6,52,169,0,0,0,0,0,0,0,0,0,0,0,550,12,11.0,MikeQu20
Kawika Mitchell,LB,2010,0,0,6,37,97,0,0,0,0,0,0,0,0,0,0,0,373,6,13.0,MitcKa20
Qasim Mitchell,T-G,2005,0,0,1,5,21,0,0,0,0,0,0,0,0,0,0,0,,,,MitcQa20
Brandon Moore,G,2012,0,1,9,51,144,0,0,0,0,0,0,0,0,0,0,0,,,,MoorBr20
Rashad Moore,DT,2007,0,0,1,11,44,0,0,0,0,0,0,0,0,0,0,0,65,,3.0,MoorRa21
Aaron Moorehead,WR,2007,0,0,0,4,36,0,0,0,0,0,0,0,0,31,330,1,,,,MoorAa00
Kindal Moorehead,DT,2008,0,0,1,14,89,0,0,0,0,0,0,0,0,0,0,0,93,1,10.5,MoorKi20
Dwayne Morgan,T,2003,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,,,MorgDw20
Ovie Mughelli,FB,2011,0,1,5,6,107,0,0,0,0,0,42,120,1,62,490,6,45,,,MughOv00
Chad Mustard,TE,2008,0,0,0,1,49,0,0,0,0,0,0,0,0,12,123,0,,,,MustCh00
Craig Nall,QB,2007,0,0,0,1,7,30,48,402,5,0,10,11,0,0,0,0,,,,NallCr00
Mike Nattiel,LB,2004,0,0,0,3,32,0,0,0,0,0,0,0,0,0,0,0,44,1,,NattMi20
Spencer Nead,FB,2003,0,0,0,0,10,0,0,0,0,0,0,0,0,1,6,0,7,,,NeadSp00
Larry Ned,RB,2004,0,0,0,0,19,0,0,0,0,0,0,0,0,1,9,0,13,,,NedxLa00
Bruce Nelson,G,2003,0,0,0,2,15,0,0,0,0,0,0,0,0,0,0,0,,,,NelsBr20
Rhett Nelson,DB,2004,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,,,NelsRh20
Terence Newman,DB,2017,0,2,15,70,221,0,0,0,0,0,1,4,0,0,0,0,749,42,2.0,NewmTe20
Kendall Newson,WR,2003,0,0,0,1,6,0,0,0,0,0,0,0,0,2,55,0,1,,,NewsKe00
Jim Newton,T,2003,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,NewtJi20
Donnie Nickey,DB,2010,0,0,0,8,123,0,0,0,0,0,1,0,0,1,26,0,86,,1.0,NickDo20
Dennis Norman,C-T,2009,0,0,1,17,74,0,0,0,0,0,0,0,0,0,0,0,,,,NormDe20
Keith O'Neil,LB,2006,0,0,0,4,52,0,0,0,0,0,0,0,0,0,0,0,61,,,ONeiKe20
Joe Odom,LB,2005,0,0,0,6,28,0,0,0,0,0,0,0,0,0,0,0,45,,,OdomJo20
Tony Okanlawon,DB,2003,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,OkanTo20
Shantee Orr,LB,2008,0,0,2,11,65,0,0,0,0,0,0,0,0,0,0,0,90,,10.5,OrrxSh20
Kassim Osgood,WR,2014,0,3,1,8,179,0,0,0,0,0,1,4,0,45,766,5,120,,,OsgoKa00
Calvin Pace,DE,2015,0,0,10,61,187,0,0,0,0,0,0,0,0,0,0,0,470,3,60.0,PaceCa20
Derek Pagel,DB,2004,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,13,,,PageDe20
Antwan Peek,LB,2007,0,0,1,12,65,0,0,0,0,0,0,0,0,0,0,0,91,1,14.0,PeekAn20
Tupe Peko,G-C,2004,0,0,0,9,27,0,0,0,0,0,0,0,0,0,0,0,,,,PekoTu20
Scott Peters,C-G,2003,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,,,,PeteSc20
Kenny Peterson,DT-DE,2009,0,0,1,11,76,0,0,0,0,0,0,0,0,0,0,0,82,,8.0,PeteKe21
Terry Pierce,LB,2004,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,7,,,PierTe20
Shurron Pierson,DE-LB,2004,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,7,,,PierSh20
Cleveland Pinkney,DT,2006,0,0,0,2,17,0,0,0,0,0,0,0,0,0,0,0,16,,1.0,PinkCl20
Artose Pinner,RB,2007,0,0,0,8,47,0,0,0,0,0,250,858,8,39,308,0,8,,,PinnAr00
Andrew Pinnock,FB,2007,0,0,0,1,42,0,0,0,0,0,18,56,0,4,31,0,10,,,PinnAn00
