Player,Pos,To,AP1,PB,St,wAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,-9999
Mario Edwards,DE,2021,0,0,1,14,86,0,0,0,0,0,0,0,0,0,0,0,84,,16.5,EdwaMa01
Kyle Emanuel,OLB,2020,0,0,2,16,71,0,0,0,0,0,0,0,0,0,0,0,95,2,4.0,EmanKy00
Cameron Erving,OT,2021,0,0,3,27,84,0,0,0,0,0,0,0,0,0,0,0,,,,ErviCa00
Kaleb Eulls,DT,2015,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,EullKa00
Randall Evans,CB,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,EvanRa00
Deshazor Everett,CB,2021,0,0,1,10,89,0,0,0,0,0,0,0,0,0,0,0,119,2,,EverDe01
Tayo Fabuluje,OT,2015,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,FabuTa00
Jon Feliciano,OG,2021,0,0,1,18,82,0,0,0,0,0,0,0,0,0,0,0,,,,FeliJo00
Jake Fisher,OT,2018,0,0,0,9,48,0,0,0,0,0,0,0,0,2,43,0,,,,FishJa00
Ereck Flowers,OT,2021,0,0,7,35,105,0,0,0,0,0,0,0,0,1,-11,0,,,,FlowEr00
Trey Flowers,DE,2021,0,0,4,34,75,0,0,0,0,0,0,0,0,0,0,0,160,,31.5,FlowTr00
Jalston Fowler,FB,2017,0,0,1,0,42,0,0,0,0,0,10,20,2,6,58,1,6,,,FowlJa00
Andrew Franks,K,2016,0,0,0,5,32,0,0,0,0,0,0,0,0,0,0,0,1,,,FranAn01
Alani Fua,OLB,2016,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,5,,,FuaxAl00
Devin Funchess,WR,2019,0,0,2,20,62,0,0,0,0,0,0,0,0,164,2265,21,,,,FuncDe00
Charles Gaines,CB,2015,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,15,,,GainCh00
Andy Gallik,C,2015,0,0,1,4,12,0,0,0,0,0,0,0,0,0,0,0,,,,GallAn00
Max Garcia,C,2021,0,0,3,23,93,0,0,0,0,0,0,0,0,0,0,0,,,,GarcMa00
Clayton Geathers,SS,2019,0,0,3,13,56,0,0,0,0,0,0,0,0,0,0,0,183,1,,GeatCl00
Jacoby Glenn,DB,2016,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,23,1,,GlenJa01
Mark Glowinski,OG,2021,0,0,5,33,95,0,0,0,0,0,0,0,0,0,0,0,1,,,GlowMa00
Markus Golden,OLB,2021,0,0,3,28,94,0,0,0,0,0,0,0,0,0,0,0,184,1,44.5,GoldMa00
Eddie Goldman,DT,2021,0,0,4,32,81,0,0,0,0,0,0,0,0,0,0,0,116,,13.0,GoldEd00
Denzelle Good,OT,2021,0,0,2,21,62,0,0,0,0,0,0,0,0,0,0,0,,,,GoodDe01
Melvin Gordon,RB,2021,0,2,7,48,98,0,0,0,0,0,1477,6144,53,284,2244,14,,,,GordMe00
Corey Grant,RB,2018,0,0,0,4,38,0,0,0,0,0,81,454,3,18,156,1,7,,,GranCo00
Doran Grant,CB,2015,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,GranDo00
Hroniss Grasu,C,2020,0,0,1,8,27,0,0,0,0,0,0,0,0,0,2,0,,,,GrasHr00
Garrett Grayson,QB,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,GrayGa00
Dorial Green-Beckham,WR,2016,0,0,0,7,31,0,0,0,0,0,0,0,0,68,941,6,,,,GreeDo00
Rashad Greene,WR,2018,0,0,0,2,25,0,0,0,0,0,0,0,0,30,185,2,,,,GreeRa00
Randy Gregory,DE,2021,0,0,1,11,50,0,0,0,0,0,0,0,0,0,0,0,64,1,16.5,GregRa00
Geneo Grissom,OLB,2018,0,0,0,3,37,0,0,0,0,0,0,0,0,0,0,0,7,,1.0,GrisGe00
Ladarius Gunter,CB,2017,0,0,1,4,29,0,0,0,0,0,0,0,0,0,0,0,52,,,GuntLa00
Rodney Gunter,DT,2019,0,0,3,18,77,0,0,0,0,0,0,0,0,0,0,0,86,,11.0,GuntRo00
Todd Gurley,RB,2020,2,3,6,54,88,0,0,0,0,0,1460,6082,67,243,2254,12,,,,GurlTo01
Obum Gwacham,DE,2017,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,7,,2.5,GwacOb00
Bryce Hager,ILB,2020,0,0,0,7,79,0,0,0,0,0,0,0,0,0,0,0,45,,0.5,HageBr00
Rannell Hall,WR,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,HallRa02
Justin Hardy,WR,2019,0,0,0,8,73,0,0,0,0,0,0,0,0,95,946,9,5,,,HardJu00
Eli Harold,OLB,2018,0,0,2,11,61,0,0,0,0,0,0,0,0,0,0,0,65,,9.0,HaroEl00
Chris Harper,WR,2016,0,0,0,1,14,0,0,0,0,0,0,0,0,14,139,0,,,,HarpCh01
Alonzo Harris,RB,2015,0,0,0,0,6,0,0,0,0,0,4,19,0,0,0,0,,,,HarrAl00
Anthony Harris,DB,2021,0,0,4,22,95,0,0,0,0,0,0,0,0,0,0,0,221,10,,HarrAn01
Bobby Hart,OG,2021,0,0,4,26,83,0,0,0,0,0,0,0,0,0,0,0,,,,HartBo00
Rob Havenstein,OT,2021,0,0,7,44,99,0,0,0,0,0,0,0,0,0,0,0,,,,HaveRo00
Jarryd Hayne,RB,2015,0,0,0,0,8,0,0,0,0,0,17,52,0,6,27,0,1,,,HaynJa00
Ben Heeney,ILB,2017,0,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,44,,2.5,HeenBe00
Mitchell Henry,TE,2015,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,HenrMi00
Amarlo Herrera,ILB,2015,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,HerrAm00
Neville Hewitt,LB,2021,0,0,2,24,99,0,0,0,0,0,0,0,0,0,0,0,266,3,7.5,HewiNe00
Jordan Hicks,OLB,2021,0,0,6,40,92,0,0,0,0,0,0,0,0,0,0,0,427,11,10.5,HickJo00
Troy Hill,CB,2021,0,0,2,20,85,0,0,0,0,0,0,0,0,0,0,0,206,7,3.0,HillTr01
Zach Hocker,K,2015,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,,,,HockZa00
Mike Hull,ILB,2018,0,0,0,5,43,0,0,0,0,0,0,0,0,0,0,0,53,1,,HullMi01
Adam Humphries,WR,2021,0,0,2,23,96,0,0,0,0,0,9,36,0,320,3314,13,1,,,HumpAd00
Akeem Hunt,RB,2017,0,0,0,2,30,0,0,0,0,0,45,228,0,13,99,0,9,,,HuntAk01
Danielle Hunter,DE,2021,0,2,3,45,85,0,0,0,0,0,0,0,0,0,0,0,216,,60.5,HuntDa01
Joey Iosefa,FB,2015,0,0,0,0,2,0,0,0,0,0,15,51,0,0,0,0,,,,IoseJo00
David Irving,DE,2020,0,0,0,8,39,0,0,0,0,0,0,0,0,0,0,0,38,,12.5,IrviDa00
Tre' Jackson,OG,2015,0,0,1,6,13,0,0,0,0,0,0,0,0,0,0,0,,,,JackTr00
Jesse James,TE,2021,0,0,4,12,102,0,0,0,0,0,0,0,0,157,1522,12,,,,JameJe00
Grady Jarrett,DT,2021,0,2,6,44,110,0,0,0,0,0,0,0,0,0,0,0,198,,26.5,JarrGr00
Kyshoen Jarrett,SS,2015,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,39,,,JarrKy00
Darius Jennings,WR,2019,0,0,0,3,28,1,1,21,0,0,1,2,0,27,235,0,3,,,JennDa00
David Johnson,RB,2021,1,1,3,42,87,0,0,0,0,0,995,4047,39,273,2758,18,3,,,JohnDa08
Duke Johnson,RB,2021,0,0,0,28,96,0,1,0,0,0,530,2261,11,311,2870,12,2,,,JohnDu00
Isaiah Johnson,DB,2018,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,,,JohnIs01
Kevin Johnson,CB,2020,0,0,0,11,64,0,0,0,0,0,0,0,0,0,0,0,153,1,1.5,JohnKe04
Malcolm Johnson,FB,2016,0,0,0,0,19,0,0,0,0,0,1,2,0,9,59,0,,,,JohnMa06
Byron Jones,CB,2021,0,1,7,38,109,0,0,0,0,0,0,0,0,0,0,0,345,4,,JoneBy00
Matt Jones,RB,2017,0,0,0,9,25,0,0,0,0,0,248,964,6,27,377,1,,,,JoneMa04
Harold Jones-Quartey,DB,2016,0,0,1,6,29,0,0,0,0,0,0,0,0,0,0,0,88,2,,JoneHa02
Eric Kendricks,ILB,2021,1,1,7,51,100,0,0,0,0,0,0,0,0,0,0,0,492,9,14.0,KendEr00
Josh Keyes,LB,2018,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,12,,,KeyeJo00
Hau'oli Kikaha,OLB,2017,0,0,1,5,27,0,0,0,0,0,0,0,0,0,0,0,39,,8.0,KikaHa00
Darius Kilgo,DT,2018,0,0,0,3,29,0,0,0,0,0,0,0,0,0,0,0,11,,,KilgDa01
Akeem King,DB,2019,0,0,0,3,34,0,0,0,0,0,0,0,0,0,0,0,28,,,KingAk00
Brandon King,DB,2021,0,0,0,6,73,0,0,0,0,0,0,0,0,0,0,0,34,,,KingBr02
Arie Kouandjio,OG,2017,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,,,,KouaAr00
Jonathan Krause,WR,2015,0,0,0,0,2,0,0,0,0,0,0,0,0,2,11,0,1,,,KrauJo00
Tyler Kroft,TE,2021,0,0,2,8,81,0,0,0,0,0,0,0,0,101,1024,13,12,,,KrofTy00
Matt LaCosse,TE,2021,0,0,1,3,34,0,0,0,0,0,0,0,0,40,403,2,,,,LaCoMa00
Keenan Lambert,S,2015,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,,,LambKe00
Josh Lambo,K,2021,0,0,0,16,78,0,0,0,0,0,0,0,0,0,0,0,4,,,LambJo00
Kendall Lamm,T,2021,0,0,1,16,86,0,0,0,0,0,0,0,0,2,8,1,,,,LammKe00
Jeremy Langford,RB,2018,0,0,0,7,29,0,0,0,0,0,219,762,10,41,421,1,2,,,LangJe00
Khari Lee,TE,2018,0,0,0,0,34,0,0,0,0,0,0,0,0,2,12,0,,,,LeexKh00
Dezmin Lewis,WR,2016,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,LewiDe02
Tony Lippett,WR,2018,0,0,1,6,28,0,0,0,0,0,0,0,0,0,0,0,58,4,,LippTo00
Tyler Lockett,WR,2021,1,1,7,53,111,0,0,0,0,0,40,265,1,449,6067,45,1,,,LockTy00
Matt Longacre,DE,2018,0,0,1,7,38,0,0,0,0,0,0,0,0,0,0,0,35,,6.5,LongMa00
Rick Lovato,LS,2021,0,1,0,7,88,0,0,0,0,0,0,0,0,0,0,0,10,,,LovaRi00
Cameron Lynch,LB,2018,0,0,0,4,58,0,0,0,0,0,0,0,0,0,0,0,17,,,LyncCa00
Terrence Magee,RB,2017,0,0,0,0,8,0,0,0,0,0,5,17,0,1,2,0,,,,MageTe00
Craig Mager,CB,2018,0,0,0,4,24,0,0,0,0,0,0,0,0,0,0,0,29,1,,MageCr00
Greg Mancz,C,2021,0,0,1,13,63,0,0,0,0,0,0,0,0,0,0,0,,,,MancGr00
Sean Mannion,QB,2021,0,0,0,2,14,67,110,573,1,3,25,-3,0,0,0,0,,,,MannSe00
Marcus Mariota,QB,2021,0,0,4,45,74,1128,1795,13437,77,45,264,1574,13,2,62,1,,,,MariMa01
Dean Marlowe,S,2021,0,0,0,7,47,0,0,0,0,0,0,0,0,0,0,0,67,2,1.5,MarlDe00
Ali Marpet,G,2021,0,1,7,43,101,0,0,0,0,0,0,0,0,0,0,0,1,,,MarpAl00
Bradley Marquez,WR,2018,0,0,0,1,32,0,0,0,0,0,1,2,0,16,125,0,14,,,MarqBr00
Nick Marshall,CB,2016,0,0,0,2,21,0,0,0,0,0,0,0,0,0,0,0,12,,,MarsNi00
Gabe Martin,LB,2017,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,4,,,MartGa00
Ronald Martin,SS,2017,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,1,,,MartRo01
Shaq Mason,G,2021,0,0,7,43,103,0,0,0,0,0,0,0,0,0,0,0,,,,MasoSh01
Lorenzo Mauldin,OLB,2016,0,0,0,4,26,0,0,0,0,0,0,0,0,0,0,0,20,1,6.5,MaulLo00
Vince Mayle,WR,2017,0,0,0,0,23,0,0,0,0,0,2,2,1,0,0,0,9,,,MaylVi00
David Mayo,ILB,2021,0,0,1,15,102,0,0,0,0,0,0,0,0,0,0,0,129,,2.0,MayoDa00
Joey Mbu,NT,2017,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,,,MbuxJo01
Tre McBride,WR,2017,0,0,0,1,17,0,0,0,0,0,1,8,0,10,152,1,5,,,McBrTr00
Bobby McCain,CB,2021,0,0,5,24,104,0,0,0,0,0,0,0,0,0,0,0,247,11,4.0,McCaBo01
Dexter McDonald,CB,2017,0,0,0,2,27,0,0,0,0,0,0,0,0,0,0,0,42,,,McDoDe02
Tevin McDonald,S,2015,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,McDoTe00
T.Y. McGill,DT,2021,0,0,0,3,46,0,0,0,0,0,0,0,0,0,0,0,18,,5.5,McGiT.00
Benardrick McKinney,ILB,2021,0,1,5,44,91,0,0,0,0,0,0,0,0,0,0,0,331,1,11.5,McKiBe00
Cameron Meredith,WR,2018,0,0,1,8,31,1,1,2,1,0,1,6,0,86,1122,5,,,,MereCa00
Darrian Miller,T,2015,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,,,,MillDa00
John Miller,OG,2021,0,0,5,31,84,0,0,0,0,0,0,0,0,0,0,0,,,,MillJo04
Ty Montgomery,RB-WR,2021,0,0,1,17,78,0,0,0,0,0,258,1180,7,139,1104,3,9,,,MontTy01
Corey Moore,S,2018,0,0,0,5,46,0,0,0,0,0,0,0,0,0,0,0,53,1,,MoorCo00
Mitch Morse,C,2021,0,0,6,41,96,0,0,0,0,0,0,0,0,0,0,0,,,,MorsMi00
Raheem Mostert,RB,2021,0,0,1,14,59,0,0,0,0,0,284,1610,11,36,361,3,23,,,MostRa00
Deiontrez Mount,OLB,2017,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,6,1,,MounDe00
Keith Mumphery,WR,2016,0,0,0,2,27,0,0,0,0,0,0,0,0,24,198,0,5,,,MumpKe00
Daniel Munyer,OL,2021,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,,,,MunyDa00
Marcus Murphy,RB,2018,0,0,0,2,28,0,0,0,0,0,60,291,0,14,36,0,2,,,MurpMa03
Tyler Murphy,WR,2015,0,0,0,0,2,0,0,0,0,0,0,0,0,1,16,0,,,,MurpTy00
Jason Myers,K,2021,0,1,0,19,103,0,0,0,0,0,0,0,0,0,0,0,10,,,MyerJa00
JJ Nelson,WR,2019,0,0,0,12,58,0,0,0,0,0,12,120,1,85,1475,11,1,,,NelsJJ00
Steven Nelson,CB,2021,0,0,5,27,98,0,0,0,0,0,0,0,0,0,0,0,287,8,,NelsSt01
Roosevelt Nix,FB,2019,0,1,0,0,60,0,0,0,0,0,4,4,1,12,69,1,24,,,NixxRo01
Rakeem Nunez-Roches,DT,2021,0,0,2,17,85,0,0,0,0,0,0,0,0,0,0,0,50,,1.5,NuneRa00
Mark Nzeocha,OLB,2021,0,0,0,5,56,0,0,0,0,0,0,0,0,0,0,0,33,1,1.0,NzeoMa00
Nick O'Leary,TE,2019,0,0,2,6,59,0,0,0,0,0,0,0,0,53,668,4,,,,OLeaNi00
James O'Shaughnessy,TE,2021,0,0,3,7,80,0,0,0,0,0,0,0,0,112,1108,3,11,,,O'ShJa00
Owamagbe Odighizuwa,DE,2016,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,4,,,OdigOw00
Cedric Ogbuehi,OT,2021,0,0,2,15,60,0,0,0,0,0,0,0,0,0,0,0,,,,OgbuCe00
Earl Okine,DE,2015,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,,,OkinEa00
Nate Orchard,OLB,2021,0,0,1,8,48,0,0,0,0,0,0,0,0,0,0,0,51,1,6.0,OrchNa00
Leon Orr,DT,2016,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,,,OrrxLe00
Tyler Ott,LS,2021,0,1,0,4,85,0,0,0,0,0,0,0,0,0,0,0,3,,,OttxTy00
Brian Parker,TE,2018,0,0,0,0,22,0,0,0,0,0,0,0,0,6,39,0,1,,,ParkBr00
DeVante Parker,WR,2021,0,0,4,32,93,0,0,0,0,0,0,0,0,338,4727,24,2,,,ParkDe01
David Parry,NT,2018,0,0,2,13,36,0,0,0,0,0,0,0,0,0,0,0,52,,5.0,ParrDa00
Eric Patterson,CB,2015,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,,,PattEr00
Andrus Peat,OT,2021,0,3,5,46,84,0,0,0,0,0,0,0,0,0,0,0,,,,PeatAn00
Denzel Perryman,ILB,2021,0,1,5,33,84,0,0,0,0,0,0,0,0,0,0,0,352,3,5.0,PerrDe00
Brian Peters,LB,2018,0,0,0,4,51,0,0,0,0,0,0,0,0,0,0,0,34,,,PeteBr00
Marcus Peters,CB,2020,2,3,5,56,91,0,0,0,0,0,0,0,0,0,0,0,249,31,1.0,PeteMa00
Jordan Phillips,DT,2021,0,0,4,26,94,0,0,0,0,0,0,0,0,0,0,0,101,1,20.0,PhilJo01
Darius Philon,DT,2021,0,0,0,14,65,0,0,0,0,0,0,0,0,0,0,0,65,,11.5,PhilDa01
Bradley Pinion,P,2021,0,0,0,10,111,0,0,0,0,0,0,0,0,0,0,0,5,,,PiniBr00
