Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,College/Univ,,-9999
1,1,OAK,JaMarcus Russell,QB,22,2009,0,0,2,6,6,31,354,680,4083,18,23,40,175,1,0,0,0,,,,LSU,College Stats,RussJa00
1,2,DET,Calvin Johnson HOF,WR,21,2015,3,6,9,78,78,135,0,0,0,0,0,19,167,1,731,11619,83,,,,Georgia Tech,College Stats,JohnCa00
1,3,CLE,Joe Thomas,T,22,2017,6,10,10,85,85,167,0,0,0,0,0,0,0,0,0,0,0,,,,Wisconsin,College Stats,ThomJo28
1,4,TAM,Gaines Adams,DE,24,2009,0,0,1,17,17,47,0,0,0,0,0,0,0,0,0,0,0,67,2,13.5,Clemson,College Stats,AdamGa99
1,5,ARI,Levi Brown,T,23,2013,0,0,5,34,34,82,0,0,0,0,0,0,0,0,1,4,0,,,,Penn St.,College Stats,BrowLe20
1,6,WAS,LaRon Landry,DB,22,2014,0,1,7,39,26,103,0,0,0,0,0,0,0,0,0,0,0,467,6,8.0,LSU,College Stats,LandLa99
1,7,MIN,Adrian Peterson,RB,22,2021,4,7,12,101,89,184,0,0,0,0,0,3230,14918,120,305,2474,6,,,,Oklahoma,College Stats,PeteAd01
1,8,ATL,Jamaal Anderson,DE,21,2012,0,0,3,20,19,77,0,0,0,0,0,0,0,0,0,0,0,96,,7.5,Arkansas,College Stats,AndeJa98
1,9,MIA,Ted Ginn Jr.,WR,22,2020,0,0,7,52,15,193,1,1,10,0,0,68,486,2,412,5742,33,6,,,Ohio St.,College Stats,GinnTe00
1,10,HOU,Amobi Okoye,DT,20,2012,0,0,4,24,21,87,0,0,0,0,0,0,0,0,0,0,0,118,,16.0,Louisville,College Stats,OkoyAm99
1,11,SFO,Patrick Willis,LB,22,2014,5,7,7,93,93,112,0,0,0,0,0,0,0,0,0,0,0,733,8,20.5,Mississippi,College Stats,WillPa98
1,12,BUF,Marshawn Lynch,RB,21,2019,1,5,8,74,15,149,1,3,8,1,0,2453,10413,85,287,2214,9,1,,,California,College Stats,LyncMa00
1,13,STL,Adam Carriker,DE,23,2012,0,0,3,22,9,65,0,0,0,0,0,0,0,0,0,0,0,86,,9.0,Nebraska,College Stats,CarrAd99
1,14,NYJ,Darrelle Revis,DB,22,2017,4,7,9,93,76,145,0,0,0,0,0,0,0,0,0,-1,0,411,29,2.0,Pittsburgh,College Stats,ReviDa99
1,15,PIT,Lawrence Timmons,LB,21,2017,0,1,9,72,68,172,0,0,0,0,0,0,0,0,0,0,0,737,12,35.5,Florida St.,College Stats,TimmLa99
1,16,GNB,Justin Harrell,DT,23,2010,0,0,0,2,2,14,0,0,0,0,0,0,0,0,0,0,0,17,,,Tennessee,College Stats,HarrJu99
1,17,DEN,Jarvis Moss,DE,23,2011,0,0,0,3,2,53,0,0,0,0,0,0,0,0,0,0,0,34,,6.0,Florida,College Stats,MossJa99
1,18,CIN,Leon Hall,DB,22,2018,0,0,6,51,49,152,0,0,0,0,0,0,0,0,0,0,0,425,27,2.0,Michigan,College Stats,HallLe98
1,19,TEN,Michael Griffin,DB,22,2016,0,2,9,55,53,154,0,0,0,0,0,0,0,0,0,0,0,605,25,7.0,Texas,College Stats,GrifMi99
1,20,NYG,Aaron Ross,DB,24,2013,0,0,4,20,17,83,0,0,0,0,0,0,0,0,0,0,0,201,11,2.5,Texas,College Stats,RossAa99
1,21,JAX,Reggie Nelson,DB,23,2018,0,2,11,63,12,181,0,0,0,0,0,0,0,0,0,0,0,618,38,6.5,Florida,College Stats,NelsRe99
1,22,CLE,Brady Quinn,QB,22,2012,0,0,1,2,3,24,296,550,3043,12,17,44,185,1,1,18,0,,,,Notre Dame,College Stats,QuinBr00
1,23,KAN,Dwayne Bowe,WR,22,2015,0,1,8,50,50,125,0,0,0,0,0,2,16,0,537,7208,44,,,,LSU,College Stats,BoweDw00
1,24,NWE,Brandon Meriweather,DB,23,2015,0,2,6,33,22,112,0,0,0,0,0,0,0,0,0,0,0,337,17,6.0,Miami (FL),College Stats,MeriBr99
1,25,CAR,Jon Beason,LB,22,2015,1,3,5,55,48,93,0,0,0,0,0,0,0,0,0,0,0,526,10,4.0,Miami (FL),College Stats,BeasJo99
1,26,DAL,Anthony Spencer,DE,23,2014,0,1,4,34,34,104,0,0,0,0,0,0,0,0,0,0,0,272,1,33.0,Purdue,College Stats,SpenAn99
1,27,NOR,Robert Meachem,WR,22,2014,0,0,1,26,25,103,0,0,0,0,0,18,127,1,178,2914,27,,,,Tennessee,College Stats,MeacRo00
1,28,SFO,Joe Staley,T,23,2019,0,6,12,81,81,181,0,0,0,0,0,0,0,0,3,26,0,1,,,Central Michigan,College Stats,StalJo20
1,29,BAL,Ben Grubbs,G,23,2015,0,2,9,56,26,129,0,0,0,0,0,0,0,0,0,0,0,,,,Auburn,College Stats,GrubBe20
1,30,SDG,Craig Davis,WR,21,2010,0,0,0,7,7,25,0,0,0,0,0,4,13,0,51,558,2,,,,LSU,College Stats,DaviCr00
1,31,CHI,Greg Olsen,TE,22,2020,0,3,11,60,11,199,0,0,0,0,0,0,0,0,742,8683,60,,,,Miami (FL),College Stats,OlseGr00
1,32,IND,Anthony Gonzalez,WR,22,2011,0,0,1,16,16,40,0,0,0,0,0,0,0,0,99,1307,7,,,,Ohio St.,College Stats,GonzAn00
2,33,ARI,Alan Branch,DT,22,2017,0,0,6,42,4,146,0,0,0,0,0,0,0,0,0,0,0,185,,10.5,Michigan,College Stats,BranAl99
2,34,BUF,Paul Posluszny,LB,22,2017,0,1,9,58,17,145,0,0,0,0,0,0,0,0,0,0,0,882,15,16.0,Penn St.,College Stats,PoluPa99
2,35,TAM,Arron Sears,G,22,2008,0,0,2,14,14,31,0,0,0,0,0,0,0,0,0,0,0,,,,Tennessee,College Stats,SearAr20
2,36,PHI,Kevin Kolb,QB,23,2012,0,0,1,12,5,34,449,755,5206,28,25,69,229,2,0,0,0,,,,Houston,College Stats,KolbKe00
2,37,SDG,Eric Weddle,DB,22,2021,2,6,12,88,64,201,0,1,0,0,0,5,24,0,0,0,0,903,29,9.5,Utah,College Stats,WeddEr99
2,38,OAK,Zach Miller,TE,21,2014,0,1,7,28,20,110,0,0,0,0,0,0,0,0,328,3804,20,,,,Arizona St.,College Stats,MillZa01
2,39,ATL,Justin Blalock,G,23,2014,0,0,8,55,55,125,0,0,0,0,0,0,0,0,0,0,0,,,,Texas,College Stats,BlalJu20
2,40,MIA,John Beck,QB,26,2011,0,0,0,4,2,9,140,239,1417,3,7,19,55,3,0,0,0,,,,BYU,College Stats,BeckJo00
2,41,ATL,Chris Houston,DB,22,2013,0,0,7,32,13,99,0,0,0,0,0,0,0,0,0,0,0,324,13,,Arkansas,College Stats,HousCh99
2,42,IND,Tony Ugoh,T,23,2011,0,0,2,17,16,40,0,0,0,0,0,0,0,0,0,0,0,,,,Arkansas,College Stats,UgohTo20
