Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,College/Univ,,-9999
1,1,SFO,Alex Smith,QB,21,2020,0,3,14,98,28,174,3250,5193,35650,199,109,580,2604,15,3,-7,0,,,,Utah,College Stats,SmitAl03
1,2,MIA,Ronnie Brown,RB,23,2014,0,1,6,41,36,132,4,12,63,2,0,1281,5391,38,246,1966,2,1,,,Auburn,College Stats,BrowRo05
1,3,CLE,Braylon Edwards,WR,22,2012,0,1,5,41,27,112,0,1,0,0,0,4,11,0,359,5522,40,,,,Michigan,College Stats,EdwaBr00
1,4,CHI,Cedric Benson,RB,22,2012,0,0,6,36,10,96,0,0,0,0,0,1600,6017,32,120,833,1,1,,,Texas,College Stats,BensCe00
1,5,TAM,Cadillac Williams,RB,23,2011,0,0,4,28,27,81,0,0,0,0,0,1055,4038,21,148,1002,4,,,,Auburn,College Stats,WillCa02
1,6,TEN,Adam Jones,DB,21,2018,1,1,6,50,13,146,0,0,0,0,0,2,8,0,2,31,0,421,17,3.0,West Virginia,College Stats,JonePa20
1,7,MIN,Troy Williamson,WR,22,2009,0,0,1,8,8,49,0,0,0,0,0,6,58,0,87,1131,4,3,,,South Carolina,College Stats,WillTr01
1,8,ARI,Antrel Rolle,DB,22,2015,0,3,9,57,20,155,0,0,0,0,0,1,9,0,1,9,0,709,26,4.0,Miami (FL),College Stats,RollAn20
1,9,WAS,Carlos Rogers,DB,24,2014,0,1,7,47,26,133,0,0,0,0,0,0,0,0,0,0,0,415,17,1.0,Auburn,College Stats,RogeCa20
1,10,DET,Mike Williams,WR,21,2011,0,0,2,12,4,56,0,0,0,0,0,1,0,0,127,1526,5,,,,USC,College Stats,WillMi03
1,11,DAL,DeMarcus Ware,LB,23,2016,4,9,11,100,88,178,0,0,0,0,0,0,0,0,0,0,0,505,3,138.5,Troy,College Stats,WareDe99
1,12,SDG,Shawne Merriman,LB,21,2012,1,3,4,40,38,75,0,0,0,0,0,0,0,0,0,0,0,196,1,45.5,Maryland,,MerrSh99
1,13,NOR,Jammal Brown,T,24,2011,1,2,6,49,39,85,0,0,0,0,0,0,0,0,0,0,0,,,,Oklahoma,College Stats,BrowJa55
1,14,CAR,Thomas Davis,LB,22,2020,1,3,12,80,74,199,0,0,0,0,0,0,0,0,0,0,0,859,13,29.0,Georgia,College Stats,DaviTh20
1,15,KAN,Derrick Johnson,LB,22,2018,1,4,11,80,79,188,0,0,0,0,0,0,0,0,0,0,0,955,14,27.5,Texas,College Stats,JohnDe25
1,16,HOU,Travis Johnson,DT,23,2010,0,0,3,17,15,76,0,0,0,0,0,0,0,0,0,0,0,109,1,3.0,Florida St.,,JohnTr20
1,17,CIN,David Pollack,LB,23,2006,0,0,0,3,3,16,0,0,0,0,0,0,0,0,0,0,0,22,,4.5,Georgia,College Stats,PollDa20
1,18,MIN,Erasmus James,DE,22,2008,0,0,1,6,6,28,0,0,0,0,0,0,0,0,0,0,0,31,,5.0,Wisconsin,College Stats,JameEr20
1,19,STL,Alex Barron,T,22,2010,0,0,5,27,27,87,0,0,0,0,0,0,0,0,0,0,0,,,,Florida St.,College Stats,BarrAl20
1,20,DAL,Marcus Spears,DE,22,2013,0,0,6,36,35,124,0,0,0,0,0,0,0,0,0,0,0,143,,10.0,LSU,College Stats,SpeaMa21
1,21,JAX,Matt Jones,WR,22,2008,0,0,1,22,22,54,2,3,12,0,0,14,36,0,166,2153,15,,,,Arkansas,College Stats,JoneMa00
1,22,BAL,Mark Clayton,WR,23,2011,0,0,5,28,26,83,2,5,32,1,0,26,118,2,260,3448,14,1,,,Oklahoma,College Stats,ClayMa01
1,23,OAK,Fabian Washington,DB,22,2010,0,0,4,20,9,81,0,0,0,0,0,0,0,0,0,0,0,204,6,,Nebraska,College Stats,WashFa20
1,24,GNB,Aaron Rodgers,QB,21,2021,4,10,13,159,159,213,4651,7118,55360,449,93,685,3372,34,3,-11,0,,,,California,College Stats,RodgAa00
1,25,WAS,Jason Campbell,QB,23,2014,0,0,5,48,34,90,1519,2518,16771,87,60,240,1204,6,0,0,0,,,,Auburn,College Stats,CampJa00
1,26,SEA,Chris Spencer,C,23,2014,0,0,6,38,29,137,0,0,0,0,0,0,0,0,0,0,0,,,,Mississippi,,SpenCh21
1,27,ATL,Roddy White,WR,23,2015,1,4,10,88,88,171,0,0,0,0,0,9,19,0,808,10863,63,2,,,Ala-Birmingham,College Stats,WhitRo00
1,28,SDG,Luis Castillo,DE,22,2011,0,0,6,33,33,82,0,0,0,0,0,0,0,0,0,0,0,152,2,19.0,Northwestern,,CastLu20
1,29,IND,Marlin Jackson,DB,22,2009,0,0,2,14,14,56,0,0,0,0,0,0,0,0,0,0,0,224,4,0.5,Michigan,College Stats,JackMa22
1,30,PIT,Heath Miller,TE,22,2015,0,2,11,45,45,168,0,0,0,0,0,2,8,0,592,6569,45,1,,,Virginia,College Stats,MillHe00
1,31,PHI,Mike Patterson,DT,22,2014,0,0,6,48,44,147,0,0,0,0,0,0,0,0,0,0,0,287,1,16.5,USC,College Stats,PattMi20
1,32,NWE,Logan Mankins,G,23,2015,1,7,11,102,94,161,0,0,0,0,0,0,0,0,1,-9,0,,,,Fresno St.,,MankLo20
2,33,SFO,David Baas,G,23,2013,0,0,6,36,21,122,0,0,0,0,0,0,0,0,0,0,0,,,,Michigan,College Stats,BaasDa20
2,34,CLE,Brodney Pool,DB,21,2011,0,0,4,27,21,100,0,0,0,0,0,0,0,0,0,0,0,294,13,5.5,Oklahoma,College Stats,PoolBr20
2,35,PHI,Reggie Brown,WR,24,2009,0,0,3,20,20,72,0,0,0,0,0,11,68,1,177,2574,17,1,,,Georgia,College Stats,BrowRe01
2,36,TAM,Barrett Ruud,LB,22,2012,0,0,5,41,36,116,0,0,0,0,0,0,0,0,0,0,0,479,7,6.0,Nebraska,College Stats,RuudBa20
2,37,DET,Shaun Cody,DT,22,2012,0,0,4,28,5,112,0,0,0,0,0,0,0,0,0,0,0,122,1,3.0,USC,College Stats,CodySh20
2,38,OAK,Stanford Routt,DB,22,2012,0,0,3,22,19,119,0,0,0,0,0,0,0,0,0,0,0,232,12,2.0,Houston,College Stats,RoutSt20
2,39,CHI,Mark Bradley,WR,23,2009,0,0,0,10,5,57,2,2,63,1,0,2,20,0,92,1283,9,2,,,Oklahoma,College Stats,BradMa00
2,40,NOR,Josh Bullocks,DB,22,2010,0,0,3,21,19,90,0,0,0,0,0,0,0,0,0,0,0,235,6,1.0,Nebraska,College Stats,BullJo20
2,41,TEN,Michael Roos,T,22,2014,1,1,9,63,63,148,0,0,0,0,0,0,0,0,1,-7,0,,,,East. Washington,,RoosMi20
2,42,DAL,Kevin Burnett,LB,22,2013,0,0,4,40,6,136,0,0,0,0,0,0,0,0,0,0,0,495,5,20.0,Tennessee,College Stats,BurnKe20
2,43,NYG,Corey Webster,DB,23,2013,0,0,6,33,33,121,0,0,0,0,0,0,0,0,0,0,0,333,20,2.0,LSU,College Stats,WebsCo20
2,44,ARI,J.J. Arrington,RB,22,2008,0,0,0,12,12,58,0,1,0,0,0,183,654,3,91,693,2,3,,,California,College Stats,ArriJ.00
2,45,SEA,Lofa Tatupu,LB,22,2010,1,3,5,49,49,84,0,0,0,0,0,0,0,0,0,0,0,410,10,8.5,USC,College Stats,TatuLo99
2,46,MIA,Matt Roth,DE,22,2011,0,0,5,27,14,96,0,0,0,0,0,0,0,0,0,0,0,216,,23.5,Iowa,,RothMa20
2,47,NYJ,Mike Nugent,K,23,2020,0,0,0,22,8,172,0,0,0,0,0,0,0,0,0,0,0,14,,,Ohio St.,College Stats,nugenmik01
2,48,CIN,Odell Thurman,LB,22,2005,0,0,1,7,7,16,0,0,0,0,0,0,0,0,0,0,0,68,5,1.5,Georgia,College Stats,ThurOd20
2,49,MIN,Marcus Johnson,G,21,2009,0,0,1,8,8,53,0,0,0,0,0,0,0,0,0,0,0,,,,Mississippi,,JohnMa20
2,50,STL,Ron Bartell,DB,23,2012,0,0,4,25,23,96,0,0,0,0,0,0,0,0,0,0,0,321,8,2.0,Howard,,BartRo20
2,51,GNB,Nick Collins,DB,22,2011,0,3,6,48,48,95,0,0,0,0,0,0,0,0,0,0,0,345,21,1.0,Bethune-Cookman,,CollNi20
2,52,JAX,Khalif Barnes,T,23,2017,0,0,7,51,31,154,0,0,0,0,0,0,0,0,3,9,1,1,,,Washington,College Stats,BarnKh20
