Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,College/Univ,,-9999
1,1,LAR,Jared Goff,QB,21,2021,0,2,5,58,50,83,1868,2915,21416,126,63,180,401,10,0,0,0,,,,California,College Stats,GoffJa00
1,2,PHI,Carson Wentz,QB,23,2021,0,1,6,57,43,85,1884,3008,20374,140,57,315,1276,9,2,11,0,,,,North Dakota St.,College Stats,WentCa00
1,3,SDG,Joey Bosa,DE,21,2021,0,4,6,47,47,79,0,0,0,0,0,0,0,0,0,0,0,213,,58.0,Ohio St.,College Stats,BosaJo00
1,4,DAL,Ezekiel Elliott,RB,21,2021,1,3,6,59,59,88,1,1,4,0,0,1650,7386,56,288,2244,12,1,,,Ohio St.,College Stats,ElliEz00
1,5,JAX,Jalen Ramsey,CB,21,2021,3,5,6,63,29,91,0,0,0,0,0,0,0,0,0,0,0,311,15,,Florida St.,College Stats,RamsJa00
1,6,BAL,Ronnie Stanley,T,22,2021,1,1,4,39,39,63,0,0,0,0,0,0,0,0,0,0,0,,,,Notre Dame,College Stats,StanRo00
1,7,SFO,DeForest Buckner,DE,22,2021,1,2,6,58,36,95,0,0,0,0,0,0,0,0,0,0,0,243,,45.0,Oregon,College Stats,BuckDe00
1,8,TEN,Jack Conklin,T,22,2021,2,0,5,49,31,79,0,0,0,0,0,0,0,0,0,0,0,1,,,Michigan St.,College Stats,ConkJa00
1,9,CHI,Leonard Floyd,OLB,23,2021,0,0,6,42,23,87,0,0,0,0,0,0,0,0,0,0,0,176,2,38.5,Georgia,College Stats,FloyLe00
1,10,NYG,Eli Apple,CB,21,2021,0,0,4,22,9,73,0,0,0,0,0,0,0,0,0,0,0,238,5,,Ohio St.,College Stats,ApplEl00
1,11,TAM,Vernon Hargreaves III,CB,21,2021,0,0,4,16,10,69,0,0,0,0,0,0,0,0,0,0,0,245,4,,Florida,College Stats,HargVe00
1,12,NOR,Sheldon Rankins,DT,22,2021,0,0,2,19,17,79,0,0,0,0,0,0,0,0,0,0,0,92,1,20.5,Louisville,College Stats,RankSh00
1,13,MIA,Laremy Tunsil,T,22,2021,0,2,5,36,15,77,0,0,0,0,0,0,0,0,0,0,0,,,,Mississippi,College Stats,TunsLa00
