Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,College/Univ,,-9999
1,1,JAX,Travon Walker,DE,21,,0,0,0,,,,,,,,,,,,,,,,,,Georgia,College Stats,WalkTr03
1,2,DET,Aidan Hutchinson,DE,22,,0,0,0,,,,,,,,,,,,,,,,,,Michigan,College Stats,HutcAi00
1,3,HOU,Derek Stingley,CB,23,,0,0,0,,,,,,,,,,,,,,,,,,LSU,College Stats,StinDe00
1,4,NYJ,Ahmad Gardner,CB,22,,0,0,0,,,,,,,,,,,,,,,,,,Cincinnati,College Stats,GardAh00
1,5,NYG,Kayvon Thibodeaux,DE,21,,0,0,0,,,,,,,,,,,,,,,,,,Oregon,College Stats,ThibKa00
1,6,CAR,Ikem Ekwonu,T,21,,0,0,0,,,,,,,,,,,,,,,,,,North Carolina St.,College Stats,EkwoIk00
1,7,NYG,Evan Neal,OL,21,,0,0,0,,,,,,,,,,,,,,,,,,Alabama,College Stats,NealEv00
1,8,ATL,Drake London,WR,21,,0,0,0,,,,,,,,,,,,,,,,,,USC,College Stats,LondDr00
1,9,SEA,Charles Cross,OL,21,,0,0,0,,,,,,,,,,,,,,,,,,Mississippi St.,College Stats,CrosCh00
1,10,NYJ,Garrett Wilson,WR,22,,0,0,0,,,,,,,,,,,,,,,,,,Ohio St.,College Stats,WilsGa00
1,11,NOR,Chris Olave,WR,22,,0,0,0,,,,,,,,,,,,,,,,,,Ohio St.,College Stats,OlavCh00
1,12,DET,Jameson Williams,WR,21,,0,0,0,,,,,,,,,,,,,,,,,,Alabama,College Stats,WillJa11
1,13,PHI,Jordan Davis,DT,22,,0,0,0,,,,,,,,,,,,,,,,,,Georgia,College Stats,DaviJo03
1,14,BAL,Kyle Hamilton,SAF,21,,0,0,0,,,,,,,,,,,,,,,,,,Notre Dame,College Stats,HamiKy00
1,15,HOU,Kenyon Green,OL,21,,0,0,0,,,,,,,,,,,,,,,,,,Texas A&M,College Stats,GreeKe03
1,16,WAS,Jahan Dotson,WR,22,,0,0,0,,,,,,,,,,,,,,,,,,Penn St.,College Stats,DotsJa00
1,17,LAC,Zion Johnson,G,22,,0,0,0,,,,,,,,,,,,,,,,,,Boston Col.,College Stats,JohnZi00
1,18,TEN,Treylon Burks,WR,22,,0,0,0,,,,,,,,,,,,,,,,,,Arkansas,College Stats,BurkTr00
1,19,NOR,Trevor Penning,T,23,,0,0,0,,,,,,,,,,,,,,,,,,Northern Iowa,,PennTr00
1,20,PIT,Kenny Pickett,QB,24,,0,0,0,,,,,,,,,,,,,,,,,,Pittsburgh,College Stats,PickKe00
1,21,KAN,Trent McDuffie,CB,21,,0,0,0,,,,,,,,,,,,,,,,,,Washington,College Stats,McDuTr00
1,22,GNB,Quay Walker,LB,22,,0,0,0,,,,,,,,,,,,,,,,,,Georgia,College Stats,WalkQu00
1,23,BUF,Kaiir Elam,CB,21,,0,0,0,,,,,,,,,,,,,,,,,,Florida,College Stats,ElamKa00
1,24,DAL,Tyler Smith,OL,21,,0,0,0,,,,,,,,,,,,,,,,,,Tulsa,College Stats,SmitTy02
1,25,BAL,Tyler Linderbaum,OL,22,,0,0,0,,,,,,,,,,,,,,,,,,Iowa,College Stats,LindTy00
1,26,NYJ,Jermaine Johnson,LB,23,,0,0,0,,,,,,,,,,,,,,,,,,Florida St.,College Stats,JohnJe07
1,27,JAX,Devin Lloyd,LB,23,,0,0,0,,,,,,,,,,,,,,,,,,Utah,College Stats,LloyDe00
1,28,GNB,Devonte Wyatt,DT,24,,0,0,0,,,,,,,,,,,,,,,,,,Georgia,College Stats,WyatDe00
1,29,NWE,Cole Strange,OL,24,,0,0,0,,,,,,,,,,,,,,,,,,Chattanooga,,StraCo01
1,30,KAN,George Karlaftis,DE,21,,0,0,0,,,,,,,,,,,,,,,,,,Purdue,College Stats,KarlGe00
1,31,CIN,Daxton Hill,DB,21,,0,0,0,,,,,,,,,,,,,,,,,,Michigan,College Stats,HillDa04
1,32,MIN,Lewis Cine,DB,22,,0,0,0,,,,,,,,,,,,,,,,,,Georgia,College Stats,CineLe00
