Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,College/Univ,,-9999
1,1,CIN,Carson Palmer,QB,23,2017,0,3,12,107,60,182,3941,6307,46247,294,187,301,474,8,0,0,0,1,,,USC,College Stats,PalmCa00
1,2,DET,Charles Rogers,WR,22,2005,0,0,0,4,4,15,0,0,0,0,0,2,17,0,36,440,4,,,,Michigan St.,College Stats,RogeCh01
1,3,HOU,Andre Johnson,WR,22,2016,2,7,12,94,92,193,0,0,0,0,0,23,54,0,1062,14185,70,1,,,Miami (FL),College Stats,JohnAn02
1,4,NYJ,Dewayne Robertson,DT,21,2008,0,0,6,34,31,92,0,0,0,0,0,0,0,0,0,0,0,195,,16.0,Kentucky,,RobeDe20
1,5,DAL,Terence Newman,DB,25,2017,0,2,15,70,52,221,0,0,0,0,0,1,4,0,0,0,0,749,42,2.0,Kansas St.,College Stats,NewmTe20
1,6,NOR,Johnathan Sullivan,DT,22,2005,0,0,1,10,10,36,0,0,0,0,0,0,0,0,0,0,0,57,,1.5,Georgia,,SullJo23
1,7,JAX,Byron Leftwich,QB,23,2012,0,0,3,33,30,60,930,1605,10532,58,42,137,415,10,1,-7,0,,,,Marshall,College Stats,LeftBy00
1,8,CAR,Jordan Gross,T,23,2013,1,3,11,69,69,167,0,0,0,0,0,0,0,0,0,1,0,,,,Utah,College Stats,GrosJo20
1,9,MIN,Kevin Williams,DT,23,2015,5,6,12,102,98,203,0,0,0,0,0,0,0,0,0,0,0,370,5,63.0,Oklahoma St.,,WillKe98
1,10,BAL,Terrell Suggs,LB,20,2019,1,7,15,110,107,244,0,0,0,0,0,0,0,0,0,0,0,630,7,139.0,Arizona St.,College Stats,SuggTe99
1,11,SEA,Marcus Trufant,DB,22,2012,0,1,8,49,49,136,0,0,0,0,0,0,0,0,0,0,0,565,21,2.0,Washington St.,College Stats,TrufMa20
1,12,STL,Jimmy Kennedy,DT,23,2011,0,0,2,16,12,92,0,0,0,0,0,0,0,0,0,0,0,107,,8.5,Penn St.,College Stats,KennJi21
1,13,NWE,Ty Warren,DE,22,2012,0,0,6,45,45,107,0,0,0,0,0,0,0,0,0,0,0,254,,20.5,Texas A&M,,WarrTy20
1,14,CHI,Michael Haynes,DE,22,2005,0,0,0,8,8,43,0,0,0,0,0,0,0,0,0,0,0,62,1,5.5,Penn St.,College Stats,HaynMi20
1,15,PHI,Jerome McDougle,DE,24,2008,0,0,0,3,3,37,0,0,0,0,0,0,0,0,0,0,0,31,,3.0,Miami (FL),College Stats,McDoJe20
1,16,PIT,Troy Polamalu HOF,DB,22,2014,4,8,10,96,96,158,0,0,0,0,0,0,0,0,0,0,0,583,32,12.0,USC,College Stats,PolaTr99
1,17,ARI,Bryant Johnson,WR,22,2011,0,0,4,26,18,139,0,0,0,0,0,5,-8,0,314,3938,16,6,,,Penn St.,College Stats,JohnBr02
1,18,ARI,Calvin Pace,DE,22,2015,0,0,10,61,13,187,0,0,0,0,0,0,0,0,0,0,0,470,3,60.0,Wake Forest,,PaceCa20
1,19,BAL,Kyle Boller,QB,22,2011,0,0,4,16,17,67,861,1519,8931,48,54,176,572,2,0,0,0,,,,California,College Stats,BollKy00
1,20,DEN,George Foster,T,23,2008,0,0,4,31,26,68,0,0,0,0,0,0,0,0,0,0,0,,,,Georgia,,FostGe20
1,21,CLE,Jeff Faine,C,22,2012,0,0,8,45,11,125,0,0,0,0,0,1,0,0,1,-1,0,,,,Notre Dame,,FainJe20
1,22,CHI,Rex Grossman,QB,23,2011,0,0,3,23,16,54,863,1562,10232,56,60,81,106,4,1,-4,0,,,,Florida,College Stats,GrosRe00
1,23,BUF,Willis McGahee,RB,21,2013,0,2,7,56,26,142,0,0,0,0,0,2095,8474,65,210,1339,5,,,,Miami (FL),College Stats,McGaWi00
1,24,IND,Dallas Clark,TE,24,2013,1,1,9,51,47,143,0,0,0,0,0,4,40,0,505,5665,53,1,,,Iowa,College Stats,ClarDa00
1,25,NYG,William Joseph,DT,24,2009,0,0,1,11,11,69,0,0,0,0,0,0,0,0,0,0,0,73,,7.0,Miami (FL),College Stats,JoseWi20
1,26,SFO,Kwame Harris,T,21,2008,0,0,3,22,19,86,0,0,0,0,0,0,0,0,0,0,0,,,,Stanford,,HarrKw20
1,27,KAN,Larry Johnson,RB,23,2011,1,2,4,51,50,85,1,3,4,1,0,1427,6223,55,154,1373,6,1,,,Penn St.,College Stats,JohnLa00
1,28,TEN,Andre Woolfolk,DB,23,2006,0,0,0,6,6,39,0,0,0,0,0,0,0,0,0,0,0,108,3,,Oklahoma,College Stats,WoolAn20
