Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,College/Univ,,-9999
3,70,JAX,Bryan Anger,P,23,2021,0,1,0,19,11,159,1,2,19,0,0,2,-5,0,0,0,0,13,,,California,College Stats,AngeBr00
3,71,WAS,Josh LeRibeus,G,23,2018,0,0,1,11,8,50,0,0,0,0,0,0,0,0,0,0,0,,,,SMU,,LeRiJo00
3,72,MIA,Olivier Vernon,LB,21,2020,0,1,8,50,20,127,0,0,0,0,0,0,0,0,0,0,0,279,1,63.5,Miami (FL),College Stats,VernOl00
3,73,SDG,Brandon Taylor,DB,22,2012,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4,,0.5,LSU,College Stats,TaylBr02
3,74,KAN,Donald Stephenson,T,23,2017,0,0,1,18,12,80,0,0,0,0,0,0,0,0,0,0,0,,,,Oklahoma,College Stats,StepDo00
3,75,SEA,Russell Wilson,QB,23,2021,0,9,10,125,125,158,3079,4735,37059,292,87,846,4689,23,4,20,1,,,,Wisconsin,College Stats,WilsRu00
3,76,HOU,Brandon Brooks,G,23,2021,0,3,7,50,15,114,0,0,0,0,0,0,0,0,0,0,0,1,,,Miami (OH),College Stats,BrooBr00
3,77,NYJ,Demario Davis,LB,23,2021,1,0,9,76,27,160,0,0,0,0,0,0,0,0,0,0,0,690,2,29.5,Arkansas St.,College Stats,DaviDe00
3,78,MIA,Michael Egnew,TE,22,2013,0,0,0,0,0,18,0,0,0,0,0,0,0,0,7,69,0,,,,Missouri,College Stats,EgneMi00
3,79,CHI,Brandon Hardin,DB,22,,0,0,0,,,,,,,,,,,,,,,,,,Oregon St.,College Stats,HardBr01
3,80,ARI,Jamell Fleming,DB,23,2015,0,0,0,5,2,46,0,0,0,0,0,0,0,0,0,0,0,63,,,Oklahoma,College Stats,FlemJa00
3,81,DAL,Tyrone Crawford,DE,22,2020,0,0,5,34,34,112,0,0,0,0,0,0,0,0,0,0,0,120,,25.0,Boise St.,College Stats,CrawTy00
3,82,TEN,Mike Martin,DT,22,2015,0,0,0,6,6,46,0,0,0,0,0,0,0,0,0,0,0,42,,4.0,Michigan,College Stats,MartMi01
3,83,CIN,Mohamed Sanu,WR,23,2021,0,0,5,41,15,136,7,8,233,4,0,42,226,2,435,4871,27,2,,,Rutgers,College Stats,SanuMo00
3,84,BAL,Bernard Pierce,RB,21,2015,0,0,0,10,10,52,0,0,0,0,0,359,1345,5,32,171,0,,,,Temple,College Stats,PierBe00
3,85,DET,Bill Bentley,DB,23,2015,0,0,0,3,3,20,0,0,0,0,0,0,0,0,0,0,0,34,,,,,BentBi00
3,86,PIT,Sean Spence,LB,22,2017,0,0,1,13,9,53,0,0,0,0,0,0,0,0,0,0,0,111,,6.0,Miami (FL),College Stats,SpenSe00
3,87,CLE,John Hughes,DT,24,2017,0,0,0,10,8,66,0,0,0,0,0,0,0,0,0,0,0,61,,5.5,Cincinnati,College Stats,HughJo00
3,88,PHI,Nick Foles,QB,23,2021,0,1,3,31,24,68,1277,2045,14003,82,43,149,399,6,1,10,0,,,,Arizona,College Stats,FoleNi00
3,89,NOR,Akiem Hicks,DE,22,2021,0,1,6,52,13,138,0,0,0,0,0,1,1,1,0,0,0,250,,40.5,,,HickAk00
3,90,NWE,Jake Bequette,DE,23,2013,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,,,,Arkansas,College Stats,BequJa00
3,91,ATL,Lamar Holmes,T,23,2014,0,0,1,10,10,21,0,0,0,0,0,0,0,0,0,0,0,,,,Southern Miss,College Stats,HolmLa00
3,92,IND,T.Y. Hilton,WR,22,2021,0,4,8,71,71,143,0,1,0,0,0,9,55,0,631,9691,53,1,,,Florida International,College Stats,HiltT.00
3,93,CIN,Brandon Thompson,DT,22,2015,0,0,0,7,7,39,0,0,0,0,0,0,0,0,0,0,0,29,,3.0,Clemson,College Stats,ThomBr01
3,94,NYG,Jayron Hosley,DB,21,2015,0,0,0,8,8,43,0,0,0,0,0,0,0,0,0,0,0,69,2,,Virginia Tech,College Stats,HoslJa00
3,95,OAK,Tony Bergstrom,T,26,2020,0,0,0,12,3,86,0,0,0,0,0,0,0,0,0,0,0,,,,Utah,College Stats,BergTo00
4,96,STL,Chris Givens,WR,22,2015,0,0,2,12,11,60,0,0,0,0,0,11,42,0,107,1779,5,1,,,Wake Forest,College Stats,GiveCh00
4,97,MIA,Lamar Miller,RB,21,2020,0,1,6,42,22,106,0,0,0,0,0,1354,5864,32,211,1571,8,,,,Miami (FL),College Stats,MillLa01
4,98,BAL,Gino Gradkowski,G,23,2018,0,0,1,11,9,60,0,0,0,0,0,0,0,0,0,0,0,,,,Delaware,,GradGi00
4,99,HOU,Ben Jones,C,23,2021,0,0,9,55,16,160,0,0,0,0,0,0,0,0,0,0,0,,,,Georgia,College Stats,JoneBe01
4,100,CLE,Travis Benjamin,WR,22,2021,0,0,2,25,13,111,0,1,0,0,0,36,268,0,208,3143,19,2,,,Miami (FL),College Stats,BenjTr00
4,101,DEN,Omar Bolden,DB,23,2015,0,0,0,5,5,56,0,0,0,0,0,0,0,0,0,0,0,42,,,Arizona St.,College Stats,BoldOm00
4,102,WAS,Kirk Cousins,QB,24,2021,0,3,7,82,36,125,2825,4223,32593,223,91,259,836,17,1,-1,0,1,,,Michigan St.,College Stats,CousKi00
4,103,CAR,Frank Alexander,DE,22,2014,0,0,0,6,6,29,0,0,0,0,0,0,0,0,0,0,0,20,,3.5,Oklahoma,College Stats,AlexFr00
4,104,CAR,Joe Adams,WR,22,2012,0,0,0,0,0,9,0,0,0,0,0,3,13,0,1,7,0,,,,Arkansas,College Stats,AdamJo01
4,105,BUF,Nigel Bradham,LB,23,2020,0,0,7,44,16,116,0,0,0,0,0,0,0,0,0,0,0,403,3,8.5,Florida St.,College Stats,BradNi00
4,106,SEA,Robert Turbin,RB,22,2019,0,0,0,16,12,82,0,0,0,0,0,355,1354,9,86,688,3,5,,,Utah St.,College Stats,TurbRo00
4,107,KAN,Devon Wylie,WR,24,2013,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,53,0,,,,Fresno St.,College Stats,WyliDe00
4,108,DEN,Philip Blake,OL,26,,0,0,0,,,,,,,,,,,,,,,,,,Baylor,College Stats,BlakPh00
4,109,PIT,Alameda Ta'amu,DT,22,2014,0,0,0,3,,21,0,0,0,0,0,0,0,0,0,0,0,5,,,Washington,College Stats,Ta'aAl00
4,110,SDG,Ladarius Green,TE,22,2016,0,0,2,11,9,53,0,0,0,0,0,0,0,0,95,1391,8,16,,,,,GreeLa00
4,111,CHI,Evan Rodriguez,TE,23,2014,0,0,0,0,0,20,0,0,0,0,0,0,0,0,4,21,0,3,,,Temple,College Stats,RodrEv00
4,112,ARI,Bobby Massie,T,23,2021,0,0,9,45,19,131,0,0,0,0,0,0,0,0,1,4,0,,,,Mississippi,College Stats,MassBo00
4,113,DAL,Kyle Wilber,LB,23,2021,0,0,1,13,11,135,0,0,0,0,0,0,0,0,0,0,0,104,,3.5,Wake Forest,College Stats,WilbKy00
4,114,SEA,Jaye Howard,DT,23,2016,0,0,2,17,0,45,0,0,0,0,0,0,0,0,0,0,0,83,,7.5,Florida,College Stats,HowaJa00
4,115,TEN,Coty Sensabaugh,DB,23,2019,0,0,2,19,12,107,0,0,0,0,0,0,0,0,0,0,0,220,3,1.0,Clemson,College Stats,SensCo00
4,116,CIN,Orson Charles,TE,21,2018,0,0,0,2,1,49,0,0,0,0,0,0,0,0,14,185,0,8,,,Georgia,College Stats,CharOr00
4,117,SFO,Joe Looney,G,22,2020,0,0,2,21,3,104,0,0,0,0,0,0,0,0,0,0,0,,,,Wake Forest,College Stats,LoonJo01
4,118,MIN,Jarius Wright,WR,22,2019,0,0,1,24,19,111,0,0,0,0,0,11,143,0,224,2782,11,,,,Arkansas,College Stats,WrigJa02
4,119,WAS,Keenan Robinson,LB,23,2017,0,0,2,17,13,58,0,0,0,0,0,0,0,0,0,0,0,190,2,1.5,Texas,College Stats,RobiKe01
4,120,CLE,James-Michael Johnson,LB,23,2015,0,0,2,11,4,48,0,0,0,0,0,0,0,0,0,0,0,80,,1.0,Nevada,College Stats,JohnJa04
4,121,HOU,Keshawn Martin,WR,22,2016,0,0,1,7,4,58,0,0,0,0,0,5,59,0,62,685,5,,,,Michigan St.,College Stats,MartKe01
4,122,NOR,Nick Toon,WR,23,2015,0,0,0,3,3,17,0,0,0,0,0,1,4,0,21,283,1,,,,Wisconsin,College Stats,ToonNi00
4,123,PHI,Brandon Boykin,DB,22,2015,0,0,0,9,7,64,0,0,0,0,0,0,0,0,0,0,0,128,8,2.0,Georgia,College Stats,BoykBr00
4,124,BUF,Ron Brooks,DB,23,2016,0,0,0,6,4,53,0,0,0,0,0,0,0,0,0,0,0,79,,,LSU,College Stats,BrooRo01
4,125,DET,Ronnell Lewis,LB,21,2012,0,0,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,2,,,Oklahoma,College Stats,LewiRo02
4,126,HOU,Jared Crick,DE,23,2016,0,0,3,28,21,79,0,0,0,0,0,0,0,0,0,0,0,113,,8.5,Nebraska,College Stats,CricJa00
4,127,NYG,Adrien Robinson,TE,23,2014,0,0,0,0,0,19,0,0,0,0,0,0,0,0,5,50,1,2,,,Cincinnati,College Stats,RobiAd00
4,128,MIN,Rhett Ellison,RB,23,2019,0,0,4,9,4,113,0,0,0,0,0,1,1,1,118,1189,7,17,,,USC,College Stats,ElliRh00
4,129,OAK,Miles Burris,LB,24,2014,0,0,2,14,14,38,0,0,0,0,0,0,0,0,0,0,0,141,1,1.5,San Diego St.,College Stats,BurrMi00
4,130,BAL,Christian Thompson,DB,22,2012,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,,,,South Carolina St.,,ThomCh01
4,131,NYG,Brandon Mosley,T,23,2014,0,0,0,2,2,22,0,0,0,0,0,0,0,0,0,0,0,1,,,Auburn,College Stats,MoslBr00
4,132,GNB,Mike Daniels,DT,23,2021,0,1,6,41,36,124,0,0,0,0,0,0,0,0,0,0,0,172,1,30.0,Iowa,College Stats,DaniMi00
4,133,GNB,Jerron McMillian,DB,23,2013,0,0,0,2,2,28,0,0,0,0,0,0,0,0,0,0,0,30,1,,Maine,,McMiJe00
4,134,MIN,Greg Childs,WR,22,,0,0,0,,,,,,,,,,,,,,,,,,Arkansas,College Stats,ChilGr00
4,135,DAL,Matt Johnson,DB,23,,0,0,0,,,,,,,,,,,,,,,,,,East. Washington,,JohnMa05
5,136,IND,Josh Chapman,NT,23,2014,0,0,1,7,7,29,0,0,0,0,0,0,0,0,0,0,0,25,,,Alabama,College Stats,ChapJo00
5,137,DEN,Malik Jackson,DT,22,2021,0,1,5,45,14,142,0,0,0,0,0,0,0,0,0,0,0,206,,35.5,Tennessee,College Stats,JackMa02
5,138,DET,Tahir Whitehead,LB,22,2021,0,0,7,41,26,142,0,0,0,0,0,0,0,0,0,0,0,490,6,3.0,Temple,College Stats,WhitTa00
5,139,MIN,Robert Blanton,DB,23,2017,0,0,1,9,9,72,0,0,0,0,0,0,0,0,0,0,0,177,1,,Notre Dame,College Stats,BlanRo00
5,140,TAM,Najee Goode,LB,23,2019,0,0,0,10,0,90,0,0,0,0,0,0,0,0,0,0,0,79,1,2.0,West Virginia,College Stats,GoodNa00
5,141,WAS,Adam Gettis,G,23,2016,0,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,,,,Iowa,,GettAd00
5,142,JAX,Brandon Marshall,LB,22,2018,0,0,4,30,0,74,0,0,0,0,0,0,0,0,0,0,0,306,2,6.5,Nevada,College Stats,MarsBr01
5,143,CAR,Josh Norman,DB,24,2021,1,1,8,43,22,135,0,0,0,0,0,0,0,0,0,0,0,368,16,1.0,Coastal Carolina,,NormJo01
5,144,BUF,Zebrie Sanders,OL,22,,0,0,0,,,,,,,,,,,,,,,,,,Florida St.,College Stats,SandZe00
5,145,TEN,Taylor Thompson,TE,22,2014,0,0,0,0,0,35,0,0,0,0,0,0,0,0,11,83,1,14,,,SMU,College Stats,ThomTa00
5,146,KAN,DeQuan Menzie,DB,22,,0,0,0,,,,,,,,,,,,,,,,,,Alabama,College Stats,MenzDe00
5,147,BUF,Tank Carder,LB,23,2016,0,0,0,5,,78,0,0,0,0,0,0,0,0,0,0,0,38,,,TCU,College Stats,CardTa00
5,148,DET,Chris Greenwood,DB,23,2013,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,,,Albion,,GreeCh01
5,149,SDG,Johnnie Troutman,G,24,2014,0,0,2,14,14,29,0,0,0,0,0,0,0,0,0,0,0,,,,Penn St.,College Stats,TrouJo00
5,150,STL,Rokevious Watkins,G,23,2013,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,South Carolina,,WatkRo00
5,151,ARI,Senio Kelemete,G,22,2021,0,0,1,25,0,97,0,0,0,0,0,0,0,0,1,10,0,,,,Washington,College Stats,KeleSe00
5,152,DAL,Danny Coale,WR,24,,0,0,0,,,,,,,,,,,,,,,,,,Virginia Tech,College Stats,CoalDa00
5,153,PHI,Dennis Kelly,T,22,2021,0,0,1,28,6,114,0,0,0,0,0,0,0,0,1,1,1,,,,Purdue,College Stats,KellDe00
5,154,SEA,Korey Toomer,LB,23,2018,0,0,0,11,,53,0,0,0,0,0,0,0,0,0,0,0,91,1,2.0,Idaho,College Stats,ToomKo00
5,155,MIA,Josh Kaddu,LB,22,2014,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,,,,Oregon,College Stats,KaddJo00
5,156,CIN,Shaun Prater,DB,22,2015,0,0,0,2,,21,0,0,0,0,0,0,0,0,0,0,0,7,1,,Iowa,College Stats,PratSh00
5,157,ATL,Bradie Ewing,RB,22,2013,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,29,0,,,,Wisconsin,College Stats,EwinBr00
5,158,OAK,Jack Crawford,DE,24,2020,0,0,3,18,1,109,0,0,0,0,0,0,0,0,0,0,0,91,1,18.0,Penn St.,College Stats,CrawJa00
5,159,PIT,Chris Rainey,RB,24,2013,0,0,0,1,1,18,0,0,0,0,0,26,102,2,14,60,0,1,,,Florida,College Stats,RainCh00
5,160,CLE,Ryan Miller,G,23,2012,0,0,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,,,,Colorado,College Stats,MillRy00
5,161,HOU,Randy Bullock,K,22,2021,0,0,0,17,4,123,0,0,0,0,0,0,0,0,0,0,0,3,,,Texas A&M,College Stats,BullRa00
5,162,NOR,Corey White,DB,22,2016,0,0,1,12,10,66,0,0,0,0,0,0,0,0,0,0,0,132,6,1.0,Samford,,WhitCo01
5,163,GNB,Terrell Manning,LB,22,2014,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,,,North Carolina St.,College Stats,MannTe00
5,164,ATL,Jonathan Massaquoi,DE,24,2014,0,0,0,6,6,39,0,0,0,0,0,0,0,0,0,0,0,47,,6.0,Troy,College Stats,MassJo00
5,165,SFO,Darius Fleming,LB,23,2015,0,0,0,1,,11,0,0,0,0,0,0,0,0,0,0,0,3,,,Notre Dame,College Stats,FlemDa00
5,166,CIN,Marvin Jones,WR,22,2021,0,0,7,50,15,129,0,0,0,0,0,19,148,0,496,6857,55,4,,,California,College Stats,JoneMa02
5,167,CIN,George Iloka,DB,22,2020,0,0,4,29,27,103,0,0,0,0,0,0,0,0,0,0,0,246,9,,Boise St.,College Stats,IlokGe00
5,168,OAK,Juron Criner,WR,22,2013,0,0,0,1,1,13,0,0,0,0,0,0,0,0,19,183,1,,,,Arizona,College Stats,CrinJu00
5,169,BAL,Asa Jackson,DB,22,2017,0,0,0,3,2,26,0,0,0,0,0,0,0,0,0,0,0,30,,,,,JackAs00
5,170,IND,Vick Ballard,RB,22,2013,0,0,1,5,5,17,0,0,0,0,0,224,877,2,18,147,1,,,,Mississippi St.,College Stats,BallVi00
6,171,STL,Greg Zuerlein,K,24,2021,1,1,0,25,21,151,0,0,0,0,0,0,0,0,0,0,0,7,,,,,ZuerGr00
6,172,SEA,Jeremy Lane,DB,22,2017,0,0,1,10,10,70,0,0,0,0,0,0,0,0,0,0,0,103,2,,Northwestern St. (LA),,LaneJe00
6,173,WAS,Alfred Morris,RB,23,2020,0,2,4,36,28,114,0,0,0,0,0,1429,6173,35,68,513,1,,,,Florida Atlantic,College Stats,MorrAl00
