Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,College/Univ,,-9999
1,1,ATL,Michael Vick,QB,21,2015,0,4,7,92,60,143,1807,3217,22464,133,88,873,6109,36,2,1,0,,,,Virginia Tech,College Stats,VickMi00
1,2,ARI,Leonard Davis,T,23,2012,0,3,10,66,27,171,0,0,0,0,0,0,0,0,0,0,0,,,,Texas,College Stats,DaviLe21
1,3,CLE,Gerard Warren,DT,23,2011,0,0,9,49,25,163,0,0,0,0,0,0,0,0,0,0,0,253,,36.5,Florida,,WarrGe20
1,4,CIN,Justin Smith,DE,21,2014,1,5,14,101,27,221,0,0,0,0,0,0,0,0,0,0,0,615,3,87.0,Missouri,,SmitJu20
1,5,SDG,LaDainian Tomlinson HOF,RB,22,2011,3,5,10,129,121,170,8,12,143,7,0,3174,13684,145,624,4772,17,,,,TCU,College Stats,TomlLa00
1,6,NWE,Richard Seymour HOF,DE,21,2012,3,7,11,91,73,164,0,0,0,0,0,0,0,0,0,0,0,326,2,57.5,Georgia,,SeymRi00
1,7,SFO,Andre Carter,DE,22,2013,0,1,10,59,22,184,0,0,0,0,0,0,0,0,0,0,0,388,,80.5,California,College Stats,CartAn20
1,8,CHI,David Terrell,WR,22,2005,0,0,1,11,11,54,0,0,0,0,0,4,14,0,128,1602,9,,,,Michigan,College Stats,TerrDa00
1,9,SEA,Koren Robinson,WR,21,2008,0,1,4,35,30,96,0,0,0,0,0,23,115,1,294,4244,16,1,,,North Carolina St.,College Stats,RobiKo00
1,10,GNB,Jamal Reynolds,DE,22,2003,0,0,0,3,3,18,0,0,0,0,0,0,0,0,0,0,0,14,,3.0,Florida St.,College Stats,ReynJa20
1,11,CAR,Dan Morgan,LB,22,2007,0,1,5,30,30,59,0,0,0,0,0,0,0,0,0,0,0,284,5,7.0,Miami (FL),College Stats,MorgDa99
1,12,STL,Damione Lewis,DT,23,2010,0,0,3,32,13,141,0,0,0,0,0,0,0,0,0,0,0,201,,23.5,Miami (FL),,LewiDa20
1,13,JAX,Marcus Stroud,DT,23,2010,0,3,9,67,50,146,0,0,0,0,0,0,0,0,0,0,0,314,,29.5,Georgia,,StroMa01
1,14,TAM,Kenyatta Walker,T,22,2006,0,0,5,29,29,75,0,0,0,0,0,0,0,0,0,0,0,,,,Florida,,WalkKe21
1,15,WAS,Rod Gardner,WR,23,2006,0,0,4,25,23,91,2,7,46,2,0,5,24,0,242,3165,23,5,,,Clemson,College Stats,GardRo00
1,16,NYJ,Santana Moss,WR,22,2014,0,1,9,72,23,197,0,0,0,0,0,51,287,0,732,10283,66,,,,Miami (FL),College Stats,MossSa00
1,17,SEA,Steve Hutchinson HOF,G,23,2012,5,7,11,94,43,169,0,0,0,0,0,0,0,0,0,0,0,,,,Michigan,College Stats,HutcSt00
1,18,DET,Jeff Backus,T,23,2012,0,0,12,61,61,191,0,0,0,0,0,0,0,0,0,0,0,,,,Michigan,,BackJe20
