Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,Player-additional
377,Ameer Abdullah,2TM,25,,10,0,4,3,28,0,1,0,0.0,28,9.3,4.3,0,,0,0.0,,93.7,AbduAm00
378,Dwayne Allen,NWE,28,te,13,8,4,3,27,0,2,-1,-0.3,28,9.3,8.0,0,,0,0.0,0,92.7,AlleDw00
379,Cameron Artis-Payne,CAR,28,,9,0,4,3,15,0,1,0,0.0,15,5.0,-1.3,1,3.0,0,0.0,0,80.2,ArtiCa00
380,Brandon Bolden,MIA,28,,16,0,3,3,13,1,1,-6,-2.0,19,6.3,-2.0,0,,0,0.0,0,124.3,BoldBr00
381,Ben Braunecker,CHI,24,,15,2,5,3,42,0,2,38,12.7,4,1.3,13.8,0,,0,0.0,1,47.5,BrauBe00
382,Orson Charles,CLE,27,,13,2,5,3,23,0,,-1,-0.3,24,8.0,3.4,0,,1,20.0,0,71.2,CharOr00
383,A.J. Derby,MIA,27,,4,0,5,3,48,1,3,39,13.0,9,3.0,8.8,1,3.0,0,0.0,0,131.7,DerbA.00
384,Patrick DiMarco,BUF,29,FB,16,5,4,3,62,0,2,27,9.0,35,11.7,6.8,0,,0,0.0,0,116.7,DiMaPa00
385,Tyler Ervin,HOU,25,,9,0,3,3,35,0,1,23,7.7,12,4.0,7.7,0,,0,0.0,0,115.3,ErviTy00
386,Keith Ford,BUF,24,,2,1,5,3,21,0,1,-1,-0.3,22,7.3,-1.8,0,,0,0.0,0,69.6,FordKe00
387,Rico Gathers,DAL,24,,15,4,7,3,45,0,2,18,6.0,27,9.0,10.0,0,,0,0.0,0,64.6,GathRi00
388,Taysom Hill,NOR,28,,16,4,7,3,4,0,0,-1,-0.3,5,1.7,5.1,0,,2,28.6,0,50.3,HillTa00
389,Justin Hunter,PIT,27,,5,0,13,3,21,0,2,19,6.3,2,0.7,20.5,0,,0,0.0,0,39.6,HuntJu00
390,Matt Lengel,CIN,28,,11,2,8,3,17,1,2,10,3.3,7,2.3,5.0,0,,0,0.0,0,85.4,LengMa00
391,Marcedes Lewis,GNB,34,,16,4,4,3,39,0,1,8,2.7,31,10.3,1.3,0,,0,0.0,0,105.2,LewiMa00
392,Tommylee Lewis,NOR,26,,7,3,3,3,60,1,3,59,19.7,1,0.3,19.7,0,,0,0.0,0,158.3,LewiTo00
393,Ricky Ortiz,ATL,24,FB,12,9,4,3,11,0,,-2,-0.7,13,4.3,-0.3,2,1.5,0,0.0,0,77.1,OrtiRi00
394,Samaje Perine,WAS,23,,5,0,4,3,5,0,0,-4,-1.3,9,3.0,-2.3,0,,0,0.0,0,77.1,PeriSa00
395,John Phillips,ARI,31,,8,4,3,3,38,0,1,30,10.0,8,2.7,10.0,0,,0,0.0,0,118.7,PhilJo00
396,C.J. Prosise,SEA,24,,5,0,3,3,22,0,,5,1.7,17,5.7,1.7,0,,0,0.0,0,97.2,ProsC.00
397,Brian Quick,WAS,29,,6,3,3,3,18,0,2,17,5.7,1,0.3,5.7,0,,0,0.0,0,91.7,QuicBr00
398,Stevan Ridley,PIT,29,,10,0,4,3,18,0,1,6,2.0,12,4.0,2.3,0,,0,0.0,0,83.3,RidlSt00
399,De'Anthony Thomas,KAN,25,,5,0,5,3,29,1,3,-1,-0.3,30,10.0,13.6,0,,0,0.0,0,115.8,ThomDe05
400,Jalen Tolliver,ARI,23,,3,1,6,3,37,0,3,23,7.7,14,4.7,13.8,0,,0,0.0,0,69.4,TollJa00
401,Darrel Williams,KAN,23,,6,0,3,3,27,1,1,-7,-2.3,34,11.3,-2.3,0,,0,0.0,0,143.7,WillDa10
402,Derrick Willies,CLE,24,,5,0,5,3,61,0,2,29,9.7,32,10.7,11.4,0,,0,0.0,0,102.9,WillDe06
403,Shaun Wilson,TAM,23,,5,0,5,3,5,0,,0,0.0,5,1.7,4.8,0,,0,0.0,1,25.0,WilsSh01
404,Mike Boone,MIN,23,,8,0,3,2,1,0,0,-4,-2.0,5,2.5,-0.7,0,,1,33.3,0,70.1,BoonMi00
405,Leonte Carroo,MIA,24,,9,0,4,2,94,1,2,58,29.0,36,18.0,26.3,0,,0,0.0,0,135.4,CarrLe00
406,Jamaal Charles,JAX,32,,2,0,3,2,7,0,,2,1.0,5,2.5,1.3,0,,1,33.3,0,70.1,CharJa00
407,Derrick Coleman,ARI,28,,16,4,3,2,17,0,1,10,5.0,7,3.5,9.0,0,,0,0.0,0,81.2,ColeDe00
408,Alan Cross,TAM,25,,14,3,5,2,9,0,1,2,1.0,7,3.5,2.4,0,,1,20.0,0,47.9,CrosAl00
409,Ross Dwelley,SFO,23,,11,0,2,2,14,0,,13,6.5,1,0.5,6.5,0,,0,0.0,0,95.8,DwelRo00
410,Gus Edwards,BAL,23,rb,11,6,2,2,20,0,1,3,1.5,17,8.5,1.5,0,,0,0.0,0,108.3,EdwaGu00
411,D'Onta Foreman,HOU,22,,1,0,2,2,28,1,1,18,9.0,10,5.0,9.0,0,,0,0.0,0,158.3,ForeDO00
412,Jordan Franks,CIN,22,,6,0,3,2,37,0,1,23,11.5,14,7.0,15.3,0,,0,0.0,1,69.4,FranJo03
413,KhaDarel Hodge,LAR,23,,14,0,3,2,17,0,1,17,8.5,0,0.0,8.0,0,,0,0.0,0,81.2,HodgKh00
414,John Kelly,LAR,22,,4,0,3,2,27,0,1,0,0.0,27,13.5,-2.0,0,,1,33.3,0,95.1,KellJo00
415,Jeremy Kerley,BUF,30,,1,1,4,2,7,0,,-8,-4.0,15,7.5,3.8,0,,1,25.0,0,56.2,KerlJe00
416,Tre Madden,SEA,25,,14,3,3,2,35,0,1,15,7.5,20,10.0,8.3,0,,0,0.0,0,106.2,MaddTr01
417,Chris Manhertz,CAR,26,,16,4,5,2,52,1,1,7,3.5,45,22.5,6.6,0,,1,20.0,1,78.7,ManhCh00
418,J'Mon Moore,GNB,23,,12,0,3,2,15,0,1,9,4.5,6,3.0,6.3,0,,0,0.0,0,78.5,MoorJM00
419,Detrez Newsome,LAC,24,,9,0,2,2,19,0,2,0,0.0,19,9.5,0.0,1,2.0,0,0.0,0,106.2,NewsDe00
420,Jamize Olawale,DAL,29,FB,16,4,4,2,13,0,1,0,0.0,13,6.5,0.3,0,,1,25.0,0,57.3,OlawJa00
421,Charone Peake,NYJ,26,,13,0,3,2,25,0,2,21,10.5,4,2.0,10.7,0,,1,33.3,1,52.8,PeakCh00
422,Dion Sims,CHI,27,,8,4,4,2,9,0,,0,0.0,9,4.5,9.0,0,,1,25.0,0,56.2,SimsDi00
423,Roc Thomas,MIN,23,,5,0,4,2,21,0,0,9,4.5,12,6.0,2.0,0,,0,0.0,0,65.6,ThomRo05
424,De'Lance Turner,BAL,23,,4,0,2,2,17,0,,3,1.5,14,7.0,1.5,1,2.0,0,0.0,0,102.1,TurnDe01
425,Malik Turner,SEA,22,,6,0,3,2,20,0,1,6,3.0,14,7.0,3.7,0,,0,0.0,0,85.4,TurnMa00
426,Hakeem Valles,DET,26,,3,0,3,2,11,0,,10,5.0,1,0.5,8.3,0,,0,0.0,0,72.9,VallHa00
427,Joe Webb,HOU,32,,16,0,3,2,13,0,,7,3.5,6,3.0,5.7,0,,0,0.0,0,75.7,WebbJo00
428,Charcandrick West,KAN,27,,3,0,3,2,37,1,2,12,6.0,25,12.5,5.3,0,,0,0.0,0,148.6,WestCh01
429,Nick Williams,2TM,28,,4,0,5,2,17,0,,12,6.0,5,2.5,9.4,0,,1,20.0,,49.6,WillNi02
430,Terrance Williams,DAL,29,,3,2,3,2,18,0,1,12,6.0,6,3.0,9.0,0,,0,0.0,0,82.6,WillTe01
431,Alex Armah,CAR,24,,16,2,1,1,5,0,0,0,0.0,5,5.0,0.0,0,,0,0.0,0,87.5,ArmaAl00
432,Kenjon Barner,2TM,29,,9,0,1,1,3,0,0,3,3.0,0,0.0,3.0,0,,0,0.0,,79.2,BarnKe00
433,Victor Bolden,2TM,23,,6,0,4,1,10,0,1,9,9.0,1,1.0,11.8,0,,0,0.0,,39.6,BoldVi00
434,Tom Brady*,NWE,41,QB,16,16,1,1,6,0,0,0,0.0,6,6.0,0.0,0,,0,0.0,0,91.7,BradTo00
435,Drew Brees*,NOR,39,QB,15,15,1,1,1,0,0,-2,-2.0,3,3.0,-2.0,0,,0,0.0,0,79.2,BreeDr00
436,Michael Burton,CHI,26,,8,1,1,1,6,0,1,0,0.0,6,6.0,0.0,0,,0,0.0,0,91.7,BurtMi00
437,Damiere Byrd,CAR,25,,8,0,2,1,8,0,1,7,7.0,1,1.0,12.5,0,,0,0.0,0,60.4,ByrdDa00
438,Travaris Cadet,CAR,29,,1,0,1,1,5,0,,1,1.0,4,4.0,1.0,0,,0,0.0,0,87.5,CadeTr00
439,Derek Carr,OAK,27,QB,16,16,1,1,-9,0,0,0,0.0,-9,-9.0,0.0,0,,0,0.0,0,79.2,CarrDe02
440,Jehu Chesson,WAS,25,,12,0,2,1,7,0,1,7,7.0,0,0.0,11.0,0,,0,0.0,0,58.3,ChesJe00
441,Sammie Coates,HOU,25,,12,0,2,1,12,0,1,7,7.0,5,5.0,4.5,1,1.0,1,50.0,0,68.7,CoatSa00
442,Kirk Cousins,MIN,30,QB,16,16,1,1,-1,0,0,-7,-7.0,6,6.0,-7.0,0,,0,0.0,0,79.2,CousKi00
443,River Cracraft,DEN,24,,8,0,2,1,44,0,1,37,37.0,7,7.0,34.0,0,,0,0.0,0,95.8,CracRi00
444,Dane Cruikshank,TEN,23,,12,0,1,1,66,1,1,17,17.0,49,49.0,17.0,0,,0,0.0,0,158.3,CruiDa00
445,Sean Culkin,LAC,25,TE,13,10,1,1,24,0,1,24,24.0,0,0.0,24.0,0,,0,0.0,0,118.7,CulkSe00
446,Benny Cunningham,CHI,28,,15,0,2,1,9,0,1,-4,-4.0,13,13.0,-7.0,0,,0,0.0,1,22.9,CunnBe01
447,Chase Daniel,CHI,32,,5,2,1,1,8,0,1,-6,-6.0,14,14.0,-6.0,0,,0,0.0,0,100.0,DaniCh00
448,Dion Dawkins,BUF,24,LT,16,16,1,1,7,1,1,7,7.0,0,0.0,7.0,0,,0,0.0,0,135.4,DawkDi00
449,Taylor Decker,DET,25,LT,16,16,1,1,11,1,1,1,1.0,10,10.0,1.0,0,,0,0.0,0,152.1,DeckTa00
450,Gehrig Dieter,KAN,25,,4,0,3,1,22,0,1,9,9.0,13,13.0,18.0,0,,1,33.3,0,60.4,DietGe00
451,George Fant,SEA,26,T,16,7,1,1,9,0,,0,0.0,9,9.0,0.0,0,,0,0.0,0,104.2,FantGe00
452,Matt Flanagan,WAS,23,,3,1,1,1,14,0,1,7,7.0,7,7.0,7.0,0,,0,0.0,0,118.7,FlanMa00
453,Nick Foles,PHI,29,qb,5,5,1,1,10,0,1,8,8.0,2,2.0,8.0,0,,0,0.0,0,108.3,FoleNi00
454,Shelton Gibson,PHI,24,,15,0,3,1,48,0,1,48,48.0,0,0.0,33.3,0,,0,0.0,0,81.9,GibsSh00
455,Mike Gillislee,NOR,28,,4,0,1,1,9,0,0,0,0.0,9,9.0,0.0,0,,0,0.0,0,104.2,GillMi00
456,Justin Hardee,NOR,24,,16,0,1,1,10,0,1,8,8.0,2,2.0,8.0,0,,0,0.0,0,108.3,HardJu01
457,Keon Hatcher,OAK,24,,3,0,2,1,8,0,,0,0.0,8,8.0,7.0,0,,0,0.0,0,60.4,HatcKe00
458,Ryan Hewitt,IND,27,,12,2,2,1,1,1,1,1,1.0,0,0.0,3.0,0,,0,0.0,0,95.8,HewiRy00
459,Darrius Heyward-Bey,PIT,31,,14,2,2,1,9,0,,-1,-1.0,10,10.0,12.5,0,,0,0.0,0,62.5,HeywDa00
460,Brian Hill,ATL,23,,10,0,2,1,9,0,0,4,4.0,5,5.0,3.5,2,0.5,0,0.0,0,62.5,HillBr02
461,Jeremy Hill,NWE,26,,1,0,1,1,6,0,0,1,1.0,5,5.0,1.0,0,,0,0.0,0,91.7,HillJe01
462,JJ Jones,2TM,26,,4,0,1,1,3,0,,2,2.0,1,1.0,2.0,0,,0,0.0,,79.2,JoneJJ00
463,Ryan Kelly,IND,25,C,12,12,1,1,-4,0,,-3,-3.0,-1,-1.0,-3.0,0,,0,0.0,0,79.2,KellRy00
464,Marcus Kemp,KAN,23,,16,0,2,1,7,0,,-1,-1.0,8,8.0,2.0,0,,0,0.0,0,58.3,KempMa00
465,Darvin Kidsy,WAS,23,,2,0,2,1,8,0,1,6,6.0,2,2.0,9.0,0,,0,0.0,0,60.4,KidsDa00
466,Allen Lazard,GNB,23,,1,0,1,1,7,0,,7,7.0,0,0.0,7.0,0,,0,0.0,0,95.8,LazaAl00
467,Khari Lee,BUF,26,,2,0,1,1,5,0,,-1,-1.0,6,6.0,-1.0,0,,0,0.0,0,87.5,LeexKh00
468,Andrew Luck*,IND,29,QB,16,16,2,1,4,0,1,4,4.0,0,0.0,4.0,0,,0,0.0,0,56.2,LuckAn00
469,Josh Malone,CIN,22,,9,0,5,1,12,0,1,12,12.0,0,0.0,7.2,0,,0,0.0,1,0.0,MaloJo00
470,Marcus Mariota,TEN,25,QB,14,13,1,1,21,0,1,10,10.0,11,11.0,10.0,0,,0,0.0,0,118.7,MariMa01
471,Johnny Mundt,LAR,24,,10,0,1,1,5,0,,0,0.0,5,5.0,0.0,0,,0,0.0,0,87.5,MundJo00
472,Cam Phillips,BUF,23,,2,0,1,1,9,0,,2,2.0,7,7.0,2.0,0,,0,0.0,0,104.2,PhilCa01
473,Spencer Pulley,NYG,25,C,13,9,1,1,-2,0,,-2,-2.0,0,0.0,-2.0,0,,0,0.0,0,79.2,PullSp00
474,Richard Rodgers,PHI,26,,7,0,1,1,7,0,1,-2,-2.0,9,9.0,-2.0,0,,0,0.0,0,95.8,RodgRi00
475,Ben Roethlisberger,PIT,36,QB,16,16,1,1,-1,0,0,0,0.0,-1,-1.0,0.0,0,,0,0.0,0,79.2,RoetBe00
476,Matt Ryan,ATL,33,QB,16,16,1,1,5,1,1,1,1.0,4,4.0,1.0,0,,0,0.0,0,127.1,RyanMa00
477,Matt Schaub,ATL,37,,3,0,1,1,-7,0,0,-7,-7.0,0,0.0,-7.0,0,,0,0.0,0,79.2,SchaMa00
478,Sam Shields,LAR,31,,16,2,1,1,12,0,1,6,6.0,6,6.0,6.0,0,,0,0.0,0,116.7,ShieSa00
479,Bradley Sowell,CHI,29,,16,1,2,1,2,1,1,2,2.0,0,0.0,2.0,0,,0,0.0,0,95.8,SoweBr00
480,Joe Staley,SFO,34,LT,16,16,1,1,-5,0,,-10,-10.0,5,5.0,-10.0,0,,0,0.0,0,79.2,StalJo20
481,Tyrone Swoopes,SEA,24,,1,1,1,1,23,0,1,8,8.0,15,15.0,8.0,0,,0,0.0,0,118.7,SwooTy00
482,Ryan Tannehill,MIA,30,QB,11,11,1,1,3,1,1,2,2.0,1,1.0,2.0,0,,0,0.0,0,118.7,TannRy00
483,Robert Turbin,IND,29,,2,0,2,1,3,0,,0,0.0,3,3.0,-3.0,0,,0,0.0,0,56.2,TurbRo00
484,Alejandro Villanueva*,PIT,30,LT,16,16,1,1,2,1,1,2,2.0,0,0.0,2.0,0,,0,0.0,0,118.7,VillAl00
485,Danny Vitale,GNB,25,,5,0,2,1,2,0,1,2,2.0,0,0.0,1.5,0,,0,0.0,0,56.2,VitaDa00
486,DeAndre Washington,OAK,25,,10,0,1,1,9,0,0,2,2.0,7,7.0,2.0,1,1.0,0,0.0,0,104.2,WashDe00
487,Justin Watson,TAM,22,,12,0,3,1,5,0,,5,5.0,0,0.0,5.0,0,,0,0.0,0,42.4,WatsJu01
488,Derek Watt,LAC,26,fb,16,5,1,1,2,0,0,0,0.0,2,2.0,0.0,0,,0,0.0,0,79.2,WattDe00
489,Carson Wentz,PHI,26,QB,11,11,1,1,4,0,1,-5,-5.0,9,9.0,-5.0,0,,0,0.0,0,83.3,WentCa00
490,Tim White,BAL,24,,3,0,1,1,14,0,1,14,14.0,0,0.0,14.0,0,,0,0.0,0,118.7,WhitTi00
491,Jonathan Williams,NOR,24,,3,0,1,1,1,0,,1,1.0,0,0.0,1.0,0,,0,0.0,0,79.2,WillJo07
492,Kyle Williams*,BUF,35,LDT,16,16,1,1,9,0,,-1,-1.0,10,10.0,-1.0,0,,0,0.0,0,104.2,WillKy20
493,Russell Wilson*,SEA,30,QB,16,16,1,1,-11,0,0,-10,-10.0,-1,-1.0,-10.0,0,,0,0.0,0,79.2,WilsRu00
494,Brandon Zylstra,MIN,25,,16,0,2,1,23,0,1,15,15.0,8,8.0,21.5,0,,0,0.0,0,91.7,ZylsBr00
