Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,Player-additional
1,Michael Thomas*+,NOR,25,WR,16,16,147,125,1405,9,74,891,7.1,514,4.1,7.7,6,20.8,3,2.0,1,124.1,ThomMi05
2,Zach Ertz*,PHI,28,TE,16,16,156,116,1163,8,66,810,7.0,353,3.0,7.2,3,38.7,5,3.2,5,98.9,ErtzZa00
3,DeAndre Hopkins*+,HOU,26,WR,16,16,163,115,1572,11,81,1185,10.3,387,3.4,11.5,5,23.0,2,1.2,3,115.9,HopkDe00
4,Julio Jones*,ATL,29,WR,16,16,170,113,1677,8,80,1229,10.9,448,4.0,14.0,3,37.7,9,5.3,3,106.9,JoneJu02
5,Adam Thielen*,MIN,28,WR,16,16,153,113,1373,9,74,957,8.5,416,3.7,9.4,3,37.7,3,2.0,2,115.2,ThieAd00
6,Davante Adams*,GNB,26,WR,15,15,169,111,1386,13,64,911,8.2,475,4.3,11.3,4,27.8,5,3.0,0,116.6,AdamDa01
7,JuJu Smith-Schuster*,PIT,22,WR,16,13,166,111,1426,7,67,778,7.0,648,5.8,8.8,7,15.9,6,3.6,4,97.6,SmitJu00
8,Christian McCaffrey,CAR,22,RB,16,16,124,107,867,6,41,12,0.1,855,8.0,0.7,7,15.3,1,0.8,0,111.9,McCaCh01
9,Antonio Brown*,PIT,30,WR,15,15,168,104,1297,15,63,812,7.8,485,4.7,11.3,5,20.8,3,1.8,11,88.3,BrowAn04
10,Travis Kelce*+,KAN,29,TE,16,16,150,103,1336,10,68,767,7.4,569,5.5,9.2,7,14.7,7,4.7,3,110.3,KelcTr00
11,Stefon Diggs,MIN,25,WR,15,14,149,102,1021,9,49,573,5.6,448,4.4,8.6,4,25.5,3,2.0,2,102.2,DiggSt00
12,Keenan Allen*,LAC,26,WR,16,14,136,97,1196,6,62,793,8.2,403,4.2,8.6,3,32.3,4,2.9,2,106.7,AlleKe00
13,Saquon Barkley*,NYG,21,RB,16,16,121,91,721,4,30,-47,-0.5,768,8.4,0.1,13,7.0,4,3.3,1,97.2,BarkSa00
14,George Kittle*,SFO,25,TE,16,16,136,88,1377,5,60,507,5.8,870,9.9,7.1,9,9.8,5,3.7,3,101.3,KittGe00
15,Tyreek Hill*+,KAN,24,WR,16,16,137,87,1479,12,60,952,10.9,527,6.1,14.8,4,21.8,6,4.4,6,110.9,HillTy00
16,James White,NWE,26,,16,3,123,87,751,7,38,86,1.0,665,7.6,2.4,3,29.0,5,4.1,1,102.0,WhitJa02
17,Mike Evans*,TAM,25,WR,16,16,138,86,1524,8,68,1242,14.4,282,3.3,15.6,0,,7,5.1,8,95.2,EvanMi00
18,Robert Woods,LAR,26,WR,16,16,130,86,1219,6,66,799,9.3,420,4.9,11.4,2,43.0,2,1.5,3,102.1,WoodRo02
19,Alvin Kamara*,NOR,23,RB,15,13,105,81,709,4,31,67,0.8,642,7.9,1.8,7,11.6,3,2.9,1,103.2,KamaAl00
20,Jarvis Landry*,CLE,26,WR,16,14,149,81,976,4,44,702,8.7,274,3.4,11.0,3,27.0,11,7.4,2,78.0,LandJa00
21,Brandin Cooks,LAR,25,WR,16,16,117,80,1204,5,56,858,10.7,346,4.3,12.8,4,20.0,0,0.0,2,109.1,CookBr00
22,Odell Beckham Jr.,NYG,26,WR,12,12,124,77,1052,6,50,747,9.7,305,4.0,11.5,6,12.8,4,3.2,4,91.9,BeckOd00
23,Ezekiel Elliott*,DAL,23,RB,15,15,95,77,567,3,22,-9,-0.1,576,7.5,0.3,3,25.7,2,2.1,0,102.1,ElliEz00
24,Tyler Boyd,CIN,24,WR,14,14,108,76,1028,7,54,610,8.0,418,5.5,9.3,1,76.0,5,4.6,0,122.0,BoydTy00
25,T.Y. Hilton,IND,29,WR,14,14,120,76,1270,6,55,815,10.7,455,6.0,11.2,4,19.0,4,3.3,3,105.2,HiltT.00
26,Adam Humphries,TAM,25,WR,16,10,105,76,816,5,48,393,5.2,423,5.6,6.2,7,10.9,5,4.8,1,106.7,HumpAd00
27,Amari Cooper*,2TM,24,,15,15,107,75,1005,7,58,590,7.9,415,5.5,9.7,2,37.5,6,5.6,,121.4,CoopAm00
28,Julian Edelman,NWE,32,WR,12,12,108,74,850,6,41,502,6.8,348,4.7,7.7,4,18.5,8,7.4,2,102.8,EdelJu00
29,Golden Tate,2TM,30,,15,7,113,74,795,4,36,368,5.0,427,5.8,6.5,15,4.9,7,6.2,,97.8,TateGo00
30,Tarik Cohen*+,CHI,23,RB,16,7,91,71,725,5,29,205,2.9,520,7.3,3.6,9,7.9,1,1.1,2,109.0,CoheTa00
31,Austin Hooper*,ATL,24,te,16,7,88,71,660,4,30,423,6.0,237,3.3,6.9,4,17.8,4,4.5,1,108.3,HoopAu00
32,Emmanuel Sanders,DEN,31,WR,12,12,98,71,868,4,37,571,8.0,297,4.2,9.5,6,11.8,3,3.1,2,104.5,SandEm00
33,Kenny Golladay,DET,25,WR,15,13,119,70,1063,5,55,713,10.2,350,5.0,12.4,6,11.7,4,3.4,2,95.3,GollKe00
34,Larry Fitzgerald,ARI,35,WR,16,16,112,69,734,6,39,529,7.7,205,3.0,9.2,3,23.0,2,1.8,3,87.4,FitzLa00
35,Jared Cook*,OAK,31,TE,16,14,101,68,896,6,46,553,8.1,343,5.0,8.3,4,17.0,9,8.9,4,98.5,CookJa02
36,Jalen Richard,OAK,25,,16,1,81,68,607,0,23,112,1.6,495,7.3,1.7,3,22.7,3,3.7,0,97.9,RichJa01
37,Taylor Gabriel,CHI,27,WR,16,11,93,67,688,2,31,462,6.9,226,3.4,11.1,2,33.5,0,0.0,2,91.2,GabrTa00
38,Eric Ebron*,IND,25,TE,16,8,110,66,750,13,39,500,7.6,250,3.8,9.5,0,,9,8.2,2,112.3,EbroEr00
39,Mohamed Sanu,ATL,29,WR,16,16,94,66,838,4,40,437,6.6,401,6.1,8.0,4,16.5,3,3.2,0,111.9,SanuMo00
40,Sterling Shepard,NYG,25,WR,16,16,107,66,872,4,47,563,8.5,309,4.7,10.1,1,66.0,5,4.7,2,92.1,ShepSt00
41,Dede Westbrook,JAX,25,wr,16,9,101,66,717,5,40,355,5.4,362,5.5,8.0,5,13.2,6,5.9,3,90.2,WestDe00
42,Cole Beasley,DAL,29,,16,4,87,65,672,3,39,459,7.1,213,3.3,7.4,2,32.5,1,1.1,0,108.0,BeasCo00
43,Corey Davis,TEN,23,WR,16,16,112,65,891,4,47,624,9.6,267,4.1,10.3,5,13.0,6,5.4,1,91.8,DaviCo03
44,Alshon Jeffery,PHI,28,WR,13,13,92,65,843,6,48,571,8.8,272,4.2,11.0,3,21.7,3,3.3,1,116.3,JeffAl00
45,Nelson Agholor,PHI,25,WR,16,16,97,64,736,4,28,386,6.0,350,5.5,9.5,3,21.3,3,3.1,1,98.1,AghoNe00
46,Calvin Ridley,ATL,24,wr,16,5,92,64,821,10,39,457,7.1,364,5.7,10.2,0,,10,10.9,2,124.4,RidlCa00
47,Kyle Rudolph,MIN,29,TE,16,16,82,64,634,4,32,389,6.1,245,3.8,6.4,1,64.0,1,1.2,1,110.1,RudoKy00
48,Nyheim Hines,IND,22,,16,4,81,63,425,2,29,76,1.2,349,5.5,2.1,3,21.0,4,4.9,2,86.5,HineNy00
49,Jordy Nelson,OAK,33,WR,15,14,88,63,739,3,36,498,7.9,241,3.8,9.2,2,31.5,3,3.4,2,98.6,NelsJo00
50,Willie Snead,BAL,26,wr,16,10,95,62,651,1,37,369,6.0,282,4.5,8.1,9,6.9,5,5.3,3,75.4,SneaWi00
51,Theo Riddick,DET,27,,14,3,74,61,384,0,16,-22,-0.4,406,6.7,0.7,3,20.3,6,8.1,1,82.7,RiddTh00
52,Danny Amendola,MIA,33,WR,15,15,79,59,575,1,27,346,5.9,229,3.9,7.5,1,59.0,2,2.5,3,83.0,AmenDa00
53,Chris Godwin,TAM,22,wr,16,5,95,59,842,7,48,597,10.1,245,4.2,11.7,2,29.5,3,3.2,2,106.6,GodwCh00
54,Todd Gurley*+,LAR,24,RB,14,14,81,59,580,4,26,-7,-0.1,587,9.9,0.6,8,7.4,7,8.6,1,103.9,GurlTo01
55,Dion Lewis,TEN,28,rb,16,7,67,59,400,1,13,-77,-1.3,477,8.1,-1.1,8,7.4,2,3.0,1,90.3,LewiDi00
56,Demaryius Thomas,2TM,31,,15,15,89,59,677,5,36,400,6.8,277,4.7,10.2,2,29.5,6,6.7,,107.7,ThomDe03
57,Tyler Lockett,SEA,26,WR,16,14,70,57,965,10,37,752,13.2,213,3.7,13.6,0,,0,0.0,0,158.3,LockTy00
58,Zay Jones,BUF,23,WR,16,15,102,56,652,7,33,510,9.1,142,2.5,12.0,1,56.0,3,2.9,5,76.9,JoneZa00
59,David Njoku,CLE,22,TE,16,14,88,56,639,4,27,333,5.9,306,5.5,8.7,6,9.3,6,6.8,3,86.3,NjokDa00
60,James Conner*,PIT,23,RB,13,12,71,55,497,1,20,-51,-0.9,548,10.0,-0.3,5,11.0,4,5.6,0,100.5,ConnJa00
61,Jimmy Graham,GNB,32,TE,16,12,89,55,636,2,32,375,6.8,261,4.7,9.5,2,27.5,3,3.4,2,81.5,GrahJi00
62,D.J. Moore,CAR,21,WR,16,10,82,55,788,2,33,367,6.7,421,7.7,9.0,9,6.1,3,3.7,3,90.9,MoorD.00
63,Allen Robinson,CHI,25,WR,13,12,94,55,754,4,36,538,9.8,216,3.9,12.0,5,11.0,3,3.2,3,85.2,RobiAl02
64,T.J. Yeldon,JAX,25,rb,14,5,78,55,487,4,20,37,0.7,450,8.2,0.7,5,11.0,8,10.3,3,87.9,YeldT.00
65,Trey Burton,CHI,27,TE,16,16,76,54,569,6,29,379,7.0,190,3.5,8.2,1,54.0,3,3.9,2,107.8,BurtTr01
66,Michael Crabtree,BAL,31,WR,16,16,100,54,607,3,35,478,8.9,129,2.4,10.9,1,54.0,9,9.0,2,74.0,CrabMi00
67,Jordan Reed,WAS,28,TE,13,8,84,54,558,2,26,327,6.1,231,4.3,6.8,4,13.5,3,3.6,2,81.3,ReedJo02
68,Kenyan Drake,MIA,24,rb,16,7,73,53,477,5,23,54,1.0,423,8.0,2.2,2,26.5,6,8.2,0,112.6,DrakKe00
69,Chester Rogers,IND,24,WR,16,10,72,53,485,2,28,227,4.3,258,4.9,6.3,1,53.0,5,6.9,1,95.0,RogeCh02
70,Robby Anderson,NYJ,25,WR,14,9,94,50,752,6,30,567,11.3,185,3.7,15.7,1,50.0,2,2.1,4,83.3,AndeRo04
71,Doug Baldwin,SEA,30,WR,13,13,73,50,618,5,32,462,9.2,156,3.1,11.4,4,12.5,3,4.1,1,111.6,BaldDo00
72,Melvin Gordon*,LAC,25,RB,12,12,66,50,490,4,21,-47,-0.9,537,10.7,-0.3,10,5.0,6,9.1,1,110.0,GordMe00
73,David Johnson,ARI,27,RB,16,16,76,50,446,3,22,61,1.2,385,7.7,0.8,5,10.0,8,10.5,2,83.6,JohnDa08
74,Vance McDonald,PIT,28,TE,15,14,72,50,610,4,33,223,4.5,387,7.7,5.3,10,5.0,4,5.6,1,108.0,McDoVa00
75,Donte Moncrief,JAX,25,WR,16,14,89,48,668,3,28,416,8.7,252,5.3,12.9,3,16.0,4,4.5,1,84.9,MoncDo00
76,Rob Gronkowski,NWE,29,TE,13,11,72,47,682,3,34,500,10.6,182,3.9,12.4,1,47.0,3,4.2,2,98.3,GronRo00
77,Duke Johnson,CLE,25,,16,2,62,47,429,3,25,55,1.2,374,8.0,2.5,4,11.8,3,4.8,1,103.5,JohnDu00
78,A.J. Green,CIN,30,WR,9,9,77,46,694,6,37,531,11.5,163,3.5,12.4,1,46.0,5,6.5,2,104.6,GreeA.00
79,Evan Engram,NYG,24,TE,11,8,64,45,577,3,22,189,4.2,388,8.6,5.3,1,45.0,3,4.7,0,113.9,EngrEv00
80,Seth Roberts,OAK,27,WR,15,7,64,45,494,2,24,283,6.3,211,4.7,8.9,2,22.5,4,6.3,0,103.3,RobeSe00
81,Josh Doctson,WAS,26,WR,15,12,78,44,532,2,31,400,9.1,132,3.0,14.5,2,22.0,3,3.8,5,59.3,DoctJo00
82,Devin Funchess,CAR,24,WR,14,12,79,44,549,4,35,473,10.8,76,1.7,12.8,2,22.0,7,8.9,5,68.0,FuncDe00
83,Antonio Callaway,CLE,21,WR,16,11,79,43,586,5,27,350,8.1,236,5.5,13.8,3,14.3,6,7.6,5,73.1,CallAn00
84,Christian Kirk,ARI,22,WR,12,7,68,43,590,3,21,365,8.5,225,5.2,9.6,1,43.0,4,5.9,4,81.1,KirkCh01
85,Joe Mixon,CIN,22,B,14,13,55,43,296,1,14,-37,-0.9,333,7.7,0.1,2,21.5,2,3.6,1,87.6,MixoJo00
86,C.J. Uzomah,CIN,25,TE,16,15,64,43,439,3,21,237,5.5,202,4.7,6.7,4,10.8,2,3.1,0,102.3,UzomC.00
87,Mike Williams,LAC,24,wr,16,5,66,43,664,10,36,546,12.7,118,2.7,14.8,5,8.6,2,3.0,1,131.6,WillMi07
88,Jarius Wright,CAR,29,wr,16,6,59,43,447,1,24,249,5.8,198,4.6,6.2,5,8.6,3,5.1,1,93.0,WrigJa02
89,Kendrick Bourne,SFO,23,wr,16,8,66,42,487,4,30,340,8.1,147,3.5,8.2,4,10.5,5,7.6,2,93.4,BourKe00
90,John Brown,BAL,28,WR,16,15,97,42,715,5,28,559,13.3,156,3.7,16.3,1,42.0,6,6.2,2,77.5,BrowJo02
91,Courtland Sutton,DEN,23,wr,16,9,84,42,704,4,30,541,12.9,163,3.9,14.0,5,8.4,7,8.3,3,79.7,SuttCo00
92,Josh Gordon,2TM,27,,12,12,71,41,737,4,30,473,11.5,264,6.4,14.3,6,6.8,4,5.6,,112.2,GordJo02
93,DeSean Jackson,TAM,32,WR,12,10,74,41,774,4,31,593,14.5,181,4.4,19.2,1,41.0,2,2.7,7,70.4,JackDe00
94,Chris Thompson,WAS,28,,10,0,55,41,268,1,12,49,1.2,219,5.3,1.5,4,10.3,5,9.1,0,90.6,ThomCh03
95,Tyrell Williams,LAC,26,WR,16,10,65,41,653,5,30,458,11.2,195,4.8,12.3,0,,2,3.1,5,90.1,WillTy00
96,Dalvin Cook,MIN,23,RB,11,10,49,40,305,2,15,-68,-1.7,373,9.3,-1.8,6,6.7,4,8.2,0,106.2,CookDa01
97,Cooper Kupp,LAR,25,WR,8,8,55,40,566,6,25,263,6.6,303,7.6,8.4,2,20.0,1,1.8,1,134.4,KuppCo00
98,Sammy Watkins,KAN,25,WR,10,9,55,40,519,3,24,281,7.0,238,6.0,8.4,2,20.0,1,1.8,0,120.2,WatkSa00
99,Austin Ekeler,LAC,23,,14,3,53,39,404,3,18,-7,-0.2,411,10.5,0.8,7,5.6,2,3.8,0,114.0,EkelAu00
100,Chris Herndon,NYJ,22,TE,16,12,56,39,502,4,25,325,8.3,177,4.5,10.6,0,,1,1.8,2,106.4,HernCh00
101,Rashard Higgins,CLE,24,,13,1,53,39,572,4,27,426,10.9,146,3.7,11.1,1,39.0,3,5.7,2,117.8,HiggRa00
102,Curtis Samuel,CAR,22,WR,13,8,65,39,494,5,24,383,9.8,111,2.8,11.9,4,9.8,2,3.1,3,90.2,SamuCu00
103,Devontae Booker,DEN,26,,16,0,51,38,275,0,9,33,0.9,242,6.4,1.5,6,6.3,2,3.9,0,86.6,BookDe00
104,Randall Cobb,GNB,28,wr,9,6,61,38,383,2,18,150,3.9,233,6.1,8.3,3,12.7,4,6.6,0,91.1,CobbRa00
105,Keelan Cole,JAX,25,WR,16,11,70,38,491,1,25,355,9.3,136,3.6,9.9,1,38.0,7,10.0,2,69.4,ColeKe00
106,Quincy Enunwa,NYJ,26,WR,11,10,68,38,449,1,22,177,4.7,272,7.2,7.4,5,7.6,4,5.9,2,68.8,EnunQu00
107,Jacquizz Rodgers,TAM,28,,16,0,45,38,304,0,13,64,1.7,240,6.3,1.8,5,7.6,0,0.0,1,85.6,RodgJa00
108,Marquez Valdes-Scantling,GNB,24,WR,16,10,73,38,581,2,23,372,9.8,209,5.5,12.2,0,,5,6.8,0,87.8,ValdMa00
109,Jermaine Kearse,NYJ,28,,14,9,76,37,371,1,20,246,6.6,125,3.4,9.4,1,37.0,3,3.9,3,50.9,KearJe01
110,Kenny Stills,MIA,26,WR,15,15,64,37,553,6,27,422,11.4,131,3.5,16.3,1,37.0,3,4.7,3,98.0,StilKe00
111,Taywan Taylor,TEN,23,wr,13,5,56,37,466,1,19,305,8.2,161,4.4,13.1,4,9.3,3,5.4,1,90.3,TaylTa00
112,Ryan Switzer,PIT,24,,16,1,44,36,253,1,15,116,3.2,137,3.8,3.4,0,,2,4.5,0,98.2,SwitRy00
113,Ian Thomas,CAR,22,te,16,6,49,36,333,2,20,175,4.9,158,4.4,6.2,2,18.0,3,6.1,2,88.2,ThomIa00
114,Javorius Allen,BAL,27,,14,0,43,35,196,2,11,19,0.5,177,5.1,1.4,4,8.8,1,2.3,1,91.5,AlleJa01
115,Giovani Bernard,CIN,27,,12,4,48,35,218,0,8,-4,-0.1,222,6.3,0.0,2,17.5,2,4.2,0,81.8,BernGi00
116,Ryan Grant,IND,28,WR,14,10,52,35,334,1,18,241,6.9,93,2.7,9.1,3,11.7,4,7.7,1,83.3,GranRy01
117,Chris Hogan,NWE,31,wr,16,7,55,35,532,3,22,339,9.7,193,5.5,11.9,1,35.0,1,1.8,1,106.0,HogaCh00
118,Marvin Jones,DET,28,WR,9,9,62,35,508,5,27,407,11.6,101,2.9,14.6,2,17.5,3,4.8,2,96.7,JoneMa02
119,Phillip Lindsay*,DEN,24,RB,15,8,47,35,241,1,12,-57,-1.6,298,8.5,-0.9,1,35.0,4,8.5,0,92.6,LindPh00
120,Laquon Treadwell,MIN,23,WR,15,7,53,35,302,1,16,182,5.2,120,3.4,6.0,2,17.5,5,9.4,2,71.4,TreaLa00
121,Ben Watson,NOR,38,,16,4,46,35,400,2,21,313,8.9,87,2.5,10.2,1,35.0,3,6.5,1,107.2,WatsBe00
122,Mark Andrews,BAL,23,,16,3,50,34,552,3,28,359,10.6,193,5.7,10.8,1,34.0,3,6.0,0,124.7,AndrMa00
123,Mike Davis,SEA,25,,15,2,42,34,214,1,10,-21,-0.6,235,6.9,0.1,5,6.8,4,9.5,0,95.8,DaviMi01
124,O.J. Howard,TAM,24,TE,10,8,48,34,565,5,28,356,10.5,209,6.1,11.8,1,34.0,1,2.1,4,110.2,HowaO.00
125,LeSean McCoy,BUF,30,RB,14,13,46,34,238,0,10,-50,-1.5,288,8.5,-1.1,4,8.5,2,4.3,1,76.2,McCoLe01
126,Ricky Seals-Jones,ARI,23,te,15,5,69,34,343,1,14,246,7.2,97,2.9,9.9,1,34.0,5,7.2,3,50.6,SealRi00
127,Gerald Everett,LAR,24,,16,0,50,33,320,3,16,176,5.3,144,4.4,6.1,2,16.5,0,0.0,1,95.4,EverGe00
128,Michael Gallup,DAL,22,WR,16,8,68,33,507,2,21,334,10.1,173,5.2,14.1,0,,5,7.4,2,71.1,GallMi00
129,Dallas Goedert,PHI,23,TE,16,8,44,33,334,4,15,173,5.2,161,4.9,7.7,2,16.5,1,2.3,2,107.6,GoedDa00
130,Anthony Miller,CHI,24,,15,4,54,33,423,7,19,253,7.7,170,5.2,11.2,1,33.0,4,7.4,1,117.5,MillAn02
131,Tevin Coleman,ATL,25,RB,16,14,44,32,276,5,15,1,0.0,275,8.6,0.5,2,16.0,3,6.8,0,126.7,ColeTe01
132,Chris Conley,KAN,26,WR,16,13,52,32,334,5,18,194,6.1,140,4.4,8.4,2,16.0,4,7.7,1,104.2,ConlCh00
133,Phillip Dorsett,NWE,25,,16,2,42,32,290,3,14,190,5.9,100,3.1,10.5,2,16.0,1,2.4,3,88.4,DorsPh00
134,Will Fuller,HOU,24,WR,7,7,45,32,503,4,22,337,10.5,166,5.2,13.8,2,16.0,0,0.0,0,137.5,FullWi01
135,Kerryon Johnson,DET,21,rb,10,7,39,32,213,1,11,-54,-1.7,267,8.3,-0.6,4,8.0,0,0.0,0,98.0,JohnKe06
136,Bruce Ellington,2TM,27,,7,3,42,31,224,1,14,116,3.7,108,3.5,4.9,1,31.0,4,9.5,,93.7,ElliBr00
137,Jeff Heuerman,DEN,26,TE,11,10,48,31,281,2,14,131,4.2,150,4.8,5.0,3,10.3,3,6.3,2,76.8,HeueJe00
138,Cameron Brate,TAM,27,,16,2,49,30,289,6,18,238,7.9,51,1.7,8.3,1,30.0,3,6.1,2,100.3,BratCa00
139,DaeSean Hamilton,DEN,23,wr,14,5,45,30,243,2,16,181,6.0,62,2.1,8.9,1,30.0,1,2.2,1,85.7,HamiDa01
140,Jesse James,PIT,24,te,16,7,39,30,423,2,17,238,7.9,185,6.2,7.7,0,,3,7.7,1,117.8,JameJe00
141,Kyle Juszczyk*,SFO,27,FB,16,14,41,30,324,1,15,149,5.0,175,5.8,4.3,0,,2,4.9,0,104.1,JuszKy00
142,Jamison Crowder,WAS,25,WR,9,7,49,29,388,2,15,177,6.1,211,7.3,9.3,0,,4,8.2,1,89.5,CrowJa00
143,Josh Reynolds,LAR,23,wr,16,8,53,29,402,5,23,273,9.4,129,4.4,12.4,1,29.0,2,3.8,4,79.3,ReynJo00
144,Nick Vannett,SEA,25,TE,15,9,43,29,269,3,17,131,4.5,138,4.8,6.2,0,,1,2.3,0,107.6,VannNi00
145,Keke Coutee,HOU,21,,6,2,41,28,287,1,13,77,2.8,210,7.5,5.1,1,28.0,3,7.3,2,76.0,CoutKe00
146,Antonio Gates,LAC,38,,16,1,45,28,333,2,19,207,7.4,126,4.5,7.9,2,14.0,0,0.0,1,90.3,GateAn00
147,Maurice Harris,WAS,26,WR,12,7,47,28,304,0,12,204,7.3,100,3.6,9.9,0,,1,2.1,3,52.1,HarrMa05
148,Dontrelle Inman,IND,29,,9,4,39,28,304,3,16,246,8.8,58,2.1,10.3,1,28.0,1,2.6,0,120.0,InmaDo00
149,Wendell Smallwood,PHI,24,RB,16,6,35,28,230,2,9,4,0.1,226,8.1,0.3,1,28.0,2,5.7,0,113.1,SmalWe00
150,Tre'Quan Smith,NOR,22,WR,15,7,44,28,427,5,23,311,11.1,116,4.1,11.8,2,14.0,3,6.8,0,133.4,SmitTr03
151,Matt Breida,SFO,23,RB,14,13,31,27,261,2,12,26,1.0,235,8.7,2.2,3,9.0,0,0.0,0,123.3,BreiMa00
152,Robert Foster,BUF,24,,13,3,44,27,541,3,20,374,13.9,167,6.2,20.7,0,,3,6.8,0,127.2,FostRo01
153,Blake Jarwin,DAL,24,,16,4,36,27,307,3,16,197,7.3,110,4.1,8.3,2,13.5,2,5.6,2,104.7,JarwBl00
154,Greg Olsen,CAR,33,TE,9,9,38,27,291,4,18,207,7.7,84,3.1,8.9,1,27.0,1,2.6,0,128.3,OlseGr00
155,Zach Pascal,IND,24,,16,4,46,27,268,2,15,187,6.9,81,3.0,9.5,1,27.0,4,8.7,2,71.6,PascZa00
156,Dante Pettis,SFO,23,wr,12,7,45,27,467,5,19,262,9.7,205,7.6,11.1,4,6.8,2,4.4,2,113.8,PettDa00
157,Ito Smith,ATL,23,,14,0,32,27,152,0,9,-8,-0.3,160,5.9,-0.3,5,5.4,1,3.1,0,86.5,SmitIt00
158,Jamaal Williams,GNB,23,rb,16,8,41,27,210,0,11,-13,-0.5,223,8.3,0.8,2,13.5,0,0.0,0,78.3,WillJa06
159,Jack Doyle,IND,28,te,6,6,33,26,245,2,14,137,5.3,108,4.2,5.4,0,,0,0.0,1,105.2,DoylJa00
160,Kareem Hunt,KAN,23,RB,11,11,35,26,378,7,16,40,1.5,338,13.0,1.9,8,3.3,3,8.6,0,148.6,HuntKa00
161,Aaron Jones,GNB,24,RB,12,8,35,26,206,1,12,-15,-0.6,221,8.5,0.3,2,13.0,4,11.4,0,98.0,JoneAa00
162,David Moore,SEA,23,WR,16,7,53,26,445,5,19,352,13.5,93,3.6,15.9,0,,3,5.7,2,93.7,MoorDa03
163,Jaylen Samuels,PIT,22,,14,3,29,26,199,3,10,-16,-0.6,215,8.3,0.1,6,4.3,0,0.0,0,129.7,SamuJa00
164,Tajae Sharpe,TEN,24,WR,16,13,47,26,316,2,22,242,9.3,74,2.8,10.9,0,,1,2.1,3,63.8,SharTa00
165,Geoff Swaim,DAL,25,TE,9,9,32,26,242,1,11,78,3.0,164,6.3,4.3,1,26.0,0,0.0,0,108.6,SwaiGe00
166,Trent Taylor,SFO,24,,14,0,41,26,215,1,11,114,4.4,101,3.9,5.8,1,26.0,2,4.9,2,64.6,TaylTr02
167,Albert Wilson,MIA,26,,7,3,35,26,391,4,11,56,2.2,335,12.9,7.0,3,8.7,1,2.9,2,124.8,WilsAl02
168,Kelvin Benjamin,2TM,27,,15,10,67,25,380,1,16,316,12.6,64,2.6,15.6,0,,2,3.0,,61.8,BenjKe00
169,Vernon Davis,WAS,34,te,14,8,36,25,367,2,15,192,7.7,175,7.0,11.4,1,25.0,3,8.3,1,109.4,DaviVe00
170,Rhett Ellison,NYG,30,TE,14,12,34,25,272,1,13,142,5.7,130,5.2,6.3,1,25.0,2,5.9,0,106.5,ElliRh00
171,Lamar Miller*,HOU,27,RB,14,14,35,25,163,1,8,-8,-0.3,171,6.8,0.7,1,25.0,2,5.7,2,66.7,MillLa01
172,Ty Montgomery,2TM,25,,13,0,40,25,235,0,7,22,0.9,213,8.5,1.7,1,25.0,2,5.0,,78.6,MontTy01
173,Pierre Garcon,SFO,32,WR,8,8,46,24,286,1,14,188,7.8,98,4.1,8.8,2,12.0,3,6.5,1,69.7,GarcPi00
174,Ryan Griffin,HOU,28,TE,14,11,43,24,305,0,15,155,6.5,150,6.3,7.5,1,24.0,4,9.3,1,68.5,GrifRy00
175,Tyler Higbee,LAR,25,TE,16,16,34,24,292,2,16,155,6.5,137,5.7,6.7,3,8.0,1,2.9,0,116.3,HigbTy00
176,Matt LaCosse,DEN,26,te,15,5,37,24,250,1,11,102,4.3,148,6.2,5.5,0,,1,2.7,1,82.0,LaCoMa00
177,James O'Shaughnessy,JAX,26,TE,14,9,38,24,214,0,10,92,3.8,122,5.1,6.0,2,12.0,1,2.6,2,56.2,O'ShJa00
178,DeVante Parker,MIA,25,WR,11,7,47,24,309,1,14,215,9.0,94,3.9,12.9,2,12.0,2,4.3,1,70.3,ParkDe01
179,Nick Boyle,BAL,25,TE,16,13,37,23,213,0,10,73,3.2,140,6.1,3.2,0,,2,5.4,1,66.6,BoylNi00
180,Marquise Goodwin,SFO,28,WR,11,8,43,23,395,4,19,269,11.7,126,5.5,13.4,1,23.0,3,7.0,4,77.2,GoodMa00
181,Tim Patrick,DEN,25,,16,4,41,23,315,1,15,203,8.8,112,4.9,10.2,2,11.5,4,9.8,1,78.8,PatrTi00
182,Damien Williams,KAN,26,,16,3,24,23,160,2,9,-48,-2.1,208,9.0,-1.8,1,23.0,0,0.0,0,122.2,WillDa05
183,DeAndre Carter,2TM,25,,14,4,25,22,216,0,10,66,3.0,150,6.8,3.4,1,22.0,0,0.0,,102.7,CartDe02
184,Corey Clement,PHI,24,,11,0,25,22,192,0,10,-72,-3.3,264,12.0,-1.2,4,5.5,0,0.0,0,98.7,ClemCo00
185,Jason Croom,BUF,24,,15,3,35,22,259,1,10,122,5.5,137,6.2,7.6,2,11.0,1,2.9,2,71.0,CrooJa00
186,Leonard Fournette,JAX,23,RB,8,8,26,22,185,1,10,-28,-1.3,213,9.7,-0.5,0,,2,7.7,0,109.1,FourLe00
187,Mike Gesicki,MIA,23,te,16,7,32,22,202,0,9,106,4.8,96,4.4,8.6,1,22.0,0,0.0,1,72.7,GesiMi00
