Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Lng,Y/Tgt,R/G,Y/G,Fmb,Player-additional
211,Justin Jackson,LAC,25,rb,14,2,25,22,88.0%,178,8.1,0,8,25,7.1,1.6,12.7,1,JackJu01
212,Harrison Bryant,CLE,23,te,16,3,28,21,75.0%,233,11.1,3,14,41,8.3,1.3,14.6,0,BryaHa00
213,DeeJay Dallas,SEA,23,,17,0,23,21,91.3%,133,6.3,0,4,29,5.8,1.2,7.8,1,DallDe00
214,Will Dissly,SEA,25,TE,15,14,26,21,80.8%,231,11.0,1,11,39,8.9,1.4,15.4,1,DissWi00
215,Sony Michel,LAR,26,rb,17,7,33,21,63.6%,128,6.1,1,6,24,3.9,1.2,7.5,1,MichSo00
216,Chris Moore,HOU,28,wr,12,1,22,21,95.5%,227,10.8,2,6,67,10.3,1.8,18.9,0,MoorCh00
217,John Bates,WAS,24,te,17,8,25,20,80.0%,249,12.5,1,11,32,10.0,1.2,14.6,1,BateJo00
218,Nick Chubb*,CLE,26,RB,14,14,25,20,80.0%,174,8.7,1,9,40,7.0,1.4,12.4,2,ChubNi00
219,Marquise Goodwin,CHI,31,wr,14,2,40,20,50.0%,313,15.7,1,12,50,7.8,1.4,22.4,1,GoodMa00
220,DeSean Jackson,2TM,35,,16,4,34,20,58.8%,454,22.7,2,12,75,13.4,1.3,28.4,1,JackDe00
221,Brevin Jordan,HOU,21,te,9,2,28,20,71.4%,178,8.9,3,10,27,6.4,2.2,19.8,0,JordBr00
222,Isaiah McKenzie,BUF,26,wr,15,2,26,20,76.9%,178,8.9,1,13,28,6.8,1.3,11.9,2,McKeIs00
223,Donald Parham,LAC,24,te,14,9,27,20,74.1%,190,9.5,3,13,22,7.0,1.4,13.6,0,ParhDo00
224,Tommy Tremble,CAR,21,TE,16,11,35,20,57.1%,180,9.0,1,10,30,5.1,1.3,11.3,0,TremTo00
225,Clyde Edwards-Helaire,KAN,22,rb,10,10,23,19,82.6%,129,6.8,2,8,29,5.6,1.9,12.9,2,EdwaCl00
226,Zach Gentry,PIT,25,TE,17,12,25,19,76.0%,167,8.8,0,11,25,6.7,1.1,9.8,0,GentZa00
227,Dontrell Hilliard,TEN,26,rb,8,5,26,19,73.1%,87,4.6,0,7,28,3.3,2.4,10.9,2,HillDo00
228,D'Ernest Johnson,CLE,25,rb,17,2,25,19,76.0%,137,7.2,0,7,18,5.5,1.1,8.1,1,JohnDE04
229,Elijah Mitchell,SFO,23,rb,11,10,20,19,95.0%,137,7.2,1,6,14,6.9,1.7,12.5,0,MitcEl00
230,Antoine Wesley,ARI,24,wr,15,4,32,19,59.4%,208,10.9,3,9,33,6.5,1.3,13.9,0,WeslAn01
231,Demetric Felton,CLE,23,rb,16,2,21,18,85.7%,181,10.1,2,10,33,8.6,1.1,11.3,4,FeltDe00
232,Damien Harris,NWE,24,RB,15,15,21,18,85.7%,132,7.3,0,4,21,6.3,1.2,8.8,2,HarrDa06
233,Derrick Henry,TEN,27,rb,8,8,20,18,90.0%,154,8.6,0,7,16,7.7,2.3,19.3,1,HenrDe00
234,Ian Thomas,CAR,25,TE,17,13,30,18,60.0%,188,10.4,0,6,41,6.3,1.1,11.1,0,ThomIa00
235,Logan Thomas,WAS,30,te,6,6,25,18,72.0%,196,10.9,3,10,35,7.8,3.0,32.7,1,ThomLo00
236,Robert Tonyan,GNB,27,te,8,5,29,18,62.1%,204,11.3,2,10,33,7.0,2.3,25.5,0,TonyRo00
237,Brandon Zylstra,CAR,28,wr,13,3,25,18,72.0%,250,13.9,1,10,55,10.0,1.4,19.2,0,ZylsBr00
238,C.J. Ham,MIN,28,fb,17,8,18,17,94.4%,125,7.4,0,6,27,6.9,1.0,7.4,0,HamxC.00
239,Terrace Marshall Jr.,CAR,21,wr,13,3,30,17,56.7%,138,8.1,0,7,23,4.6,1.3,10.6,0,MarsTe00
240,Stephen Anderson,LAC,28,te,17,4,19,16,84.2%,165,10.3,1,9,34,8.7,0.9,9.7,0,AndeSt01
241,Noah Brown,DAL,25,wr,13,1,25,16,64.0%,184,11.5,0,6,27,7.4,1.2,14.2,0,BrowNo00
242,Travis Homer,SEA,23,,14,0,20,16,80.0%,161,10.1,0,8,31,8.1,1.1,11.5,0,HomeTr00
243,Tyler Kroft,NYJ,29,te,9,6,25,16,64.0%,173,10.8,1,9,26,6.9,1.8,19.2,0,KrofTy00
244,Ty Montgomery,NOR,28,wr,14,3,26,16,61.5%,95,5.9,0,5,21,3.7,1.1,6.8,0,MontTy01
245,James Proche,BAL,25,,14,0,20,16,80.0%,202,12.6,0,10,32,10.1,1.1,14.4,0,ProcJa00
246,Damien Williams,CHI,29,rb,12,2,23,16,69.6%,103,6.4,1,3,23,4.5,1.3,8.6,0,WillDa05
247,Maxx Williams,ARI,27,te,5,5,17,16,94.1%,193,12.1,1,9,34,11.4,3.2,38.6,0,WillMa04
248,Quintez Cephus,DET,23,wr,5,3,22,15,68.2%,204,13.6,2,9,46,9.3,3.0,40.8,0,CephQu00
249,Chris Evans,CIN,24,rb,14,1,17,15,88.2%,151,10.1,2,6,24,8.9,1.1,10.8,0,EvanCh02
250,Kendall Hinton,DEN,24,wr,16,1,23,15,65.2%,175,11.7,1,10,40,7.6,0.9,10.9,0,HintKe00
251,Mohamed Sanu,SFO,32,,8,0,24,15,62.5%,177,11.8,0,12,21,7.4,1.9,22.1,0,SanuMo00
252,Cam Sims,WAS,25,wr,14,3,23,15,65.2%,211,14.1,2,11,43,9.2,1.1,15.1,0,SimsCa00
253,JuJu Smith-Schuster,PIT,25,,5,5,28,15,53.6%,129,8.6,0,6,24,4.6,3.0,25.8,0,SmitJu00
254,Jimmy Graham,CHI,35,te,15,6,23,14,60.9%,167,11.9,3,10,28,7.3,0.9,11.1,0,GrahJi00
255,Khalil Herbert,CHI,23,rb,17,2,16,14,87.5%,96,6.9,0,6,20,6.0,0.8,5.6,1,HerbKh00
256,Mack Hollins,MIA,28,wr,17,3,28,14,50.0%,223,15.9,4,11,65,8.0,0.8,13.1,0,HollMa00
257,O.J. Howard,TAM,27,te,17,9,21,14,66.7%,135,9.6,1,10,21,6.4,0.8,7.9,0,HowaO.00
258,MyCole Pruitt,TEN,29,te,16,9,18,14,77.8%,145,10.4,3,10,22,8.1,0.9,9.1,0,PruiMy00
259,Rhamondre Stevenson,NWE,23,rb,12,2,18,14,77.8%,123,8.8,0,3,41,6.8,1.2,10.3,2,StevRh00
260,Ashton Dulin,IND,24,wr,17,1,22,13,59.1%,173,13.3,2,9,62,7.9,0.8,10.2,0,DuliAs00
261,KhaDarel Hodge,DET,26,wr,16,1,27,13,48.1%,157,12.1,0,7,42,5.8,0.8,9.8,0,HodgKh00
262,Lil'Jordan Humphrey,NOR,23,wr,10,4,18,13,72.2%,249,19.2,2,9,56,13.8,1.3,24.9,0,HumpLi01
263,Juwan Johnson,NOR,25,te,14,2,22,13,59.1%,159,12.2,4,12,27,7.2,0.9,11.4,0,JohnJu02
264,Jerick McKinnon,KAN,29,,13,0,20,13,65.0%,107,8.2,1,6,14,5.4,1.0,8.2,0,McKiJe00
265,Dare Ogunbowale,JAX,27,rb,17,2,21,13,61.9%,114,8.8,1,3,28,5.4,0.8,6.7,0,OgunDa00
266,Boston Scott,PHI,26,rb,16,4,16,13,81.3%,83,6.4,0,3,19,5.2,0.8,5.2,1,ScotBo02
267,Salvon Ahmed,MIA,23,,12,0,19,12,63.2%,117,9.8,0,4,18,6.2,1.0,9.8,0,AhmeSa01
268,Dyami Brown,WAS,22,wr,15,6,25,12,48.0%,165,13.8,0,6,48,6.6,0.8,11.0,0,BrowDy00
269,Eric Ebron,PIT,28,,8,3,18,12,66.7%,84,7.0,1,6,19,4.7,1.5,10.5,0,EbroEr00
270,Isaiah Ford,MIA,25,wr,13,2,17,12,70.6%,161,13.4,2,7,52,9.5,0.9,12.4,0,FordIs00
271,N'Keal Harry,NWE,24,wr,12,4,22,12,54.5%,184,15.3,0,7,43,8.4,1.0,15.3,1,HarrNK00
272,Carlos Hyde,JAX,31,,12,2,21,12,57.1%,65,5.4,0,1,9,3.1,1.0,5.4,2,HydeCa00
273,Jalen Richard,LVR,28,,10,0,14,12,85.7%,72,6.0,0,4,19,5.1,1.2,7.2,0,RichJa01
274,Adam Shaheen,MIA,27,te,12,7,16,12,75.0%,110,9.2,0,5,21,6.9,1.0,9.2,0,ShahAd00
275,Malik Turner,DAL,25,,14,0,16,12,75.0%,149,12.4,3,8,61,9.3,0.9,10.6,0,TurnMa00
276,James White,NWE,29,,3,0,14,12,85.7%,94,7.8,0,5,28,6.7,4.0,31.3,0,WhitJa02
277,Brock Wright,DET,23,te,10,5,17,12,70.6%,117,9.8,2,6,36,6.9,1.2,11.7,0,WrigBr01
278,Tevin Coleman,NYJ,28,rb,11,5,16,11,68.8%,49,4.5,0,2,11,3.1,1.0,4.5,0,ColeTe01
279,Kylen Granson,IND,23,,17,0,15,11,73.3%,106,9.6,0,4,27,7.1,0.6,6.2,0,GranKy00
280,Jakeem Grant*,2TM,29,,15,0,17,11,64.7%,132,12.0,2,7,46,7.8,0.7,8.8,3,GranJa00
281,Blake Jarwin,DAL,27,,8,5,17,11,64.7%,96,8.7,2,5,20,5.6,1.4,12.0,0,JarwBl00
282,Collin Johnson,NYG,24,wr,12,1,21,11,52.4%,105,9.5,0,6,16,5.0,0.9,8.8,0,JohnCo01
283,Breshad Perriman,TAM,28,,6,0,18,11,61.1%,167,15.2,1,5,58,9.3,1.8,27.8,0,PerrBr02
284,John Ross,NYG,26,wr,10,1,20,11,55.0%,224,20.4,1,8,51,11.2,1.1,22.4,1,RossJo00
285,Drew Sample,CIN,25,te,17,8,15,11,73.3%,81,7.4,0,3,19,5.4,0.6,4.8,0,SampDr00
286,Ben Skowronek,LAR,24,wr,14,1,20,11,55.0%,133,12.1,0,7,35,6.7,0.8,9.5,0,SkowBe00
287,Peyton Barber,LVR,27,rb,10,1,13,10,76.9%,67,6.7,0,3,23,5.2,1.0,6.7,2,BarbPe01
288,Trinity Benson,DET,24,wr,8,2,22,10,45.5%,103,10.3,0,4,24,4.7,1.3,12.9,0,BensTr00
289,Parris Campbell,IND,24,wr,6,3,20,10,50.0%,162,16.2,1,7,51,8.1,1.7,27.0,0,CampPa00
290,D'Wayne Eskridge,SEA,24,,10,0,20,10,50.0%,64,6.4,1,4,17,3.2,1.0,6.4,0,EskrDW00
291,Royce Freeman,2TM,25,,15,0,16,10,62.5%,77,7.7,0,4,12,4.8,0.7,5.1,0,FreeRo00
292,Cyril Grayson,TAM,28,wr,5,3,12,10,83.3%,212,21.2,2,8,62,17.7,2.0,42.4,0,GrayCy01
293,Alec Ingold,LVR,25,fb,9,3,12,10,83.3%,85,8.5,1,4,29,7.1,1.1,9.4,0,IngoAl01
294,Ronald Jones II,TAM,24,rb,16,3,13,10,76.9%,64,6.4,0,2,15,4.9,0.6,4.0,2,JoneRo01
295,Latavius Murray,BAL,31,rb,14,6,13,10,76.9%,75,7.5,0,2,18,5.8,0.7,5.4,0,MurrLa00
296,Jaret Patterson,WAS,22,rb,17,1,11,10,90.9%,73,7.3,0,5,12,6.6,0.6,4.3,1,PattJa01
297,Dante Pettis,NYG,26,,3,0,16,10,62.5%,87,8.7,1,5,27,5.4,3.3,29.0,1,PettDa00
298,Anthony Schwartz,CLE,21,wr,14,2,23,10,43.5%,135,13.5,1,6,44,5.9,0.7,9.6,0,SchwAn00
299,Dede Westbrook,MIN,28,,15,0,15,10,66.7%,68,6.8,0,3,17,4.5,0.7,4.5,2,WestDe00
300,Blake Bell,KAN,30,te,16,5,13,9,69.2%,87,9.7,0,4,24,6.7,0.6,5.4,0,BellBl00
301,Alex Collins,SEA,27,rb,11,6,10,9,90.0%,87,9.7,0,3,28,8.7,0.8,7.9,1,CollAl00
302,D'Onta Foreman,TEN,25,rb,9,3,11,9,81.8%,123,13.7,0,6,39,11.2,1.0,13.7,2,ForeDO00
303,Jacob Hollister,JAX,28,te,7,2,14,9,64.3%,55,6.1,1,2,11,3.9,1.3,7.9,0,HollJa03
304,Marcus Johnson,TEN,27,wr,7,3,19,9,47.4%,160,17.8,0,7,50,8.4,1.3,22.9,0,JohnMa07
305,Dax Milne,WAS,22,wr,13,1,14,9,64.3%,83,9.2,0,4,22,5.9,0.7,6.4,1,MilnDa00
306,Josh Oliver,BAL,24,te,14,1,15,9,60.0%,66,7.3,0,4,19,4.4,0.6,4.7,1,OlivJo00
307,Elijhaa Penny,NYG,28,rb,17,3,13,9,69.2%,30,3.3,1,4,16,2.3,0.5,1.8,0,PennEl00
308,Trent Sherfield,SFO,25,wr,17,1,20,9,45.0%,87,9.7,1,7,18,4.4,0.5,5.1,0,SherTr00
309,Keith Smith,ATL,29,fb,17,8,10,9,90.0%,56,6.2,0,3,11,5.6,0.5,3.3,0,SmitKe03
310,Lee Smith,ATL,34,,16,6,11,9,81.8%,65,7.2,1,3,22,5.9,0.6,4.1,0,SmitLe00
311,Equanimeous St. Brown,GNB,25,wr,13,2,17,9,52.9%,98,10.9,0,6,26,5.8,0.7,7.5,0,St.BEq00
312,Tommy Sweeney,BUF,26,te,13,3,12,9,75.0%,44,4.9,1,3,13,3.7,0.7,3.4,1,SweeTo00
313,Nick Vannett,NOR,28,te,7,2,15,9,60.0%,133,14.8,1,7,30,8.9,1.3,19.0,0,VannNi00
314,Ty'Son Williams,BAL,25,rb,13,3,12,9,75.0%,84,9.3,0,4,21,7.0,0.7,6.5,1,WillTy01
315,Derrick Gore,KAN,27,,11,0,9,8,88.9%,105,13.1,0,3,50,11.7,0.7,9.5,0,GoreDe00
316,Denzel Mims,NYJ,24,wr,11,3,23,8,34.8%,133,16.6,0,5,40,5.8,0.7,12.1,0,MimsDe00
317,Patrick Ricard*,BAL,27,FB,13,11,13,8,61.5%,63,7.9,1,3,22,4.8,0.6,4.8,0,RicaPa00
318,Eric Saubert,DEN,27,te,17,4,12,8,66.7%,47,5.9,1,2,11,3.9,0.5,2.8,0,SaubEr00
319,Jeff Smith,NYJ,24,wr,12,3,17,8,47.1%,113,14.1,0,6,35,6.6,0.7,9.4,0,SmitJe03
320,Juwann Winfree,GNB,25,,7,0,13,8,61.5%,58,7.3,0,5,12,4.5,1.1,8.3,2,WinfJu00
321,Matt Breida,BUF,26,,9,0,9,7,77.8%,72,10.3,2,4,23,8.0,0.8,8.0,1,BreiMa00
322,DJ Chark,JAX,25,wr,4,4,22,7,31.8%,154,22.0,2,7,41,7.0,1.8,38.5,0,CharDJ00
323,Phillip Dorsett,3TM,28,,6,0,14,7,50.0%,110,15.7,0,3,36,7.9,1.2,18.3,0,DorsPh00
324,Luke Farrell,JAX,24,te,15,4,11,7,63.6%,56,8.0,0,3,21,5.1,0.5,3.7,1,FarrLu00
325,Noah Gray,KAN,22,te,16,1,10,7,70.0%,36,5.1,1,2,8,3.6,0.4,2.3,0,GrayNo00
326,Penny Hart,SEA,25,,17,0,12,7,58.3%,59,8.4,0,3,16,4.9,0.4,3.5,0,HartPe01
327,Godwin Igwebuike,DET,27,rb,17,1,10,7,70.0%,60,8.6,0,4,18,6.0,0.4,3.5,2,IgweGo00
328,Jesse James,CHI,27,te,14,9,8,7,87.5%,62,8.9,1,3,19,7.8,0.5,4.4,0,JameJe00
329,Craig Reynolds,DET,25,,5,2,8,7,87.5%,52,7.4,0,3,14,6.5,1.4,10.4,0,ReynCr00
330,Greg Ward,PHI,26,,17,0,11,7,63.6%,95,13.6,3,4,27,8.6,0.4,5.6,0,WardGr02
331,Jeff Wilson,SFO,26,rb,9,4,8,7,87.5%,31,4.4,0,1,11,3.9,0.8,3.4,1,WilsJe01
332,Eno Benjamin,ARI,22,,9,0,7,6,85.7%,42,7.0,0,4,12,6.0,0.7,4.7,0,BenjEn00
333,Chris Carson,SEA,27,rb,4,4,6,6,100.0%,29,4.8,0,1,16,4.8,1.5,7.3,1,CarsCh00
334,Corey Clement,DAL,27,,17,0,7,6,85.7%,29,4.8,1,1,8,4.1,0.4,1.7,0,ClemCo00
335,Jaelon Darden,TAM,22,,9,0,12,6,50.0%,43,7.2,0,1,29,3.6,0.7,4.8,0,DardJa00
336,Tom Kennedy,DET,25,,12,0,10,6,60.0%,54,9.0,0,2,15,5.4,0.5,4.5,0,KennTo01
337,Chris Manhertz,JAX,29,te,17,10,9,6,66.7%,71,11.8,1,4,22,7.9,0.4,4.2,0,ManhCh00
338,Tre' McKitty,LAC,22,te,11,4,8,6,75.0%,45,7.5,0,3,12,5.6,0.5,4.1,0,McKiTr00
339,Anthony Miller,2TM,27,,3,1,12,6,50.0%,25,4.2,1,3,10,2.1,2.0,8.3,0,MillAn02
340,Rashaad Penny,SEA,25,rb,10,6,8,6,75.0%,48,8.0,0,3,27,6.0,0.6,4.8,0,PennRa00
341,Curtis Samuel,WAS,25,wr,5,1,9,6,66.7%,27,4.5,0,4,10,3.0,1.2,5.4,0,SamuCu00
342,Shi Smith,CAR,23,,6,0,11,6,54.5%,104,17.3,0,3,63,9.5,1.0,17.3,0,SmitSh03
343,Kenny Stills,NOR,29,wr,13,4,23,6,26.1%,68,11.3,1,4,22,3.0,0.5,5.2,0,StilKe00
344,Preston Williams,MIA,24,wr,8,3,16,6,37.5%,71,11.8,0,3,34,4.4,0.8,8.9,0,WillPr01
345,Antony Auclair,HOU,28,TE,16,13,5,5,100.0%,47,9.4,1,2,15,9.4,0.3,2.9,0,AuclAn00
346,Le'Veon Bell,2TM,29,,8,0,7,5,71.4%,30,6.0,1,3,15,4.3,0.6,3.8,0,BellLe00
347,Dez Fitzpatrick,TEN,24,,4,0,8,5,62.5%,49,9.8,1,4,18,6.1,1.3,12.3,0,FitzDe00
348,Joe Fortson,KAN,26,,6,0,5,5,100.0%,47,9.4,2,3,27,9.4,0.8,7.8,0,FortJo01
349,Josh Gordon,KAN,30,wr,12,7,14,5,35.7%,32,6.4,1,3,11,2.3,0.4,2.7,0,GordJo02
350,KJ Hamler,DEN,22,wr,3,2,10,5,50.0%,74,14.8,0,4,28,7.4,1.7,24.7,0,HamlKJ00
351,Parker Hesse,ATL,26,te,8,1,6,5,83.3%,43,8.6,0,3,17,7.2,0.6,5.4,0,HessPa00
352,Tony Jones,NOR,24,rb,11,4,8,5,62.5%,29,5.8,0,2,19,3.6,0.5,2.6,0,JoneTo04
353,Joshua Kelley,LAC,24,,10,0,6,5,83.3%,38,7.6,0,1,17,6.3,0.5,3.8,1,KellJo01
354,Scott Miller,TAM,24,,9,0,9,5,55.6%,38,7.6,0,2,13,4.2,0.6,4.2,0,MillSc01
355,Colby Parkinson,SEA,22,te,14,1,8,5,62.5%,33,6.6,0,2,12,4.1,0.4,2.4,0,ParkCo02
356,Rodney Smith,CAR,25,,2,0,5,5,100.0%,48,9.6,0,2,17,9.6,2.5,24.0,0,SmitRo08
357,Ihmir Smith-Marsette,MIN,22,wr,8,1,6,5,83.3%,116,23.2,2,4,44,19.3,0.6,14.5,0,SmitIh00
358,Mike Thomas,CIN,27,wr,12,1,11,5,45.5%,52,10.4,0,3,19,4.7,0.4,4.3,0,ThomMi04
359,Cody White,PIT,23,,15,0,6,5,83.3%,33,6.6,0,3,11,5.5,0.3,2.2,0,WhitCo05
360,Charlie Woerner,SFO,24,te,17,3,6,5,83.3%,52,10.4,0,3,27,8.7,0.3,3.1,0,WoerCh00
361,Christian Blake,ATL,25,,16,0,9,4,44.4%,25,6.3,0,2,8,2.8,0.3,1.6,0,BlakCh00
362,Kendall Blanton,LAR,26,te,11,2,7,4,57.1%,37,9.3,0,2,23,5.3,0.4,3.4,1,BlanKe01
363,C.J. Board,NYG,28,wr,6,1,6,4,66.7%,51,12.8,0,3,38,8.5,0.7,8.5,0,BoarC.00
364,Ja'Marcus Bradley,CLE,25,,5,0,4,4,100.0%,64,16.0,0,2,37,16.0,0.8,12.8,0,BradJa01
365,Jason Cabinda,DET,25,fb,14,4,7,4,57.1%,16,4.0,1,2,6,2.3,0.3,1.1,0,CabiJa00
366,Pharoh Cooper,NYG,26,,8,0,11,4,36.4%,33,8.3,0,1,15,3.0,0.5,4.1,0,CoopPh00
367,Tyler Davis,GNB,24,,14,0,5,4,80.0%,35,8.8,0,1,22,7.0,0.3,2.5,0,DaviTy02
368,Ross Dwelley,SFO,26,te,17,2,5,4,80.0%,51,12.8,1,2,21,10.2,0.2,3.0,0,DwelRo00
369,Darren Fells,2TM,35,,9,5,5,4,80.0%,43,10.8,0,2,24,8.6,0.4,4.8,0,FellDa01
370,Will Fuller,MIA,27,,2,0,8,4,50.0%,26,6.5,0,3,10,3.3,2.0,13.0,0,FullWi01
371,Garrett Griffin,NOR,27,te,13,6,4,4,100.0%,39,9.8,0,2,14,9.8,0.3,3.0,1,GrifGa00
372,Chris Herndon,MIN,25,te,16,5,7,4,57.1%,40,10.0,1,4,17,5.7,0.3,2.5,0,HernCh00
373,Taysom Hill,NOR,31,qb,12,9,6,4,66.7%,52,13.0,0,4,15,8.7,0.3,4.3,2,HillTa00
374,Chris Hogan,NOR,34,,5,1,8,4,50.0%,41,10.3,1,2,16,5.1,0.8,8.2,0,HogaCh00
375,Cody Hollister,TEN,28,wr,3,1,7,4,57.1%,33,8.3,0,4,14,4.7,1.3,11.0,0,HollCo00
376,Jermar Jefferson,DET,21,,7,0,5,4,80.0%,23,5.8,0,2,11,4.6,0.6,3.3,0,JeffJe00
377,Duke Johnson,MIA,28,rb,5,4,5,4,80.0%,41,10.3,0,3,20,8.2,0.8,8.2,0,JohnDu00
378,Jakob Johnson,NWE,27,fb,17,6,5,4,80.0%,43,10.8,0,2,29,8.6,0.2,2.5,0,JohnJa12
379,Phillip Lindsay,2TM,27,,14,1,5,4,80.0%,45,11.3,1,1,22,9.0,0.3,3.2,0,LindPh00
380,Sean McKeon,DAL,24,te,9,2,6,4,66.7%,27,6.8,1,2,12,4.5,0.4,3.0,0,McKeSe01
381,Kene Nwangwu,MIN,23,,11,0,5,4,80.0%,9,2.3,0,0,6,1.8,0.4,0.8,0,NwanKe00
382,Qadree Ollison,ATL,25,,8,0,6,4,66.7%,12,3.0,0,1,8,2.0,0.5,1.5,1,OlliQa00
383,Adrian Peterson,2TM,36,,4,3,4,4,100.0%,8,2.0,0,0,5,2.0,1.0,2.0,1,PeteAd01
384,Amari Rodgers,GNB,22,wr,16,1,8,4,50.0%,45,11.3,0,2,19,5.6,0.3,2.8,2,RodgAm00
385,Wendell Smallwood,WAS,27,,3,0,5,4,80.0%,22,5.5,0,0,7,4.4,1.3,7.3,0,SmalWe00
386,Willie Snead,2TM,29,,9,0,8,4,50.0%,38,9.5,0,3,15,4.8,0.4,4.2,0,SneaWi00
387,Jack Stoll,PHI,23,te,16,5,5,4,80.0%,22,5.5,0,0,9,4.4,0.3,1.4,0,StolJa00
388,J.J. Taylor,NWE,23,,5,0,4,4,100.0%,8,2.0,0,0,5,2.0,0.8,1.6,1,TaylJJ01
389,Ke'Shawn Vaughn,TAM,24,rb,12,1,8,4,50.0%,26,6.5,0,1,8,3.3,0.3,2.2,0,VaugKe00
390,Kristian Wilkerson,NWE,24,wr,3,1,8,4,50.0%,42,10.5,2,2,20,5.3,1.3,14.0,0,WilkKr00
391,Jonathan Williams,WAS,27,,5,0,6,4,66.7%,28,7.0,0,2,19,4.7,0.8,5.6,0,WillJo07
392,Cam Akers,LAR,22,,1,0,3,3,100.0%,10,3.3,0,0,6,3.3,3.0,10.0,0,AkerCa00
393,Ryquell Armstead,JAX,25,,2,0,4,3,75.0%,16,5.3,0,1,9,4.0,1.5,8.0,0,ArmsRy00
394,Malcolm Brown,MIA,28,rb,7,3,5,3,60.0%,10,3.3,0,0,7,2.0,0.4,1.4,0,BrowMa03
395,Michael Burton,KAN,29,,16,0,3,3,100.0%,31,10.3,0,2,20,10.3,0.2,1.9,0,BurtMi00
396,Greg Dortch,ARI,23,wr,5,2,3,3,100.0%,15,5.0,0,0,10,5.0,0.6,3.0,0,DortGr01
397,Alex Erickson,CAR,29,,17,0,4,3,75.0%,55,18.3,0,2,25,13.8,0.2,3.2,0,EricAl01
398,Reggie Gilliam,BUF,24,fb,16,5,5,3,60.0%,23,7.7,0,0,8,4.6,0.2,1.4,0,GillRe00
399,Demetrius Harris,ARI,30,te,14,4,6,3,50.0%,10,3.3,0,0,7,1.7,0.2,0.7,0,HarrDe03
400,K.J. Hill,LAC,24,,6,0,3,3,100.0%,30,10.0,0,1,19,10.0,0.5,5.0,0,HillKJ00
401,Tommy Hudson,TEN,24,,5,0,6,3,50.0%,31,10.3,0,2,14,5.2,0.6,6.2,0,HudsTo00
402,Tyree Jackson,PHI,24,te,9,3,7,3,42.9%,22,7.3,1,2,13,3.1,0.3,2.4,0,JackTy01
403,Andy Janovich,CLE,28,fb,13,3,4,3,75.0%,9,3.0,0,1,3,2.3,0.2,0.7,0,JanoAn00
404,Keith Kirkwood,CAR,27,,3,0,7,3,42.9%,17,5.7,0,1,7,2.4,1.0,5.7,0,KirkKe00
405,Patrick Laird,MIA,26,,6,0,3,3,100.0%,17,5.7,0,2,10,5.7,0.5,2.8,0,LairPa00
406,D.J. Montgomery,NYJ,25,,3,0,6,3,50.0%,36,12.0,0,2,14,6.0,1.0,12.0,0,MontDJ01
407,Jason Moore,LAC,26,wr,2,1,4,3,75.0%,56,18.7,0,3,24,14.0,1.5,28.0,0,MoorJa02
408,Chris Myarick,NYG,26,te,8,3,6,3,50.0%,17,5.7,1,2,10,2.8,0.4,2.1,0,MyarCh00
409,Gabe Nabers,LAC,24,fb,10,1,3,3,100.0%,17,5.7,0,0,8,5.7,0.3,1.7,0,NabeGa00
410,Adam Prentice,NOR,24,fb,7,3,3,3,100.0%,16,5.3,0,1,10,5.3,0.4,2.3,0,PrenAd00
411,Jaylen Samuels,HOU,25,,3,0,4,3,75.0%,14,4.7,0,1,6,3.5,1.0,4.7,0,SamuJa00
412,Trey Sermon,SFO,22,rb,9,2,4,3,75.0%,26,8.7,0,1,23,6.5,0.3,2.9,0,SermTr00
413,Kaden Smith,NYG,24,,9,4,3,3,100.0%,33,11.0,0,1,21,11.0,0.3,3.7,0,SmitKa00
414,Jeremy Sprinkle,DAL,27,te,17,4,3,3,100.0%,31,10.3,0,2,11,10.3,0.2,1.8,0,SpriJe00
415,Auden Tate,CIN,24,,7,0,4,3,75.0%,39,13.0,1,3,18,9.8,0.4,5.6,0,TateAu00
416,Jonathan Ward,ARI,24,,13,0,4,3,75.0%,34,11.3,0,1,23,8.5,0.2,2.6,0,WardJo00
417,Derek Watt,PIT,29,fb,17,4,3,3,100.0%,15,5.0,0,0,9,5.0,0.2,0.9,0,WattDe00
418,Trevon Wesco,NYJ,26,te,12,7,5,3,60.0%,35,11.7,0,2,19,7.0,0.3,2.9,0,WescTr00
419,Mitchell Wilcox,CIN,25,te,15,1,5,3,60.0%,16,5.3,0,0,8,3.2,0.2,1.1,0,WilcMi01
420,Shane Zylstra,DET,25,,4,0,7,3,42.9%,34,11.3,0,2,16,4.9,0.8,8.5,0,ZylsSh00
421,JJ Arcega-Whiteside,PHI,25,wr,16,2,5,2,40.0%,36,18.0,0,2,23,7.2,0.1,2.3,0,ArceJJ00
422,Kalen Ballage,PIT,26,,17,0,7,2,28.6%,8,4.0,0,0,6,1.1,0.1,0.5,0,BallKa00
423,Cameron Batson,TEN,26,,4,0,5,2,40.0%,15,7.5,1,2,13,3.0,0.5,3.8,0,BatsCa00
424,Khari Blasingame,TEN,25,fb,11,3,2,2,100.0%,4,2.0,0,0,5,2.0,0.2,0.4,1,BlasKh00
425,Reggie Bonnafon,CAR,25,,4,0,2,2,100.0%,12,6.0,0,1,6,6.0,0.5,3.0,0,BonnRe00
