Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Lng,Y/Tgt,R/G,Y/G,Fmb,Player-additional
45,DeVonta Smith,PHI,23,WR,17,16,104,64,61.5%,916,14.3,5,43,46,8.8,3.8,53.9,1,SmitDe07
46,A.J. Brown,TEN,24,WR,13,13,105,63,60.0%,869,13.8,5,45,57,8.3,4.8,66.8,0,BrowAJ00
47,Laviska Shenault Jr.,JAX,23,wr,16,10,100,63,63.0%,619,9.8,0,30,58,6.2,3.9,38.7,1,ShenLa00
48,D'Andre Swift,DET,22,rb,13,4,78,62,79.5%,452,7.3,2,18,63,5.8,4.8,34.8,2,SwifDA00
49,Tyler Conklin,MIN,26,TE,17,15,87,61,70.1%,593,9.7,3,26,40,6.8,3.6,34.9,1,ConkTy00
50,Tyler Higbee,LAR,28,TE,15,15,85,61,71.8%,560,9.2,5,33,37,6.6,4.1,37.3,1,HigbTy00
51,T.J. Hockenson,DET,24,TE,12,12,84,61,72.6%,583,9.6,4,32,33,6.9,5.1,48.6,0,HockTJ00
52,Pat Freiermuth,PIT,23,te,16,9,79,60,75.9%,497,8.3,7,34,24,6.3,3.8,31.1,1,FreiPa00
53,Cole Kmet,CHI,22,TE,17,17,93,60,64.5%,612,10.2,0,29,25,6.6,3.5,36.0,0,KmetCo00
54,Chase Claypool,PIT,23,WR,15,13,105,59,56.2%,860,14.6,2,35,59,8.2,3.9,57.3,0,ClayCh01
55,Mecole Hardman,KAN,23,wr,17,8,83,59,71.1%,693,11.7,2,33,53,8.3,3.5,40.8,3,HardMe00
56,Courtland Sutton,DEN,26,WR,17,16,98,58,59.2%,776,13.4,2,35,55,7.9,3.4,45.6,0,SuttCo00
57,Brandon Aiyuk,SFO,23,WR,17,16,84,56,66.7%,826,14.8,5,37,43,9.8,3.3,48.6,2,AiyuBr00
58,Dallas Goedert,PHI,26,TE,15,14,76,56,73.7%,830,14.8,4,42,45,10.9,3.7,55.3,1,GoedDa00
59,Kendrick Bourne,NWE,26,wr,17,5,70,55,78.6%,800,14.5,5,27,75,11.4,3.2,47.1,1,BourKe00
60,Rob Gronkowski,TAM,32,TE,12,12,89,55,61.8%,802,14.6,6,34,42,9.0,4.6,66.8,0,GronRo00
61,Darren Waller,LVR,29,TE,11,11,93,55,59.1%,665,12.1,2,31,33,7.2,5.0,60.5,0,WallDa01
62,A.J. Green,ARI,33,wr,16,9,92,54,58.7%,848,15.7,3,37,42,9.2,3.4,53.0,0,GreeA.00
63,Josh Jacobs,LVR,23,RB,15,14,64,54,84.4%,348,6.4,0,14,29,5.4,3.6,23.2,2,JacoJo01
64,Rondale Moore,ARI,21,wr,14,7,64,54,84.4%,435,8.1,1,18,77,6.8,3.9,31.1,3,MoorRo02
65,Robby Anderson,CAR,28,WR,17,16,110,53,48.2%,519,9.8,5,27,57,4.7,3.1,30.5,0,AndeRo04
66,Tim Patrick,DEN,28,WR,16,16,85,53,62.4%,734,13.8,5,39,44,8.6,3.3,45.9,0,PatrTi00
67,Aaron Jones,GNB,27,RB,15,15,65,52,80.0%,391,7.5,6,22,26,6.0,3.5,26.1,2,JoneAa00
68,Jarvis Landry,CLE,29,,12,12,87,52,59.8%,570,11.0,2,30,38,6.6,4.3,47.5,3,LandJa00
69,Cordarrelle Patterson,ATL,30,RB,16,13,69,52,75.4%,548,10.5,5,26,64,7.9,3.3,34.3,2,PattCo00
70,Jamison Crowder,NYJ,28,wr,12,4,71,51,71.8%,447,8.8,2,24,29,6.3,4.3,37.3,1,CrowJa00
71,Hunter Henry,NWE,27,te,17,10,75,50,66.7%,603,12.1,9,34,35,8.0,2.9,35.5,0,HenrHu00
72,Van Jefferson,LAR,25,WR,17,17,89,50,56.2%,802,16.0,6,32,79,9.0,2.9,47.2,0,JeffVa00
73,K.J. Osborn,MIN,24,wr,17,9,82,50,61.0%,655,13.1,7,26,64,8.0,2.9,38.5,0,OsboKJ00
74,Myles Gaskin,MIA,24,rb,17,10,63,49,77.8%,234,4.8,4,13,24,3.7,2.9,13.8,2,GaskMy00
75,Dawson Knox,BUF,25,TE,15,14,71,49,69.0%,587,12.0,9,31,53,8.3,3.3,39.1,0,KnoxDa00
76,C.J. Uzomah,CIN,28,TE,16,16,63,49,77.8%,493,10.1,5,24,55,7.8,3.1,30.8,0,UzomC.00
77,Jared Cook,LAC,34,te,16,10,83,48,57.8%,564,11.8,4,31,42,6.8,3.0,35.3,0,CookJa02
78,Gerald Everett,SEA,27,,15,12,63,48,76.2%,478,10.0,4,26,41,7.6,3.2,31.9,2,EverGe00
79,Kalif Raymond,DET,27,WR,16,14,71,48,67.6%,576,12.0,4,28,75,8.1,3.0,36.0,0,RaymKa00
80,Ezekiel Elliott,DAL,26,RB,17,17,65,47,72.3%,287,6.1,2,17,21,4.4,2.8,16.9,1,ElliEz00
81,Zay Jones,LVR,26,wr,17,9,70,47,67.1%,546,11.6,1,29,43,7.8,2.8,32.1,1,JoneZa00
82,Alvin Kamara*,NOR,26,rb,13,10,67,47,70.1%,439,9.3,5,20,31,6.6,3.6,33.8,0,KamaAl00
83,Darrel Williams,KAN,26,rb,17,7,57,47,82.5%,452,9.6,2,19,38,7.9,2.8,26.6,0,WillDa10
84,Rashod Bateman,BAL,22,wr,12,4,68,46,67.6%,515,11.2,1,29,36,7.6,3.8,42.9,0,BateRa00
85,Braxton Berrios+,NYJ,26,wr,16,1,65,46,70.8%,431,9.4,2,21,46,6.6,2.9,26.9,1,BerrBr00
86,Marquez Callaway,NOR,23,WR,17,11,84,46,54.8%,698,15.2,6,32,58,8.3,2.7,41.1,0,CallMa01
87,Evan Engram,NYG,27,TE,15,12,73,46,63.0%,408,8.9,3,21,30,5.6,3.1,27.2,1,EngrEv00
88,Cedrick Wilson Jr.,DAL,26,wr,16,4,61,45,73.8%,602,13.4,6,27,73,9.9,2.8,37.6,3,WilsCe01
89,Robert Woods,LAR,29,wr,9,9,69,45,65.2%,556,12.4,4,34,28,8.1,5.0,61.8,0,WoodRo02
90,Odell Beckham Jr.,2TM,29,,14,13,82,44,53.7%,537,12.2,5,27,54,6.5,3.1,38.4,0,BeckOd00
91,Mike Davis,ATL,28,rb,17,8,58,44,75.9%,259,5.9,1,12,20,4.5,2.6,15.2,4,DaviMi01
92,Chase Edmonds,ARI,25,RB,12,11,53,43,81.1%,311,7.2,0,11,36,5.9,3.6,25.9,1,EdmoCh00
93,J.D. McKissic,WAS,28,rb,11,3,53,43,81.1%,397,9.2,2,15,56,7.5,3.9,36.1,0,McKiJ.00
94,Elijah Moore,NYJ,21,wr,11,6,77,43,55.8%,538,12.5,5,24,62,7.0,3.9,48.9,0,MoorEl00
95,Quez Watkins,PHI,23,WR,17,12,62,43,69.4%,647,15.0,1,25,91,10.4,2.5,38.1,0,WatkQu00
96,Javonte Williams,DEN,21,rb,17,1,53,43,81.1%,316,7.3,3,12,42,6.0,2.5,18.6,2,WillJa10
97,Antonio Brown,TAM,33,,7,3,62,42,67.7%,545,13.0,4,29,62,8.8,6.0,77.9,0,BrowAn04
98,Antonio Gibson,WAS,23,RB,16,14,52,42,80.8%,294,7.0,3,12,73,5.7,2.6,18.4,6,GibsAn00
99,DeAndre Hopkins,ARI,29,wr,10,10,64,42,65.6%,572,13.6,8,32,55,8.9,4.2,57.2,0,HopkDe00
100,Joe Mixon*,CIN,25,RB,16,16,48,42,87.5%,314,7.5,3,11,52,6.5,2.6,19.6,2,MixoJo00
101,David Montgomery,CHI,24,RB,13,13,51,42,82.4%,301,7.2,0,18,16,5.9,3.2,23.2,1,MontDa01
102,Byron Pringle,KAN,28,wr,17,5,60,42,70.0%,568,13.5,5,32,40,9.5,2.5,33.4,2,PrinBy00
103,Emmanuel Sanders,BUF,34,WR,14,13,72,42,58.3%,626,14.9,4,31,41,8.7,3.0,44.7,0,SandEm00
104,Saquon Barkley,NYG,24,RB,13,13,57,41,71.9%,263,6.4,2,13,54,4.6,3.2,20.2,2,BarkSa00
105,Brandon Bolden,NWE,31,rb,17,1,49,41,83.7%,405,9.9,2,21,28,8.3,2.4,23.8,1,BoldBr00
106,Adam Humphries,WAS,28,WR,17,11,62,41,66.1%,383,9.3,0,23,27,6.2,2.4,22.5,0,HumpAd00
107,Devontae Booker,NYG,29,,16,4,45,40,88.9%,268,6.7,1,11,41,6.0,2.5,16.8,0,BookDe00
108,Nyheim Hines,IND,25,rb,17,4,57,40,70.2%,310,7.8,1,15,36,5.4,2.4,18.2,3,HineNy00
109,Allen Lazard,GNB,26,WR,15,13,60,40,66.7%,513,12.8,8,28,42,8.6,2.7,34.2,0,LazaAl00
110,DeVante Parker,MIA,28,wr,10,8,73,40,54.8%,515,12.9,2,29,42,7.1,4.0,51.5,0,ParkDe01
111,Devin Singletary,BUF,24,RB,17,16,50,40,80.0%,228,5.7,1,11,19,4.6,2.4,13.4,5,SingDe00
112,Jonathan Taylor*+,IND,22,RB,17,17,51,40,78.4%,360,9.0,2,12,76,7.1,2.4,21.2,4,TaylJo02
113,Ray-Ray McCloud,PIT,25,wr,16,5,66,39,59.1%,277,7.1,0,18,24,4.2,2.4,17.3,4,McClRa00
114,Tony Pollard,DAL,24,,15,0,46,39,84.8%,337,8.6,0,15,32,7.3,2.6,22.5,2,PollTo00
115,Kadarius Toney,NYG,22,wr,10,4,57,39,68.4%,420,10.8,0,21,38,7.4,3.9,42.0,0,ToneKa00
116,Ameer Abdullah,2TM,28,,17,1,53,38,71.7%,289,7.6,1,13,23,5.5,2.2,17.0,0,AbduAm00
117,Austin Hooper,CLE,27,TE,16,16,61,38,62.3%,345,9.1,3,18,34,5.7,2.4,21.6,0,HoopAu00
118,Jerry Jeudy,DEN,22,wr,10,5,56,38,67.9%,467,12.3,0,22,40,8.3,3.8,46.7,1,JeudJe00
119,Zach Pascal,IND,27,WR,16,13,69,38,55.1%,384,10.1,3,16,41,5.6,2.4,24.0,1,PascZa00
120,Allen Robinson,CHI,28,WR,12,11,66,38,57.6%,410,10.8,1,22,39,6.2,3.2,34.2,0,RobiAl02
121,Nick Westbrook-Ikhine,TEN,24,wr,16,7,57,38,66.7%,476,12.5,4,23,46,8.4,2.4,29.8,1,WestNi00
122,Nelson Agholor,NWE,28,WR,15,13,64,37,57.8%,473,12.8,3,23,44,7.4,2.5,31.5,0,AghoNe00
123,James Conner*,ARI,26,rb,15,6,39,37,94.9%,375,10.1,3,18,45,9.6,2.5,25.0,2,ConnJa00
124,Kenny Golladay,NYG,28,WR,14,14,76,37,48.7%,521,14.1,0,27,36,6.9,2.6,37.2,0,GollKe00
125,Christian McCaffrey,CAR,25,rb,7,7,41,37,90.2%,343,9.3,1,21,32,8.4,5.3,49.0,1,McCaCh01
126,Michael Carter,NYJ,22,RB,14,11,55,36,65.5%,325,9.0,0,16,23,5.9,2.6,23.2,1,CartMi03
127,Deonte Harris,NOR,24,wr,13,1,59,36,61.0%,570,15.8,3,23,72,9.7,2.8,43.8,2,HarrDe07
128,Tyler Johnson,TAM,23,wr,17,3,55,36,65.5%,360,10.0,0,14,31,6.5,2.1,21.2,0,JohnTy00
129,David Njoku,CLE,25,TE,16,11,53,36,67.9%,475,13.2,4,17,71,9.0,2.3,29.7,0,NjokDa00
130,Sterling Shepard,NYG,28,wr,7,6,53,36,67.9%,366,10.2,1,19,37,6.9,5.1,52.3,0,ShepSt00
131,Dan Arnold,2TM,26,,11,4,52,35,67.3%,408,11.7,0,20,28,7.8,3.2,37.1,1,ArnoDa00
132,Gabriel Davis,BUF,22,wr,16,4,63,35,55.6%,549,15.7,6,29,49,8.7,2.2,34.3,0,DaviGa01
133,Michael Gallup,DAL,25,wr,9,8,62,35,56.5%,445,12.7,2,23,41,7.2,3.9,49.4,0,GallMi00
134,Dalvin Cook*,MIN,26,RB,13,13,49,34,69.4%,224,6.6,0,9,24,4.6,2.6,17.2,3,CookDa01
135,Corey Davis,NYJ,26,wr,9,9,59,34,57.6%,492,14.5,4,23,53,8.3,3.8,54.7,2,DaviCo03
136,AJ Dillon,GNB,23,rb,17,2,37,34,91.9%,313,9.2,2,15,50,8.5,2.0,18.4,2,DillAJ00
137,Bryan Edwards,LVR,23,WR,16,12,59,34,57.6%,571,16.8,3,26,51,9.7,2.1,35.7,1,EdwaBr01
138,Anthony Firkser,TEN,26,te,15,1,43,34,79.1%,291,8.6,2,15,24,6.8,2.3,19.4,2,FirkAn00
139,Devonta Freeman,BAL,29,rb,16,8,42,34,81.0%,190,5.6,1,9,15,4.5,2.1,11.9,0,FreeDe00
140,Ty Johnson,NYJ,24,rb,16,3,55,34,61.8%,372,10.9,2,20,23,6.8,2.1,23.3,2,JohnTy02
141,Donovan Peoples-Jones,CLE,22,wr,14,9,58,34,58.6%,597,17.6,3,26,60,10.3,2.4,42.6,2,PeopDo00
142,Durham Smythe,MIA,26,TE,17,12,41,34,82.9%,357,10.5,0,15,25,8.7,2.0,21.0,0,SmytDu00
143,Nico Collins,HOU,22,wr,14,8,60,33,55.0%,446,13.5,1,22,32,7.4,2.4,31.9,0,CollNi00
144,Devin Duvernay*+,BAL,24,wr,16,7,47,33,70.2%,272,8.2,2,14,21,5.8,2.1,17.0,1,DuveDe00
145,Kenneth Gainwell,PHI,22,rb,16,1,50,33,66.0%,253,7.7,1,14,19,5.1,2.1,15.8,2,GainKe00
146,Albert Okwuegbunam,DEN,23,te,14,6,40,33,82.5%,330,10.0,2,15,64,8.3,2.4,23.6,1,OkwuAl00
147,Josh Palmer,LAC,23,wr,17,5,49,33,67.3%,353,10.7,4,18,36,7.2,1.9,20.8,0,PalmJo00
148,Jalen Reagor,PHI,22,WR,17,13,57,33,57.9%,299,9.1,2,13,34,5.2,1.9,17.6,2,ReagJa00
149,Laquon Treadwell,JAX,26,wr,12,7,51,33,64.7%,434,13.2,1,22,41,8.5,2.8,36.2,0,TreaLa00
150,David Johnson,HOU,30,rb,13,4,42,32,76.2%,225,7.0,1,11,16,5.4,2.5,17.3,1,JohnDa08
151,Alexander Mattison,MIN,23,rb,16,4,39,32,82.1%,228,7.1,1,10,24,5.8,2.0,14.3,1,MattAl01
152,Tre'Quan Smith,NOR,25,wr,11,6,50,32,64.0%,377,11.8,3,18,34,7.5,2.9,34.3,1,SmitTr03
153,Jalen Guyton,LAC,24,wr,16,2,48,31,64.6%,448,14.5,3,21,59,9.3,1.9,28.0,1,GuytJa01
154,Julio Jones,TEN,32,wr,10,10,48,31,64.6%,434,14.0,1,19,51,9.0,3.1,43.4,0,JoneJu02
155,Calvin Ridley,ATL,27,wr,5,5,52,31,59.6%,281,9.1,2,16,22,5.4,6.2,56.2,0,RidlCa00
156,James Robinson,JAX,23,RB,14,13,46,31,67.4%,222,7.2,0,9,26,4.8,2.2,15.9,4,RobiJa00
157,Geoff Swaim,TEN,28,TE,16,16,40,31,77.5%,210,6.8,3,12,26,5.3,1.9,13.1,0,SwaiGe00
158,Olamide Zaccheaus,ATL,24,wr,17,8,53,31,58.5%,406,13.1,3,22,49,7.7,1.8,23.9,0,ZaccOl01
159,Cameron Brate,TAM,30,te,17,3,57,30,52.6%,245,8.2,4,15,18,4.3,1.8,14.4,0,BratCa00
160,Kenyan Drake,LVR,27,rb,12,2,40,30,75.0%,291,9.7,1,12,31,7.3,2.5,24.3,1,DrakKe00
161,Kyle Juszczyk*,SFO,30,FB,17,16,38,30,78.9%,296,9.9,1,16,26,7.8,1.8,17.4,0,JuszKy00
162,Foster Moreau,LVR,24,TE,17,11,44,30,68.2%,373,12.4,3,16,44,8.5,1.8,21.9,1,MoreFo00
163,Chester Rogers,TEN,27,wr,16,2,43,30,69.8%,301,10.0,1,12,39,7.0,1.9,18.8,4,RogeCh02
164,Ricky Seals-Jones,WAS,26,te,13,6,49,30,61.2%,271,9.0,2,14,39,5.5,2.3,20.8,0,SealRi00
165,Jack Doyle,IND,31,,17,14,43,29,67.4%,302,10.4,3,18,34,7.0,1.7,17.8,0,DoylJa00
166,Darrell Henderson,LAR,24,rb,12,10,40,29,72.5%,176,6.1,3,8,25,4.4,2.4,14.7,0,HendDa00
167,Josh Reynolds,2TM,26,,12,5,49,29,59.2%,396,13.7,2,21,39,8.1,2.4,33.0,0,ReynJo00
168,Randall Cobb,GNB,31,wr,12,3,39,28,71.8%,375,13.4,5,21,54,9.6,2.3,31.3,1,CobbRa00
169,Keelan Cole,NYJ,28,WR,15,11,51,28,54.9%,449,16.0,1,20,54,8.8,1.9,29.9,0,ColeKe00
170,Melvin Gordon,DEN,28,RB,16,16,38,28,73.7%,213,7.6,2,9,30,5.6,1.8,13.3,3,GordMe00
171,Jeremy McNichols,TEN,26,,14,0,38,28,73.7%,240,8.6,1,11,27,6.3,2.0,17.1,0,McNiJe00
172,Jonnu Smith,NWE,26,TE,16,11,45,28,62.2%,294,10.5,1,15,28,6.5,1.8,18.4,1,SmitJo01
173,Ryan Griffin,NYJ,31,TE,14,12,42,27,64.3%,261,9.7,2,14,29,6.2,1.9,18.6,1,GrifRy00
174,Mark Ingram,2TM,32,,14,10,35,27,77.1%,162,6.0,0,9,34,4.6,1.9,11.6,1,IngrMa01
175,Samaje Perine,CIN,26,,16,0,31,27,87.1%,196,7.3,1,9,23,6.3,1.7,12.3,0,PeriSa00
176,Adam Trautman,NOR,24,te,13,10,43,27,62.8%,263,9.7,2,13,32,6.1,2.1,20.2,1,TrauAd00
177,Sammy Watkins,BAL,28,wr,13,9,49,27,55.1%,394,14.6,1,17,49,8.0,2.1,30.3,1,WatkSa00
178,Damiere Byrd,CHI,28,wr,17,4,38,26,68.4%,329,12.7,1,18,54,8.7,1.5,19.4,1,ByrdDa00
179,Hayden Hurst,ATL,28,te,13,5,31,26,83.9%,221,8.5,3,11,33,7.1,2.0,17.0,3,HursHa00
180,Kyle Rudolph,NYG,32,,16,13,39,26,66.7%,257,9.9,1,12,60,6.6,1.6,16.1,0,RudoKy00
181,Miles Sanders,PHI,24,RB,12,12,34,26,76.5%,158,6.1,0,6,25,4.6,2.2,13.2,1,SandMi01
182,Darius Slayton,NYG,24,wr,13,5,58,26,44.8%,339,13.0,2,14,42,5.8,2.0,26.1,1,SlayDa01
183,Marquez Valdes-Scantling,GNB,27,wr,11,7,55,26,47.3%,430,16.5,3,18,75,7.8,2.4,39.1,0,ValdMa00
184,Jamaal Williams,DET,26,RB,13,11,28,26,92.9%,157,6.0,0,6,15,5.6,2.0,12.1,1,WillJa06
185,Rex Burkhead,HOU,31,rb,16,5,32,25,78.1%,186,7.4,0,9,20,5.8,1.6,11.6,1,BurkRe00
186,Josiah Deguara,GNB,24,te,16,2,33,25,75.8%,245,9.8,2,9,62,7.4,1.6,15.3,0,DeguJo00
187,Chuba Hubbard,CAR,22,rb,17,10,37,25,67.6%,174,7.0,1,8,33,4.7,1.5,10.2,1,HubbCh01
188,Demarcus Robinson,KAN,27,wr,17,10,41,25,61.0%,264,10.6,3,13,33,6.4,1.5,15.5,0,RobiDe01
189,Tajae Sharpe,ATL,27,wr,15,7,37,25,67.6%,230,9.2,0,14,17,6.2,1.7,15.3,0,SharTa00
190,Freddie Swain,SEA,23,wr,17,8,40,25,62.5%,343,13.7,4,12,68,8.6,1.5,20.2,1,SwaiFr00
191,Albert Wilson,MIA,29,wr,14,5,39,25,64.1%,213,8.5,0,10,64,5.5,1.8,15.2,0,WilsAl02
192,Jamal Agnew,JAX,26,wr,10,2,39,24,61.5%,229,9.5,1,14,29,5.9,2.4,22.9,1,AgneJa00
193,Jordan Akins,HOU,29,te,13,3,33,24,72.7%,214,8.9,0,11,31,6.5,1.8,16.5,2,AkinJo00
194,Mo Alie-Cox,IND,28,te,17,7,45,24,53.3%,316,13.2,4,14,37,7.0,1.4,18.6,1,AlieMo00
195,Danny Amendola,HOU,36,,8,0,38,24,63.2%,248,10.3,3,10,39,6.5,3.0,31.0,1,AmenDa00
196,Tavon Austin,JAX,31,wr,13,3,37,24,64.9%,213,8.9,1,11,25,5.8,1.8,16.4,1,AustTa00
197,DeAndre Carter,WAS,28,wr,17,6,44,24,54.5%,296,12.3,3,17,26,6.7,1.4,17.4,3,CartDe02
198,Rashard Higgins,CLE,27,wr,15,4,47,24,51.1%,275,11.5,1,16,21,5.9,1.6,18.3,0,HiggRa00
199,Jauan Jennings,SFO,24,wr,16,1,38,24,63.2%,282,11.8,5,15,34,7.4,1.5,17.6,1,JennJa00
200,James O'Shaughnessy,JAX,29,te,7,6,34,24,70.6%,244,10.2,0,10,30,7.2,3.4,34.9,0,O'ShJa00
201,Henry Ruggs III,LVR,22,,7,7,36,24,66.7%,469,19.5,2,16,61,13.0,3.4,67.0,0,RuggHe00
202,James Washington,PIT,25,wr,15,2,44,24,54.5%,285,11.9,2,9,42,6.5,1.6,19.0,0,WashJa00
203,Giovani Bernard,TAM,30,,12,0,29,23,79.3%,123,5.3,3,8,32,4.2,1.9,10.3,1,BernGi00
204,Pharaoh Brown,HOU,27,TE,15,12,34,23,67.6%,171,7.4,0,6,29,5.0,1.5,11.4,1,BrowPh01
205,Jamycal Hasty,SFO,25,,11,0,29,23,79.3%,157,6.8,0,7,23,5.4,2.1,14.3,2,HastJa02
206,T.Y. Hilton,IND,32,wr,10,9,37,23,62.2%,331,14.4,3,15,52,8.9,2.3,33.1,0,HiltT.00
207,Marcedes Lewis,GNB,37,TE,17,17,28,23,82.1%,214,9.3,0,10,23,7.6,1.4,12.6,1,LewiMa00
208,Zack Moss,BUF,24,,13,0,32,23,71.9%,197,8.6,1,12,24,6.2,1.8,15.2,2,MossZa00
209,Chris Conley,HOU,29,wr,16,10,37,22,59.5%,323,14.7,2,15,41,8.7,1.4,20.2,1,ConlCh00
210,Kareem Hunt,CLE,26,rb,8,1,27,22,81.5%,174,7.9,0,10,23,6.4,2.8,21.8,0,HuntKa00
