Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Lng,Y/Tgt,R/G,Y/G,Fmb,Player-additional
15,Tyreek Hill*+,KAN,24,WR,16,16,137,87,63.5%,1479,17.0,12,60,75,10.8,5.4,92.4,0,HillTy00
16,James White,NWE,26,,16,3,123,87,70.7%,751,8.6,7,38,42,6.1,5.4,46.9,0,WhitJa02
17,Mike Evans*,TAM,25,WR,16,16,138,86,62.3%,1524,17.7,8,68,72,11.0,5.4,95.3,2,EvanMi00
18,Robert Woods,LAR,26,WR,16,16,130,86,66.2%,1219,14.2,6,66,39,9.4,5.4,76.2,0,WoodRo02
19,Alvin Kamara*,NOR,23,RB,15,13,105,81,77.1%,709,8.8,4,31,42,6.8,5.4,47.3,1,KamaAl00
20,Jarvis Landry*,CLE,26,WR,16,14,149,81,54.4%,976,12.0,4,44,51,6.6,5.1,61.0,1,LandJa00
21,Brandin Cooks,LAR,25,WR,16,16,117,80,68.4%,1204,15.1,5,56,57,10.3,5.0,75.3,1,CookBr00
22,Odell Beckham Jr.,NYG,26,WR,12,12,124,77,62.1%,1052,13.7,6,50,51,8.5,6.4,87.7,2,BeckOd00
23,Ezekiel Elliott*,DAL,23,RB,15,15,95,77,81.1%,567,7.4,3,22,38,6.0,5.1,37.8,6,ElliEz00
24,Tyler Boyd,CIN,24,WR,14,14,108,76,70.4%,1028,13.5,7,54,49,9.5,5.4,73.4,0,BoydTy00
25,T.Y. Hilton,IND,29,WR,14,14,120,76,63.3%,1270,16.7,6,55,68,10.6,5.4,90.7,0,HiltT.00
26,Adam Humphries,TAM,25,WR,16,10,105,76,72.4%,816,10.7,5,48,51,7.8,4.8,51.0,2,HumpAd00
27,Amari Cooper*,2TM,24,,15,15,107,75,70.1%,1005,13.4,7,58,90,9.4,5.0,67.0,2,CoopAm00
28,Julian Edelman,NWE,32,WR,12,12,108,74,68.5%,850,11.5,6,41,36,7.9,6.2,70.8,1,EdelJu00
29,Golden Tate,2TM,30,,15,7,113,74,65.5%,795,10.7,4,36,67,7.0,4.9,53.0,3,TateGo00
30,Tarik Cohen*+,CHI,23,RB,16,7,91,71,78.0%,725,10.2,5,29,70,8.0,4.4,45.3,7,CoheTa00
31,Austin Hooper*,ATL,24,te,16,7,88,71,80.7%,660,9.3,4,30,36,7.5,4.4,41.3,0,HoopAu00
32,Emmanuel Sanders,DEN,31,WR,12,12,98,71,72.4%,868,12.2,4,37,64,8.9,5.9,72.3,1,SandEm00
33,Kenny Golladay,DET,25,WR,15,13,119,70,58.8%,1063,15.2,5,55,60,8.9,4.7,70.9,1,GollKe00
34,Larry Fitzgerald,ARI,35,WR,16,16,112,69,61.6%,734,10.6,6,39,37,6.6,4.3,45.9,0,FitzLa00
35,Jared Cook*,OAK,31,TE,16,14,101,68,67.3%,896,13.2,6,46,45,8.9,4.3,56.0,0,CookJa02
36,Jalen Richard,OAK,25,,16,1,81,68,84.0%,607,8.9,0,23,32,7.5,4.3,37.9,3,RichJa01
37,Taylor Gabriel,CHI,27,WR,16,11,93,67,72.0%,688,10.3,2,31,54,7.4,4.2,43.0,1,GabrTa00
38,Eric Ebron*,IND,25,TE,16,8,110,66,60.0%,750,11.4,13,39,53,6.8,4.1,46.9,1,EbroEr00
39,Mohamed Sanu,ATL,29,WR,16,16,94,66,70.2%,838,12.7,4,40,44,8.9,4.1,52.4,2,SanuMo00
40,Sterling Shepard,NYG,25,WR,16,16,107,66,61.7%,872,13.2,4,47,58,8.1,4.1,54.5,1,ShepSt00
41,Dede Westbrook,JAX,25,wr,16,9,101,66,65.3%,717,10.9,5,40,61,7.1,4.1,44.8,3,WestDe00
42,Cole Beasley,DAL,29,,16,4,87,65,74.7%,672,10.3,3,39,32,7.7,4.1,42.0,0,BeasCo00
43,Corey Davis,TEN,23,WR,16,16,112,65,58.0%,891,13.7,4,47,51,8.0,4.1,55.7,1,DaviCo03
44,Alshon Jeffery,PHI,28,WR,13,13,92,65,70.7%,843,13.0,6,48,52,9.2,5.0,64.8,1,JeffAl00
45,Nelson Agholor,PHI,25,WR,16,16,97,64,66.0%,736,11.5,4,28,83,7.6,4.0,46.0,1,AghoNe00
46,Calvin Ridley,ATL,24,wr,16,5,92,64,69.6%,821,12.8,10,39,75,8.9,4.0,51.3,2,RidlCa00
47,Kyle Rudolph,MIN,29,TE,16,16,82,64,78.0%,634,9.9,4,32,44,7.7,4.0,39.6,0,RudoKy00
48,Nyheim Hines,IND,22,,16,4,81,63,77.8%,425,6.7,2,29,28,5.2,3.9,26.6,1,HineNy00
49,Jordy Nelson,OAK,33,WR,15,14,88,63,71.6%,739,11.7,3,36,66,8.4,4.2,49.3,1,NelsJo00
50,Willie Snead,BAL,26,wr,16,10,95,62,65.3%,651,10.5,1,37,28,6.9,3.9,40.7,0,SneaWi00
51,Theo Riddick,DET,27,,14,3,74,61,82.4%,384,6.3,0,16,20,5.2,4.4,27.4,0,RiddTh00
52,Danny Amendola,MIA,33,WR,15,15,79,59,74.7%,575,9.7,1,27,39,7.3,3.9,38.3,2,AmenDa00
53,Chris Godwin,TAM,22,wr,16,5,95,59,62.1%,842,14.3,7,48,48,8.9,3.7,52.6,4,GodwCh00
54,Todd Gurley*+,LAR,24,RB,14,14,81,59,72.8%,580,9.8,4,26,56,7.2,4.2,41.4,1,GurlTo01
55,Dion Lewis,TEN,28,rb,16,7,67,59,88.1%,400,6.8,1,13,37,6.0,3.7,25.0,1,LewiDi00
56,Demaryius Thomas,2TM,31,,15,15,89,59,66.3%,677,11.5,5,36,45,7.6,3.9,45.1,0,ThomDe03
57,Tyler Lockett,SEA,26,WR,16,14,70,57,81.4%,965,16.9,10,37,52,13.8,3.6,60.3,2,LockTy00
58,Zay Jones,BUF,23,WR,16,15,102,56,54.9%,652,11.6,7,33,57,6.4,3.5,40.8,1,JoneZa00
59,David Njoku,CLE,22,TE,16,14,88,56,63.6%,639,11.4,4,27,66,7.3,3.5,39.9,0,NjokDa00
60,James Conner*,PIT,23,RB,13,12,71,55,77.5%,497,9.0,1,20,29,7.0,4.2,38.2,4,ConnJa00
61,Jimmy Graham,GNB,32,TE,16,12,89,55,61.8%,636,11.6,2,32,54,7.1,3.4,39.8,0,GrahJi00
62,D.J. Moore,CAR,21,WR,16,10,82,55,67.1%,788,14.3,2,33,82,9.6,3.4,49.3,4,MoorD.00
63,Allen Robinson,CHI,25,WR,13,12,94,55,58.5%,754,13.7,4,36,43,8.0,4.2,58.0,1,RobiAl02
64,T.J. Yeldon,JAX,25,rb,14,5,78,55,70.5%,487,8.9,4,20,37,6.2,3.9,34.8,1,YeldT.00
65,Trey Burton,CHI,27,TE,16,16,76,54,71.1%,569,10.5,6,29,47,7.5,3.4,35.6,1,BurtTr01
66,Michael Crabtree,BAL,31,WR,16,16,100,54,54.0%,607,11.2,3,35,27,6.1,3.4,37.9,0,CrabMi00
67,Jordan Reed,WAS,28,TE,13,8,84,54,64.3%,558,10.3,2,26,34,6.6,4.2,42.9,1,ReedJo02
68,Kenyan Drake,MIA,24,rb,16,7,73,53,72.6%,477,9.0,5,23,52,6.5,3.3,29.8,2,DrakKe00
69,Chester Rogers,IND,24,WR,16,10,72,53,73.6%,485,9.2,2,28,34,6.7,3.3,30.3,1,RogeCh02
70,Robby Anderson,NYJ,25,WR,14,9,94,50,53.2%,752,15.0,6,30,76,8.0,3.6,53.7,2,AndeRo04
71,Doug Baldwin,SEA,30,WR,13,13,73,50,68.5%,618,12.4,5,32,42,8.5,3.8,47.5,0,BaldDo00
72,Melvin Gordon*,LAC,25,RB,12,12,66,50,75.8%,490,9.8,4,21,66,7.4,4.2,40.8,1,GordMe00
73,David Johnson,ARI,27,RB,16,16,76,50,65.8%,446,8.9,3,22,40,5.9,3.1,27.9,3,JohnDa08
74,Vance McDonald,PIT,28,TE,15,14,72,50,69.4%,610,12.2,4,33,75,8.5,3.3,40.7,2,McDoVa00
75,Donte Moncrief,JAX,25,WR,16,14,89,48,53.9%,668,13.9,3,28,80,7.5,3.0,41.8,1,MoncDo00
76,Rob Gronkowski,NWE,29,TE,13,11,72,47,65.3%,682,14.5,3,34,42,9.5,3.6,52.5,1,GronRo00
77,Duke Johnson,CLE,25,,16,2,62,47,75.8%,429,9.1,3,25,32,6.9,2.9,26.8,1,JohnDu00
78,A.J. Green,CIN,30,WR,9,9,77,46,59.7%,694,15.1,6,37,38,9.0,5.1,77.1,2,GreeA.00
79,Evan Engram,NYG,24,TE,11,8,64,45,70.3%,577,12.8,3,22,54,9.0,4.1,52.5,0,EngrEv00
80,Seth Roberts,OAK,27,WR,15,7,64,45,70.3%,494,11.0,2,24,44,7.7,3.0,32.9,0,RobeSe00
81,Josh Doctson,WAS,26,WR,15,12,78,44,56.4%,532,12.1,2,31,32,6.8,2.9,35.5,0,DoctJo00
82,Devin Funchess,CAR,24,WR,14,12,79,44,55.7%,549,12.5,4,35,27,6.9,3.1,39.2,0,FuncDe00
83,Antonio Callaway,CLE,21,WR,16,11,79,43,54.4%,586,13.6,5,27,71,7.4,2.7,36.6,1,CallAn00
84,Christian Kirk,ARI,22,WR,12,7,68,43,63.2%,590,13.7,3,21,75,8.7,3.6,49.2,0,KirkCh01
85,Joe Mixon,CIN,22,B,14,13,55,43,78.2%,296,6.9,1,14,21,5.4,3.1,21.1,0,MixoJo00
86,C.J. Uzomah,CIN,25,TE,16,15,64,43,67.2%,439,10.2,3,21,29,6.9,2.7,27.4,0,UzomC.00
87,Mike Williams,LAC,24,wr,16,5,66,43,65.2%,664,15.4,10,36,55,10.1,2.7,41.5,0,WillMi07
88,Jarius Wright,CAR,29,wr,16,6,59,43,72.9%,447,10.4,1,24,33,7.6,2.7,27.9,3,WrigJa02
89,Kendrick Bourne,SFO,23,wr,16,8,66,42,63.6%,487,11.6,4,30,33,7.4,2.6,30.4,1,BourKe00
90,John Brown,BAL,28,WR,16,15,97,42,43.3%,715,17.0,5,28,71,7.4,2.6,44.7,0,BrowJo02
91,Courtland Sutton,DEN,23,wr,16,9,84,42,50.0%,704,16.8,4,30,42,8.4,2.6,44.0,0,SuttCo00
92,Josh Gordon,2TM,27,,12,12,71,41,57.7%,737,18.0,4,30,55,10.4,3.4,61.4,0,GordJo02
93,DeSean Jackson,TAM,32,WR,12,10,74,41,55.4%,774,18.9,4,31,75,10.5,3.4,64.5,0,JackDe00
94,Chris Thompson,WAS,28,,10,0,55,41,74.5%,268,6.5,1,12,23,4.9,4.1,26.8,1,ThomCh03
95,Tyrell Williams,LAC,26,WR,16,10,65,41,63.1%,653,15.9,5,30,75,10.0,2.6,40.8,2,WillTy00
96,Dalvin Cook,MIN,23,RB,11,10,49,40,81.6%,305,7.6,2,15,27,6.2,3.6,27.7,2,CookDa01
97,Cooper Kupp,LAR,25,WR,8,8,55,40,72.7%,566,14.2,6,25,70,10.3,5.0,70.8,0,KuppCo00
98,Sammy Watkins,KAN,25,WR,10,9,55,40,72.7%,519,13.0,3,24,50,9.4,4.0,51.9,1,WatkSa00
99,Austin Ekeler,LAC,23,,14,3,53,39,73.6%,404,10.4,3,18,44,7.6,2.8,28.9,1,EkelAu00
100,Chris Herndon,NYJ,22,TE,16,12,56,39,69.6%,502,12.9,4,25,32,9.0,2.4,31.4,2,HernCh00
101,Rashard Higgins,CLE,24,,13,1,53,39,73.6%,572,14.7,4,27,40,10.8,3.0,44.0,2,HiggRa00
102,Curtis Samuel,CAR,22,WR,13,8,65,39,60.0%,494,12.7,5,24,53,7.6,3.0,38.0,1,SamuCu00
103,Devontae Booker,DEN,26,,16,0,51,38,74.5%,275,7.2,0,9,30,5.4,2.4,17.2,1,BookDe00
104,Randall Cobb,GNB,28,wr,9,6,61,38,62.3%,383,10.1,2,18,75,6.3,4.2,42.6,2,CobbRa00
105,Keelan Cole,JAX,25,WR,16,11,70,38,54.3%,491,12.9,1,25,35,7.0,2.4,30.7,2,ColeKe00
106,Quincy Enunwa,NYJ,26,WR,11,10,68,38,55.9%,449,11.8,1,22,42,6.6,3.5,40.8,2,EnunQu00
107,Jacquizz Rodgers,TAM,28,,16,0,45,38,84.4%,304,8.0,0,13,24,6.8,2.4,19.0,1,RodgJa00
108,Marquez Valdes-Scantling,GNB,24,WR,16,10,73,38,52.1%,581,15.3,2,23,60,8.0,2.4,36.3,0,ValdMa00
109,Jermaine Kearse,NYJ,28,,14,9,76,37,48.7%,371,10.0,1,20,29,4.9,2.6,26.5,0,KearJe01
110,Kenny Stills,MIA,26,WR,15,15,64,37,57.8%,553,14.9,6,27,75,8.6,2.5,36.9,1,StilKe00
111,Taywan Taylor,TEN,23,wr,13,5,56,37,66.1%,466,12.6,1,19,55,8.3,2.8,35.8,1,TaylTa00
112,Ryan Switzer,PIT,24,,16,1,44,36,81.8%,253,7.0,1,15,24,5.8,2.3,15.8,2,SwitRy00
113,Ian Thomas,CAR,22,te,16,6,49,36,73.5%,333,9.3,2,20,31,6.8,2.3,20.8,0,ThomIa00
114,Javorius Allen,BAL,27,,14,0,43,35,81.4%,196,5.6,2,11,17,4.6,2.5,14.0,1,AlleJa01
115,Giovani Bernard,CIN,27,,12,4,48,35,72.9%,218,6.2,0,8,26,4.5,2.9,18.2,0,BernGi00
116,Ryan Grant,IND,28,WR,14,10,52,35,67.3%,334,9.5,1,18,23,6.4,2.5,23.9,0,GranRy01
117,Chris Hogan,NWE,31,wr,16,7,55,35,63.6%,532,15.2,3,22,63,9.7,2.2,33.3,0,HogaCh00
118,Marvin Jones,DET,28,WR,9,9,62,35,56.5%,508,14.5,5,27,39,8.2,3.9,56.4,0,JoneMa02
119,Phillip Lindsay*,DEN,24,RB,15,8,47,35,74.5%,241,6.9,1,12,29,5.1,2.3,16.1,0,LindPh00
120,Laquon Treadwell,MIN,23,WR,15,7,53,35,66.0%,302,8.6,1,16,22,5.7,2.3,20.1,0,TreaLa00
121,Ben Watson,NOR,38,,16,4,46,35,76.1%,400,11.4,2,21,32,8.7,2.2,25.0,0,WatsBe00
122,Mark Andrews,BAL,23,,16,3,50,34,68.0%,552,16.2,3,28,74,11.0,2.1,34.5,0,AndrMa00
123,Mike Davis,SEA,25,,15,2,42,34,81.0%,214,6.3,1,10,18,5.1,2.3,14.3,0,DaviMi01
124,O.J. Howard,TAM,24,TE,10,8,48,34,70.8%,565,16.6,5,28,75,11.8,3.4,56.5,0,HowaO.00
125,LeSean McCoy,BUF,30,RB,14,13,46,34,73.9%,238,7.0,0,10,24,5.2,2.4,17.0,0,McCoLe01
126,Ricky Seals-Jones,ARI,23,te,15,5,69,34,49.3%,343,10.1,1,14,40,5.0,2.3,22.9,0,SealRi00
127,Gerald Everett,LAR,24,,16,0,50,33,66.0%,320,9.7,3,16,40,6.4,2.1,20.0,0,EverGe00
128,Michael Gallup,DAL,22,WR,16,8,68,33,48.5%,507,15.4,2,21,49,7.5,2.1,31.7,0,GallMi00
129,Dallas Goedert,PHI,23,TE,16,8,44,33,75.0%,334,10.1,4,15,32,7.6,2.1,20.9,0,GoedDa00
130,Anthony Miller,CHI,24,,15,4,54,33,61.1%,423,12.8,7,19,55,7.8,2.2,28.2,1,MillAn02
131,Tevin Coleman,ATL,25,RB,16,14,44,32,72.7%,276,8.6,5,15,39,6.3,2.0,17.3,2,ColeTe01
132,Chris Conley,KAN,26,WR,16,13,52,32,61.5%,334,10.4,5,18,27,6.4,2.0,20.9,2,ConlCh00
133,Phillip Dorsett,NWE,25,,16,2,42,32,76.2%,290,9.1,3,14,20,6.9,2.0,18.1,0,DorsPh00
134,Will Fuller,HOU,24,WR,7,7,45,32,71.1%,503,15.7,4,22,73,11.2,4.6,71.9,0,FullWi01
135,Kerryon Johnson,DET,21,rb,10,7,39,32,82.1%,213,6.7,1,11,24,5.5,3.2,21.3,1,JohnKe06
136,Bruce Ellington,2TM,27,,7,3,42,31,73.8%,224,7.2,1,14,23,5.3,4.4,32.0,1,ElliBr00
137,Jeff Heuerman,DEN,26,TE,11,10,48,31,64.6%,281,9.1,2,14,36,5.9,2.8,25.5,0,HeueJe00
138,Cameron Brate,TAM,27,,16,2,49,30,61.2%,289,9.6,6,18,21,5.9,1.9,18.1,1,BratCa00
139,DaeSean Hamilton,DEN,23,wr,14,5,45,30,66.7%,243,8.1,2,16,24,5.4,2.1,17.4,0,HamiDa01
140,Jesse James,PIT,24,te,16,7,39,30,76.9%,423,14.1,2,17,51,10.8,1.9,26.4,0,JameJe00
141,Kyle Juszczyk*,SFO,27,FB,16,14,41,30,73.2%,324,10.8,1,15,56,7.9,1.9,20.3,2,JuszKy00
142,Jamison Crowder,WAS,25,WR,9,7,49,29,59.2%,388,13.4,2,15,79,7.9,3.2,43.1,0,CrowJa00
143,Josh Reynolds,LAR,23,wr,16,8,53,29,54.7%,402,13.9,5,23,33,7.6,1.8,25.1,0,ReynJo00
144,Nick Vannett,SEA,25,TE,15,9,43,29,67.4%,269,9.3,3,17,32,6.3,1.9,17.9,1,VannNi00
145,Keke Coutee,HOU,21,,6,2,41,28,68.3%,287,10.3,1,13,40,7.0,4.7,47.8,0,CoutKe00
146,Antonio Gates,LAC,38,,16,1,45,28,62.2%,333,11.9,2,19,27,7.4,1.8,20.8,1,GateAn00
147,Maurice Harris,WAS,26,WR,12,7,47,28,59.6%,304,10.9,0,12,42,6.5,2.3,25.3,1,HarrMa05
148,Dontrelle Inman,IND,29,,9,4,39,28,71.8%,304,10.9,3,16,29,7.8,3.1,33.8,0,InmaDo00
149,Wendell Smallwood,PHI,24,RB,16,6,35,28,80.0%,230,8.2,2,9,36,6.6,1.8,14.4,2,SmalWe00
150,Tre'Quan Smith,NOR,22,WR,15,7,44,28,63.6%,427,15.3,5,23,62,9.7,1.9,28.5,0,SmitTr03
151,Matt Breida,SFO,23,RB,14,13,31,27,87.1%,261,9.7,2,12,26,8.4,1.9,18.6,1,BreiMa00
152,Robert Foster,BUF,24,,13,3,44,27,61.4%,541,20.0,3,20,75,12.3,2.1,41.6,0,FostRo01
153,Blake Jarwin,DAL,24,,16,4,36,27,75.0%,307,11.4,3,16,39,8.5,1.7,19.2,0,JarwBl00
154,Greg Olsen,CAR,33,TE,9,9,38,27,71.1%,291,10.8,4,18,23,7.7,3.0,32.3,0,OlseGr00
155,Zach Pascal,IND,24,,16,4,46,27,58.7%,268,9.9,2,15,28,5.8,1.7,16.8,0,PascZa00
156,Dante Pettis,SFO,23,wr,12,7,45,27,60.0%,467,17.3,5,19,75,10.4,2.3,38.9,2,PettDa00
157,Ito Smith,ATL,23,,14,0,32,27,84.4%,152,5.6,0,9,20,4.8,1.9,10.9,1,SmitIt00
158,Jamaal Williams,GNB,23,rb,16,8,41,27,65.9%,210,7.8,0,11,26,5.1,1.7,13.1,0,WillJa06
159,Jack Doyle,IND,28,te,6,6,33,26,78.8%,245,9.4,2,14,20,7.4,4.3,40.8,1,DoylJa00
160,Kareem Hunt,KAN,23,RB,11,11,35,26,74.3%,378,14.5,7,16,67,10.8,2.4,34.4,0,HuntKa00
161,Aaron Jones,GNB,24,RB,12,8,35,26,74.3%,206,7.9,1,12,24,5.9,2.2,17.2,1,JoneAa00
162,David Moore,SEA,23,WR,16,7,53,26,49.1%,445,17.1,5,19,54,8.4,1.6,27.8,2,MoorDa03
163,Jaylen Samuels,PIT,22,,14,3,29,26,89.7%,199,7.7,3,10,23,6.9,1.9,14.2,1,SamuJa00
164,Tajae Sharpe,TEN,24,WR,16,13,47,26,55.3%,316,12.2,2,22,28,6.7,1.6,19.8,0,SharTa00
165,Geoff Swaim,DAL,25,TE,9,9,32,26,81.3%,242,9.3,1,11,43,7.6,2.9,26.9,0,SwaiGe00
166,Trent Taylor,SFO,24,,14,0,41,26,63.4%,215,8.3,1,11,23,5.2,1.9,15.4,1,TaylTr02
167,Albert Wilson,MIA,26,,7,3,35,26,74.3%,391,15.0,4,11,75,11.2,3.7,55.9,0,WilsAl02
168,Kelvin Benjamin,2TM,27,,15,10,67,25,37.3%,380,15.2,1,16,40,5.7,1.7,25.3,0,BenjKe00
169,Vernon Davis,WAS,34,te,14,8,36,25,69.4%,367,14.7,2,15,53,10.2,1.8,26.2,0,DaviVe00
170,Rhett Ellison,NYG,30,TE,14,12,34,25,73.5%,272,10.9,1,13,29,8.0,1.8,19.4,0,ElliRh00
171,Lamar Miller*,HOU,27,RB,14,14,35,25,71.4%,163,6.5,1,8,16,4.7,1.8,11.6,1,MillLa01
172,Ty Montgomery,2TM,25,,13,0,40,25,62.5%,235,9.4,0,7,43,5.9,1.9,18.1,2,MontTy01
173,Pierre Garcon,SFO,32,WR,8,8,46,24,52.2%,286,11.9,1,14,25,6.2,3.0,35.8,0,GarcPi00
174,Ryan Griffin,HOU,28,TE,14,11,43,24,55.8%,305,12.7,0,15,47,7.1,1.7,21.8,0,GrifRy00
175,Tyler Higbee,LAR,25,TE,16,16,34,24,70.6%,292,12.2,2,16,36,8.6,1.5,18.3,1,HigbTy00
176,Matt LaCosse,DEN,26,te,15,5,37,24,64.9%,250,10.4,1,11,44,6.8,1.6,16.7,0,LaCoMa00
177,James O'Shaughnessy,JAX,26,TE,14,9,38,24,63.2%,214,8.9,0,10,17,5.6,1.7,15.3,0,O'ShJa00
178,DeVante Parker,MIA,25,WR,11,7,47,24,51.1%,309,12.9,1,14,46,6.6,2.2,28.1,0,ParkDe01
179,Nick Boyle,BAL,25,TE,16,13,37,23,62.2%,213,9.3,0,10,25,5.8,1.4,13.3,0,BoylNi00
180,Marquise Goodwin,SFO,28,WR,11,8,43,23,53.5%,395,17.2,4,19,67,9.2,2.1,35.9,1,GoodMa00
181,Tim Patrick,DEN,25,,16,4,41,23,56.1%,315,13.7,1,15,26,7.7,1.4,19.7,2,PatrTi00
182,Damien Williams,KAN,26,,16,3,24,23,95.8%,160,7.0,2,9,32,6.7,1.4,10.0,1,WillDa05
183,DeAndre Carter,2TM,25,,14,4,25,22,88.0%,216,9.8,0,10,50,8.6,1.6,15.4,5,CartDe02
184,Corey Clement,PHI,24,,11,0,25,22,88.0%,192,8.7,0,10,23,7.7,2.0,17.5,4,ClemCo00
185,Jason Croom,BUF,24,,15,3,35,22,62.9%,259,11.8,1,10,26,7.4,1.5,17.3,2,CrooJa00
186,Leonard Fournette,JAX,23,RB,8,8,26,22,84.6%,185,8.4,1,10,31,7.1,2.8,23.1,0,FourLe00
187,Mike Gesicki,MIA,23,te,16,7,32,22,68.8%,202,9.2,0,9,27,6.3,1.4,12.6,1,GesiMi00
188,Latavius Murray,MIN,28,rb,16,6,26,22,84.6%,141,6.4,0,7,16,5.4,1.4,8.8,0,MurrLa00
189,Demarcus Robinson,KAN,24,wr,16,5,33,22,66.7%,288,13.1,4,12,89,8.7,1.4,18.0,0,RobiDe01
190,Charles Clay,BUF,29,TE,13,12,36,21,58.3%,184,8.8,0,11,21,5.1,1.6,14.2,1,ClayCh00
191,Isaiah Crowell,NYJ,25,rb,13,6,28,21,75.0%,152,7.2,0,7,21,5.4,1.6,11.7,0,CrowIs00
192,Jakeem Grant,MIA,26,,10,2,34,21,61.8%,268,12.8,2,13,52,7.9,2.1,26.8,0,GranJa00
193,Mark Ingram,NOR,29,rb,12,6,27,21,77.8%,170,8.1,1,5,28,6.3,1.8,14.2,3,IngrMa01
194,Cordarrelle Patterson,NWE,27,wr,15,5,28,21,75.0%,247,11.8,3,11,55,8.8,1.4,16.5,1,PattCo00
195,John Ross,CIN,23,wr,13,10,58,21,36.2%,210,10.0,7,13,39,3.6,1.6,16.2,0,RossJo00
196,Equanimeous St. Brown,GNB,22,WR,12,7,36,21,58.3%,328,15.6,0,13,54,9.1,1.8,27.3,0,St.BEq00
197,Levine Toilolo,DET,27,TE,16,10,24,21,87.5%,263,12.5,1,15,39,11.0,1.3,16.4,0,ToilLe00
198,Geronimo Allison,GNB,24,,5,4,30,20,66.7%,303,15.2,2,11,64,10.1,4.0,60.6,1,AlliGe01
199,Peyton Barber,TAM,24,RB,16,16,29,20,69.0%,92,4.6,1,4,10,3.2,1.3,5.8,1,BarbPe01
200,Alfred Blue,HOU,27,,16,2,27,20,74.1%,154,7.7,0,4,28,5.7,1.3,9.6,0,BlueAl00
201,Chris Carson,SEA,24,RB,14,14,24,20,83.3%,163,8.2,0,7,27,6.8,1.4,11.6,3,CarsCh00
202,Nick Chubb,CLE,23,RB,16,9,29,20,69.0%,149,7.5,2,5,24,5.1,1.3,9.3,0,ChubNi00
203,Chase Edmonds,ARI,22,,16,0,23,20,87.0%,103,5.2,0,5,13,4.5,1.3,6.4,1,EdmoCh00
204,Alex Erickson,CIN,26,WR,16,6,29,20,69.0%,167,8.4,0,7,28,5.8,1.3,10.4,1,EricAl01
205,Jordan Howard,CHI,24,RB,16,15,26,20,76.9%,145,7.3,0,7,18,5.6,1.3,9.1,2,HowaJo00
206,Allen Hurns,DAL,27,wr,16,7,35,20,57.1%,295,14.8,2,11,49,8.4,1.3,18.4,1,HurnAl01
207,Jordan Matthews,PHI,26,,14,3,28,20,71.4%,300,15.0,2,14,56,10.7,1.4,21.4,0,MattJo00
208,Adrian Peterson,WAS,33,RB,16,16,26,20,76.9%,208,10.4,1,9,52,8.0,1.3,13.0,3,PeteAd01
209,Paul Richardson,WAS,26,,7,4,35,20,57.1%,262,13.1,2,12,46,7.5,2.9,37.4,0,RichPa01
210,Jonnu Smith,TEN,23,TE,13,12,30,20,66.7%,258,12.9,3,10,61,8.6,1.5,19.8,1,SmitJo01
211,Jordan Thomas,HOU,22,TE,16,10,27,20,74.1%,215,10.8,4,12,39,8.0,1.3,13.4,0,ThomJo05
212,Spencer Ware,KAN,27,,13,2,23,20,87.0%,224,11.2,0,9,31,9.7,1.5,17.2,0,WareSp00
