Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,Player-additional
58,Dallas Goedert,PHI,26,TE,15,14,76,56,830,4,42,444,7.9,386,6.9,8.5,9,6.2,5,6.6,1,121.1,GoedDa00
59,Kendrick Bourne,NWE,26,wr,17,5,70,55,800,5,27,415,7.5,385,7.0,8.5,5,11.0,2,2.9,1,132.1,BourKe00
60,Rob Gronkowski,TAM,32,TE,12,12,89,55,802,6,34,452,8.2,350,6.4,10.1,9,6.1,5,5.6,0,113.6,GronRo00
61,Darren Waller,LVR,29,TE,11,11,93,55,665,2,31,423,7.7,242,4.4,9.8,3,18.3,5,5.4,2,79.4,WallDa01
62,A.J. Green,ARI,33,wr,16,9,92,54,848,3,37,667,12.4,181,3.4,12.2,5,10.8,5,5.4,2,91.2,GreeA.00
63,Josh Jacobs,LVR,23,RB,15,14,64,54,348,0,14,-43,-0.8,391,7.2,-0.4,9,6.0,5,7.8,1,82.8,JacoJo01
64,Rondale Moore,ARI,21,wr,14,7,64,54,435,1,18,-3,-0.1,438,8.1,1.4,2,27.0,1,1.6,2,87.2,MoorRo02
65,Robby Anderson,CAR,28,WR,17,16,110,53,519,5,27,361,6.8,158,3.0,10.5,2,26.5,7,6.4,7,50.5,AndeRo04
66,Tim Patrick,DEN,28,WR,16,16,85,53,734,5,39,532,10.0,202,3.8,11.7,2,26.5,3,3.5,2,99.8,PatrTi00
67,Aaron Jones,GNB,27,RB,15,15,65,52,391,6,22,-21,-0.4,412,7.9,0.9,4,13.0,3,4.6,0,122.5,JoneAa00
68,Jarvis Landry,CLE,29,,12,12,87,52,570,2,30,297,5.7,273,5.3,7.9,3,17.3,2,2.3,5,62.9,LandJa00
69,Cordarrelle Patterson,ATL,30,RB,16,13,69,52,548,5,26,163,3.1,385,7.4,2.9,7,7.4,1,1.4,1,116.1,PattCo00
70,Jamison Crowder,NYJ,28,wr,12,4,71,51,447,2,24,271,5.3,176,3.5,6.2,0,,2,2.8,2,85.8,CrowJa00
71,Hunter Henry,NWE,27,te,17,10,75,50,603,9,34,459,9.2,144,2.9,9.7,1,50.0,0,0.0,2,119.6,HenrHu00
72,Van Jefferson,LAR,25,WR,17,17,89,50,802,6,32,586,11.7,216,4.3,13.5,2,25.0,6,6.7,1,104.2,JeffVa00
73,K.J. Osborn,MIN,24,wr,17,9,82,50,655,7,26,476,9.5,179,3.6,10.5,1,50.0,2,2.4,3,99.4,OsboKJ00
74,Myles Gaskin,MIA,24,rb,17,10,63,49,234,4,13,-16,-0.3,250,5.1,0.5,6,8.2,3,4.8,0,103.3,GaskMy00
75,Dawson Knox,BUF,25,TE,15,14,71,49,587,9,31,310,6.3,277,5.7,7.4,3,16.3,4,5.6,1,127.8,KnoxDa00
76,C.J. Uzomah,CIN,28,TE,16,16,63,49,493,5,24,193,3.9,300,6.1,4.3,5,9.8,4,6.3,1,119.1,UzomC.00
77,Jared Cook,LAC,34,te,16,10,83,48,564,4,31,326,6.8,238,5.0,8.3,0,,6,7.2,4,74.6,CookJa02
78,Gerald Everett,SEA,27,,15,12,63,48,478,4,26,229,4.8,249,5.2,5.3,9,5.3,3,4.8,1,111.7,EverGe00
79,Kalif Raymond,DET,27,WR,16,14,71,48,576,4,28,314,6.5,262,5.5,10.2,3,16.0,3,4.2,1,105.1,RaymKa00
80,Ezekiel Elliott,DAL,26,RB,17,17,65,47,287,2,17,9,0.2,278,5.9,0.5,3,15.7,3,4.6,1,84.6,ElliEz00
81,Zay Jones,LVR,26,wr,17,9,70,47,546,1,29,376,8.0,170,3.6,14.0,3,15.7,2,2.9,5,65.5,JoneZa00
82,Alvin Kamara*,NOR,26,rb,13,10,67,47,439,5,20,7,0.1,432,9.2,1.2,3,15.7,9,13.4,0,112.7,KamaAl00
83,Darrel Williams,KAN,26,rb,17,7,57,47,452,2,19,17,0.4,435,9.3,1.4,4,11.8,1,1.8,0,111.4,WillDa10
84,Rashod Bateman,BAL,22,wr,12,4,68,46,515,1,29,344,7.5,171,3.7,8.8,0,,2,2.9,3,76.5,BateRa00
85,Braxton Berrios+,NYJ,26,wr,16,1,65,46,431,2,21,189,4.1,242,5.3,5.1,1,46.0,0,0.0,1,92.5,BerrBr00
86,Marquez Callaway,NOR,23,WR,17,11,84,46,698,6,32,554,12.0,144,3.1,12.6,4,11.5,4,4.8,1,101.2,CallMa01
87,Evan Engram,NYG,27,TE,15,12,73,46,408,3,21,225,4.9,183,4.0,5.0,0,,6,8.2,2,80.2,EngrEv00
88,Cedrick Wilson Jr.,DAL,26,wr,16,4,61,45,602,6,27,348,7.7,254,5.6,9.5,0,,3,4.9,1,130.6,WilsCe01
89,Robert Woods,LAR,29,wr,9,9,69,45,556,4,34,358,8.0,198,4.4,8.2,0,,3,4.3,1,103.3,WoodRo02
90,Odell Beckham Jr.,2TM,29,,14,13,82,44,537,5,27,386,8.8,151,3.4,13.3,1,44.0,2,2.4,3,79.2,BeckOd00
91,Mike Davis,ATL,28,rb,17,8,58,44,259,1,12,-47,-1.1,306,7.0,-0.9,10,4.4,2,3.4,0,89.7,DaviMi01
92,Chase Edmonds,ARI,25,RB,12,11,53,43,311,0,11,-13,-0.3,324,7.5,0.6,2,21.5,3,5.7,0,91.1,EdmoCh00
93,J.D. McKissic,WAS,28,rb,11,3,53,43,397,2,15,17,0.4,380,8.8,0.5,0,,0,0.0,1,102.6,McKiJ.00
94,Elijah Moore,NYJ,21,wr,11,6,77,43,538,5,24,331,7.7,207,4.8,11.7,2,21.5,1,1.3,4,77.7,MoorEl00
95,Quez Watkins,PHI,23,WR,17,12,62,43,647,1,25,394,9.2,253,5.9,12.0,5,8.6,1,1.6,3,88.6,WatkQu00
96,Javonte Williams,DEN,21,rb,17,1,53,43,316,3,12,-27,-0.6,343,8.0,-0.2,2,21.5,3,5.7,0,110.4,WillJa10
97,Antonio Brown,TAM,33,,7,3,62,42,545,4,29,355,8.5,190,4.5,11.8,2,21.0,2,3.2,1,109.9,BrowAn04
98,Antonio Gibson,WAS,23,RB,16,14,52,42,294,3,12,-39,-0.9,333,7.9,-0.2,4,10.5,6,11.5,0,109.5,GibsAn00
99,DeAndre Hopkins,ARI,29,wr,10,10,64,42,572,8,32,432,10.3,140,3.3,12.3,0,,1,1.6,0,133.6,HopkDe00
100,Joe Mixon*,CIN,25,RB,16,16,48,42,314,3,11,-4,-0.1,318,7.6,-0.2,3,14.0,2,4.2,0,114.8,MixoJo00
101,David Montgomery,CHI,24,RB,13,13,51,42,301,0,18,28,0.7,273,6.5,0.9,3,14.0,2,3.9,1,83.1,MontDa01
102,Byron Pringle,KAN,28,wr,17,5,60,42,568,5,32,381,9.1,187,4.5,10.7,4,10.5,4,6.7,0,127.6,PrinBy00
103,Emmanuel Sanders,BUF,34,WR,14,13,72,42,626,4,31,541,12.9,85,2.0,15.0,0,,3,4.2,1,99.7,SandEm00
104,Saquon Barkley,NYG,24,RB,13,13,57,41,263,2,13,-35,-0.9,298,7.3,0.5,4,10.3,6,10.5,0,92.9,BarkSa00
105,Brandon Bolden,NWE,31,rb,17,1,49,41,405,2,21,-11,-0.3,416,10.1,0.3,10,4.1,2,4.1,1,106.2,BoldBr00
106,Adam Humphries,WAS,28,WR,17,11,62,41,383,0,23,233,5.7,150,3.7,6.7,2,20.5,3,4.8,2,69.5,HumpAd00
107,Devontae Booker,NYG,29,,16,4,45,40,268,1,11,-21,-0.5,289,7.2,-0.1,0,,2,4.4,0,98.9,BookDe00
108,Nyheim Hines,IND,25,rb,17,4,57,40,310,1,15,34,0.9,276,6.9,2.0,2,20.0,2,3.5,0,89.1,HineNy00
109,Allen Lazard,GNB,26,WR,15,13,60,40,513,8,28,345,8.6,168,4.2,10.9,1,40.0,1,1.7,0,132.8,LazaAl00
110,DeVante Parker,MIA,28,wr,10,8,73,40,515,2,29,411,10.3,104,2.6,11.5,2,20.0,4,5.5,0,86.3,ParkDe01
111,Devin Singletary,BUF,24,RB,17,16,50,40,228,1,11,-13,-0.3,241,6.0,0.2,4,10.0,5,10.0,1,84.0,SingDe00
112,Jonathan Taylor*+,IND,22,RB,17,17,51,40,360,2,12,-46,-1.2,406,10.2,-0.9,2,20.0,5,9.8,0,109.2,TaylJo02
113,Ray-Ray McCloud,PIT,25,wr,16,5,66,39,277,0,18,167,4.3,110,2.8,6.4,2,19.5,6,9.1,2,56.2,McClRa00
114,Tony Pollard,DAL,24,,15,0,46,39,337,0,15,-4,-0.1,341,8.7,0.2,4,9.8,3,6.5,0,97.2,PollTo00
115,Kadarius Toney,NYG,22,wr,10,4,57,39,420,0,21,192,4.9,228,5.8,5.9,2,19.5,2,3.5,1,82.5,ToneKa00
116,Ameer Abdullah,2TM,28,,17,1,53,38,289,1,13,-5,-0.1,294,7.7,0.8,5,7.6,2,3.8,1,83.0,AbduAm00
117,Austin Hooper,CLE,27,TE,16,16,61,38,345,3,18,160,4.2,185,4.9,5.4,1,38.0,6,9.8,1,87.1,HoopAu00
118,Jerry Jeudy,DEN,22,wr,10,5,56,38,467,0,22,280,7.4,187,4.9,10.5,0,,1,1.8,1,85.9,JeudJe00
119,Zach Pascal,IND,27,WR,16,13,69,38,384,3,16,263,6.9,121,3.2,8.8,1,38.0,4,5.8,1,79.6,PascZa00
120,Allen Robinson,CHI,28,WR,12,11,66,38,410,1,22,309,8.1,101,2.7,11.0,1,38.0,2,3.0,4,55.7,RobiAl02
121,Nick Westbrook-Ikhine,TEN,24,wr,16,7,57,38,476,4,23,332,8.7,144,3.8,10.5,1,38.0,2,3.5,0,115.8,WestNi00
122,Nelson Agholor,NWE,28,WR,15,13,64,37,473,3,23,355,9.6,118,3.2,14.2,2,18.5,1,1.6,3,77.1,AghoNe00
123,James Conner*,ARI,26,rb,15,6,39,37,375,3,18,2,0.1,373,10.1,0.3,6,6.2,0,0.0,0,132.4,ConnJa00
124,Kenny Golladay,NYG,28,WR,14,14,76,37,521,0,27,402,10.9,119,3.2,13.7,3,12.3,1,1.3,3,54.8,GollKe00
125,Christian McCaffrey,CAR,25,rb,7,7,41,37,343,1,21,85,2.3,258,7.0,2.2,6,6.2,0,0.0,0,109.7,McCaCh01
126,Michael Carter,NYJ,22,RB,14,11,55,36,325,0,16,-16,-0.4,341,9.5,0.6,7,5.1,4,7.3,1,73.7,CartMi03
127,Deonte Harris,NOR,24,wr,13,1,59,36,570,3,23,329,9.1,241,6.7,10.0,4,9.0,3,5.1,6,70.6,HarrDe07
128,Tyler Johnson,TAM,23,wr,17,3,55,36,360,0,14,223,6.2,137,3.8,7.9,2,18.0,4,7.3,0,83.9,JohnTy00
129,David Njoku,CLE,25,TE,16,11,53,36,475,4,17,228,6.3,247,6.9,8.2,2,18.0,2,3.8,1,113.3,NjokDa00
130,Sterling Shepard,NYG,28,wr,7,6,53,36,366,1,19,255,7.1,111,3.1,7.6,1,36.0,4,7.5,4,62.3,ShepSt00
131,Dan Arnold,2TM,26,,11,4,52,35,408,0,20,220,6.3,188,5.4,6.5,2,17.5,2,3.8,0,90.9,ArnoDa00
132,Gabriel Davis,BUF,22,wr,16,4,63,35,549,6,29,409,11.7,140,4.0,13.3,1,35.0,5,7.9,2,103.2,DaviGa01
133,Michael Gallup,DAL,25,wr,9,8,62,35,445,2,23,322,9.2,123,3.5,11.5,1,35.0,3,4.8,0,89.8,GallMi00
134,Dalvin Cook*,MIN,26,RB,13,13,49,34,224,0,9,-54,-1.6,278,8.2,-1.6,3,11.3,6,12.2,0,79.0,CookDa01
135,Corey Davis,NYJ,26,wr,9,9,59,34,492,4,23,368,10.8,124,3.6,13.1,2,17.0,5,8.5,5,72.1,DaviCo03
136,AJ Dillon,GNB,23,rb,17,2,37,34,313,2,15,3,0.1,310,9.1,0.4,5,6.8,0,0.0,0,119.9,DillAJ00
137,Bryan Edwards,LVR,23,WR,16,12,59,34,571,3,26,381,11.2,190,5.6,14.0,6,5.7,1,1.7,0,107.4,EdwaBr01
138,Anthony Firkser,TEN,26,te,15,1,43,34,291,2,15,180,5.3,111,3.3,5.8,0,,3,7.0,2,91.0,FirkAn00
139,Devonta Freeman,BAL,29,rb,16,8,42,34,190,1,9,12,0.4,178,5.2,1.0,4,8.5,1,2.4,0,93.5,FreeDe00
140,Ty Johnson,NYJ,24,rb,16,3,55,34,372,2,20,38,1.1,334,9.8,2.4,3,11.3,7,12.7,1,86.3,JohnTy02
141,Donovan Peoples-Jones,CLE,22,wr,14,9,58,34,597,3,26,451,13.3,146,4.3,15.4,4,8.5,3,5.2,3,89.5,PeopDo00
142,Durham Smythe,MIA,26,TE,17,12,41,34,357,0,15,197,5.8,160,4.7,6.4,0,,1,2.4,1,92.8,SmytDu00
143,Nico Collins,HOU,22,wr,14,8,60,33,446,1,22,313,9.5,133,4.0,10.6,0,,1,1.7,1,77.5,CollNi00
144,Devin Duvernay*+,BAL,24,wr,16,7,47,33,272,2,14,131,4.0,141,4.3,6.0,1,33.0,0,0.0,0,98.9,DuveDe00
145,Kenneth Gainwell,PHI,22,rb,16,1,50,33,253,1,14,27,0.8,226,6.8,1.9,1,33.0,5,10.0,0,84.8,GainKe00
146,Albert Okwuegbunam,DEN,23,te,14,6,40,33,330,2,15,85,2.6,245,7.4,5.7,3,11.0,2,5.0,0,117.7,OkwuAl00
147,Josh Palmer,LAC,23,wr,17,5,49,33,353,4,18,259,7.8,94,2.8,10.1,1,33.0,1,2.0,2,98.4,PalmJo00
148,Jalen Reagor,PHI,22,WR,17,13,57,33,299,2,13,148,4.5,151,4.6,9.6,1,33.0,4,7.0,2,69.3,ReagJa00
149,Laquon Treadwell,JAX,26,wr,12,7,51,33,434,1,22,308,9.3,126,3.8,11.9,3,11.0,3,5.9,1,89.8,TreaLa00
150,David Johnson,HOU,30,rb,13,4,42,32,225,1,11,34,1.1,191,6.0,2.3,1,32.0,1,2.4,1,85.9,JohnDa08
151,Alexander Mattison,MIN,23,rb,16,4,39,32,228,1,10,-10,-0.3,238,7.4,0.1,8,4.0,1,2.6,0,99.6,MattAl01
152,Tre'Quan Smith,NOR,25,wr,11,6,50,32,377,3,18,264,8.3,113,3.5,9.6,2,16.0,2,4.0,1,98.5,SmitTr03
153,Jalen Guyton,LAC,24,wr,16,2,48,31,448,3,21,299,9.6,149,4.8,10.5,2,15.5,4,8.3,0,115.6,GuytJa01
154,Julio Jones,TEN,32,wr,10,10,48,31,434,1,19,322,10.4,112,3.6,12.1,4,7.8,1,2.1,2,83.2,JoneJu02
155,Calvin Ridley,ATL,27,wr,5,5,52,31,281,2,16,190,6.1,91,2.9,10.0,1,31.0,3,5.8,1,79.1,RidlCa00
156,James Robinson,JAX,23,RB,14,13,46,31,222,0,9,-8,-0.3,230,7.4,0.9,2,15.5,4,8.7,0,78.4,RobiJa00
157,Geoff Swaim,TEN,28,TE,16,16,40,31,210,3,12,71,2.3,139,4.5,3.7,0,,1,2.5,0,113.5,SwaiGe00
158,Olamide Zaccheaus,ATL,24,wr,17,8,53,31,406,3,22,312,10.1,94,3.0,9.0,0,,2,3.8,2,85.9,ZaccOl01
159,Cameron Brate,TAM,30,te,17,3,57,30,245,4,15,164,5.5,81,2.7,7.6,0,,3,5.3,0,87.2,BratCa00
160,Kenyan Drake,LVR,27,rb,12,2,40,30,291,1,12,32,1.1,259,8.6,1.8,5,6.0,0,0.0,0,103.2,DrakKe00
161,Kyle Juszczyk*,SFO,30,FB,17,16,38,30,296,1,16,145,4.8,151,5.0,7.2,3,10.0,0,0.0,0,107.9,JuszKy00
162,Foster Moreau,LVR,24,TE,17,11,44,30,373,3,16,184,6.1,189,6.3,7.4,2,15.0,4,9.1,2,98.0,MoreFo00
163,Chester Rogers,TEN,27,wr,16,2,43,30,301,1,12,198,6.6,103,3.4,7.5,0,,2,4.7,1,87.5,RogeCh02
164,Ricky Seals-Jones,WAS,26,te,13,6,49,30,271,2,14,114,3.8,157,5.2,5.4,2,15.0,4,8.2,0,89.8,SealRi00
165,Jack Doyle,IND,31,,17,14,43,29,302,3,18,177,6.1,125,4.3,6.8,0,,4,9.3,2,91.4,DoylJa00
166,Darrell Henderson,LAR,24,rb,12,10,40,29,176,3,8,-4,-0.1,180,6.2,0.9,2,14.5,3,7.5,0,105.8,HendDa00
167,Josh Reynolds,2TM,26,,12,5,49,29,396,2,21,277,9.6,119,4.1,13.6,2,14.5,1,2.0,1,90.2,ReynJo00
168,Randall Cobb,GNB,31,wr,12,3,39,28,375,5,21,237,8.5,138,4.9,7.9,1,28.0,2,5.1,0,141.6,CobbRa00
169,Keelan Cole,NYJ,28,WR,15,11,51,28,449,1,20,364,13.0,85,3.0,13.5,0,,1,2.0,4,58.4,ColeKe00
170,Melvin Gordon,DEN,28,RB,16,16,38,28,213,2,9,27,1.0,186,6.6,0.3,4,7.0,3,7.9,0,104.4,GordMe00
171,Jeremy McNichols,TEN,26,,14,0,38,28,240,1,11,-8,-0.3,248,8.9,0.1,0,,2,5.3,0,98.6,McNiJe00
172,Jonnu Smith,NWE,26,TE,16,11,45,28,294,1,15,62,2.2,232,8.3,5.5,2,14.0,4,8.9,2,70.0,SmitJo01
173,Ryan Griffin,NYJ,31,TE,14,12,42,27,261,2,14,112,4.1,149,5.5,5.3,0,,3,7.1,2,77.6,GrifRy00
174,Mark Ingram,2TM,32,,14,10,35,27,162,0,9,-2,-0.1,164,6.1,0.0,2,13.5,0,0.0,0,85.7,IngrMa01
175,Samaje Perine,CIN,26,,16,0,31,27,196,1,9,-2,-0.1,198,7.3,0.2,2,13.5,1,3.2,0,103.8,PeriSa00
176,Adam Trautman,NOR,24,te,13,10,43,27,263,2,13,152,5.6,111,4.1,5.7,0,,4,9.3,1,85.7,TrauAd00
177,Sammy Watkins,BAL,28,wr,13,9,49,27,394,1,17,300,11.1,94,3.5,13.1,0,,6,12.2,1,79.8,WatkSa00
178,Damiere Byrd,CHI,28,wr,17,4,38,26,329,1,18,213,8.2,116,4.5,8.6,1,26.0,2,5.3,2,82.0,ByrdDa00
179,Hayden Hurst,ATL,28,te,13,5,31,26,221,3,11,132,5.1,89,3.4,6.6,2,13.0,0,0.0,1,115.2,HursHa00
180,Kyle Rudolph,NYG,32,,16,13,39,26,257,1,12,120,4.6,137,5.3,5.9,1,26.0,0,0.0,0,93.6,RudoKy00
181,Miles Sanders,PHI,24,RB,12,12,34,26,158,0,6,-69,-2.7,227,8.7,-0.5,6,4.3,1,2.9,0,85.2,SandMi01
182,Darius Slayton,NYG,24,wr,13,5,58,26,339,2,14,274,10.5,65,2.5,13.3,1,26.0,6,10.3,3,53.7,SlayDa01
183,Marquez Valdes-Scantling,GNB,27,wr,11,7,55,26,430,3,18,284,10.9,146,5.6,17.9,0,,0,0.0,1,84.7,ValdMa00
184,Jamaal Williams,DET,26,RB,13,11,28,26,157,0,6,1,0.0,156,6.0,0.4,1,26.0,1,3.6,0,90.0,WillJa06
