Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,Player-additional
185,Rex Burkhead,HOU,31,rb,16,5,32,25,186,0,9,45,1.8,141,5.6,1.6,1,25.0,0,0.0,0,90.9,BurkRe00
186,Josiah Deguara,GNB,24,te,16,2,33,25,245,2,9,41,1.6,204,8.2,3.5,1,25.0,2,6.1,1,103.7,DeguJo00
187,Chuba Hubbard,CAR,22,rb,17,10,37,25,174,1,8,14,0.6,160,6.4,0.4,3,8.3,7,18.9,1,75.7,HubbCh01
188,Demarcus Robinson,KAN,27,wr,17,10,41,25,264,3,13,202,8.1,62,2.5,10.4,0,,1,2.4,0,104.1,RobiDe01
189,Tajae Sharpe,ATL,27,wr,15,7,37,25,230,0,14,161,6.4,69,2.8,9.4,0,,1,2.7,0,84.3,SharTa00
190,Freddie Swain,SEA,23,wr,17,8,40,25,343,4,12,137,5.5,206,8.2,8.1,0,,2,5.0,0,123.2,SwaiFr00
191,Albert Wilson,MIA,29,wr,14,5,39,25,213,0,10,70,2.8,143,5.7,5.4,4,6.3,4,10.3,1,67.6,WilsAl02
192,Jamal Agnew,JAX,26,wr,10,2,39,24,229,1,14,108,4.5,121,5.0,7.4,0,,1,2.6,0,86.4,AgneJa00
193,Jordan Akins,HOU,29,te,13,3,33,24,214,0,11,133,5.5,81,3.4,6.3,1,24.0,3,9.1,1,77.1,AkinJo00
194,Mo Alie-Cox,IND,28,te,17,7,45,24,316,4,14,166,6.9,150,6.3,9.9,2,12.0,2,4.4,1,96.2,AlieMo00
195,Danny Amendola,HOU,36,,8,0,38,24,248,3,10,143,6.0,105,4.4,8.4,0,,1,2.6,2,86.3,AmenDa00
196,Tavon Austin,JAX,31,wr,13,3,37,24,213,1,11,154,6.4,59,2.5,8.9,1,24.0,2,5.4,3,55.3,AustTa00
197,DeAndre Carter,WAS,28,wr,17,6,44,24,296,3,17,218,9.1,78,3.3,11.0,0,,2,4.5,2,79.4,CartDe02
198,Rashard Higgins,CLE,27,wr,15,4,47,24,275,1,16,228,9.5,47,2.0,11.5,0,,3,6.4,1,67.2,HiggRa00
199,Jauan Jennings,SFO,24,wr,16,1,38,24,282,5,15,179,7.5,103,4.3,9.1,2,12.0,5,13.2,1,114.3,JennJa00
200,James O'Shaughnessy,JAX,29,te,7,6,34,24,244,0,10,130,5.4,114,4.8,6.6,2,12.0,3,8.8,0,90.8,O'ShJa00
201,Henry Ruggs III,LVR,22,,7,7,36,24,469,2,16,360,15.0,109,4.5,16.9,3,8.0,2,5.6,0,128.2,RuggHe00
202,James Washington,PIT,25,wr,15,2,44,24,285,2,9,206,8.6,79,3.3,11.7,0,,2,4.5,1,80.2,WashJa00
203,Giovani Bernard,TAM,30,,12,0,29,23,123,3,8,-11,-0.5,134,5.8,1.0,1,23.0,1,3.4,0,118.8,BernGi00
204,Pharaoh Brown,HOU,27,TE,15,12,34,23,171,0,6,65,2.8,106,4.6,4.3,2,11.5,1,2.9,1,67.2,BrowPh01
205,Jamycal Hasty,SFO,25,,11,0,29,23,157,0,7,29,1.3,128,5.6,2.4,2,11.5,1,3.4,0,89.2,HastJa02
206,T.Y. Hilton,IND,32,wr,10,9,37,23,331,3,15,260,11.3,71,3.1,12.2,0,,1,2.7,0,118.2,HiltT.00
207,Marcedes Lewis,GNB,37,TE,17,17,28,23,214,0,10,70,3.0,144,6.3,3.7,5,4.6,0,0.0,0,98.5,LewiMa00
208,Zack Moss,BUF,24,,13,0,32,23,197,1,12,-3,-0.1,200,8.7,0.8,2,11.5,3,9.4,1,85.0,MossZa00
209,Chris Conley,HOU,29,wr,16,10,37,22,323,2,15,197,9.0,126,5.7,9.1,3,7.3,2,5.4,1,94.8,ConlCh00
210,Kareem Hunt,CLE,26,rb,8,1,27,22,174,0,10,2,0.1,172,7.8,0.1,0,,1,3.7,0,93.5,HuntKa00
211,Justin Jackson,LAC,25,rb,14,2,25,22,178,0,8,13,0.6,165,7.5,0.8,1,22.0,2,8.0,0,96.3,JackJu01
212,Harrison Bryant,CLE,23,te,16,3,28,21,233,3,14,154,7.3,79,3.8,9.3,0,,1,3.6,2,105.2,BryaHa00
213,DeeJay Dallas,SEA,23,,17,0,23,21,133,0,4,23,1.1,110,5.2,1.7,1,21.0,1,4.3,0,90.8,DallDe00
214,Will Dissly,SEA,25,TE,15,14,26,21,231,1,11,88,4.2,143,6.8,4.3,2,10.5,3,11.5,0,116.5,DissWi00
215,Sony Michel,LAR,26,rb,17,7,33,21,128,1,6,-5,-0.2,133,6.3,-0.4,3,7.0,3,9.1,1,68.7,MichSo00
216,Chris Moore,HOU,28,wr,12,1,22,21,227,2,6,77,3.7,150,7.1,4.1,1,21.0,0,0.0,0,140.0,MoorCh00
217,John Bates,WAS,24,te,17,8,25,20,249,1,11,110,5.5,139,7.0,6.0,2,10.0,0,0.0,1,104.8,BateJo00
218,Nick Chubb*,CLE,26,RB,14,14,25,20,174,1,9,2,0.1,172,8.6,1.0,4,5.0,0,0.0,0,109.0,ChubNi00
219,Marquise Goodwin,CHI,31,wr,14,2,40,20,313,1,12,230,11.5,83,4.2,11.9,0,,2,5.0,1,74.3,GoodMa00
220,DeSean Jackson,2TM,35,,16,4,34,20,454,2,12,279,14.0,175,8.8,19.0,0,,1,2.9,2,98.3,JackDe00
221,Brevin Jordan,HOU,21,te,9,2,28,20,178,3,10,79,4.0,99,5.0,5.7,1,20.0,1,3.6,0,123.8,JordBr00
222,Isaiah McKenzie,BUF,26,wr,15,2,26,20,178,1,13,97,4.9,81,4.1,6.0,1,20.0,3,11.5,0,107.5,McKeIs00
223,Donald Parham,LAC,24,te,14,9,27,20,190,3,13,55,2.8,135,6.8,4.6,2,10.0,2,7.4,0,130.2,ParhDo00
224,Tommy Tremble,CAR,21,TE,16,11,35,20,180,1,10,110,5.5,70,3.5,8.2,0,,2,5.7,0,80.7,TremTo00
225,Clyde Edwards-Helaire,KAN,22,rb,10,10,23,19,129,2,8,-40,-2.1,169,8.9,-2.3,0,,1,4.3,1,100.9,EdwaCl00
226,Zach Gentry,PIT,25,TE,17,12,25,19,167,0,11,40,2.1,127,6.7,3.0,1,19.0,0,0.0,0,93.2,GentZa00
227,Dontrell Hilliard,TEN,26,rb,8,5,26,19,87,0,7,-21,-1.1,108,5.7,-0.9,0,,3,11.5,1,60.9,HillDo00
228,D'Ernest Johnson,CLE,25,rb,17,2,25,19,137,0,7,-1,-0.1,138,7.3,0.2,4,4.8,3,12.0,0,88.2,JohnDE04
229,Elijah Mitchell,SFO,23,rb,11,10,20,19,137,1,6,-14,-0.7,151,7.9,-0.6,1,19.0,1,5.0,0,111.9,MitcEl00
230,Antoine Wesley,ARI,24,wr,15,4,32,19,208,3,9,147,7.7,61,3.2,10.5,0,,1,3.1,1,96.9,WeslAn01
231,Demetric Felton,CLE,23,rb,16,2,21,18,181,2,10,-20,-1.1,201,11.2,0.4,2,9.0,1,4.8,0,134.3,FeltDe00
232,Damien Harris,NWE,24,RB,15,15,21,18,132,0,4,-2,-0.1,134,7.4,-0.3,1,18.0,0,0.0,0,92.9,HarrDa06
233,Derrick Henry,TEN,27,rb,8,8,20,18,154,0,7,-6,-0.3,160,8.9,-0.2,1,18.0,0,0.0,0,98.7,HenrDe00
234,Ian Thomas,CAR,25,TE,17,13,30,18,188,0,6,96,5.3,92,5.1,6.2,1,18.0,4,13.3,3,38.6,ThomIa00
235,Logan Thomas,WAS,30,te,6,6,25,18,196,3,10,114,6.3,82,4.6,9.4,1,18.0,0,0.0,1,117.7,ThomLo00
236,Robert Tonyan,GNB,27,te,8,5,29,18,204,2,10,94,5.2,110,6.1,8.8,0,,0,0.0,0,106.1,TonyRo00
237,Brandon Zylstra,CAR,28,wr,13,3,25,18,250,1,10,132,7.3,118,6.6,10.5,1,18.0,0,0.0,0,117.1,ZylsBr00
238,C.J. Ham,MIN,28,fb,17,8,18,17,125,0,6,64,3.8,61,3.6,3.7,1,17.0,0,0.0,0,95.6,HamxC.00
239,Terrace Marshall Jr.,CAR,21,wr,13,3,30,17,138,0,7,77,4.5,61,3.6,7.1,1,17.0,0,0.0,2,40.7,MarsTe00
240,Stephen Anderson,LAC,28,te,17,4,19,16,165,1,9,36,2.3,129,8.1,3.5,0,,0,0.0,1,98.5,AndeSt01
241,Noah Brown,DAL,25,wr,13,1,25,16,184,0,6,116,7.3,68,4.3,9.1,1,16.0,1,4.0,0,86.1,BrowNo00
242,Travis Homer,SEA,23,,14,0,20,16,161,0,8,33,2.1,128,8.0,2.4,3,5.3,1,5.0,1,79.4,HomeTr00
243,Tyler Kroft,NYJ,29,te,9,6,25,16,173,1,9,99,6.2,74,4.6,5.8,1,16.0,4,16.0,0,97.6,KrofTy00
244,Ty Montgomery,NOR,28,wr,14,3,26,16,95,0,5,8,0.5,87,5.4,1.8,0,,2,7.7,0,68.6,MontTy01
245,James Proche,BAL,25,,14,0,20,16,202,0,10,147,9.2,55,3.4,9.6,0,,0,0.0,1,87.9,ProcJa00
246,Damien Williams,CHI,29,rb,12,2,23,16,103,1,3,-6,-0.4,109,6.8,1.8,3,5.3,0,0.0,0,93.2,WillDa05
247,Maxx Williams,ARI,27,te,5,5,17,16,193,1,9,68,4.3,125,7.8,5.3,1,16.0,0,0.0,0,133.6,WillMa04
248,Quintez Cephus,DET,23,wr,5,3,22,15,204,2,9,109,7.3,95,6.3,11.4,2,7.5,0,0.0,0,127.8,CephQu00
249,Chris Evans,CIN,24,rb,14,1,17,15,151,2,6,38,2.5,113,7.5,2.9,3,5.0,0,0.0,0,142.9,EvanCh02
250,Kendall Hinton,DEN,24,wr,16,1,23,15,175,1,10,118,7.9,57,3.8,8.0,1,15.0,1,4.3,1,84.5,HintKe00
251,Mohamed Sanu,SFO,32,,8,0,24,15,177,0,12,133,8.9,44,2.9,9.5,0,,1,4.2,0,84.9,SanuMo00
252,Cam Sims,WAS,25,wr,14,3,23,15,211,2,11,169,11.3,42,2.8,11.7,1,15.0,1,4.3,1,105.5,SimsCa00
253,JuJu Smith-Schuster,PIT,25,,5,5,28,15,129,0,6,61,4.1,68,4.5,6.5,3,5.0,0,0.0,1,51.0,SmitJu00
254,Jimmy Graham,CHI,35,te,15,6,23,14,167,3,10,112,8.0,55,3.9,8.0,0,,1,4.3,0,122.6,GrahJi00
255,Khalil Herbert,CHI,23,rb,17,2,16,14,96,0,6,-5,-0.4,101,7.2,-0.3,1,14.0,1,6.3,0,91.7,HerbKh00
256,Mack Hollins,MIA,28,wr,17,3,28,14,223,4,11,186,13.3,37,2.6,15.3,0,,1,3.6,1,101.6,HollMa00
257,O.J. Howard,TAM,27,te,17,9,21,14,135,1,10,52,3.7,83,5.9,6.5,1,14.0,0,0.0,0,100.3,HowaO.00
258,MyCole Pruitt,TEN,29,te,16,9,18,14,145,3,10,86,6.1,59,4.2,6.6,0,,0,0.0,1,116.7,PruiMy00
259,Rhamondre Stevenson,NWE,23,rb,12,2,18,14,123,0,3,-22,-1.6,145,10.4,-0.3,5,2.8,1,5.6,0,95.1,StevRh00
260,Ashton Dulin,IND,24,wr,17,1,22,13,173,2,9,123,9.5,50,3.8,13.8,0,,2,9.1,0,114.4,DuliAs00
261,KhaDarel Hodge,DET,26,wr,16,1,27,13,157,0,7,120,9.2,37,2.8,11.3,0,,2,7.4,2,35.6,HodgKh00
262,Lil'Jordan Humphrey,NOR,23,wr,10,4,18,13,249,2,9,148,11.4,101,7.8,10.7,1,13.0,0,0.0,1,128.2,HumpLi01
263,Juwan Johnson,NOR,25,te,14,2,22,13,159,4,12,117,9.0,42,3.2,10.9,0,,1,4.5,1,102.1,JohnJu02
264,Jerick McKinnon,KAN,29,,13,0,20,13,107,1,6,-18,-1.4,125,9.6,-0.5,2,6.5,1,5.0,0,95.2,McKiJe00
265,Dare Ogunbowale,JAX,27,rb,17,2,21,13,114,1,3,14,1.1,100,7.7,1.5,0,,3,14.3,0,92.2,OgunDa00
266,Boston Scott,PHI,26,rb,16,4,16,13,83,0,3,-13,-1.0,96,7.4,-0.6,0,,0,0.0,1,62.2,ScotBo02
267,Salvon Ahmed,MIA,23,,12,0,19,12,117,0,4,4,0.3,113,9.4,2.7,1,12.0,4,21.1,0,80.4,AhmeSa01
268,Dyami Brown,WAS,22,wr,15,6,25,12,165,0,6,131,10.9,34,2.8,15.2,1,12.0,1,4.0,0,69.6,BrowDy00
269,Eric Ebron,PIT,28,,8,3,18,12,84,1,6,63,5.3,21,1.8,6.4,0,,1,5.6,0,95.6,EbroEr00
270,Isaiah Ford,MIA,25,wr,13,2,17,12,161,2,7,101,8.4,60,5.0,8.1,1,12.0,0,0.0,0,139.6,FordIs00
271,N'Keal Harry,NWE,24,wr,12,4,22,12,184,0,7,159,13.3,25,2.1,14.9,0,,1,4.5,1,63.4,HarrNK00
272,Carlos Hyde,JAX,31,,12,2,21,12,65,0,1,-10,-0.8,75,6.3,1.5,0,,1,4.8,0,62.6,HydeCa00
273,Jalen Richard,LVR,28,,10,0,14,12,72,0,4,5,0.4,67,5.6,0.5,1,12.0,0,0.0,1,58.3,RichJa01
274,Adam Shaheen,MIA,27,te,12,7,16,12,110,0,5,69,5.8,41,3.4,5.8,1,12.0,2,12.5,0,93.2,ShahAd00
275,Malik Turner,DAL,25,,14,0,16,12,149,3,8,75,6.3,74,6.2,9.3,2,6.0,1,6.3,1,116.9,TurnMa00
276,James White,NWE,29,,3,0,14,12,94,0,5,24,2.0,70,5.8,3.6,1,12.0,1,7.1,0,94.6,WhitJa02
277,Brock Wright,DET,23,te,10,5,17,12,117,2,6,53,4.4,64,5.3,4.1,0,,1,5.9,1,104.3,WrigBr01
278,Tevin Coleman,NYJ,28,rb,11,5,16,11,49,0,2,-34,-3.1,83,7.5,-1.1,0,,2,12.5,0,72.1,ColeTe01
279,Kylen Granson,IND,23,,17,0,15,11,106,0,4,30,2.7,76,6.9,3.9,0,,0,0.0,0,92.6,GranKy00
280,Jakeem Grant*,2TM,29,,15,0,17,11,132,2,7,29,2.6,103,9.4,4.7,3,3.7,2,11.8,1,103.1,GranJa00
281,Blake Jarwin,DAL,27,,8,5,17,11,96,2,5,58,5.3,38,3.5,7.5,0,,0,0.0,1,94.2,JarwBl00
282,Collin Johnson,NYG,24,wr,12,1,21,11,105,0,6,87,7.9,18,1.6,8.5,2,5.5,1,4.8,1,46.7,JohnCo01
283,Breshad Perriman,TAM,28,,6,0,18,11,167,1,5,65,5.9,102,9.3,8.4,1,11.0,1,5.6,0,110.2,PerrBr02
284,John Ross,NYG,26,wr,10,1,20,11,224,1,8,185,16.8,39,3.5,15.7,1,11.0,1,5.0,0,111.2,RossJo00
285,Drew Sample,CIN,25,te,17,8,15,11,81,0,3,-1,-0.1,82,7.5,2.3,2,5.5,1,6.7,0,85.7,SampDr00
286,Ben Skowronek,LAR,24,wr,14,1,20,11,133,0,7,80,7.3,53,4.8,10.5,1,11.0,3,15.0,1,54.8,SkowBe00
287,Peyton Barber,LVR,27,rb,10,1,13,10,67,0,3,-6,-0.6,73,7.3,1.5,2,5.0,2,15.4,0,87.7,BarbPe01
288,Trinity Benson,DET,24,wr,8,2,22,10,103,0,4,52,5.2,51,5.1,7.5,0,,3,13.6,1,40.5,BensTr00
289,Parris Campbell,IND,24,wr,6,3,20,10,162,1,7,145,14.5,17,1.7,16.7,0,,0,0.0,0,94.2,CampPa00
290,D'Wayne Eskridge,SEA,24,,10,0,20,10,64,1,4,32,3.2,32,3.2,12.6,2,5.0,0,0.0,0,73.7,EskrDW00
291,Royce Freeman,2TM,25,,15,0,16,10,77,0,4,2,0.2,75,7.5,-0.4,0,,1,6.3,0,74.2,FreeRo00
292,Cyril Grayson,TAM,28,wr,5,3,12,10,212,2,8,142,14.2,70,7.0,15.4,0,,0,0.0,0,158.3,GrayCy01
293,Alec Ingold,LVR,25,fb,9,3,12,10,85,1,4,39,3.9,46,4.6,4.7,1,10.0,1,8.3,0,124.0,IngoAl01
294,Ronald Jones II,TAM,24,rb,16,3,13,10,64,0,2,-13,-1.3,77,7.7,-1.2,1,10.0,1,7.7,0,86.7,JoneRo01
295,Latavius Murray,BAL,31,rb,14,6,13,10,75,0,2,4,0.4,71,7.1,0.1,0,,1,7.7,0,90.2,MurrLa00
296,Jaret Patterson,WAS,22,rb,17,1,11,10,73,0,5,-2,-0.2,75,7.5,-0.3,0,,0,0.0,0,94.3,PattJa01
297,Dante Pettis,NYG,26,,3,0,16,10,87,1,5,49,4.9,38,3.8,6.4,0,,2,12.5,1,71.6,PettDa00
298,Anthony Schwartz,CLE,21,wr,14,2,23,10,135,1,6,125,12.5,10,1.0,17.2,0,,1,4.3,1,59.1,SchwAn00
299,Dede Westbrook,MIN,28,,15,0,15,10,68,0,3,51,5.1,17,1.7,7.3,0,,0,0.0,0,76.5,WestDe00
300,Blake Bell,KAN,30,te,16,5,13,9,87,0,4,20,2.2,67,7.4,2.4,0,,1,7.7,0,87.7,BellBl00
301,Alex Collins,SEA,27,rb,11,6,10,9,87,0,3,-9,-1.0,96,10.7,0.2,1,9.0,0,0.0,0,102.9,CollAl00
302,D'Onta Foreman,TEN,25,rb,9,3,11,9,123,0,6,2,0.2,121,13.4,0.2,1,9.0,1,9.1,0,113.3,ForeDO00
303,Jacob Hollister,JAX,28,te,7,2,14,9,55,1,2,27,3.0,28,3.1,5.7,0,,1,7.1,2,56.2,HollJa03
304,Marcus Johnson,TEN,27,wr,7,3,19,9,160,0,7,65,7.2,95,10.6,9.0,1,9.0,0,0.0,1,54.7,JohnMa07
305,Dax Milne,WAS,22,wr,13,1,14,9,83,0,4,49,5.4,34,3.8,7.6,0,,0,0.0,0,80.4,MilnDa00
306,Josh Oliver,BAL,24,te,14,1,15,9,66,0,4,41,4.6,25,2.8,8.7,0,,0,0.0,0,70.4,OlivJo00
307,Elijhaa Penny,NYG,28,rb,17,3,13,9,30,1,4,-4,-0.4,34,3.8,-0.2,2,4.5,0,0.0,0,97.9,PennEl00
308,Trent Sherfield,SFO,25,wr,17,1,20,9,87,1,7,64,7.1,23,2.6,8.7,0,,1,5.0,1,53.5,SherTr00
309,Keith Smith,ATL,29,fb,17,8,10,9,56,0,3,18,2.0,38,4.2,2.1,2,4.5,1,10.0,0,90.0,SmitKe03
310,Lee Smith,ATL,34,,16,6,11,9,65,1,3,34,3.8,31,3.4,3.5,0,,0,0.0,0,121.6,SmitLe00
311,Equanimeous St. Brown,GNB,25,wr,13,2,17,9,98,0,6,40,4.4,58,6.4,10.3,0,,1,5.9,1,45.7,St.BEq00
312,Tommy Sweeney,BUF,26,te,13,3,12,9,44,1,3,30,3.3,14,1.6,5.8,0,,1,8.3,1,72.9,SweeTo00
313,Nick Vannett,NOR,28,te,7,2,15,9,133,1,7,41,4.6,92,10.2,5.5,1,9.0,3,20.0,0,111.2,VannNi00
314,Ty'Son Williams,BAL,25,rb,13,3,12,9,84,0,4,13,1.4,71,7.9,2.5,0,,0,0.0,0,93.7,WillTy01
315,Derrick Gore,KAN,27,,11,0,9,8,105,0,3,15,1.9,90,11.3,1.2,2,4.0,0,0.0,0,115.3,GoreDe00
316,Denzel Mims,NYJ,24,wr,11,3,23,8,133,0,5,84,10.5,49,6.1,11.7,0,,2,8.7,0,55.2,MimsDe00
317,Patrick Ricard*,BAL,27,FB,13,11,13,8,63,1,3,18,2.3,45,5.6,1.1,1,8.0,0,0.0,1,67.1,RicaPa00
318,Eric Saubert,DEN,27,te,17,4,12,8,47,1,2,18,2.3,29,3.6,3.3,2,4.0,1,8.3,1,67.0,SaubEr00
319,Jeff Smith,NYJ,24,wr,12,3,17,8,113,0,6,98,12.3,15,1.9,11.3,0,,1,5.9,0,69.0,SmitJe03
320,Juwann Winfree,GNB,25,,7,0,13,8,58,0,5,27,3.4,31,3.9,5.8,1,8.0,1,7.7,0,72.0,WinfJu00
321,Matt Breida,BUF,26,,9,0,9,7,72,2,4,11,1.6,61,8.7,0.9,0,,0,0.0,0,139.6,BreiMa00
322,DJ Chark,JAX,25,wr,4,4,22,7,154,2,7,130,18.6,24,3.4,16.3,0,,1,4.5,1,69.1,CharDJ00
323,Phillip Dorsett,3TM,28,,6,0,14,7,110,0,3,83,11.9,27,3.9,15.0,0,,0,0.0,0,76.5,DorsPh00
324,Luke Farrell,JAX,24,te,15,4,11,7,56,0,3,28,4.0,28,4.0,6.6,0,,1,9.1,1,38.4,FarrLu00
325,Noah Gray,KAN,22,te,16,1,10,7,36,1,2,18,2.6,18,2.6,2.3,0,,1,10.0,0,108.7,GrayNo00
326,Penny Hart,SEA,25,,17,0,12,7,59,0,3,18,2.6,41,5.9,9.0,0,,1,8.3,0,71.2,HartPe01
327,Godwin Igwebuike,DET,27,rb,17,1,10,7,60,0,4,-4,-0.6,64,9.1,1.5,1,7.0,2,20.0,0,85.4,IgweGo00
328,Jesse James,CHI,27,te,14,9,8,7,62,1,3,44,6.3,18,2.6,6.8,0,,0,0.0,0,138.5,JameJe00
329,Craig Reynolds,DET,25,,5,2,8,7,52,0,3,-4,-0.6,56,8.0,0.0,2,3.5,0,0.0,0,93.7,ReynCr00
330,Greg Ward,PHI,26,,17,0,11,7,95,3,4,79,11.3,16,2.3,7.7,0,,2,18.2,0,130.7,WardGr02
331,Jeff Wilson,SFO,26,rb,9,4,8,7,31,0,1,-12,-1.7,43,6.1,-1.3,0,,0,0.0,0,82.8,WilsJe01
332,Eno Benjamin,ARI,22,,9,0,7,6,42,0,4,-4,-0.7,46,7.7,-0.1,2,3.0,0,0.0,0,91.7,BenjEn00
333,Chris Carson,SEA,27,rb,4,4,6,6,29,0,1,-13,-2.2,42,7.0,-2.2,2,3.0,0,0.0,0,86.8,CarsCh00
334,Corey Clement,DAL,27,,17,0,7,6,29,1,1,12,2.0,17,2.8,1.7,0,,1,14.3,0,123.5,ClemCo00
335,Jaelon Darden,TAM,22,,9,0,12,6,43,0,1,19,3.2,24,4.0,13.0,0,,0,0.0,1,24.0,DardJa00
336,Tom Kennedy,DET,25,,12,0,10,6,54,0,2,37,6.2,17,2.8,7.7,1,6.0,1,10.0,1,35.0,KennTo01
337,Chris Manhertz,JAX,29,te,17,10,9,6,71,1,4,45,7.5,26,4.3,7.6,0,,0,0.0,0,127.5,ManhCh00
338,Tre' McKitty,LAC,22,te,11,4,8,6,45,0,3,11,1.8,34,5.7,2.3,0,,0,0.0,0,88.0,McKiTr00
339,Anthony Miller,2TM,27,,3,1,12,6,25,1,3,15,2.5,10,1.7,6.3,0,,0,0.0,2,44.4,MillAn02
340,Rashaad Penny,SEA,25,rb,10,6,8,6,48,0,3,-14,-2.3,62,10.3,-2.0,1,6.0,1,12.5,0,89.6,PennRa00
341,Curtis Samuel,WAS,25,wr,5,1,9,6,27,0,4,-13,-2.2,40,6.7,2.3,0,,0,0.0,1,30.6,SamuCu00
342,Shi Smith,CAR,23,,6,0,11,6,104,0,3,33,5.5,71,11.8,6.7,0,,0,0.0,1,49.1,SmitSh03
343,Kenny Stills,NOR,29,wr,13,4,23,6,68,1,4,58,9.7,10,1.7,18.4,0,,1,4.3,1,36.0,StilKe00
344,Preston Williams,MIA,24,wr,8,3,16,6,71,0,3,33,5.5,38,6.3,8.2,2,3.0,3,18.8,0,51.8,WillPr01
345,Antony Auclair,HOU,28,TE,16,13,5,5,47,1,2,22,4.4,25,5.0,4.4,1,5.0,0,0.0,0,145.4,AuclAn00
346,Le'Veon Bell,2TM,29,,8,0,7,5,30,1,3,4,0.8,26,5.2,0.7,1,5.0,1,14.3,0,119.0,BellLe00
347,Dez Fitzpatrick,TEN,24,,4,0,8,5,49,1,4,46,9.2,3,0.6,13.6,0,,0,0.0,2,79.7,FitzDe00
348,Joe Fortson,KAN,26,,6,0,5,5,47,2,3,38,7.6,9,1.8,7.6,0,,0,0.0,0,145.4,FortJo01
349,Josh Gordon,KAN,30,wr,12,7,14,5,32,1,3,27,5.4,5,1.0,10.9,0,,2,14.3,2,28.6,GordJo02
350,KJ Hamler,DEN,22,wr,3,2,10,5,74,0,4,58,11.6,16,3.2,20.1,0,,1,10.0,0,74.6,HamlKJ00
351,Parker Hesse,ATL,26,te,8,1,6,5,43,0,3,22,4.4,21,4.2,3.7,0,,0,0.0,0,96.5,HessPa00
352,Tony Jones,NOR,24,rb,11,4,8,5,29,0,2,1,0.2,28,5.6,0.1,0,,0,0.0,0,69.3,JoneTo04
353,Joshua Kelley,LAC,24,,10,0,6,5,38,0,1,7,1.4,31,6.2,2.2,1,5.0,0,0.0,0,93.1,KellJo01
354,Scott Miller,TAM,24,,9,0,9,5,38,0,2,29,5.8,9,1.8,13.0,0,,0,0.0,2,26.4,MillSc01
355,Colby Parkinson,SEA,22,te,14,1,8,5,33,0,2,13,2.6,20,4.0,5.9,0,,0,0.0,0,71.4,ParkCo02
356,Rodney Smith,CAR,25,,2,0,5,5,48,0,2,16,3.2,32,6.4,3.2,1,5.0,0,0.0,0,106.7,SmitRo08
357,Ihmir Smith-Marsette,MIN,22,wr,8,1,6,5,116,2,4,99,19.8,17,3.4,21.3,0,,0,0.0,0,158.3,SmitIh00
358,Mike Thomas,CIN,27,wr,12,1,11,5,52,0,3,39,7.8,13,2.6,9.9,0,,0,0.0,0,59.7,ThomMi04
359,Cody White,PIT,23,,15,0,6,5,33,0,3,19,3.8,14,2.8,6.3,0,,1,16.7,0,89.6,WhitCo05
360,Charlie Woerner,SFO,24,te,17,3,6,5,52,0,3,43,8.6,9,1.8,8.7,0,,0,0.0,0,102.8,WoerCh00
361,Christian Blake,ATL,25,,16,0,9,4,25,0,2,23,5.8,2,0.5,6.4,0,,1,11.1,0,51.6,BlakCh00
362,Kendall Blanton,LAR,26,te,11,2,7,4,37,0,2,24,6.0,13,3.3,6.1,0,,2,28.6,0,71.7,BlanKe01
363,C.J. Board,NYG,28,wr,6,1,6,4,51,0,3,38,9.5,13,3.3,17.0,0,,0,0.0,1,53.5,BoarC.00
364,Ja'Marcus Bradley,CLE,25,,5,0,4,4,64,0,2,48,12.0,16,4.0,12.0,0,,0,0.0,0,118.7,BradJa01
365,Jason Cabinda,DET,25,fb,14,4,7,4,16,1,2,8,2.0,8,2.0,0.9,0,,2,28.6,0,101.8,CabiJa00
366,Pharoh Cooper,NYG,26,,8,0,11,4,33,0,1,26,6.5,7,1.8,7.2,0,,0,0.0,1,7.0,CoopPh00
367,Tyler Davis,GNB,24,,14,0,5,4,35,0,1,22,5.5,13,3.3,7.6,0,,1,20.0,0,95.8,DaviTy02
368,Ross Dwelley,SFO,26,te,17,2,5,4,51,1,2,46,11.5,5,1.3,11.8,0,,0,0.0,0,148.7,DwelRo00
369,Darren Fells,2TM,35,,9,5,5,4,43,0,2,16,4.0,27,6.8,4.8,0,,0,0.0,0,102.5,FellDa01
370,Will Fuller,MIA,27,,2,0,8,4,26,0,3,16,4.0,10,2.5,16.4,1,4.0,0,0.0,0,57.3,FullWi01
371,Garrett Griffin,NOR,27,te,13,6,4,4,39,0,2,12,3.0,27,6.8,3.0,0,,0,0.0,0,107.3,GrifGa00
372,Chris Herndon,MIN,25,te,16,5,7,4,40,1,4,9,2.3,31,7.8,4.1,0,,2,28.6,0,113.1,HernCh00
373,Taysom Hill,NOR,31,qb,12,9,6,4,52,0,4,2,0.5,50,12.5,3.2,1,4.0,0,0.0,1,54.2,HillTa00
374,Chris Hogan,NOR,34,,5,1,8,4,41,1,2,20,5.0,21,5.3,5.1,0,,0,0.0,0,104.7,HogaCh00
375,Cody Hollister,TEN,28,wr,3,1,7,4,33,0,4,16,4.0,17,4.3,10.3,0,,0,0.0,1,29.8,HollCo00
376,Jermar Jefferson,DET,21,,7,0,5,4,23,0,2,2,0.5,21,5.3,0.2,0,,0,0.0,0,85.8,JeffJe00
