Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,Player-additional
380,T.J. Jones,NYG,27,,3,0,4,3,38,1,2,15,5.0,23,7.7,7.5,0,,0,0.0,0,143.7,JoneT.00
381,Lance Kendricks,LAC,31,/te,12,1,7,3,50,0,3,43,14.3,7,2.3,10.6,0,,0,0.0,0,67.6,KendLa00
382,Chris Lacy,DET,23,,7,2,10,3,60,0,2,51,17.0,9,3.0,13.4,0,,1,10.0,1,12.5,LacyCh00
383,Marqise Lee,JAX,28,,6,1,4,3,18,0,2,13,4.3,5,1.7,4.5,0,,0,0.0,0,83.3,LeexMa00
384,Chris Moore,BAL,26,,14,1,5,3,21,0,,11,3.7,10,3.3,12.2,0,,0,0.0,0,69.6,MoorCh00
385,Stanley Morgan Jr.,CIN,23,,11,0,10,3,18,0,,8,2.7,10,3.3,5.7,0,,0,0.0,0,39.6,MorgSt02
386,Josh Oliver,JAX,22,,4,1,6,3,15,0,,10,3.3,5,1.7,7.3,0,,1,16.7,1,16.7,OlivJo00
387,Devine Ozigbo,JAX,23,,10,0,5,3,23,0,1,3,1.0,20,6.7,1.2,0,,1,20.0,0,71.2,OzigDe01
388,Andre Roberts*,BUF,31,,13,0,7,3,20,0,1,15,5.0,5,1.7,15.6,0,,1,14.3,0,50.3,RobeAn00
389,Russell Shepard,NYG,29,,3,0,8,3,25,0,1,12,4.0,13,4.3,9.0,0,,1,12.5,0,46.4,ShepRu00
390,Benny Snell Jr.,PIT,21,,13,2,4,3,23,0,0,1,0.3,22,7.3,-0.5,0,,0,0.0,0,88.5,SnelBe00
391,Derek Watt,LAC,27,/fb,16,2,5,3,32,0,1,4,1.3,28,9.3,2.0,0,,1,20.0,0,78.7,WattDe00
392,Bobo Wilson,TAM,24,,6,1,11,3,35,0,2,32,10.7,3,1.0,12.3,0,,1,9.1,2,0.8,WilsJe00
393,Jeff Wilson,SFO,24,,10,0,5,3,34,1,1,13,4.3,21,7.0,2.4,0,,1,20.0,0,120.0,WilsJe01
394,Deon Yelder,KAN,24,,9,1,4,3,50,0,2,18,6.0,32,10.7,9.5,0,,0,0.0,0,116.7,YeldDe00
395,Olamide Zaccheaus,ATL,22,,10,0,5,3,115,1,2,52,17.3,63,21.0,13.8,1,3.0,0,0.0,0,143.7,ZaccOl01
396,Alex Armah,CAR,25,,16,1,2,2,6,0,0,-1,-0.5,7,3.5,-0.5,0,,0,0.0,0,79.2,ArmaAl00
397,Chad Beebe,MIN,25,,3,0,2,2,70,0,2,4,2.0,66,33.0,2.0,1,2.0,0,0.0,0,118.7,BeebCh00
398,Josh Bellamy,NYJ,30,,7,0,3,2,20,0,1,10,5.0,10,5.0,7.7,0,,1,33.3,0,85.4,BellJo02
399,Nick Bellore,SEA,30,,14,1,2,2,23,1,2,2,1.0,21,10.5,1.0,0,,0,0.0,0,154.2,BellNi01
400,C.J. Board,JAX,26,,4,0,4,2,31,0,1,25,12.5,6,3.0,7.8,0,,0,0.0,0,76.0,BoarC.00
401,Fred Brown,DEN,26,,13,1,3,2,21,0,1,21,10.5,0,0.0,11.3,0,,1,33.3,0,86.8,BrowFr01
402,Malcolm Brown,LAR,26,,14,1,6,2,16,0,0,9,4.5,7,3.5,0.0,0,,1,16.7,2,2.8,BrowMa03
403,Pharaoh Brown,CLE,25,TE,9,6,3,2,27,0,1,13,6.5,14,7.0,9.0,1,2.0,0,0.0,0,95.1,BrowPh01
404,Deontay Burnett,PHI,22,,1,1,4,2,48,0,1,42,21.0,6,3.0,22.0,0,,0,0.0,0,93.7,BurnDe00
405,Cethan Carter,CIN,24,,15,0,3,2,13,1,2,8,4.0,5,2.5,2.7,0,,0,0.0,0,115.3,CartCe00
406,Robert Davis,2TM,24,,6,3,5,2,17,0,2,15,7.5,2,1.0,7.2,0,,0,0.0,1,10.0,DaviRo00
407,Ashton Dulin,IND,22,,13,0,2,2,17,0,,-6,-3.0,23,11.5,-3.0,0,,0,0.0,0,102.1,DuliAs00
408,Tyler Ervin,2TM,26,,10,0,4,2,11,0,1,-1,-0.5,12,6.0,14.8,0,,0,0.0,0,56.2,ErviTy00
409,Rico Gafford,OAK,23,,4,1,2,2,66,1,2,49,24.5,17,8.5,24.5,0,,0,0.0,0,158.3,GaffRi00
410,Wes Hills,DET,24,,1,1,2,2,1,0,0,-2,-1.0,3,1.5,-1.0,0,,0,0.0,0,79.2,HillWe00
411,Alexander Hollins,MIN,23,,5,1,4,2,46,0,2,40,20.0,6,3.0,18.8,0,,1,25.0,0,91.7,HollAl00
412,Cody Hollister,TEN,26,,5,0,2,2,13,0,,10,5.0,3,1.5,5.0,0,,0,0.0,0,93.7,HollCo00
413,Tanner Hudson,TAM,25,,9,1,5,2,26,0,1,24,12.0,2,1.0,11.0,0,,1,20.0,0,57.1,HudsTa00
414,Ishmael Hyman,TAM,24,,2,1,4,2,34,0,2,33,16.5,1,0.5,14.5,0,,1,25.0,1,39.6,HymaIs00
415,Darius Jennings,TEN,27,,8,0,5,2,17,0,2,3,1.5,14,7.0,15.4,0,,0,0.0,1,10.0,JennDa00
416,T.J. Logan,TAM,25,,12,0,3,2,13,0,1,4,2.0,9,4.5,10.0,0,,0,0.0,0,75.7,LogaT.00
417,Steven Mitchell,HOU,25,,3,1,6,2,37,0,2,23,11.5,14,7.0,16.8,0,,0,0.0,0,55.6,MitcSt02
418,Jason Moore,LAC,24,,10,0,5,2,43,0,2,37,18.5,6,3.0,23.8,0,,0,0.0,0,71.2,MoorJa02
419,Isaac Nauta,DET,22,,6,0,3,2,13,0,1,5,2.5,8,4.0,1.3,0,,1,33.3,0,75.7,NautIs00
420,Roosevelt Nix,PIT,27,,3,0,3,2,4,0,,-5,-2.5,9,4.5,0.7,0,,0,0.0,0,70.1,NixxRo01
421,Gunner Olszewski,NWE,23,,8,0,4,2,34,0,1,18,9.0,16,8.0,6.0,0,,0,0.0,0,79.2,OlszGu00
422,Elijhaa Penny,NYG,26,,16,1,4,2,9,0,0,-13,-6.5,22,11.0,-2.5,0,,0,0.0,0,56.2,PennEl00
423,Troymaine Pope,LAC,26,,14,0,3,2,14,1,1,3,1.5,11,5.5,0.0,0,,1,33.3,0,116.7,PopeTr00
424,Eric Saubert,CHI,25,,2,0,3,2,21,0,1,3,1.5,18,9.0,3.0,0,,1,33.3,0,86.8,SaubEr00
425,Da'Mari Scott,NYG,24,,5,2,3,2,22,0,2,8,4.0,14,7.0,6.3,0,,1,33.3,0,88.2,ScotDa02
426,Anthony Sherman,KAN,31,,16,0,3,2,22,0,2,-1,-0.5,23,11.5,3.3,0,,1,33.3,0,88.2,SherAn00
427,Scott Simonson,NYG,27,/te,5,1,2,2,11,0,1,8,4.0,3,1.5,4.0,0,,0,0.0,0,89.6,SimoSc00
428,Cam Sims,WAS,23,,7,1,3,2,27,0,1,19,9.5,8,4.0,11.7,0,,0,0.0,0,95.1,SimsCa00
429,Mike Thomas,LAR,25,,16,0,5,2,14,0,1,4,2.0,10,5.0,10.4,0,,1,20.0,0,47.9,ThomMi04
430,Levine Toilolo,SFO,28,,13,0,2,2,10,0,,-3,-1.5,13,6.5,-1.5,1,2.0,0,0.0,0,87.5,ToilLe00
431,Michael Walker,JAX,23,,7,0,3,2,15,0,1,8,4.0,7,3.5,4.0,0,,0,0.0,0,78.5,WalkMi00
432,Trevon Wesco,NYJ,24,,16,1,3,2,47,0,2,7,3.5,40,20.0,2.7,0,,0,0.0,0,109.7,WescTr00
433,Zach Zenner,3TM,28,,5,0,3,2,19,0,2,0,0.0,19,9.5,1.7,0,,1,33.3,0,84.0,ZennZa00
434,Jamal Agnew,DET,24,,13,0,2,1,-2,0,0,-3,-3.0,1,1.0,14.5,0,,0,0.0,0,56.2,AgneJa00
435,Javorius Allen,NYG,28,,10,0,2,1,9,0,0,5,5.0,4,4.0,5.5,0,,0,0.0,0,62.5,AlleJa01
436,Antony Auclair,TAM,26,te,8,5,3,1,11,0,1,3,3.0,8,8.0,0.7,0,,0,0.0,0,45.1,AuclAn00
437,David Blough,DET,24,qb,5,5,1,1,19,1,1,14,14.0,5,5.0,14.0,0,,0,0.0,0,158.3,BlouDa00
438,Garrett Bradbury,MIN,24,C,16,16,1,1,-4,0,,0,0.0,-4,-4.0,0.0,0,,0,0.0,0,79.2,BradGa00
439,Jacoby Brissett,IND,27,QB,15,15,1,1,2,0,0,0,0.0,2,2.0,0.0,0,,0,0.0,0,79.2,BrisJa00
440,Ventell Bryant,DAL,23,,12,0,1,1,15,1,1,15,15.0,0,0.0,15.0,0,,0,0.0,0,158.3,BryaVe00
441,Kevin Byard,TEN,26,FS,16,16,1,1,11,0,1,3,3.0,8,8.0,3.0,0,,0,0.0,0,112.5,ByarKe01
442,Austin Carr,NOR,26,,6,3,4,1,9,0,1,5,5.0,4,4.0,10.3,0,,1,25.0,0,39.6,CarrAu00
443,Sean Culkin,LAC,26,,4,2,2,1,12,0,1,12,12.0,0,0.0,9.5,0,,1,50.0,0,68.7,CulkSe00
444,Andy Dalton,CIN,32,QB,13,13,1,1,-4,0,0,-8,-8.0,4,4.0,-8.0,0,,0,0.0,0,79.2,DaltAn00
445,Darrell Daniels,ARI,25,,11,0,3,1,4,0,1,4,4.0,0,0.0,7.3,0,,0,0.0,0,42.4,DaniDa02
446,Cody Davis,JAX,30,,16,0,1,1,7,0,1,2,2.0,5,5.0,2.0,0,,0,0.0,0,95.8,DaviCo02
447,Rashard Davis,TEN,24,,1,0,1,1,16,0,1,16,16.0,0,0.0,16.0,0,,0,0.0,0,118.7,DaviRa01
448,Dion Dawkins,BUF,25,LT,16,16,1,1,1,1,1,1,1.0,0,0.0,1.0,0,,0,0.0,0,118.7,DawkDi00
449,Michael Deiter,MIA,23,LG,16,15,1,1,0,0,,0,0.0,0,0.0,0.0,0,,0,0.0,0,79.2,DeitMi00
450,Jeff Driskel,DET,26,/qb,3,3,1,1,6,0,0,-3,-3.0,9,9.0,-3.0,0,,0,0.0,0,91.7,DrisJe00
451,Quincy Enunwa,NYJ,27,,1,1,3,1,-4,0,,0,0.0,-4,-4.0,11.7,0,,0,0.0,0,42.4,EnunQu00
452,Zach Gentry,PIT,23,,4,0,1,1,4,0,1,2,2.0,2,2.0,2.0,1,1.0,0,0.0,0,83.3,GentZa00
453,Cyril Grayson,TAM,26,,2,0,1,1,3,0,,2,2.0,1,1.0,2.0,0,,0,0.0,0,79.2,GrayCy01
454,Xavier Grimble,PIT,27,,3,1,3,1,3,0,,1,1.0,2,2.0,3.0,0,,1,33.3,0,42.4,GrimXa00
455,Dwayne Harris,OAK,32,,3,0,1,1,7,0,,0,0.0,7,7.0,0.0,0,,0,0.0,0,95.8,HarrDw00
456,Chris Herndon,NYJ,23,,1,0,2,1,7,0,,2,2.0,5,5.0,6.0,0,,0,0.0,0,58.3,HernCh00
457,Krishawn Hogan,NOR,24,,8,0,1,1,4,0,,2,2.0,2,2.0,2.0,0,,0,0.0,0,83.3,HogaKr00
458,Jakob Johnson,NWE,25,FB,4,3,2,1,5,0,,4,4.0,1,1.0,3.5,0,,0,0.0,0,56.2,JohnJa12
459,Charles Jones,JAX,23,,4,0,1,1,5,0,,3,3.0,2,2.0,3.0,0,,0,0.0,0,87.5,JoneCh10
460,Taiwan Jones,HOU,31,,11,0,1,1,9,0,0,-3,-3.0,12,12.0,-3.0,0,,0,0.0,0,104.2,JoneTa00
461,Dennis Kelly,TEN,29,,15,4,1,1,1,1,1,1,1.0,0,0.0,1.0,0,,0,0.0,0,118.7,KellDe00
462,Ben Koyack,JAX,26,te,11,6,3,1,9,0,,6,6.0,3,3.0,1.7,0,,1,33.3,0,42.4,KoyaBe00
463,Chris Manhertz,CAR,27,te,15,6,1,1,11,0,1,2,2.0,9,9.0,2.0,0,,0,0.0,0,112.5,ManhCh00
464,Codey McElroy,TAM,27,,1,0,1,1,30,0,1,30,30.0,0,0.0,30.0,0,,0,0.0,0,118.7,McElCo00
465,Kaleb McGary,ATL,24,RT,16,16,1,1,-3,0,,-3,-3.0,0,0.0,-3.0,0,,0,0.0,0,79.2,McGaKa00
466,Qadree Ollison,ATL,23,,8,0,2,1,7,0,1,4,4.0,3,3.0,1.5,0,,1,50.0,0,58.3,OlliQa00
467,Ricky Ortiz,NOR,25,,1,0,1,1,8,0,,1,1.0,7,7.0,1.0,1,1.0,0,0.0,0,100.0,OrtiRi00
468,Paul Perkins,DET,25,,4,0,1,1,9,0,0,-1,-1.0,10,10.0,-1.0,0,,0,0.0,0,104.2,PerkPa00
469,Senorise Perry,BUF,28,,11,0,1,1,1,0,,-1,-1.0,2,2.0,-1.0,0,,0,0.0,0,79.2,PerrSe00
470,David Quessenberry,TEN,29,,4,0,1,1,1,1,1,1,1.0,0,0.0,1.0,0,,0,0.0,0,118.7,QuesDa00
471,Elandon Roberts,NWE,25,/il,16,3,1,1,38,1,1,7,7.0,31,31.0,7.0,1,1.0,0,0.0,0,158.3,RobeEl00
472,Ty Sambrailo,ATL,27,,13,0,1,1,35,1,1,15,15.0,20,20.0,15.0,0,,0,0.0,0,158.3,SambTy00
473,Jason Sanders,MIA,24,,16,0,1,1,1,1,1,1,1.0,0,0.0,1.0,0,,0,0.0,0,118.7,SandJa00
474,Bo Scarbrough,DET,25,rb,6,5,4,1,5,0,0,-3,-3.0,8,8.0,-2.0,0,,0,0.0,0,39.6,ScarBo01
475,Dalton Schultz,DAL,23,,16,0,2,1,6,0,,5,5.0,1,1.0,10.0,0,,0,0.0,0,56.2,SchuDa00
476,Jaleel Scott,BAL,24,,3,0,3,1,6,0,,0,0.0,6,6.0,13.0,0,,0,0.0,0,42.4,ScotJa02
477,Nick Scott,LAR,24,,16,0,1,1,23,0,1,3,3.0,20,20.0,3.0,0,,0,0.0,0,118.7,ScotNi01
478,Darrius Shepherd,GNB,24,,6,0,2,1,1,0,,-2,-2.0,3,3.0,4.0,0,,0,0.0,1,16.7,ShepDa00
479,Jeff Smith,NYJ,22,,1,0,2,1,12,0,1,12,12.0,0,0.0,24.0,0,,0,0.0,0,68.7,SmitJe03
480,Keith Smith,ATL,27,fb,16,5,3,1,13,0,1,0,0.0,13,13.0,7.0,0,,0,0.0,0,47.9,SmitKe03
481,Tyrone Swoopes,SEA,25,,5,2,1,1,5,0,,-2,-2.0,7,7.0,-2.0,0,,0,0.0,0,87.5,SwooTy00
482,Wyatt Teller,CLE,25,RG,15,9,1,1,-5,0,,-5,-5.0,0,0.0,-5.0,0,,0,0.0,0,79.2,TellWy00
483,De'Anthony Thomas,2TM,26,,14,0,2,1,6,0,0,3,3.0,3,3.0,-0.5,0,,1,50.0,0,56.2,ThomDe05
484,Jordan Thomas,HOU,23,,5,2,3,1,8,0,,5,5.0,3,3.0,2.7,0,,0,0.0,0,42.4,ThomJo05
485,Eric Tomlinson,3TM,27,,8,3,1,1,1,0,,0,0.0,1,1.0,0.0,0,,0,0.0,0,79.2,TomlEr01
486,John Ursua,SEA,25,,3,0,1,1,11,0,1,11,11.0,0,0.0,11.0,0,,0,0.0,0,112.5,UrsuJo00
487,Vita Vea,TAM,24,NT,16,16,1,1,1,1,1,1,1.0,0,0.0,1.0,0,,0,0.0,0,118.7,VeaxVi00
488,Dwayne Washington,NOR,25,,16,0,1,1,6,0,0,-5,-5.0,11,11.0,-5.0,0,,0,0.0,0,91.7,WashDw00
489,Deshaun Watson*,HOU,24,QB,15,15,1,1,6,1,1,0,0.0,6,6.0,0.0,0,,0,0.0,0,131.2,WatsDe00
490,Kerrith Whyte Jr,PIT,23,,6,0,1,1,9,0,1,-2,-2.0,11,11.0,-2.0,0,,0,0.0,0,104.2,WhytKe00
491,Christian Wilkins,MIA,24,RDE,16,14,1,1,1,1,1,0,0.0,1,1.0,0.0,0,,0,0.0,0,118.7,WilkCh00
